"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717488,"2023-07-05",0,"2023-07-06T01:08:07.337Z","2023-07-06T01:08:10.883Z",TRUE,"pitch","fec53df9-06a9-4157-afc5-b97f4241e2e3",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.1677,1.5168,NA,131.04,217.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Dylan Carlson walks.",0,7,8,70,"top",8,"2023-07-06T01:07:54.124Z","2023-07-06T01:10:19.030Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,666185,"Dylan Carlson","/api/v1/people/666185","R","Right",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",92.6,85.3,13,0.57,0.4066,6.2663,28.6886,-28.1688,-1.0764,2.1755,-0.3683,0.7698,-8.0733,-134.6219,-5.359,2.8067,50.0021,4.7754,-1.9768,7.2,6,24,2785,224,NA,NA,NA,NA,NA,NA,FALSE,-28.9,3,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717488,"2023-07-05",5,"2023-07-06T01:09:35.768Z","2023-07-06T01:09:47.411Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",7,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,2,1,666185,"/api/v1/people/666185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Dylan Carlson walks.",0,7,8,70,"top",8,"2023-07-06T01:07:54.124Z","2023-07-06T01:10:19.030Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,666185,"Dylan Carlson","/api/v1/people/666185","R","Right",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Miami Marlins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717488,"2023-07-05",7,"2023-07-06T01:07:35.233Z","2023-07-06T01:07:39.687Z",TRUE,"pitch","238f47f5-4c9a-4e7f-a360-a62ef754117a",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,0,NA,NA,3.46,1.6,NA,168.61,212.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Paul DeJong strikes out swinging.",0,7,8,69,"top",8,"2023-07-06T01:06:32.411Z","2023-07-06T01:07:39.687Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,657557,"Paul DeJong","/api/v1/people/657557","R","Right",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.1,83.3,13,0.89,0.4175,6.5866,26.7876,-30.8311,-3.1365,0.7683,-1.354,0.9803,-8.8273,-131.0097,-4.2413,2.4617,50.0007,4.9156,-5.4699,12,7.2,24,2828,275,NA,NA,NA,NA,NA,NA,TRUE,-33,0.7,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717488,"2023-07-05",5,"2023-07-06T01:07:11.340Z","2023-07-06T01:07:14.499Z",TRUE,"pitch","5ed3dbb3-867d-4ba6-a825-45c06c199d1b",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,0,NA,NA,3.46,1.6,NA,107.97,149.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Paul DeJong strikes out swinging.",0,7,8,69,"top",8,"2023-07-06T01:06:32.411Z","2023-07-06T01:07:39.687Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,657557,"Paul DeJong","/api/v1/people/657557","R","Right",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.1,88.7,2,0.89,0.3877,6.3902,32.2556,-13.9472,2.3367,9.0185,0.237,3.2949,-7.3156,-141.2815,-2.4278,2.5566,50.0026,5.062,4.7233,12,2.4,24,2591,148,NA,NA,NA,NA,NA,NA,FALSE,-13,16,-2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717488,"2023-07-05",4,"2023-07-06T01:06:49.552Z","2023-07-06T01:06:53.623Z",TRUE,"pitch","527bc00e-450a-4578-b476-396f5f62ac49",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,0,NA,NA,3.46,1.6,NA,125.32,190.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Paul DeJong strikes out swinging.",0,7,8,69,"top",8,"2023-07-06T01:06:32.411Z","2023-07-06T01:07:39.687Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,657557,"Paul DeJong","/api/v1/people/657557","R","Right",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,88.1,8,0.9,0.3905,6.3751,33.0638,-11.9607,2.1319,10.1581,-0.2182,1.7779,-8.3122,-140.4722,-6.5328,2.5078,50.0038,4.9181,4.2429,9.6,2.4,24,2630,142,NA,NA,NA,NA,NA,NA,FALSE,-12.4,17.2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717488,"2023-07-05",3,"2023-07-06T01:06:34.767Z","2023-07-06T01:06:38.688Z",TRUE,"pitch","e5c06986-1f0e-45ad-b968-3947b363c2a3",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.2989,1.4773,NA,127.82,212.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Paul DeJong strikes out swinging.",0,7,8,69,"top",8,"2023-07-06T01:06:32.411Z","2023-07-06T01:07:39.687Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,657557,"Paul DeJong","/api/v1/people/657557","R","Right",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90,83.1,13,0.89,0.4177,6.4536,27.0137,-31.5942,-2.4848,0.3297,-0.2837,0.987,-6.8283,-130.9924,-4.0668,2.6767,50.0004,4.915,-4.3273,9.6,7.2,24,2777,257,NA,NA,NA,NA,NA,NA,FALSE,-33.7,-0.1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717488,"2023-07-05",0,"2023-07-06T01:05:26.402Z","2023-07-06T01:05:26.441Z",FALSE,"action",NA,NA,"Defensive Substitution: Joey Wendle replaces third baseman Jean Segura, batting 6th, playing shortstop.","Defensive Sub",7,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,621563,"/api/v1/people/621563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_substitution",NA,"6","Shortstop","Infielder","SS","601","69","atBat","Strikeout","strikeout","Paul DeJong strikes out swinging.",0,7,8,69,"top",8,"2023-07-06T01:06:32.411Z","2023-07-06T01:07:39.687Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,657557,"Paul DeJong","/api/v1/people/657557","R","Right",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Miami Marlins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,516416,"/api/v1/people/516416",NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717488,"2023-07-05",1,"2023-07-06T01:05:26.441Z","2023-07-06T01:05:26.443Z",FALSE,"action",NA,NA,"Defensive switch from shortstop to third base for Jon Berti.","Defensive Switch",7,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,542932,"/api/v1/people/542932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"5","Third Base","Infielder","3B","900","69","atBat","Strikeout","strikeout","Paul DeJong strikes out swinging.",0,7,8,69,"top",8,"2023-07-06T01:06:32.411Z","2023-07-06T01:07:39.687Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,657557,"Paul DeJong","/api/v1/people/657557","R","Right",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Miami Marlins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717488,"2023-07-05",2,"2023-07-06T01:05:26.443Z","2023-07-06T01:06:34.767Z",FALSE,"action",NA,NA,"Pitching Change: Tanner Scott replaces Huascar Brazoban.","Pitching Substitution",7,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,656945,"/api/v1/people/656945",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"69","atBat","Strikeout","strikeout","Paul DeJong strikes out swinging.",0,7,8,69,"top",8,"2023-07-06T01:06:32.411Z","2023-07-06T01:07:39.687Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,657557,"Paul DeJong","/api/v1/people/657557","R","Right",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Miami Marlins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717488,"2023-07-05",6,"2023-07-06T01:07:21.515Z","2023-07-06T01:07:35.233Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",7,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,0,657557,"/api/v1/people/657557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Paul DeJong strikes out swinging.",0,7,8,69,"top",8,"2023-07-06T01:06:32.411Z","2023-07-06T01:07:39.687Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,657557,"Paul DeJong","/api/v1/people/657557","R","Right",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Miami Marlins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717488,"2023-07-05",3,"2023-07-06T01:03:53.180Z","2023-07-06T01:04:03.802Z",TRUE,"pitch","562c8c04-741c-4b61-b998-c67ee1fe40f2",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,0,2,NA,NA,3.2,1.48,NA,94.66,155.95,"fly_ball","medium","9",178.24,72.05,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Jacob Stallings flies out to right fielder Dylan Carlson.",0,7,8,68,"bottom",7,"2023-07-06T01:03:03.182Z","2023-07-06T01:04:03.802Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,607732,"Jacob Stallings","/api/v1/people/607732","R","Right",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,85.4,3,0.9,0.4026,6.6913,30.7926,-16.6094,-3.4506,8.3109,0.586,3.0679,7.4747,-136.2143,-3.7701,-1.7493,50.0052,5.6232,-6.4648,15.6,3.6,24,2537,211,96.9,36,341,NA,NA,NA,TRUE,-16.9,14.4,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717488,"2023-07-05",1,"2023-07-06T01:03:25.548Z","2023-07-06T01:03:29.319Z",TRUE,"pitch","d509fb83-a974-4b1d-a88a-6bdae69b3924",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.1806,1.44,NA,88.59,201.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Jacob Stallings flies out to right fielder Dylan Carlson.",0,7,8,68,"bottom",7,"2023-07-06T01:03:03.182Z","2023-07-06T01:04:03.802Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,607732,"Jacob Stallings","/api/v1/people/607732","R","Right",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","St. Louis Cardinals",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.9,74.6,9,0.9,0.4631,6.857,27.3191,-39.5736,9.3685,-5.2454,0.7454,1.3753,2.747,-119.2165,-1.9717,-1.6449,50.004,5.8546,13.2087,19.2,12,24,3221,50,NA,NA,NA,NA,NA,NA,FALSE,-51.1,-9.7,-17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717488,"2023-07-05",0,"2023-07-06T01:03:09.583Z","2023-07-06T01:03:13.293Z",TRUE,"pitch","9f67a83f-18d6-4aed-a07e-92805a580c63",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.0789,1.4601,NA,66.5,171.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Jacob Stallings flies out to right fielder Dylan Carlson.",0,7,8,68,"bottom",7,"2023-07-06T01:03:03.182Z","2023-07-06T01:04:03.802Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,607732,"Jacob Stallings","/api/v1/people/607732","R","Right",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,85.3,12,0.9,0.4035,6.758,31.3777,-17.0882,-1.9582,8.0953,1.3248,2.5016,8.5515,-136.0375,-5.2065,-1.6127,50.0045,5.6348,-3.6504,6,3.6,24,2533,211,NA,NA,NA,NA,NA,NA,FALSE,-17.8,13.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717488,"2023-07-05",2,"2023-07-06T01:03:39.909Z","2023-07-06T01:03:53.180Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",7,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,0,2,607732,"/api/v1/people/607732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Jacob Stallings flies out to right fielder Dylan Carlson.",0,7,8,68,"bottom",7,"2023-07-06T01:03:03.182Z","2023-07-06T01:04:03.802Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,607732,"Jacob Stallings","/api/v1/people/607732","R","Right",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","St. Louis Cardinals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717488,"2023-07-05",8,"2023-07-06T01:02:32.864Z","2023-07-06T01:02:40.810Z",TRUE,"pitch","cc6ad575-7988-4add-8e78-45e368604a24",8,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.371,1.535,NA,92.14,196.82,"ground_ball","medium","5",111.67,174.3,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Dane Myers grounds out, third baseman Nolan Arenado to first baseman Paul Goldschmidt.",0,7,8,67,"bottom",7,"2023-07-06T01:00:15.947Z","2023-07-06T01:02:40.810Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,667472,"Dane Myers","/api/v1/people/667472","R","Right",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","St. Louis Cardinals",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82.7,76,9,0.9,0.4568,6.8071,25.6811,-41.4855,7.6459,-6.411,0.6523,1.5542,3.1504,-120.4005,-1.5197,-1.6705,50.0017,5.9001,11.1061,15.6,12,24,3112,47,71.7,-36,3,NA,NA,NA,TRUE,-52,-11.6,-14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717488,"2023-07-05",7,"2023-07-06T01:02:10.821Z","2023-07-06T01:02:14.882Z",TRUE,"pitch","cf34a021-af4a-4722-b5d4-022a5584a5bf",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.371,1.535,NA,108.06,165.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Dane Myers grounds out, third baseman Nolan Arenado to first baseman Paul Goldschmidt.",0,7,8,67,"bottom",7,"2023-07-06T01:00:15.947Z","2023-07-06T01:02:40.810Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,667472,"Dane Myers","/api/v1/people/667472","R","Right",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","St. Louis Cardinals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.7,81.4,5,0.85,0.4241,6.495,27.2387,-30.4107,1.236,1.0467,0.2345,2.7178,4.7971,-129.2036,-1.8087,-1.8079,50.0053,5.7668,2.0865,6,7.2,24,2809,78,NA,NA,NA,NA,NA,NA,FALSE,-33,1.7,-3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717488,"2023-07-05",6,"2023-07-06T01:01:47.400Z","2023-07-06T01:01:51.936Z",TRUE,"pitch","81b14f55-bc16-41bb-a99a-3c44fdd5090b",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.371,1.535,NA,117.43,163.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Dane Myers grounds out, third baseman Nolan Arenado to first baseman Paul Goldschmidt.",0,7,8,67,"bottom",7,"2023-07-06T01:00:15.947Z","2023-07-06T01:02:40.810Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,667472,"Dane Myers","/api/v1/people/667472","R","Right",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.3,85,5,0.9,0.4041,7.0193,30.7396,-15.0056,-3.4634,9.2352,-0.0113,2.789,5.9464,-135.7454,-4.7475,-1.784,50.0056,5.6113,-6.4411,18,3.6,24,2537,212,NA,NA,NA,NA,NA,NA,FALSE,-15.7,15.8,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
