"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
717130,"2023-08-05",0,"2023-08-05T04:40:24.290Z","2023-08-05T04:40:32.534Z",TRUE,"pitch","96b5c457-9275-4da9-a2eb-74f256454d85",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.48,1.63,NA,113.79,165.65,"fly_ball","medium","7",66.09,127.2,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Flyout","field_out","Mike Moustakas flies out to left fielder Cade Marlowe.",0,9,7,85,"bottom",9,"2023-08-05T04:40:03.774Z","2023-08-05T04:40:32.534Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,519058,"Mike Moustakas","/api/v1/people/519058","L","Left",666374,"Matt Brash","/api/v1/people/666374","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Seattle Mariners","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.7,89.6,5,0.9,0.3827,6.5405,35.2285,-16.0099,-6.3645,7.8053,0.0842,2.7084,8.9299,-143.4647,-3.2526,-2.2515,50.0016,4.8633,-13.1792,33.6,3.6,24,2292,236,76.2,46,234,NA,NA,NA,TRUE,-14.6,13.6,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717130,"2023-08-05",5,"2023-08-05T04:39:48.080Z","2023-08-05T04:39:53.592Z",TRUE,"pitch","59d20b28-b9a4-4985-b466-53274635d1cf",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.67,1.67,NA,88.14,187.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","C.J. Cron strikes out swinging.",0,9,7,84,"bottom",9,"2023-08-05T04:38:44.664Z","2023-08-05T04:39:53.592Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,543068,"C.J. Cron","/api/v1/people/543068","R","Right",666374,"Matt Brash","/api/v1/people/666374","R","Right","vs_RHP","vs_RHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Seattle Mariners",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",92.7,84.4,9,0.89,0.4079,6.5175,31.7967,-26.8614,3.7474,2.9154,0.757,1.8978,7.3098,-134.7436,-3.1556,-2.4877,50.0031,5.0014,6.8251,16.8,6,24,3052,58,NA,NA,NA,NA,NA,NA,TRUE,-27.4,4.8,-8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,650859,"Luis Rengifo","/api/v1/people/650859",545341,"Randal Grichuk","/api/v1/people/545341",NA,NA,NA,NA,NA,NA,NA
717130,"2023-08-05",3,"2023-08-05T04:39:21.806Z","2023-08-05T04:39:26.047Z",TRUE,"pitch","4197dfcf-b0b8-4961-b419-e6b5a0281b92",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.67,1.67,NA,81.99,209.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","C.J. Cron strikes out swinging.",0,9,7,84,"bottom",9,"2023-08-05T04:38:44.664Z","2023-08-05T04:39:53.592Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,543068,"C.J. Cron","/api/v1/people/543068","R","Right",666374,"Matt Brash","/api/v1/people/666374","R","Right","vs_RHP","vs_RHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Seattle Mariners",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.4,83,14,0.89,0.4171,6.5636,28.7153,-23.9548,4.1209,4.7103,0.9184,1.0702,7.4226,-131.48,-4.935,-2.4803,50.0041,4.7566,7.1903,19.2,6,24,2697,42,NA,NA,NA,NA,NA,NA,FALSE,-26,7.6,-9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,650859,"Luis Rengifo","/api/v1/people/650859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717130,"2023-08-05",2,"2023-08-05T04:39:04.172Z","2023-08-05T04:39:07.572Z",TRUE,"pitch","bfe32312-c527-4071-97c1-cef0e6edfa38",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.8419,1.8223,NA,58.48,181.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","C.J. Cron strikes out swinging.",0,9,7,84,"bottom",9,"2023-08-05T04:38:44.664Z","2023-08-05T04:39:53.592Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,543068,"C.J. Cron","/api/v1/people/543068","R","Right",666374,"Matt Brash","/api/v1/people/666374","R","Right","vs_RHP","vs_RHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Seattle Mariners",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.8,84.4,14,0.53,0.4079,6.5241,32.236,-23.9865,1.9473,4.4941,1.5354,2.1324,9.4886,-134.8206,-3.0557,-2.2979,50.0007,4.9936,3.5451,13.2,6,24,2857,59,NA,NA,NA,NA,NA,NA,FALSE,-24.5,7.6,-5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,650859,"Luis Rengifo","/api/v1/people/650859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717130,"2023-08-05",1,"2023-08-05T04:38:47.052Z","2023-08-05T04:38:51.574Z",TRUE,"pitch","a0009fa0-b684-4238-96e2-ab4237c35f07",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.9348,1.8223,NA,143.29,145.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","C.J. Cron strikes out swinging.",0,9,7,84,"bottom",9,"2023-08-05T04:38:44.664Z","2023-08-05T04:39:53.592Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,543068,"C.J. Cron","/api/v1/people/543068","R","Right",666374,"Matt Brash","/api/v1/people/666374","R","Right","vs_RHP","vs_RHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Seattle Mariners",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.7,90.9,1,0.9,0.3777,6.3899,34.1641,-14.9296,-5.2609,8.0983,-0.6897,3.4725,6.956,-145.0708,-2.1481,-2.4358,50.007,5.1335,-11.2084,32.4,3.6,24,2172,230,NA,NA,NA,NA,NA,NA,FALSE,-13.1,14.4,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,650859,"Luis Rengifo","/api/v1/people/650859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717130,"2023-08-05",0,"2023-08-05T04:38:04.665Z","2023-08-05T04:38:47.052Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",9,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","C.J. Cron strikes out swinging.",0,9,7,84,"bottom",9,"2023-08-05T04:38:44.664Z","2023-08-05T04:39:53.592Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,543068,"C.J. Cron","/api/v1/people/543068","R","Right",666374,"Matt Brash","/api/v1/people/666374","R","Right","vs_RHP","vs_RHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Seattle Mariners",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,650859,"Luis Rengifo","/api/v1/people/650859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717130,"2023-08-05",4,"2023-08-05T04:39:30.106Z","2023-08-05T04:39:48.080Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",9,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,1,543068,"/api/v1/people/543068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","C.J. Cron strikes out swinging.",0,9,7,84,"bottom",9,"2023-08-05T04:38:44.664Z","2023-08-05T04:39:53.592Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,543068,"C.J. Cron","/api/v1/people/543068","R","Right",666374,"Matt Brash","/api/v1/people/666374","R","Right","vs_RHP","vs_RHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Seattle Mariners",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,650859,"Luis Rengifo","/api/v1/people/650859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717130,"2023-08-05",3,"2023-08-05T04:37:37.613Z","2023-08-05T04:37:42.153Z",TRUE,"pitch","f57225c4-2b03-4a26-88f5-8704643d24a3",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,0,NA,NA,3.45,1.6,NA,102.31,131.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Shohei Ohtani strikes out swinging.",0,9,7,83,"bottom",9,"2023-08-05T04:36:55.031Z","2023-08-05T04:37:42.153Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,660271,"Shohei Ohtani","/api/v1/people/660271","L","Left",666374,"Matt Brash","/api/v1/people/666374","R","Right","vs_RHP","vs_LHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Seattle Mariners",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.2,89.4,12,0.9,0.3839,6.4055,33.508,-15.4181,-4.8556,8.1324,0.3855,3.9849,8.5652,-142.7715,-0.2884,-2.0253,50.0006,5.0593,-10.0032,27.6,3.6,24,2325,225,NA,NA,NA,NA,NA,NA,TRUE,-13.6,14.9,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,650859,"Luis Rengifo","/api/v1/people/650859",545341,"Randal Grichuk","/api/v1/people/545341",NA,NA,NA,NA,NA,NA,NA
717130,"2023-08-05",2,"2023-08-05T04:37:14.713Z","2023-08-05T04:37:19.272Z",TRUE,"pitch","5f81dedb-c087-41e2-b488-7baeb9d45507",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.45,1.6,NA,101.42,185.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Shohei Ohtani strikes out swinging.",0,9,7,83,"bottom",9,"2023-08-05T04:36:55.031Z","2023-08-05T04:37:42.153Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,660271,"Shohei Ohtani","/api/v1/people/660271","L","Left",666374,"Matt Brash","/api/v1/people/666374","R","Right","vs_RHP","vs_LHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Seattle Mariners",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.6,82.2,9,2,0.4206,6.5047,28.5693,-33.9793,4.7988,-1.0504,0.4087,1.9671,5.2713,-130.432,-1.3847,-2.2654,50.0037,5.0775,8.2323,15.6,8.4,24,2814,42,NA,NA,NA,NA,NA,NA,FALSE,-36.1,-2,-9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,650859,"Luis Rengifo","/api/v1/people/650859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717130,"2023-08-05",1,"2023-08-05T04:36:57.345Z","2023-08-05T04:37:01.627Z",TRUE,"pitch","2dc5c1d9-c268-4a25-b4fa-d85de959e4b2",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,0,NA,NA,3.45,1.6,NA,103.7,207.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Shohei Ohtani strikes out swinging.",0,9,7,83,"bottom",9,"2023-08-05T04:36:55.031Z","2023-08-05T04:37:42.153Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,660271,"Shohei Ohtani","/api/v1/people/660271","L","Left",666374,"Matt Brash","/api/v1/people/666374","R","Right","vs_RHP","vs_LHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Seattle Mariners",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.4,80.8,14,2,0.4276,6.6207,28.9865,-33.9281,4.0861,-1.0561,0.349,1.1648,5.1847,-128.5564,-2.7775,-2.2321,50.0048,4.9179,6.7746,13.2,8.4,24,3040,61,NA,NA,NA,NA,NA,NA,FALSE,-37.7,-2.4,-8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,650859,"Luis Rengifo","/api/v1/people/650859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
