"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","base","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716959,"2023-08-18",2,"2023-08-19T02:14:45.699Z","2023-08-19T02:14:54.265Z",TRUE,"pitch","5d17fd25-1d61-48c3-b9b0-f6e8cf70199a",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.22,1.53,NA,127.85,201.72,"ground_ball","medium","5",99.33,164.8,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Zack Short grounds out, third baseman Gabriel Arias to first baseman Kole Calhoun.",0,1,4,70,"top",9,"2023-08-19T02:13:54.709Z","2023-08-19T02:14:54.265Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,670097,"Zack Short","/api/v1/people/670097","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.7,82,13,0.9,0.4235,6.4656,26.2257,-30.2887,4.7122,1.1137,-0.2847,1.3726,-1.1675,-129.2089,-5.3637,-0.4401,50.0044,5.7951,7.9901,14.4,7.2,24,2613,67,98.2,-9,10,NA,NA,NA,TRUE,-33.6,1.1,-8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716959,"2023-08-18",1,"2023-08-19T02:14:29.244Z","2023-08-19T02:14:35.545Z",TRUE,"pitch","203b3f3f-ca33-421b-9c82-7e4a8f4ca41e",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.2199,1.5614,NA,126.36,149.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Zack Short grounds out, third baseman Gabriel Arias to first baseman Kole Calhoun.",0,1,4,70,"top",9,"2023-08-19T02:13:54.709Z","2023-08-19T02:14:54.265Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,670097,"Zack Short","/api/v1/people/670097","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.6,89.7,2,0.91,0.3825,6.4474,35.1751,-21.4014,3.552,5.1931,-0.2455,3.3199,-0.8942,-143.5363,-3.5827,-0.39,50.0011,5.9272,7.3637,18,4.8,24,2711,161,NA,NA,NA,NA,NA,NA,FALSE,-19.4,8.9,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716959,"2023-08-18",0,"2023-08-19T02:14:14.838Z","2023-08-19T02:14:21.494Z",TRUE,"pitch","cbc5635a-2efe-428f-8804-66c666790aed",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2199,1.5364,NA,126.96,132.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Zack Short grounds out, third baseman Gabriel Arias to first baseman Kole Calhoun.",0,1,4,70,"top",9,"2023-08-19T02:13:54.709Z","2023-08-19T02:14:54.265Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,670097,"Zack Short","/api/v1/people/670097","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.1,91.2,11,0.91,0.3783,6.3909,31.5392,-19.5261,1.8252,5.9514,-0.2614,3.9518,-0.2894,-144.4078,-2.4376,-0.3976,50.0054,5.9991,3.881,10.8,3.6,24,2742,166,NA,NA,NA,NA,NA,NA,FALSE,-17.2,10.6,-3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716959,"2023-08-18",3,"2023-08-19T02:13:41.315Z","2023-08-19T02:13:48.960Z",TRUE,"pitch","1f90978e-81a5-4ba4-8b40-4e79a74117b0",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,1,NA,NA,3.3,1.58,NA,95.35,147.54,"ground_ball","medium","4",148.39,146.39,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Zach McKinstry grounds out, second baseman Andres Gimenez to first baseman Kole Calhoun.",0,1,4,69,"top",9,"2023-08-19T02:12:32.044Z","2023-08-19T02:13:48.960Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.7,90.5,3,0.91,0.3807,6.3537,33.1744,-23.3016,3.3963,4.2343,0.5679,3.3791,1.0773,-143.8443,-3.5495,-0.2528,50.007,6.0729,7.123,16.8,4.8,24,2808,161,74.9,-16,12,NA,NA,NA,TRUE,-20.9,7.2,-6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716959,"2023-08-18",2,"2023-08-19T02:13:22.004Z","2023-08-19T02:13:27.777Z",TRUE,"pitch","8f8047c3-8258-407b-b1db-c5a66a2ea48b",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.3,1.58,NA,108.04,155.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Zach McKinstry grounds out, second baseman Andres Gimenez to first baseman Kole Calhoun.",0,1,4,69,"top",9,"2023-08-19T02:12:32.044Z","2023-08-19T02:13:48.960Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.2,90.7,2,0.91,0.3795,6.6608,34.1353,-23.3027,1.5978,4.2065,0.235,3.0916,0.7261,-144.4081,-3.9701,-0.2274,50.0032,5.9207,3.3687,8.4,4.8,24,2657,170,NA,NA,NA,NA,NA,NA,FALSE,-20.8,7,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716959,"2023-08-18",1,"2023-08-19T02:13:07.335Z","2023-08-19T02:13:13.324Z",TRUE,"pitch","1fc6a8c5-cae4-438f-814a-59139ebb10e5",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.2999,1.5865,NA,127.36,157.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Zach McKinstry grounds out, second baseman Andres Gimenez to first baseman Kole Calhoun.",0,1,4,69,"top",9,"2023-08-19T02:12:32.044Z","2023-08-19T02:13:48.960Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.9,90.4,2,0.91,0.3805,6.4367,34.2672,-23.6018,1.1483,4.0894,-0.2718,3.0065,0.2081,-144.0747,-4.0574,-0.4942,50.0052,5.8963,2.408,6,4.8,24,2648,167,NA,NA,NA,NA,NA,NA,FALSE,-21.2,6.7,-2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716959,"2023-08-18",0,"2023-08-19T02:12:52.814Z","2023-08-19T02:12:57.479Z",TRUE,"pitch","261990a8-8356-4dc7-8c3a-f9c60c69f5a3",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.2999,1.5364,NA,67.68,136.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Zach McKinstry grounds out, second baseman Andres Gimenez to first baseman Kole Calhoun.",0,1,4,69,"top",9,"2023-08-19T02:12:32.044Z","2023-08-19T02:13:48.960Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.5,91.8,12,0.91,0.3746,6.45,35.4086,-19.7282,3.29,5.7535,1.294,3.773,2.8634,-146.38,-3.0268,-0.1254,50.0067,6.0054,7.1225,20.4,3.6,24,2525,170,NA,NA,NA,NA,NA,NA,FALSE,-17.2,10,-6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716959,"2023-08-18",6,"2023-08-19T02:12:16.203Z","2023-08-19T02:12:26.645Z",TRUE,"pitch","1ed093ec-4d37-40f2-8396-8d3987a0676a",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,0,NA,NA,3.57,1.68,NA,141.98,148.23,"fly_ball","hard","8",127.06,56.44,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Javier Baez flies out sharply to center fielder Ramon Laureano.",0,1,4,68,"top",9,"2023-08-19T02:11:19.849Z","2023-08-19T02:12:26.645Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,595879,"Javier Báez","/api/v1/people/595879","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.8,91.3,1,0.91,0.3768,6.4137,34.3347,-20.4164,2.6544,5.4947,-0.6554,3.3537,-1.4169,-145.4143,-3.9507,-0.5066,50.0048,5.9699,5.6809,14.4,3.6,24,2731,181,103.1,39,354,NA,NA,NA,TRUE,-18.1,9.4,-4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716959,"2023-08-18",5,"2023-08-19T02:11:55.724Z","2023-08-19T02:12:00.344Z",TRUE,"pitch","6c9511e7-0d02-424c-b654-eb722ff615f4",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.57,1.68,NA,99.2,205.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Javier Baez flies out sharply to center fielder Ramon Laureano.",0,1,4,68,"top",9,"2023-08-19T02:11:19.849Z","2023-08-19T02:12:26.645Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,595879,"Javier Báez","/api/v1/people/595879","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91.5,85,14,0.9,0.4094,6.5283,25.938,-27.8334,5.2288,2.3882,0.467,1.2175,0.3694,-133.2847,-6.7282,-0.3533,50.0018,5.7569,9.5021,18,7.2,24,2698,68,NA,NA,NA,NA,NA,NA,FALSE,-29.2,3.2,-9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716959,"2023-08-18",4,"2023-08-19T02:11:38.727Z","2023-08-19T02:11:43.581Z",TRUE,"pitch","9ce51c47-60cd-4cf4-9ca7-5fa28e257fe8",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,0,NA,NA,3.57,1.68,NA,150.16,137.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Javier Baez flies out sharply to center fielder Ramon Laureano.",0,1,4,68,"top",9,"2023-08-19T02:11:19.849Z","2023-08-19T02:12:26.645Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,595879,"Javier Báez","/api/v1/people/595879","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.6,90.7,11,0.91,0.3805,6.4568,31.2554,-20.0833,3.6365,5.7499,-0.8699,3.7461,-2.0107,-143.6127,-2.9924,-0.6355,50.0006,6.0412,7.6437,19.2,4.8,24,2688,164,NA,NA,NA,NA,NA,NA,FALSE,-17.9,10.1,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
