"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
746797,"2024-05-11",6,"2024-05-12T01:27:06.950Z","2024-05-12T01:27:09.957Z",TRUE,"pitch","a4fc299d-1a4f-49da-a25c-4b1e622c549c",6,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,3,2,NA,NA,3.28,1.5933,NA,94.26,178.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Will Brennan called out on strikes.",0,1,3,65,"top",9,"2024-05-12T01:25:20.920Z","2024-05-12T01:27:09.957Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,686823,"Will Brennan","/api/v1/people/686823","L","Left",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,86.8,6,0.91,0.3957,6.7579,32.537,-9.8503,-6.908,11.5186,0.5965,2.246,8.1726,-138.698,-7.5617,-1.498,50.006,5.6737,-13.3918,44.4,3.6,24,2430,210,NA,NA,NA,NA,NA,NA,TRUE,-10.9,19.3,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746797,"2024-05-11",5,"2024-05-12T01:26:51.443Z","2024-05-12T01:26:54.539Z",TRUE,"pitch","e9840656-3e81-49d9-92b0-bc1f2ff88789",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,2,NA,NA,3.3268,1.5108,NA,104.83,177.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Will Brennan called out on strikes.",0,1,3,65,"top",9,"2024-05-12T01:25:20.920Z","2024-05-12T01:27:09.957Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,686823,"Will Brennan","/api/v1/people/686823","L","Left",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,85.3,6,0.9,0.4031,6.6944,30.7863,-12.1933,-7.0027,10.6965,0.3193,2.2867,7.6396,-136.0423,-6.555,-1.62,50.0035,5.5784,-13.0823,39.6,3.6,24,2345,213,NA,NA,NA,NA,NA,NA,FALSE,-13.3,18.1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746797,"2024-05-11",4,"2024-05-12T01:26:35.493Z","2024-05-12T01:26:38.493Z",TRUE,"pitch","8c574c63-b522-432d-9631-a121107ec30d",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.3698,1.554,NA,163.02,142.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Will Brennan called out on strikes.",0,1,3,65,"top",9,"2024-05-12T01:25:20.920Z","2024-05-12T01:27:09.957Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,686823,"Will Brennan","/api/v1/people/686823","L","Left",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.1,84.5,11,0.9,0.4053,6.8347,31.4215,-12.5017,-4.9355,10.6539,-1.2073,3.5644,2.2592,-135.4704,-3.8128,-1.4139,50.0015,5.8727,-9.112,32.4,3.6,24,2333,207,NA,NA,NA,NA,NA,NA,FALSE,-13.1,18.6,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746797,"2024-05-11",3,"2024-05-12T01:26:21.332Z","2024-05-12T01:26:24.332Z",TRUE,"pitch","ee3ad4e9-91df-4715-99a5-d411a2efbb64",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,1,2,NA,NA,3.28,1.51,NA,118.73,163.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Will Brennan called out on strikes.",0,1,3,65,"top",9,"2024-05-12T01:25:20.920Z","2024-05-12T01:27:09.957Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,686823,"Will Brennan","/api/v1/people/686823","L","Left",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.7,86.1,2,0.9,0.3988,6.8042,31.8152,-11.0248,-6.592,11.0809,-0.0454,2.7767,6.344,-137.5949,-6.0138,-1.5295,50.0061,5.7449,-12.5855,42,3.6,24,2339,214,NA,NA,NA,NA,NA,NA,FALSE,-11.8,19,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746797,"2024-05-11",1,"2024-05-12T01:25:49.177Z","2024-05-12T01:25:52.177Z",TRUE,"pitch","cc097ad5-a15c-475a-ae62-559fc9d48d73",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.2946,1.5057,NA,176.91,183.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Will Brennan called out on strikes.",0,1,3,65,"top",9,"2024-05-12T01:25:20.920Z","2024-05-12T01:27:09.957Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,686823,"Will Brennan","/api/v1/people/686823","L","Left",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.5,85.2,13,0.9,0.4034,6.6044,30.988,-12.9976,-7.0668,10.2829,-1.5718,2.0635,3.4733,-135.9895,-6.7727,-1.9503,50.0048,5.4956,-13.1818,40.8,3.6,24,2327,218,NA,NA,NA,NA,NA,NA,FALSE,-14.2,17.3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746797,"2024-05-11",0,"2024-05-12T01:25:36.202Z","2024-05-12T01:25:39.314Z",TRUE,"pitch","f0042063-a5cf-42b2-8354-b4cdc423177b",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2665,1.5992,NA,155.91,174.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Will Brennan called out on strikes.",0,1,3,65,"top",9,"2024-05-12T01:25:20.920Z","2024-05-12T01:27:09.957Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,686823,"Will Brennan","/api/v1/people/686823","L","Left",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,86.3,13,0.91,0.3981,6.608,31.8149,-12.0232,-6.4519,10.5184,-1.0209,2.396,4.0994,-137.8209,-6.6119,-1.6925,50.0049,5.6454,-12.3617,40.8,3.6,24,2292,215,NA,NA,NA,NA,NA,NA,FALSE,-12.8,17.8,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746797,"2024-05-11",2,"2024-05-12T01:25:58.947Z","2024-05-12T01:26:21.332Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Will Brennan called out on strikes.",0,1,3,65,"top",9,"2024-05-12T01:25:20.920Z","2024-05-12T01:27:09.957Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,686823,"Will Brennan","/api/v1/people/686823","L","Left",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746797,"2024-05-11",3,"2024-05-12T01:24:58.304Z","2024-05-12T01:25:09.577Z",TRUE,"pitch","e772a2b1-3f0e-49e8-80b0-2e0ff06f99b8",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,1,NA,NA,3.15,1.49,NA,160.47,189.92,"ground_ball","medium","5",102.15,162.08,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Josh Naylor grounds out, third baseman Bryan Ramos to first baseman Andrew Vaughn.",0,1,3,64,"top",9,"2024-05-12T01:23:56.127Z","2024-05-12T01:25:09.577Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,647304,"Josh Naylor","/api/v1/people/647304","L","Left",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,87.3,13,0.91,0.3944,6.6977,31.5056,-12.9036,-7.8273,9.8677,-1.1404,1.8095,4.4402,-138.9347,-7.5345,-1.7435,50.0007,5.4166,-15.2799,44.4,4.8,24,2342,218,97.5,2,90,NA,NA,NA,TRUE,-13.6,16.4,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746797,"2024-05-11",1,"2024-05-12T01:24:31.436Z","2024-05-12T01:24:34.436Z",TRUE,"pitch","dc0360a4-23ee-4c22-9f2c-5a588dae787a",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.15,1.5281,NA,144.68,192.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Josh Naylor grounds out, third baseman Bryan Ramos to first baseman Andrew Vaughn.",0,1,3,64,"top",9,"2024-05-12T01:23:56.127Z","2024-05-12T01:25:09.577Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,647304,"Josh Naylor","/api/v1/people/647304","L","Left",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,85.9,7,0.91,0.4004,6.5942,31.065,-12.8023,-6.4467,10.2287,-0.7262,1.7182,5.3544,-136.9522,-7.4641,-1.8718,50.0034,5.3601,-12.2108,37.2,3.6,24,2306,219,NA,NA,NA,NA,NA,NA,FALSE,-13.9,17,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746797,"2024-05-11",0,"2024-05-12T01:24:18.036Z","2024-05-12T01:24:21.302Z",TRUE,"pitch","caf48299-b2d1-4687-9061-e7c8401733c4",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.1907,1.5722,NA,132.22,173.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Josh Naylor grounds out, third baseman Bryan Ramos to first baseman Andrew Vaughn.",0,1,3,64,"top",9,"2024-05-12T01:23:56.127Z","2024-05-12T01:25:09.577Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,647304,"Josh Naylor","/api/v1/people/647304","L","Left",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,86.5,4,0.91,0.3971,6.7668,31.8378,-11.8815,-6.6634,10.5437,-0.3992,2.4239,6.146,-138.1171,-6.0986,-1.7916,50.0042,5.4656,-12.8267,40.8,3.6,24,2388,216,NA,NA,NA,NA,NA,NA,FALSE,-12.5,17.9,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746797,"2024-05-11",2,"2024-05-12T01:24:44.817Z","2024-05-12T01:24:58.304Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,1,647304,"/api/v1/people/647304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Josh Naylor grounds out, third baseman Bryan Ramos to first baseman Andrew Vaughn.",0,1,3,64,"top",9,"2024-05-12T01:23:56.127Z","2024-05-12T01:25:09.577Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,647304,"Josh Naylor","/api/v1/people/647304","L","Left",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746797,"2024-05-11",6,"2024-05-12T01:23:45.154Z","2024-05-12T01:23:50.735Z",TRUE,"pitch","1fffb8ad-5d79-4b0d-b998-a90d7e093b99",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.41,1.61,NA,113.25,189.41,"fly_ball","medium","6",99.94,126.37,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Flyout","field_out","José Ramírez flies out to shortstop Paul DeJong.",0,1,3,63,"top",9,"2024-05-12T01:22:40.678Z","2024-05-12T01:23:50.735Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,608070,"José Ramírez","/api/v1/people/608070","L","Left",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.6,86.5,8,0.91,0.3986,6.6824,30.1951,-11.4735,-5.8553,10.8252,0.0984,1.8285,6.9027,-137.3641,-8.1346,-1.6854,50.006,5.607,-11.2009,36,3.6,24,2335,215,64.2,38,197,NA,NA,NA,TRUE,-12.6,18.1,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
