"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716396,"2023-09-28",7,"2023-09-28T22:35:14.767Z","2023-09-28T22:35:23.144Z",TRUE,"pitch","1003a7b1-488c-4d17-9979-2dde7a911f41",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.42,1.57,NA,126.52,150.53,"popup","medium","2",138.57,213.97,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Pop Out","field_out","Masyn Winn pops out to catcher William Contreras in foul territory.",0,0,3,67,"top",9,"2023-09-28T22:33:02.294Z","2023-09-28T22:35:23.144Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,691026,"Masyn Winn","/api/v1/people/691026","R","Right",663629,"Ethan Small","/api/v1/people/663629","L","Left","vs_LHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.8,83,2,0.9,0.4121,6.7212,32.0683,-14.4569,3.0199,9.932,-0.2498,3.2683,-2.9921,-133.5316,-4.8227,0.4996,50,6.1581,5.3855,16.8,3.6,24,2118,168,66.2,85,32,NA,NA,NA,TRUE,-15.8,17,-4.7,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716396,"2023-09-28",6,"2023-09-28T22:34:50.926Z","2023-09-28T22:34:55.673Z",TRUE,"pitch","fd377c34-9ec3-47be-8673-7d4081c7fd07",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.3571,1.4224,NA,73.91,126.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Pop Out","field_out","Masyn Winn pops out to catcher William Contreras in foul territory.",0,0,3,67,"top",9,"2023-09-28T22:33:02.294Z","2023-09-28T22:35:23.144Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,691026,"Masyn Winn","/api/v1/people/691026","R","Right",663629,"Ethan Small","/api/v1/people/663629","L","Left","vs_LHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",78.9,72.1,12,0.9,0.4772,6.6433,22.0403,-26.547,7.5203,4.2242,1.1306,4.1758,-2.352,-114.9357,0.9512,1.1923,50.004,6.3419,10.0249,20.4,8.4,24,1195,132,NA,NA,NA,NA,NA,NA,FALSE,-35.8,8.2,-13,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716396,"2023-09-28",5,"2023-09-28T22:34:31.485Z","2023-09-28T22:34:37.471Z",TRUE,"pitch","6e87a9e7-ef7b-4185-a787-eded335a8d22",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.3289,1.3942,NA,172.15,137.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Pop Out","field_out","Masyn Winn pops out to catcher William Contreras in foul territory.",0,0,3,67,"top",9,"2023-09-28T22:33:02.294Z","2023-09-28T22:35:23.144Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,691026,"Masyn Winn","/api/v1/people/691026","R","Right",663629,"Ethan Small","/api/v1/people/663629","L","Left","vs_LHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,85.1,11,0.91,0.4024,6.6779,33.2389,-11.523,0.2637,11.0333,-1.4468,3.7376,-5.0801,-136.7085,-4.6103,0.4101,50.0043,6.252,0.4937,3.6,2.4,24,2153,172,NA,NA,NA,NA,NA,NA,FALSE,-12.2,19.1,0.7,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716396,"2023-09-28",4,"2023-09-28T22:34:08.392Z","2023-09-28T22:34:13.419Z",TRUE,"pitch","01df52c7-80e7-47ed-9e7f-187f70a09d33",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.42,1.57,NA,134.59,151.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Pop Out","field_out","Masyn Winn pops out to catcher William Contreras in foul territory.",0,0,3,67,"top",9,"2023-09-28T22:33:02.294Z","2023-09-28T22:35:23.144Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,691026,"Masyn Winn","/api/v1/people/691026","R","Right",663629,"Ethan Small","/api/v1/people/663629","L","Left","vs_LHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,84.6,1,0.9,0.4061,6.6604,30.7322,-14.4172,3.6298,9.6515,-0.4616,3.2431,-3.6178,-135.1123,-5.1645,0.4262,50.0061,6.2004,6.6808,20.4,3.6,24,2150,171,NA,NA,NA,NA,NA,NA,FALSE,-15.4,16.6,-5.8,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716396,"2023-09-28",3,"2023-09-28T22:33:41.498Z","2023-09-28T22:33:48.681Z",TRUE,"pitch","0ac70a94-5352-4a70-8c9a-2ae9fe905ee5",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.42,1.57,NA,101.66,165.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Pop Out","field_out","Masyn Winn pops out to catcher William Contreras in foul territory.",0,0,3,67,"top",9,"2023-09-28T22:33:02.294Z","2023-09-28T22:35:23.144Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,691026,"Masyn Winn","/api/v1/people/691026","R","Right",663629,"Ethan Small","/api/v1/people/663629","L","Left","vs_LHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",78.1,71.8,6,0.91,0.4816,6.807,20.7894,-23.3472,6.5002,6.7391,0.4023,2.7191,-3.4544,-113.7144,-2.4162,1.0963,50.0044,6.111,8.5163,18,7.2,24,1418,136,NA,NA,NA,NA,NA,NA,FALSE,-32.9,11.9,-10.9,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716396,"2023-09-28",2,"2023-09-28T22:33:21.939Z","2023-09-28T22:33:26.041Z",TRUE,"pitch","4e6d7faa-6675-4b7c-a8fb-3c1565c60b1a",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.2865,1.3511,NA,104.82,145.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Pop Out","field_out","Masyn Winn pops out to catcher William Contreras in foul territory.",0,0,3,67,"top",9,"2023-09-28T22:33:02.294Z","2023-09-28T22:35:23.144Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,691026,"Masyn Winn","/api/v1/people/691026","R","Right",663629,"Ethan Small","/api/v1/people/663629","L","Left","vs_LHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.1,83.5,12,0.9,0.41,6.6484,31.4393,-12.0353,3.7039,11.163,0.3196,3.4689,-2.4039,-134.0685,-4.7978,0.7508,50.0024,6.1542,6.6812,25.2,3.6,24,2277,165,NA,NA,NA,NA,NA,NA,FALSE,-13.2,19.3,-6.1,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716396,"2023-09-28",1,"2023-09-28T22:33:04.678Z","2023-09-28T22:33:09.265Z",TRUE,"pitch","a2784558-f4b5-4b82-ab32-f98417b173b4",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2445,1.3661,NA,127.72,151.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Pop Out","field_out","Masyn Winn pops out to catcher William Contreras in foul territory.",0,0,3,67,"top",9,"2023-09-28T22:33:02.294Z","2023-09-28T22:35:23.144Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,691026,"Masyn Winn","/api/v1/people/691026","R","Right",663629,"Ethan Small","/api/v1/people/663629","L","Left","vs_LHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,84.4,1,0.91,0.4063,6.6865,31.5185,-11.0218,2.7497,11.5121,-0.2812,3.2185,-3.4856,-135.194,-5.8614,0.6721,50.003,6.2,5.0527,19.2,2.4,24,2309,165,NA,NA,NA,NA,NA,NA,FALSE,-12.2,19.7,-4.2,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716396,"2023-09-28",0,"2023-09-28T22:32:17.690Z","2023-09-28T22:33:04.678Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",0,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"67","atBat","Pop Out","field_out","Masyn Winn pops out to catcher William Contreras in foul territory.",0,0,3,67,"top",9,"2023-09-28T22:33:02.294Z","2023-09-28T22:35:23.144Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,691026,"Masyn Winn","/api/v1/people/691026","R","Right",663629,"Ethan Small","/api/v1/people/663629","L","Left","vs_LHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716396,"2023-09-28",5,"2023-09-28T22:32:00.453Z","2023-09-28T22:32:06.909Z",TRUE,"pitch","7f19d475-2066-49a8-b13d-741ef32d975b",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,2,NA,NA,3.2502,1.48,NA,146.29,150.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Walk","walk","Juniel Querecuto walks. Andrew Knizner to 2nd.",0,0,3,66,"top",9,"2023-09-28T22:30:06.278Z","2023-09-28T22:32:06.909Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,578570,"Juniel Querecuto","/api/v1/people/578570","R","Right",663629,"Ethan Small","/api/v1/people/663629","L","Left","vs_LHP","vs_RHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.1,82.6,1,0.89,0.4151,6.6914,30.6207,-12.9997,4.1577,10.8939,-0.7685,3.2784,-4.6457,-132.4162,-5.1495,0.4759,50.002,6.2138,7.3177,24,3.6,24,2192,167,NA,NA,NA,NA,NA,NA,FALSE,-14.5,18.7,-6.4,NA,NA,NA,NA,FALSE,TRUE,668800,"Andrew Knizner","/api/v1/people/668800",578570,"Juniel Querecuto","/api/v1/people/578570",NA,NA,NA
716396,"2023-09-28",4,"2023-09-28T22:31:31.868Z","2023-09-28T22:31:36.569Z",TRUE,"pitch","c5d322f6-4991-43bb-9f37-f66e8f6fe04b",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.3065,1.48,NA,171.42,172.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Walk","walk","Juniel Querecuto walks. Andrew Knizner to 2nd.",0,0,3,66,"top",9,"2023-09-28T22:30:06.278Z","2023-09-28T22:32:06.909Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,578570,"Juniel Querecuto","/api/v1/people/578570","R","Right",663629,"Ethan Small","/api/v1/people/663629","L","Left","vs_LHP","vs_RHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.6,84.2,11,0.9,0.4083,6.7826,30.8379,-10.8265,3.3446,11.7318,-1.4276,2.4531,-5.9703,-134.4641,-7.5402,0.3933,50.004,6.073,6.0871,20.4,2.4,24,2197,165,NA,NA,NA,NA,NA,NA,FALSE,-12.5,19.7,-4.7,NA,1,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
