"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","isBaseRunningPlay","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716496,"2023-09-21",2,"2023-09-22T02:17:56.000Z","2023-09-22T02:18:03.760Z",TRUE,"pitch","57267800-7880-4f84-aa88-ef88bba6023d",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.1,1.48,NA,160.08,159.65,"ground_ball","soft","5",113.17,172.1,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Groundout","field_out","Lane Thomas grounds out softly, third baseman Austin Riley to first baseman Matt Olson.",0,10,3,87,"bottom",9,"2023-09-22T02:17:09.828Z","2023-09-22T02:18:03.760Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,657041,"Lane Thomas","/api/v1/people/657041","R","Right",623451,"Jackson Stephens","/api/v1/people/623451","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Atlanta Braves","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.5,84.8,11,2,0.4066,5.6433,29.6607,-24.9382,-9.5236,3.9392,-1.1302,2.9307,1.4768,-134.7842,-3.7756,-0.4484,50.0036,6.1134,-17.4997,33.6,7.2,24,1947,213,38,-19,9,NA,NA,NA,TRUE,-25.4,6.5,16.9,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716496,"2023-09-21",1,"2023-09-22T02:17:38.424Z","2023-09-22T02:17:43.120Z",TRUE,"pitch","1db14798-7a6e-4423-be0c-3da84cfaf123",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.1892,1.4216,NA,95.62,166.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Groundout","field_out","Lane Thomas grounds out softly, third baseman Austin Riley to first baseman Matt Olson.",0,10,3,87,"bottom",9,"2023-09-22T02:17:09.828Z","2023-09-22T02:18:03.760Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,657041,"Lane Thomas","/api/v1/people/657041","R","Right",623451,"Jackson Stephens","/api/v1/people/623451","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Atlanta Braves","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.2,82.2,3,2,0.4209,5.6961,26.3656,-25.6397,2.9971,3.8073,0.561,2.6775,1.8246,-129.9465,-3.7933,-0.5388,50.0011,6.0963,5.1426,12,6,24,2435,163,NA,NA,NA,NA,NA,NA,FALSE,-27.8,6.4,-5.9,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716496,"2023-09-21",0,"2023-09-22T02:17:18.760Z","2023-09-22T02:17:23.001Z",TRUE,"pitch","dbf8ddfa-411c-4458-8f31-c4ad2e56f04b",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.1892,1.4479,NA,110.1,131.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Groundout","field_out","Lane Thomas grounds out softly, third baseman Austin Riley to first baseman Matt Olson.",0,10,3,87,"bottom",9,"2023-09-22T02:17:09.828Z","2023-09-22T02:18:03.760Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,657041,"Lane Thomas","/api/v1/people/657041","R","Right",623451,"Jackson Stephens","/api/v1/people/623451","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.7,84.7,12,2,0.4059,5.7372,29.7338,-15.9089,-2.0902,8.8226,0.1811,3.9723,2.0009,-134.9982,-3.0213,-0.2986,50.0019,6.2276,-3.8531,12,3.6,24,2099,208,NA,NA,NA,NA,NA,NA,FALSE,-16.3,15.5,3.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716496,"2023-09-21",6,"2023-09-22T02:16:34.561Z","2023-09-22T02:16:45.876Z",TRUE,"pitch","7ad78703-339d-426c-bf5c-087525e0d35a",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.46,1.59,NA,104.88,145.62,"popup","medium","5",79.04,146.75,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Pop Out","field_out","CJ Abrams pops out to third baseman Austin Riley on the infield fly rule.",0,10,3,86,"bottom",9,"2023-09-22T02:13:59.256Z","2023-09-22T02:16:45.876Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,682928,"CJ Abrams","/api/v1/people/682928","L","Left",623451,"Jackson Stephens","/api/v1/people/623451","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Atlanta Braves","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,85.8,3,0.94,0.4025,5.8584,27.6245,-15.2737,-1.6075,8.9951,0.318,3.4503,2.4879,-135.7076,-4.3885,-0.3987,50.0035,6.1407,-3.0207,8.4,3.6,24,2169,204,69.7,55,178,NA,NA,NA,TRUE,-15.6,15.6,2.4,NA,NA,NA,NA,NA,TRUE,FALSE,696285,"Jacob Young","/api/v1/people/696285",669743,"Alex Call","/api/v1/people/669743",686452,"Drew Millas","/api/v1/people/686452",NA,NA,NA,NA
716496,"2023-09-21",5,"2023-09-22T02:16:08.597Z","2023-09-22T02:16:13.614Z",TRUE,"pitch","c49be6f4-06e6-449a-a595-2232f335703d",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.46,1.59,NA,86.43,142.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Pop Out","field_out","CJ Abrams pops out to third baseman Austin Riley on the infield fly rule.",0,10,3,86,"bottom",9,"2023-09-22T02:13:59.256Z","2023-09-22T02:16:45.876Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,682928,"CJ Abrams","/api/v1/people/682928","L","Left",623451,"Jackson Stephens","/api/v1/people/623451","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Atlanta Braves","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.7,85,3,0.96,0.4076,5.7112,25.0433,-19.4289,1.3349,6.9486,0.8021,3.5788,2.468,-133.6618,-3.1545,-0.3018,50.0047,6.1466,2.449,8.4,4.8,24,2355,188,NA,NA,NA,NA,NA,NA,FALSE,-19.8,12.2,-2.9,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716496,"2023-09-21",4,"2023-09-22T02:15:47.314Z","2023-09-22T02:15:52.102Z",TRUE,"pitch","2795a931-99f3-46f9-b273-4815d103c1fd",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.4259,1.5529,NA,92.55,131.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Pop Out","field_out","CJ Abrams pops out to third baseman Austin Riley on the infield fly rule.",0,10,3,86,"bottom",9,"2023-09-22T02:13:59.256Z","2023-09-22T02:16:45.876Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,682928,"CJ Abrams","/api/v1/people/682928","L","Left",623451,"Jackson Stephens","/api/v1/people/623451","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Atlanta Braves","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.7,84.3,12,0.96,0.4116,5.8561,23.7939,-22.7306,1.8916,5.2438,0.6414,3.9777,2.4011,-132.2496,-1.4931,-0.5184,50.0031,6.1902,3.406,9.6,4.8,24,2356,187,NA,NA,NA,NA,NA,NA,FALSE,-23.3,9.5,-3.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716496,"2023-09-21",3,"2023-09-22T02:15:23.238Z","2023-09-22T02:15:28.610Z",TRUE,"pitch","ff8afdbf-ceb0-4974-9ce8-1406df764abb",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.3996,1.5529,NA,125.48,137.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Pop Out","field_out","CJ Abrams pops out to third baseman Austin Riley on the infield fly rule.",0,10,3,86,"bottom",9,"2023-09-22T02:13:59.256Z","2023-09-22T02:16:45.876Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,682928,"CJ Abrams","/api/v1/people/682928","L","Left",623451,"Jackson Stephens","/api/v1/people/623451","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Atlanta Braves","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",75.6,68.9,11,0.89,0.5008,5.545,21.7255,-41.4649,10.6765,-7.6922,-0.2224,3.7606,-1.7968,-109.8937,3.7122,-0.774,50.0031,6.4913,12.8961,16.8,14.4,24,2986,60,NA,NA,NA,NA,NA,NA,FALSE,-60.8,-12.4,-18.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716496,"2023-09-21",2,"2023-09-22T02:15:00.534Z","2023-09-22T02:15:05.009Z",TRUE,"pitch","53c23ca2-d820-45cb-aead-b1ac369cc786",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.46,1.59,NA,90.63,141.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Pop Out","field_out","CJ Abrams pops out to third baseman Austin Riley on the infield fly rule.",0,10,3,86,"bottom",9,"2023-09-22T02:13:59.256Z","2023-09-22T02:16:45.876Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,682928,"CJ Abrams","/api/v1/people/682928","L","Left",623451,"Jackson Stephens","/api/v1/people/623451","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Atlanta Braves","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.7,83.8,12,0.95,0.4104,5.6744,28.6804,-12.4939,1.6738,10.9072,0.6917,3.6025,2.1651,-133.4625,-4.4337,-0.3474,50.0017,6.1848,3.0194,14.4,3.6,24,2407,189,NA,NA,NA,NA,NA,NA,FALSE,-13.4,19,-3.5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716496,"2023-09-21",1,"2023-09-22T02:14:41.498Z","2023-09-22T02:14:45.075Z",TRUE,"pitch","3ce98082-0698-4d95-add7-9d26a360c2cb",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.46,1.59,NA,94.89,154.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Pop Out","field_out","CJ Abrams pops out to third baseman Austin Riley on the infield fly rule.",0,10,3,86,"bottom",9,"2023-09-22T02:13:59.256Z","2023-09-22T02:16:45.876Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,682928,"CJ Abrams","/api/v1/people/682928","L","Left",623451,"Jackson Stephens","/api/v1/people/623451","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Atlanta Braves","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.9,83.7,3,0.95,0.4127,5.7576,26.7851,-15.8131,1.0837,9.1611,0.5801,3.1128,2.6643,-132.4207,-4.7642,-0.5776,50.0023,6.0824,1.9352,8.4,3.6,24,2393,189,NA,NA,NA,NA,NA,NA,FALSE,-17,15.8,-2.5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716496,"2023-09-21",0,"2023-09-22T02:14:20.473Z","2023-09-22T02:14:25.143Z",TRUE,"pitch","fe2f794d-6e9f-4fc8-8ced-df803de67bb3",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.6627,1.5876,NA,110.86,106.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Pop Out","field_out","CJ Abrams pops out to third baseman Austin Riley on the infield fly rule.",0,10,3,86,"bottom",9,"2023-09-22T02:13:59.256Z","2023-09-22T02:16:45.876Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,682928,"CJ Abrams","/api/v1/people/682928","L","Left",623451,"Jackson Stephens","/api/v1/people/623451","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Atlanta Braves","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.7,84.6,12,0.96,0.408,5.7579,26.04,-17.4428,1.2135,8.0508,0.161,4.9037,1.508,-133.7239,-0.2775,-0.5657,50.002,6.249,2.2203,8.4,3.6,24,2382,202,NA,NA,NA,NA,NA,NA,FALSE,-17.4,14.8,-2.5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
