"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718407,"2023-04-26",1,"2023-04-27T02:27:05.257Z","2023-04-27T02:27:15.370Z",TRUE,"pitch","0fd61803-91d4-4c51-ba9a-b8bf99efb7f4",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.11,1.53,NA,124.63,162.14,"popup","medium","2",134.01,210.88,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Pop Out","field_out","Nico Hoerner pops out to catcher Brett Sullivan in foul territory.",0,5,3,74,"bottom",9,"2023-04-27T02:27:02.899Z","2023-04-27T02:27:15.370Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,663538,"Nico Hoerner","/api/v1/people/663538","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Diego Padres",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.5,87.7,2,0.9,0.3915,6.8634,32.8563,-10.1315,5.6849,11.1285,-0.2002,2.8384,-9.4118,-140.1355,-5.3727,2.4696,50.0061,5.448,11.2644,38.4,2.4,24,2094,147,83.6,80,17,NA,NA,NA,TRUE,-10.4,19.1,-8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718407,"2023-04-26",0,"2023-04-27T02:26:13.571Z","2023-04-27T02:27:05.257Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",5,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"74","atBat","Pop Out","field_out","Nico Hoerner pops out to catcher Brett Sullivan in foul territory.",0,5,3,74,"bottom",9,"2023-04-27T02:27:02.899Z","2023-04-27T02:27:15.370Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,663538,"Nico Hoerner","/api/v1/people/663538","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Diego Padres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718407,"2023-04-26",8,"2023-04-27T02:25:50.971Z","2023-04-27T02:26:00.671Z",TRUE,"pitch","b6fb3bfd-3fc0-4a20-bdff-822a38a975bf",9,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.3851,1.7432,NA,76.73,121.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Nelson Velazquez walks.",0,5,3,73,"bottom",9,"2023-04-27T02:22:50.580Z","2023-04-27T02:26:00.671Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,676369,"Nelson Velázquez","/api/v1/people/676369","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Diego Padres","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.5,87.8,12,0.9,0.391,6.7156,32.9167,-9.7426,4.2514,11.2965,0.8958,2.9863,-5.8841,-140.2968,-5.1007,2.4718,50.0029,5.4682,8.4425,32.4,2.4,24,2241,150,NA,NA,NA,NA,NA,NA,FALSE,-10,19.6,-6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,676369,"Nelson Velázquez","/api/v1/people/676369",543228,"Yan Gomes","/api/v1/people/543228",NA,NA,NA
718407,"2023-04-26",7,"2023-04-27T02:25:27.157Z","2023-04-27T02:25:31.030Z",TRUE,"pitch","722d3377-1e35-4780-88d2-45a349511a45",8,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.42,1.71,NA,133.08,146.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Nelson Velazquez walks.",0,5,3,73,"bottom",9,"2023-04-27T02:22:50.580Z","2023-04-27T02:26:00.671Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,676369,"Nelson Velázquez","/api/v1/people/676369","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.8,88.6,1,0.9,0.3888,6.8766,30.6369,-9.4711,4.4546,11.2844,-0.4218,3.4164,-9.43,-140.6435,-3.9717,2.3893,50.0009,5.4564,8.9618,33.6,2.4,24,2408,151,NA,NA,NA,NA,NA,NA,FALSE,-9.4,19.8,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718407,"2023-04-26",6,"2023-04-27T02:25:04.808Z","2023-04-27T02:25:07.808Z",TRUE,"pitch","8521faea-d3fa-4fc9-926d-f9110d6d19f7",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.42,1.71,NA,137.01,144.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Nelson Velazquez walks.",0,5,3,73,"bottom",9,"2023-04-27T02:22:50.580Z","2023-04-27T02:26:00.671Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,676369,"Nelson Velázquez","/api/v1/people/676369","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.7,88,1,0.9,0.3902,6.8824,32.5417,-9.7332,5.1806,11.2534,-0.525,3.4775,-10.098,-140.4906,-3.6502,2.4467,50.0038,5.4288,10.333,37.2,2.4,24,2268,152,NA,NA,NA,NA,NA,NA,FALSE,-9.6,19.8,-7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718407,"2023-04-26",5,"2023-04-27T02:24:39.419Z","2023-04-27T02:24:42.473Z",TRUE,"pitch","1d7221fe-8fd9-4b7a-86e9-134e6172bef0",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.42,1.71,NA,97.19,162.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Nelson Velazquez walks.",0,5,3,73,"bottom",9,"2023-04-27T02:22:50.580Z","2023-04-27T02:26:00.671Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,676369,"Nelson Velázquez","/api/v1/people/676369","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.6,87.8,6,0.9,0.3908,6.7105,33.1631,-9.7785,5.5515,11.2693,0.5197,2.8109,-6.8952,-140.4001,-5.7558,2.2915,50.0001,5.5303,11.0305,40.8,2.4,24,2098,151,NA,NA,NA,NA,NA,NA,FALSE,-10.2,19.3,-8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718407,"2023-04-26",4,"2023-04-27T02:24:18.524Z","2023-04-27T02:24:22.645Z",TRUE,"pitch","4eb479b4-7db1-4e06-bd5b-2d0244f84dc9",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.4074,1.6988,NA,100.64,115.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Nelson Velazquez walks.",0,5,3,73,"bottom",9,"2023-04-27T02:22:50.580Z","2023-04-27T02:26:00.671Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,676369,"Nelson Velázquez","/api/v1/people/676369","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.8,86.8,12,0.9,0.3942,6.794,32.9775,-11.1381,5.4538,10.7736,0.4293,4.5644,-7.3434,-139.2649,-0.5291,2.399,50.0049,5.4976,10.6518,38.4,2.4,24,2081,148,NA,NA,NA,NA,NA,NA,FALSE,-10.4,19.6,-8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718407,"2023-04-26",3,"2023-04-27T02:23:57.582Z","2023-04-27T02:24:00.680Z",TRUE,"pitch","143e8d82-6030-4c9b-ae82-f5e935d5e8e2",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.3851,1.6545,NA,159.14,115.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Nelson Velazquez walks.",0,5,3,73,"bottom",9,"2023-04-27T02:22:50.580Z","2023-04-27T02:26:00.671Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,676369,"Nelson Velázquez","/api/v1/people/676369","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.4,88,11,0.9,0.3888,6.7623,35.1399,-9.9089,5.045,11.1025,-1.1056,4.5717,-11.2644,-141.4035,-1.3963,2.2915,50.0031,5.7147,10.1184,36,2.4,24,2246,156,NA,NA,NA,NA,NA,NA,FALSE,-9.2,19.9,-6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718407,"2023-04-26",2,"2023-04-27T02:23:27.458Z","2023-04-27T02:23:33.743Z",TRUE,"pitch","b2427e10-67bf-4a71-94d2-9b093283ff8e",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.42,1.71,NA,129.76,150.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Nelson Velazquez walks.",0,5,3,73,"bottom",9,"2023-04-27T02:22:50.580Z","2023-04-27T02:26:00.671Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,676369,"Nelson Velázquez","/api/v1/people/676369","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.4,87.6,1,0.9,0.3919,6.7611,32.7602,-8.9975,5.4565,11.7269,-0.3347,3.2786,-9.5047,-139.9753,-4.4102,2.4022,50.0055,5.4684,10.7875,40.8,2.4,24,2357,152,NA,NA,NA,NA,NA,NA,FALSE,-9.2,20.4,-7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718407,"2023-04-26",1,"2023-04-27T02:23:12.003Z","2023-04-27T02:23:15.554Z",TRUE,"pitch","d99ff536-ed85-4290-b39d-c49e0a2df2be",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.4074,1.721,NA,102.65,118.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Nelson Velazquez walks.",0,5,3,73,"bottom",9,"2023-04-27T02:22:50.580Z","2023-04-27T02:26:00.671Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,676369,"Nelson Velázquez","/api/v1/people/676369","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.8,87.9,12,0.9,0.3899,6.6093,33.2032,-11.6877,5.4424,10.2595,0.3765,4.439,-7.299,-140.7198,-1.3441,2.302,50.0047,5.6836,10.8703,37.2,3.6,24,2235,157,NA,NA,NA,NA,NA,NA,FALSE,-10.9,18.5,-8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
