"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716781,"2023-08-30",4,"2023-08-31T01:17:44.355Z","2023-08-31T01:17:49.281Z",TRUE,"pitch","fb286bac-1695-44f9-bac1-864dedfee6d1",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.49,1.69,NA,81.51,198.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Matt Vierling strikes out swinging.",0,6,2,73,"bottom",9,"2023-08-31T01:16:15.266Z","2023-08-31T01:17:49.281Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,663837,"Matt Vierling","/api/v1/people/663837","R","Right",641656,"Ian Hamilton","/api/v1/people/641656","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.7,79.8,14,0.9,0.435,5.7806,25.6867,-28.7699,-1.0449,2.1195,0.931,1.4947,8.4023,-125.9408,-4.5879,-2.3133,50.002,5.6681,-1.6782,0,7.2,24,1418,209,NA,NA,NA,NA,NA,NA,TRUE,-33.6,3,0,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716781,"2023-08-30",3,"2023-08-31T01:17:25.358Z","2023-08-31T01:17:29.499Z",TRUE,"pitch","6d847b7b-b42d-4283-9524-99687b6949d6",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.4206,1.7189,NA,150.53,197.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Matt Vierling strikes out swinging.",0,6,2,73,"bottom",9,"2023-08-31T01:16:15.266Z","2023-08-31T01:17:49.281Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,663837,"Matt Vierling","/api/v1/people/663837","R","Right",641656,"Ian Hamilton","/api/v1/people/641656","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.3,79.3,13,0.9,0.4312,5.8884,32.9877,-27.5752,-0.1912,2.8309,-0.8797,1.5353,4.1232,-128.321,-4.7504,-2.5005,50.0032,5.6272,-0.3112,1.2,7.2,24,1404,223,NA,NA,NA,NA,NA,NA,FALSE,-31.9,4.1,-0.8,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716781,"2023-08-30",2,"2023-08-31T01:17:08.820Z","2023-08-31T01:17:13.534Z",TRUE,"pitch","b861de33-2b0e-464e-9ef8-f54f83f26845",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.49,1.69,NA,122.66,190.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Matt Vierling strikes out swinging.",0,6,2,73,"bottom",9,"2023-08-31T01:16:15.266Z","2023-08-31T01:17:49.281Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,663837,"Matt Vierling","/api/v1/people/663837","R","Right",641656,"Ian Hamilton","/api/v1/people/641656","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.9,78.3,8,0.9,0.4376,5.8297,30.8672,-27.8113,-0.3627,2.7633,-0.1484,1.7792,5.8754,-126.2207,-3.9883,-2.4808,50.0025,5.6749,-0.5731,1.2,7.2,24,1385,236,NA,NA,NA,NA,NA,NA,FALSE,-32.9,4.1,-1,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716781,"2023-08-30",1,"2023-08-31T01:16:52.715Z","2023-08-31T01:16:57.418Z",TRUE,"pitch","d365170b-b05d-4cbb-bef4-3529502ac2be",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.5536,1.7631,NA,156.75,144.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Matt Vierling strikes out swinging.",0,6,2,73,"bottom",9,"2023-08-31T01:16:15.266Z","2023-08-31T01:17:49.281Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,663837,"Matt Vierling","/api/v1/people/663837","R","Right",641656,"Ian Hamilton","/api/v1/people/641656","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.2,87.1,11,0.86,0.3953,5.7852,30.3194,-21.3901,-7.9167,5.541,-1.0427,3.4903,6.6491,-138.4669,-2.087,-2.4442,50.0021,5.6819,-15.4043,32.4,6,24,1898,226,NA,NA,NA,NA,NA,NA,FALSE,-20.4,9.8,13,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716781,"2023-08-30",0,"2023-08-31T01:16:32.553Z","2023-08-31T01:16:36.301Z",TRUE,"pitch","e8113080-670f-47e9-943b-992b8c7fe07a",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.49,1.69,NA,136.18,158.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Matt Vierling strikes out swinging.",0,6,2,73,"bottom",9,"2023-08-31T01:16:15.266Z","2023-08-31T01:17:49.281Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,663837,"Matt Vierling","/api/v1/people/663837","R","Right",641656,"Ian Hamilton","/api/v1/people/641656","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.2,88.1,1,0.89,0.3935,5.8223,27.2793,-26.9658,-8.029,2.6461,-0.5031,2.9811,7.8705,-138.5184,-2.5144,-2.321,50.0011,5.6799,-15.7981,27.6,6,24,2131,216,NA,NA,NA,NA,NA,NA,FALSE,-25.4,4.6,13.2,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716781,"2023-08-30",4,"2023-08-31T01:16:05.032Z","2023-08-31T01:16:10.093Z",TRUE,"pitch","e45da439-324d-4c95-b2b4-f7b8226fc445",5,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",2,3,1,NA,NA,3.25,1.57,NA,130.74,210.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Zach McKinstry strikes out on a foul tip.",0,6,2,72,"bottom",9,"2023-08-31T01:14:44.011Z","2023-08-31T01:16:10.093Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",641656,"Ian Hamilton","/api/v1/people/641656","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.8,81.3,13,0.9,0.4253,5.6718,28.6235,-29.7851,-0.556,1.4215,-0.3605,1.0638,5.4495,-129.1333,-5.6962,-2.4321,50.0011,5.6093,-0.9334,0,7.2,24,1595,222,NA,NA,NA,NA,NA,NA,TRUE,-33.5,1.4,-0.2,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716781,"2023-08-30",3,"2023-08-31T01:15:47.710Z","2023-08-31T01:15:53.269Z",TRUE,"pitch","973e650c-0972-4ccf-a7ab-49351b2558c0",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,1,NA,NA,3.25,1.57,NA,107.43,205.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Zach McKinstry strikes out on a foul tip.",0,6,2,72,"bottom",9,"2023-08-31T01:14:44.011Z","2023-08-31T01:16:10.093Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",641656,"Ian Hamilton","/api/v1/people/641656","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.1,79.6,14,0.9,0.4315,5.6861,31.2562,-26.9478,0.6352,3.2229,0.2512,1.2431,6.4193,-127.8971,-5.644,-2.395,50.0061,5.6461,1.0317,4.8,7.2,24,1692,215,NA,NA,NA,NA,NA,NA,FALSE,-31.4,4.6,-2.9,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716781,"2023-08-30",2,"2023-08-31T01:15:32.089Z","2023-08-31T01:15:36.601Z",TRUE,"pitch","e890ab94-c219-476b-a4ec-d81180bda6fd",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,1,NA,NA,3.4206,1.6085,NA,149.82,161.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Zach McKinstry strikes out on a foul tip.",0,6,2,72,"bottom",9,"2023-08-31T01:14:44.011Z","2023-08-31T01:16:10.093Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",641656,"Ian Hamilton","/api/v1/people/641656","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,88.6,11,0.91,0.3898,5.8451,29.4812,-14.0319,-4.6306,9.058,-0.8609,2.8679,5.4224,-140.1094,-5.4473,-2.213,50.0019,5.7428,-9.2738,28.8,3.6,24,2293,210,NA,NA,NA,NA,NA,NA,FALSE,-13.8,15.6,7.3,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716781,"2023-08-30",1,"2023-08-31T01:15:15.548Z","2023-08-31T01:15:19.581Z",TRUE,"pitch","0796f995-9981-488b-9717-3a5658c8807d",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.3321,1.5203,NA,146.43,141.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Zach McKinstry strikes out on a foul tip.",0,6,2,72,"bottom",9,"2023-08-31T01:14:44.011Z","2023-08-31T01:16:10.093Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",641656,"Ian Hamilton","/api/v1/people/641656","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88.9,11,0.89,0.3885,5.8386,28.9451,-17.761,-4.18,7.1456,-0.7721,3.5957,5.7067,-140.4688,-3.0409,-2.2779,50.0059,5.8336,-8.4355,21.6,3.6,24,2072,221,NA,NA,NA,NA,NA,NA,FALSE,-16.6,12.6,6.5,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716781,"2023-08-30",0,"2023-08-31T01:14:55.364Z","2023-08-31T01:14:59.545Z",TRUE,"pitch","3ddaacbc-cecc-4cb6-88b2-f26f8b08f435",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3542,1.5423,NA,94.86,220.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Zach McKinstry strikes out on a foul tip.",0,6,2,72,"bottom",9,"2023-08-31T01:14:44.011Z","2023-08-31T01:16:10.093Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",641656,"Ian Hamilton","/api/v1/people/641656","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.1,82.1,14,0.9,0.4231,5.8045,27.2275,-26.161,0.4739,3.5432,0.5808,0.6809,7.3352,-129.5044,-7.4501,-2.3507,50.0028,5.598,0.8042,4.8,7.2,24,1590,257,NA,NA,NA,NA,NA,NA,FALSE,-29.6,4.9,-2.5,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
