"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717590,"2023-06-28",4,"2023-06-28T05:10:55.963Z","2023-06-28T05:11:00.382Z",TRUE,"pitch","35e9c6cf-377e-4be1-86d7-3a5ef7fbaec6",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,2,NA,NA,3.4299,1.63,NA,95.63,170.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Strikeout","strikeout","Dylan Moore called out on strikes.",0,7,4,90,"bottom",11,"2023-06-28T05:09:37.934Z","2023-06-28T05:11:00.382Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,664238,"Dylan Moore","/api/v1/people/664238","R","Right",607179,"Jordan Weems","/api/v1/people/607179","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.2,88.7,6,0.9,0.3876,6.4417,32.66,-11.8959,-4.6194,10.0317,0.5606,2.5154,5.1834,-141.3788,-6.9082,-0.6976,50.005,5.7566,-9.3397,31.2,3.6,24,2081,206,NA,NA,NA,NA,NA,NA,TRUE,-12.1,16.9,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717590,"2023-06-28",3,"2023-06-28T05:10:36.624Z","2023-06-28T05:10:40.381Z",TRUE,"pitch","4b5de1d1-4ab5-4d67-8061-115cd8c24bc1",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.47,1.63,NA,93.7,174.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Strikeout","strikeout","Dylan Moore called out on strikes.",0,7,4,90,"bottom",11,"2023-06-28T05:09:37.934Z","2023-06-28T05:11:00.382Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,664238,"Dylan Moore","/api/v1/people/664238","R","Right",607179,"Jordan Weems","/api/v1/people/607179","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,87.3,6,0.9,0.3941,6.4208,31.898,-12.2608,-3.6476,10.1829,0.6114,2.3662,5.0364,-139.1091,-6.9103,-0.7506,50.0011,5.6994,-7.1319,24,3.6,24,1908,210,NA,NA,NA,NA,NA,NA,FALSE,-12.8,17.2,5.5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717590,"2023-06-28",2,"2023-06-28T05:10:16.770Z","2023-06-28T05:10:21.846Z",TRUE,"pitch","febae32a-27c9-441d-bab5-21baa2361dcd",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.4004,1.63,NA,181.69,150.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Strikeout","strikeout","Dylan Moore called out on strikes.",0,7,4,90,"bottom",11,"2023-06-28T05:09:37.934Z","2023-06-28T05:11:00.382Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,664238,"Dylan Moore","/api/v1/people/664238","R","Right",607179,"Jordan Weems","/api/v1/people/607179","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,86.5,11,0.9,0.3965,6.4088,32.6851,-15.8235,-5.8244,8.476,-1.6972,3.2829,0.0633,-138.4501,-3.8028,-0.9643,50.0066,5.7424,-11.2392,33.6,4.8,24,1912,215,NA,NA,NA,NA,NA,NA,FALSE,-15.7,14.6,10.6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717590,"2023-06-28",0,"2023-06-28T05:09:42.625Z","2023-06-28T05:09:46.926Z",TRUE,"pitch","f4826520-54b0-4eb8-8e35-a98bcaef026e",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3413,1.578,NA,88.61,155.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Strikeout","strikeout","Dylan Moore called out on strikes.",0,7,4,90,"bottom",11,"2023-06-28T05:09:37.934Z","2023-06-28T05:11:00.382Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,664238,"Dylan Moore","/api/v1/people/664238","R","Right",607179,"Jordan Weems","/api/v1/people/607179","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88.4,3,0.9,0.3897,6.4812,30.9738,-12.5208,-4.653,9.8204,0.7449,3.0998,5.7341,-140.3929,-5.2295,-0.7169,50.0059,5.7977,-9.3154,30,3.6,24,1836,207,NA,NA,NA,NA,NA,NA,FALSE,-12.4,16.9,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717590,"2023-06-28",1,"2023-06-28T05:10:01.321Z","2023-06-28T05:10:06.321Z",FALSE,"stepoff","ae5a226e-5aac-4673-b658-7f4edb557525",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Strikeout","strikeout","Dylan Moore called out on strikes.",0,7,4,90,"bottom",11,"2023-06-28T05:09:37.934Z","2023-06-28T05:11:00.382Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,664238,"Dylan Moore","/api/v1/people/664238","R","Right",607179,"Jordan Weems","/api/v1/people/607179","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Washington Nationals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717590,"2023-06-28",8,"2023-06-28T05:09:10.934Z","2023-06-28T05:09:15.033Z",TRUE,"pitch","d9333a37-4254-456e-980c-577162184868",7,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,3,1,NA,NA,3.46,1.7009,NA,94.12,188.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Strikeout","strikeout","Jarred Kelenic called out on strikes.",0,7,4,89,"bottom",11,"2023-06-28T05:06:18.099Z","2023-06-28T05:09:15.033Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,672284,"Jarred Kelenic","/api/v1/people/672284","L","Left",607179,"Jordan Weems","/api/v1/people/607179","R","Right","vs_RHP","vs_LHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,87.7,9,0.9,0.3936,6.4875,30.5846,-11.3599,-5.1618,10.6062,0.6003,1.8524,5.6921,-139.066,-8.3371,-0.8004,50.0045,5.639,-10.1321,33.6,3.6,24,1889,217,NA,NA,NA,NA,NA,NA,TRUE,-12.2,17.6,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,663728,"Cal Raleigh","/api/v1/people/663728",NA,NA,NA,NA
717590,"2023-06-28",6,"2023-06-28T05:08:28.349Z","2023-06-28T05:08:31.383Z",TRUE,"pitch","44fa7f59-1ff0-4e2a-b01f-eae8aba5a7c1",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.46,1.66,NA,80.03,156.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Strikeout","strikeout","Jarred Kelenic called out on strikes.",0,7,4,89,"bottom",11,"2023-06-28T05:06:18.099Z","2023-06-28T05:09:15.033Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,672284,"Jarred Kelenic","/api/v1/people/672284","L","Left",607179,"Jordan Weems","/api/v1/people/607179","R","Right","vs_RHP","vs_LHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.7,86.5,12,0.89,0.3975,6.3709,30.8766,-13.9542,-2.7546,9.481,0.9699,3.0652,5.7744,-137.8247,-4.7763,-0.7954,50.0056,5.7644,-5.2955,15.6,3.6,24,1890,208,NA,NA,NA,NA,NA,NA,FALSE,-14.2,16.3,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717590,"2023-06-28",5,"2023-06-28T05:08:01.675Z","2023-06-28T05:08:06.126Z",TRUE,"pitch","705053df-5f05-4c92-ae94-3e1fec8f902a",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.46,1.66,NA,103.58,149.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Strikeout","strikeout","Jarred Kelenic called out on strikes.",0,7,4,89,"bottom",11,"2023-06-28T05:06:18.099Z","2023-06-28T05:09:15.033Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,672284,"Jarred Kelenic","/api/v1/people/672284","L","Left",607179,"Jordan Weems","/api/v1/people/607179","R","Right","vs_RHP","vs_LHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,86.2,3,0.88,0.3988,6.3705,31.2619,-15.2978,-2.9442,8.8365,0.352,3.303,4.1492,-137.4958,-4.0939,-0.7959,50.0007,5.8534,-5.6216,15.6,3.6,24,1744,211,NA,NA,NA,NA,NA,NA,FALSE,-15.4,15.4,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717590,"2023-06-28",4,"2023-06-28T05:07:29.946Z","2023-06-28T05:07:34.128Z",TRUE,"pitch","60741a96-3c40-47ab-85aa-023c148c3346",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.4361,1.66,NA,30.01,213.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Strikeout","strikeout","Jarred Kelenic called out on strikes.",0,7,4,89,"bottom",11,"2023-06-28T05:06:18.099Z","2023-06-28T05:09:15.033Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,672284,"Jarred Kelenic","/api/v1/people/672284","L","Left",607179,"Jordan Weems","/api/v1/people/607179","R","Right","vs_RHP","vs_LHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Washington Nationals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.1,80.8,14,0.9,0.4314,6.4065,24.8317,-29.4696,5.0266,1.6538,2.2821,0.9421,6.1117,-126.7496,-6.1335,-0.8094,50.0011,5.7332,8.2142,16.8,8.4,24,2289,115,NA,NA,NA,NA,NA,NA,FALSE,-34.1,1.9,-10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717590,"2023-06-28",2,"2023-06-28T05:06:57.059Z","2023-06-28T05:07:00.069Z",TRUE,"pitch","10fede99-d235-469e-bb67-48b90c64f942",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,1,1,NA,NA,3.46,1.66,NA,108.68,124.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Strikeout","strikeout","Jarred Kelenic called out on strikes.",0,7,4,89,"bottom",11,"2023-06-28T05:06:18.099Z","2023-06-28T05:09:15.033Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,672284,"Jarred Kelenic","/api/v1/people/672284","L","Left",607179,"Jordan Weems","/api/v1/people/607179","R","Right","vs_RHP","vs_LHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,88.2,12,0.9,0.3893,6.5491,32.3436,-11.3666,-3.0227,10.383,0.2181,4.2203,3.6959,-140.7597,-2.666,-0.72,50.0025,5.917,-6.0576,24,2.4,24,2126,210,NA,NA,NA,NA,NA,NA,FALSE,-10.8,18.5,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
