"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718063,"2023-05-23",7,"2023-05-24T00:40:04.367Z","2023-05-24T00:40:10.015Z",TRUE,"pitch","4f287d78-a966-4ed0-bd9e-e96a53f7b4b1",7,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.22,1.49,NA,114.37,141.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Mike Zunino strikes out swinging.",0,4,2,72,"bottom",9,"2023-05-24T00:38:11.285Z","2023-05-24T00:40:10.015Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,572287,"Mike Zunino","/api/v1/people/572287","R","Right",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.2,88.8,12,0.9,0.3869,6.4702,32.2598,-12.4435,-4.2705,9.7179,0.0691,3.6076,3.7982,-141.5689,-3.3446,-0.735,50.0002,5.6005,-8.6687,31.2,3.6,24,2367,214,NA,NA,NA,NA,NA,NA,TRUE,-11.8,17.2,7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718063,"2023-05-23",6,"2023-05-24T00:39:43.263Z","2023-05-24T00:39:59.367Z",TRUE,"pitch","cd2673fe-7f94-45ae-923e-fb1cc5434647",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.22,1.49,NA,140.86,184.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Mike Zunino strikes out swinging.",0,4,2,72,"bottom",9,"2023-05-24T00:38:11.285Z","2023-05-24T00:40:10.015Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,572287,"Mike Zunino","/api/v1/people/572287","R","Right",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.4,89.2,7,0.9,0.3865,6.4729,32.5899,-20.3799,-10.8519,5.7996,-0.6259,2.0192,4.274,-141.7392,-6.1739,-0.7441,50.0034,5.5284,-22.0659,44.4,6,24,2312,219,NA,NA,NA,NA,NA,NA,FALSE,-19.4,9.4,18.7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718063,"2023-05-23",5,"2023-05-24T00:39:22.707Z","2023-05-24T00:39:38.235Z",TRUE,"pitch","21d51996-3bf6-4185-94c6-8dfdabd776b8",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.22,1.49,NA,103.1,158.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Mike Zunino strikes out swinging.",0,4,2,72,"bottom",9,"2023-05-24T00:38:11.285Z","2023-05-24T00:40:10.015Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,572287,"Mike Zunino","/api/v1/people/572287","R","Right",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88,81.4,3,0.9,0.4256,6.3691,24.3599,-29.0721,1.8374,1.8481,0.3646,2.9643,2.6443,-128.258,-1.0341,-0.9151,50.0039,5.622,3.0882,7.2,7.2,24,2572,129,NA,NA,NA,NA,NA,NA,FALSE,-31.7,3.4,-3.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718063,"2023-05-23",4,"2023-05-24T00:39:05.693Z","2023-05-24T00:39:17.707Z",TRUE,"pitch","7a6a02fd-c78d-422a-a5d8-33ff25531c3d",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,2,NA,NA,3.0714,1.3463,NA,92.34,194.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Mike Zunino strikes out swinging.",0,4,2,72,"bottom",9,"2023-05-24T00:38:11.285Z","2023-05-24T00:40:10.015Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,572287,"Mike Zunino","/api/v1/people/572287","R","Right",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.9,89.8,9,0.89,0.3846,6.4696,32.0026,-18.0289,-9.9341,6.8799,0.647,1.6244,6.8309,-142.3164,-7.6743,-0.4911,50.0017,5.4933,-20.4201,44.4,4.8,24,2280,216,NA,NA,NA,NA,NA,NA,FALSE,-17.4,11,16.7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718063,"2023-05-23",3,"2023-05-24T00:38:46.319Z","2023-05-24T00:39:00.693Z",TRUE,"pitch","006b3762-440a-415b-9897-af2d69f85006",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.0469,1.3954,NA,84.25,207.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Mike Zunino strikes out swinging.",0,4,2,72,"bottom",9,"2023-05-24T00:38:11.285Z","2023-05-24T00:40:10.015Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,572287,"Mike Zunino","/api/v1/people/572287","R","Right",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,88,14,0.91,0.3918,6.4882,32.4777,-14.2474,-5.8251,9.0626,0.8593,1.1745,6.296,-139.9651,-9.0272,-0.6658,50.0039,5.3811,-11.5238,32.4,3.6,24,2323,215,NA,NA,NA,NA,NA,NA,FALSE,-15,14.6,9.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718063,"2023-05-23",2,"2023-05-24T00:38:30.552Z","2023-05-24T00:38:41.319Z",TRUE,"pitch","03ded1af-0801-452f-87bc-93287a173809",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,2,NA,NA,3.22,1.49,NA,127.62,209.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Mike Zunino strikes out swinging.",0,4,2,72,"bottom",9,"2023-05-24T00:38:11.285Z","2023-05-24T00:40:10.015Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,572287,"Mike Zunino","/api/v1/people/572287","R","Right",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.1,88.4,13,0.91,0.3913,6.6271,30.4381,-19.4823,-9.8451,6.3885,-0.2785,1.0924,4.7369,-139.7945,-8.3703,-0.7124,50.0039,5.396,-19.5575,40.8,6,24,2196,220,NA,NA,NA,NA,NA,NA,FALSE,-19.4,10.1,16.9,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718063,"2023-05-23",1,"2023-05-24T00:38:13.565Z","2023-05-24T00:38:19.386Z",TRUE,"pitch","d933ae6c-cdf3-4ee4-96d2-41996180e6fc",1,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,0,2,NA,NA,3.1204,1.42,NA,37.49,233.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Mike Zunino strikes out swinging.",0,4,2,72,"bottom",9,"2023-05-24T00:38:11.285Z","2023-05-24T00:40:10.015Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,572287,"Mike Zunino","/api/v1/people/572287","R","Right",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.2,80.5,14,0.9,0.4323,6.7528,26.1691,-29.4852,3.103,1.6586,2.0859,0.1837,5.871,-126.7618,-7.1415,-0.6646,50.0062,5.3949,5.0454,10.8,8.4,24,2619,107,NA,NA,NA,NA,NA,NA,FALSE,-34.6,1.6,-7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718063,"2023-05-23",0,"2023-05-24T00:37:58.043Z","2023-05-24T00:38:13.565Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",4,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Mike Zunino strikes out swinging.",0,4,2,72,"bottom",9,"2023-05-24T00:38:11.285Z","2023-05-24T00:40:10.015Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,572287,"Mike Zunino","/api/v1/people/572287","R","Right",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718063,"2023-05-23",3,"2023-05-24T00:37:18.390Z","2023-05-24T00:37:28.399Z",TRUE,"pitch","4cd716a2-3c1e-47e3-9747-cf2b7f2fac16",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,1,2,NA,NA,3.13,1.46,NA,113.15,183.39,"ground_ball","medium","7",78.63,104.87,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Single","single","Andres Gimenez singles on a ground ball to left fielder Andrew Benintendi.",0,4,2,71,"bottom",9,"2023-05-24T00:36:16.219Z","2023-05-24T00:37:28.399Z",TRUE,FALSE,FALSE,FALSE,33,2,1,2,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.4,89.2,5,0.9,0.3865,6.7349,32.2901,-17.6298,-9.8848,7.1524,0.1009,2.0514,5.9745,-141.6916,-6.3944,-0.7504,50.0048,5.4635,-20.1068,44.4,4.8,24,2414,220,95.2,-3,28,NA,NA,NA,FALSE,-17,11.8,16.7,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,665926,"Andrés Giménez","/api/v1/people/665926",NA,NA,NA,NA,NA,NA,NA
718063,"2023-05-23",2,"2023-05-24T00:37:02.731Z","2023-05-24T00:37:06.168Z",TRUE,"pitch","785d413d-4331-403e-9ecf-79934ef0aaf0",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.0959,1.5183,NA,164.76,199.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Single","single","Andres Gimenez singles on a ground ball to left fielder Andrew Benintendi.",0,4,2,71,"bottom",9,"2023-05-24T00:36:16.219Z","2023-05-24T00:37:28.399Z",TRUE,FALSE,FALSE,FALSE,33,2,1,2,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.7,81.3,13,0.92,0.425,6.5571,27.6131,-25.0532,-9.5315,4.236,-1.2529,1.4387,2.5168,-129.0337,-5.2278,-1.0045,50.0028,5.4288,-16.0233,31.2,7.2,24,1788,225,NA,NA,NA,NA,NA,NA,FALSE,-28.2,6.7,16.7,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
