"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717494,"2023-07-04",5,"2023-07-05T01:12:58.890Z","2023-07-05T01:13:07.946Z",TRUE,"pitch","504a9a8c-fd9c-4d4b-8145-c6450b11e4ab",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,2,NA,NA,3.46,1.58,NA,128.78,164.97,"fly_ball","medium","8",98.02,75.15,NA,NA,TRUE,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Spencer Torkelson flies out to center fielder Esteury Ruiz.",0,1,0,71,"bottom",10,"2023-07-05T01:10:33.665Z","2023-07-05T01:13:07.946Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,679529,"Spencer Torkelson","/api/v1/people/679529","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Oakland Athletics","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,87.5,4,0.92,0.3937,7.0223,30.4144,-14.0175,-4.3334,9.2577,-0.3089,2.7338,3.1894,-138.9951,-4.8146,-0.9068,50.005,5.4155,-8.5016,27.6,3.6,24,2326,210,91.5,38,317,NA,NA,NA,TRUE,-13.9,16,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717494,"2023-07-04",4,"2023-07-05T01:12:36.021Z","2023-07-05T01:12:40.929Z",TRUE,"pitch","8d10b261-0fe0-4163-adaa-7dc3c01608f2",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.5527,1.5798,NA,70.95,184.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Spencer Torkelson flies out to center fielder Esteury Ruiz.",0,1,0,71,"bottom",10,"2023-07-05T01:10:33.665Z","2023-07-05T01:13:07.946Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,679529,"Spencer Torkelson","/api/v1/people/679529","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Oakland Athletics","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,87.9,14,0.93,0.3928,7.2101,29.6068,-12.8439,-3.7775,9.801,1.208,2.027,6.9395,-139.1622,-6.7787,-0.8209,50.0028,5.3357,-7.4507,22.8,3.6,24,2317,213,NA,NA,NA,NA,NA,NA,FALSE,-13.2,16.6,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717494,"2023-07-04",3,"2023-07-05T01:12:12.006Z","2023-07-05T01:12:15.422Z",TRUE,"pitch","80197ce2-2338-42d6-bb2b-7be69b04ef7c",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.4862,1.5798,NA,54.39,203.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Spencer Torkelson flies out to center fielder Esteury Ruiz.",0,1,0,71,"bottom",10,"2023-07-05T01:10:33.665Z","2023-07-05T01:13:07.946Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,679529,"Spencer Torkelson","/api/v1/people/679529","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Oakland Athletics","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.8,76.4,14,0.93,0.4546,7.0368,23.846,-31.3754,9.1832,0.5409,1.6426,1.3229,4.0198,-120.5774,-2.6596,-1.24,50.0018,5.2137,13.4946,24,9.6,24,2566,47,NA,NA,NA,NA,NA,NA,FALSE,-39.2,0.6,-17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717494,"2023-07-04",2,"2023-07-05T01:11:48.077Z","2023-07-05T01:11:51.077Z",TRUE,"pitch","89e89a18-4087-457e-8a9d-c84c597a5430",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.4419,1.5798,NA,17.17,157.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Spencer Torkelson flies out to center fielder Esteury Ruiz.",0,1,0,71,"bottom",10,"2023-07-05T01:10:33.665Z","2023-07-05T01:13:07.946Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,679529,"Spencer Torkelson","/api/v1/people/679529","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Oakland Athletics","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.1,76.2,12,0.93,0.4538,7.4624,24.6076,-28.4144,8.5749,2.5508,2.619,3.0147,6.3635,-120.9144,0.4823,-1.1652,50.0034,5.3152,12.6351,26.4,8.4,24,2576,59,NA,NA,NA,NA,NA,NA,FALSE,-34.8,5,-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717494,"2023-07-04",1,"2023-07-05T01:11:25.112Z","2023-07-05T01:11:28.608Z",TRUE,"pitch","2b6ce2ae-10da-4051-acc3-5dc0bd09740b",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.46,1.58,NA,71.23,158.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Spencer Torkelson flies out to center fielder Esteury Ruiz.",0,1,0,71,"bottom",10,"2023-07-05T01:10:33.665Z","2023-07-05T01:13:07.946Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,679529,"Spencer Torkelson","/api/v1/people/679529","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Oakland Athletics","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,87.1,12,0.93,0.3945,7.0746,31.5902,-11.7534,-3.4326,10.466,1.2009,2.9792,6.7489,-138.9112,-4.6479,-0.8159,50.0016,5.4576,-6.6973,21.6,2.4,24,2270,208,NA,NA,NA,NA,NA,NA,FALSE,-11.9,18.1,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717494,"2023-07-04",0,"2023-07-05T01:11:07.703Z","2023-07-05T01:11:12.965Z",TRUE,"pitch","0b84f7ba-1e9d-4504-9c5b-6a1c7b8ebf60",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4862,1.5417,NA,113.29,195.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Spencer Torkelson flies out to center fielder Esteury Ruiz.",0,1,0,71,"bottom",10,"2023-07-05T01:10:33.665Z","2023-07-05T01:13:07.946Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,679529,"Spencer Torkelson","/api/v1/people/679529","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Oakland Athletics","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.3,81.4,8,0.91,0.4255,7.4913,25.025,-23.8928,-8.3945,4.9291,0.0974,1.6141,6.0994,-128.4225,-4.6104,-1.2103,50.005,5.2767,-14.1117,27.6,7.2,24,1591,228,NA,NA,NA,NA,NA,NA,FALSE,-26.8,8.2,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717494,"2023-07-04",4,"2023-07-05T01:10:23.591Z","2023-07-05T01:10:33.163Z",TRUE,"pitch","6c598f15-2fec-4916-9ccb-c5938a6c9500",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,2,NA,NA,3.3977,1.6598,NA,80.92,191.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Matt Vierling walks.",0,1,0,70,"bottom",10,"2023-07-05T01:08:46.847Z","2023-07-05T01:10:33.163Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,663837,"Matt Vierling","/api/v1/people/663837","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Oakland Athletics","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.1,81.4,14,0.92,0.426,7.105,24.1903,-23.0951,-7.5784,5.4113,0.9465,1.7403,8.0476,-128.115,-4.4303,-1.2372,50.0026,5.2768,-12.7139,25.2,6,24,1542,231,NA,NA,NA,NA,NA,NA,FALSE,-25.9,9.1,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,663837,"Matt Vierling","/api/v1/people/663837",545350,"Jake Marisnick","/api/v1/people/545350",NA,NA,NA
717494,"2023-07-04",3,"2023-07-05T01:10:02.983Z","2023-07-05T01:10:12.405Z",TRUE,"pitch","20ea246f-6308-425e-b177-b690c6efa32d",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.486,1.7479,NA,86.59,193.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Matt Vierling walks.",0,1,0,70,"bottom",10,"2023-07-05T01:08:46.847Z","2023-07-05T01:10:33.163Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,663837,"Matt Vierling","/api/v1/people/663837","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Oakland Athletics","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,88,9,0.92,0.3938,7.1417,27.4494,-12.5964,-3.8386,9.9652,0.7977,1.6767,5.1172,-138.4466,-7.9847,-0.5656,50.0037,5.4187,-7.5419,25.2,3.6,24,2240,203,NA,NA,NA,NA,NA,NA,FALSE,-13.2,16.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717494,"2023-07-04",2,"2023-07-05T01:09:39.676Z","2023-07-05T01:09:44.869Z",TRUE,"pitch","c34eb290-a0aa-401d-846a-639af5b1c265",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.4862,1.6598,NA,93.28,206.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Matt Vierling walks.",0,1,0,70,"bottom",10,"2023-07-05T01:08:46.847Z","2023-07-05T01:10:33.163Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,663837,"Matt Vierling","/api/v1/people/663837","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Oakland Athletics","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.1,81.8,14,0.91,0.4252,7.2226,23.4015,-26.6727,-8.2076,3.2672,0.6224,1.1903,6.8245,-128.1925,-5.3109,-0.9918,50.0062,5.3392,-13.8339,25.2,7.2,24,1547,225,NA,NA,NA,NA,NA,NA,FALSE,-29.9,5,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717494,"2023-07-04",1,"2023-07-05T01:09:19.864Z","2023-07-05T01:09:25.349Z",TRUE,"pitch","2d6f04ad-ea79-4614-91e5-27b1f9869cdf",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.5305,1.6598,NA,80.23,194.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Matt Vierling walks.",0,1,0,70,"bottom",10,"2023-07-05T01:08:46.847Z","2023-07-05T01:10:33.163Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,663837,"Matt Vierling","/api/v1/people/663837","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Oakland Athletics","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.2,81.2,14,0.93,0.4289,7.2412,21.7966,-22.8053,-6.9175,5.6512,0.9647,1.6385,7.5084,-126.8818,-4.864,-1.1105,50.004,5.3585,-11.4727,24,6,24,1632,228,NA,NA,NA,NA,NA,NA,FALSE,-26,9.5,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
