"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","isBaseRunningPlay","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718757,"2023-04-01",1,"2023-04-01T22:31:34.256Z","2023-04-01T22:31:42.984Z",TRUE,"pitch","c0a25c61-5122-426c-9cd6-b4b361a06c75",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.23,1.48,NA,137.71,177.58,"ground_ball","medium","5",90.03,164.18,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Grounded Into DP","grounded_into_double_play","Shea Langeliers grounds into a double play, third baseman Gio Urshela to first baseman Jake Lamb. Carlos Perez out at 3rd. Shea Langeliers out at 1st.",0,13,1,77,"bottom",9,"2023-04-01T22:31:02.080Z","2023-04-01T22:31:42.984Z",TRUE,FALSE,FALSE,TRUE,24,1,0,3,669127,"Shea Langeliers","/api/v1/people/669127","R","Right",656353,"Tucker Davidson","/api/v1/people/656353","L","Left","vs_LHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Los Angeles Angels","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.1,78.3,4,2,0.4456,6.3803,22.0721,-35.4819,-5.0296,-2.1599,-0.5434,2.2667,-4.1238,-122.4752,-1.9935,1.8099,50.0008,6.0991,-7.7109,13.2,9.6,24,2314,263,63.2,-26,7,NA,NA,NA,TRUE,-42.5,-4.1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718757,"2023-04-01",0,"2023-04-01T22:31:16.035Z","2023-04-01T22:31:21.138Z",TRUE,"pitch","8c116b36-0cca-4634-850b-26dd4cdd193a",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3671,1.5495,NA,176.03,142.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Grounded Into DP","grounded_into_double_play","Shea Langeliers grounds into a double play, third baseman Gio Urshela to first baseman Jake Lamb. Carlos Perez out at 3rd. Shea Langeliers out at 1st.",0,13,1,77,"bottom",9,"2023-04-01T22:31:02.080Z","2023-04-01T22:31:42.984Z",TRUE,FALSE,FALSE,TRUE,24,1,0,3,669127,"Shea Langeliers","/api/v1/people/669127","R","Right",656353,"Tucker Davidson","/api/v1/people/656353","L","Left","vs_LHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Los Angeles Angels","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",89.4,82.1,11,2,0.4208,6.5574,26.2019,-14.8574,1.032,10.0836,-1.5485,3.5745,-8.1309,-129.9561,-3.6486,1.4812,50.0022,6.119,1.7724,1.2,3.6,24,1907,155,NA,NA,NA,NA,NA,NA,FALSE,-16.4,17.6,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718757,"2023-04-01",3,"2023-04-01T22:30:31.817Z","2023-04-01T22:30:41.853Z",TRUE,"pitch","521ae444-e03d-440f-8221-7028543c1ce5",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,1,1,NA,NA,3.36,1.66,NA,114.82,194.83,"fly_ball","medium","7",70.05,131.07,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Conner Capel singles on a fly ball to left fielder Taylor Ward. Carlos Perez to 2nd.",0,13,1,76,"bottom",9,"2023-04-01T22:29:30.440Z","2023-04-01T22:30:41.853Z",TRUE,FALSE,FALSE,FALSE,33,2,1,1,668843,"Conner Capel","/api/v1/people/668843","L","Left",656353,"Tucker Davidson","/api/v1/people/656353","L","Left","vs_LHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Los Angeles Angels","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",89.9,82.7,8,2,0.4184,6.6103,26.5945,-13.1242,1.5593,10.9639,0.0571,1.6279,-4.1259,-130.7306,-8.5398,1.4506,50.0037,5.914,2.7101,7.2,3.6,24,2001,162,67.2,26,192,NA,NA,NA,FALSE,-15.5,18.2,-1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668843,"Conner Capel","/api/v1/people/668843",542208,"Carlos Pérez","/api/v1/people/542208",NA,NA,NA
718757,"2023-04-01",2,"2023-04-01T22:30:13.575Z","2023-04-01T22:30:18.763Z",TRUE,"pitch","d5989ce3-6a42-42eb-ad18-919377dfd084",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.3602,1.5777,NA,138.17,197.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Conner Capel singles on a fly ball to left fielder Taylor Ward. Carlos Perez to 2nd.",0,13,1,76,"bottom",9,"2023-04-01T22:29:30.440Z","2023-04-01T22:30:41.853Z",TRUE,FALSE,FALSE,FALSE,33,2,1,1,668843,"Conner Capel","/api/v1/people/668843","L","Left",656353,"Tucker Davidson","/api/v1/people/656353","L","Left","vs_LHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Los Angeles Angels","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.9,77.3,7,2,0.452,6.2797,21.1934,-32.5407,-4.2663,-0.2418,-0.5555,1.5357,-4.6846,-120.6847,-3.8342,1.9577,50.0056,5.9797,-6.3595,12,9.6,24,2228,260,NA,NA,NA,NA,NA,NA,FALSE,-40.4,-1.1,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718757,"2023-04-01",1,"2023-04-01T22:29:54.916Z","2023-04-01T22:30:01.117Z",TRUE,"pitch","5029df89-cecd-4c31-8d6c-1589b1e715ab",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.3602,1.5777,NA,111.86,183.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Conner Capel singles on a fly ball to left fielder Taylor Ward. Carlos Perez to 2nd.",0,13,1,76,"bottom",9,"2023-04-01T22:29:30.440Z","2023-04-01T22:30:41.853Z",TRUE,FALSE,FALSE,FALSE,33,2,1,1,668843,"Conner Capel","/api/v1/people/668843","L","Left",656353,"Tucker Davidson","/api/v1/people/656353","L","Left","vs_LHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Los Angeles Angels","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.7,77.7,8,2,0.4481,6.3185,22.5398,-32.3894,-5.1281,-0.1393,0.1349,2.0482,-2.8831,-121.9255,-2.9871,1.9967,50.0051,6.0664,-7.7705,14.4,9.6,24,2249,251,NA,NA,NA,NA,NA,NA,FALSE,-39.5,-0.7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718757,"2023-04-01",0,"2023-04-01T22:29:39.014Z","2023-04-01T22:29:45.004Z",TRUE,"pitch","6de640b3-6fda-4e73-a600-70539473d31b",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3602,1.6623,NA,128.46,211.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Conner Capel singles on a fly ball to left fielder Taylor Ward. Carlos Perez to 2nd.",0,13,1,76,"bottom",9,"2023-04-01T22:29:30.440Z","2023-04-01T22:30:41.853Z",TRUE,FALSE,FALSE,FALSE,33,2,1,1,668843,"Conner Capel","/api/v1/people/668843","L","Left",656353,"Tucker Davidson","/api/v1/people/656353","L","Left","vs_LHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Los Angeles Angels","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.4,77.2,13,2,0.4541,6.4419,20.2264,-32.4395,-4.2944,-0.1848,-0.3007,1.0018,-3.7377,-119.9882,-5.0591,1.8273,50.0004,5.9834,-6.3454,12,9.6,24,2301,275,NA,NA,NA,NA,NA,NA,FALSE,-40.9,-1.2,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718757,"2023-04-01",3,"2023-04-01T22:29:03.356Z","2023-04-01T22:29:13.457Z",TRUE,"pitch","2048b1f0-797a-46f7-9992-63cd44ed912f",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,1,1,NA,NA,3.301,1.504,NA,110.61,165.2,"line_drive","medium","9",157.31,77.36,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Single","single","Carlos Perez singles on a line drive to right fielder Hunter Renfroe.",0,13,1,75,"bottom",9,"2023-04-01T22:28:31.606Z","2023-04-01T22:29:13.457Z",TRUE,FALSE,FALSE,FALSE,33,1,1,1,542208,"Carlos Pérez","/api/v1/people/542208","R","Right",656353,"Tucker Davidson","/api/v1/people/656353","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.2,83.4,5,2,0.4127,6.5727,28.6636,-12.3967,1.8826,11.0917,0.1678,2.7253,-3.3079,-132.7586,-6.3988,1.1859,50.0054,6.0708,3.358,10.8,3.6,24,1974,163,90.2,17,276,NA,NA,NA,FALSE,-14,18.8,-2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,542208,"Carlos Pérez","/api/v1/people/542208",NA,NA,NA,NA,NA,NA
718757,"2023-04-01",2,"2023-04-01T22:28:49.250Z","2023-04-01T22:28:54.054Z",TRUE,"pitch","478e0072-1c2f-4b1d-9111-23ac5806c1d7",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.301,1.504,NA,86.1,150.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Single","single","Carlos Perez singles on a line drive to right fielder Hunter Renfroe.",0,13,1,75,"bottom",9,"2023-04-01T22:28:31.606Z","2023-04-01T22:29:13.457Z",TRUE,FALSE,FALSE,FALSE,33,1,1,1,542208,"Carlos Pérez","/api/v1/people/542208","R","Right",656353,"Tucker Davidson","/api/v1/people/656353","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.9,84,3,2,0.4095,6.5652,28.9402,-13.0724,3.7663,10.5443,0.8106,3.2602,-2.6044,-133.7737,-4.9725,1.3076,50.0062,6.0809,6.8254,24,3.6,24,2047,164,NA,NA,NA,NA,NA,NA,FALSE,-14.2,18.2,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718757,"2023-04-01",1,"2023-04-01T22:28:33.915Z","2023-04-01T22:28:38.552Z",TRUE,"pitch","81c6aba0-df23-4b85-b3e6-7eee1e927095",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3671,1.5777,NA,188.51,225.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Single","single","Carlos Perez singles on a line drive to right fielder Hunter Renfroe.",0,13,1,75,"bottom",9,"2023-04-01T22:28:31.606Z","2023-04-01T22:29:13.457Z",TRUE,FALSE,FALSE,FALSE,33,1,1,1,542208,"Carlos Pérez","/api/v1/people/542208","R","Right",656353,"Tucker Davidson","/api/v1/people/656353","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Los Angeles Angels",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.2,78.1,13,2,0.4476,6.4971,24.1736,-34.7806,-3.5835,-1.7206,-1.876,0.4947,-7.1197,-122.3834,-5.9707,1.5364,50.001,5.9451,-5.4344,10.8,9.6,24,2415,282,NA,NA,NA,NA,NA,NA,FALSE,-43,-4.3,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718757,"2023-04-01",0,"2023-04-01T22:28:16.520Z","2023-04-01T22:28:33.915Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Carlos Perez replaces Brent Rooker.","Offensive Substitution",13,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,542208,"/api/v1/people/542208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","501","75","atBat","Single","single","Carlos Perez singles on a line drive to right fielder Hunter Renfroe.",0,13,1,75,"bottom",9,"2023-04-01T22:28:31.606Z","2023-04-01T22:29:13.457Z",TRUE,FALSE,FALSE,FALSE,33,1,1,1,542208,"Carlos Pérez","/api/v1/people/542208","R","Right",656353,"Tucker Davidson","/api/v1/people/656353","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Los Angeles Angels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,667670,"/api/v1/people/667670",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
