"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
745017,"2024-05-29",8,"2024-05-29T02:20:40.844Z","2024-05-29T02:20:46.451Z",TRUE,"pitch","332fa6b0-1917-4b9a-99ab-f28d3460f655",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.2,1.54,NA,155.94,132.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Kevin Newman strikes out swinging.",0,2,4,67,"top",9,"2024-05-29T02:19:15.366Z","2024-05-29T02:20:46.451Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,621028,"Kevin Newman","/api/v1/people/621028","R","Right",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.5,84,11,0.91,0.4078,5.9932,30.5182,-15.5948,-6.5889,9.0836,-1.0215,3.951,5.2065,-134.5619,-0.7384,-2.13,50.0016,5.3389,-12.0239,34.8,4.8,24,2242,228,NA,NA,NA,NA,NA,NA,TRUE,-15.6,16.4,10.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745017,"2024-05-29",6,"2024-05-29T02:20:13.929Z","2024-05-29T02:20:18.745Z",TRUE,"pitch","0791de18-5d26-42fb-8e1d-cf458a2cff60",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.2,1.54,NA,134.21,169.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Kevin Newman strikes out swinging.",0,2,4,67,"top",9,"2024-05-29T02:19:15.366Z","2024-05-29T02:20:46.451Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,621028,"Kevin Newman","/api/v1/people/621028","R","Right",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.1,84.7,4,0.91,0.4053,6.2098,30.5599,-16.1205,-8.216,8.6887,-0.4516,2.5685,7.5086,-135.3357,-3.7045,-2.1995,50.0049,5.0898,-15.1858,38.4,4.8,24,2341,231,NA,NA,NA,NA,NA,NA,FALSE,-16.7,15.1,13.2,NA,1,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745017,"2024-05-29",5,"2024-05-29T02:19:53.979Z","2024-05-29T02:19:58.885Z",TRUE,"pitch","69232f68-eb19-46c9-ab59-a03a7bfe6fc0",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.2358,1.5044,NA,104.4,210.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Kevin Newman strikes out swinging.",0,2,4,67,"top",9,"2024-05-29T02:19:15.366Z","2024-05-29T02:20:46.451Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,621028,"Kevin Newman","/api/v1/people/621028","R","Right",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Texas Rangers",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",86.3,79.3,14,0.9,0.437,6.2031,25.5552,-31.959,-8.0612,0.132,0.3305,1.0522,8.186,-125.3849,-3.6106,-1.9306,50.0009,5.121,-12.8235,19.2,8.4,24,1297,262,NA,NA,NA,NA,NA,NA,FALSE,-37.2,-0.4,12.7,NA,1,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745017,"2024-05-29",4,"2024-05-29T02:19:33.119Z","2024-05-29T02:19:39.351Z",TRUE,"pitch","ccdb892c-557c-4d96-be0e-bc37476e1e52",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.1497,1.5492,NA,141.6,160.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Kevin Newman strikes out swinging.",0,2,4,67,"top",9,"2024-05-29T02:19:15.366Z","2024-05-29T02:20:46.451Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,621028,"Kevin Newman","/api/v1/people/621028","R","Right",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Texas Rangers",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",86.7,79,1,0.66,0.4353,6.0021,26.9099,-27.4533,-6.2407,2.9487,-0.6454,2.9153,5.7201,-126.0746,-0.1824,-2.1387,50.0028,5.2143,-9.9927,18,7.2,24,1350,258,NA,NA,NA,NA,NA,NA,FALSE,-31.1,5.5,10,NA,1,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745017,"2024-05-29",0,"2024-05-29T02:18:21.446Z","2024-05-29T02:18:58.046Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Kevin Newman strikes out swinging.",0,2,4,67,"top",9,"2024-05-29T02:19:15.366Z","2024-05-29T02:20:46.451Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,621028,"Kevin Newman","/api/v1/people/621028","R","Right",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Texas Rangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745017,"2024-05-29",1,"2024-05-29T02:18:58.046Z","2024-05-29T02:18:58.078Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Blaze Alexander replaces Eugenio Suárez.","Offensive Substitution",2,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,677942,"/api/v1/people/677942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","701","67","atBat","Strikeout","strikeout","Kevin Newman strikes out swinging.",0,2,4,67,"top",9,"2024-05-29T02:19:15.366Z","2024-05-29T02:20:46.451Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,621028,"Kevin Newman","/api/v1/people/621028","R","Right",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Texas Rangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,553993,"/api/v1/people/553993",2,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745017,"2024-05-29",2,"2024-05-29T02:18:58.078Z","2024-05-29T02:19:15.366Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Randal Grichuk replaces Gabriel Moreno.","Offensive Substitution",2,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,545341,"/api/v1/people/545341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","801","67","atBat","Strikeout","strikeout","Kevin Newman strikes out swinging.",0,2,4,67,"top",9,"2024-05-29T02:19:15.366Z","2024-05-29T02:20:46.451Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,621028,"Kevin Newman","/api/v1/people/621028","R","Right",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Texas Rangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,672515,"/api/v1/people/672515",1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745017,"2024-05-29",3,"2024-05-29T02:19:15.366Z","2024-05-29T02:19:20.366Z",FALSE,"stepoff","8f0c3705-62a4-4771-a29f-919121f3f7cc",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Kevin Newman strikes out swinging.",0,2,4,67,"top",9,"2024-05-29T02:19:15.366Z","2024-05-29T02:20:46.451Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,621028,"Kevin Newman","/api/v1/people/621028","R","Right",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Texas Rangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745017,"2024-05-29",7,"2024-05-29T02:20:26.785Z","2024-05-29T02:20:40.844Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,621028,"/api/v1/people/621028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Kevin Newman strikes out swinging.",0,2,4,67,"top",9,"2024-05-29T02:19:15.366Z","2024-05-29T02:20:46.451Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,621028,"Kevin Newman","/api/v1/people/621028","R","Right",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Texas Rangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745017,"2024-05-29",4,"2024-05-29T02:17:44.638Z","2024-05-29T02:17:51.691Z",TRUE,"pitch","878df2f3-270c-4fc4-8882-c4241976306e",5,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,2,2,NA,NA,3.38,1.58,NA,92.71,189.32,"ground_ball","medium","1",117.48,178.03,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Single","single","Gabriel Moreno singles on a ground ball to pitcher Kirby Yates. Eugenio Suárez to 2nd.",0,2,4,66,"top",9,"2024-05-29T02:15:55.802Z","2024-05-29T02:17:51.691Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,672515,"Gabriel Moreno","/api/v1/people/672515","R","Right",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_RHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Texas Rangers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93,84.8,9,0.89,0.4062,6.1238,29.938,-19.3816,-10.7714,6.9506,0.6373,1.8317,10.4678,-134.945,-4.8759,-1.8965,50.0031,5.0314,-19.8251,40.8,6,24,2365,230,75.9,-68,1,NA,NA,NA,FALSE,-20.2,11.6,17.2,NA,NA,NA,NA,NA,NA,FALSE,TRUE,553993,"Eugenio Suárez","/api/v1/people/553993",672515,"Gabriel Moreno","/api/v1/people/672515",NA,NA,NA,NA,NA,NA,NA
