"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718297,"2023-05-06",3,"2023-05-06T04:07:11.632Z","2023-05-06T04:07:15.160Z",TRUE,"pitch","ec33d042-5362-4190-8899-e160ec1359c4",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.3762,1.6193,NA,126.89,122.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Single","single","Eugenio Suarez singles on a ground ball to right fielder Kyle Tucker. Ty France scores. Jarred Kelenic to 2nd.",1,4,4,60,"bottom",8,"2023-05-06T04:06:26.076Z","2023-05-06T04:07:45.282Z",TRUE,TRUE,FALSE,FALSE,70,2,1,2,553993,"Eugenio Suárez","/api/v1/people/553993","R","Right",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_RHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.1,89.4,11,0.9,0.3839,6.5502,33.2755,-13.643,-3.745,8.9892,-0.2595,4.3204,6.2884,-142.762,-0.5363,-2.0055,50.0019,5.3705,-7.7205,24,2.4,24,2498,210,NA,NA,NA,NA,NA,NA,FALSE,-12.1,16.3,5.5,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718297,"2023-05-06",2,"2023-05-06T04:06:46.986Z","2023-05-06T04:06:52.178Z",TRUE,"pitch","f2b42da8-0f43-4939-bf8f-3d6a1bff86e1",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3552,1.6193,NA,64.55,217.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Single","single","Eugenio Suarez singles on a ground ball to right fielder Kyle Tucker. Ty France scores. Jarred Kelenic to 2nd.",1,4,4,60,"bottom",8,"2023-05-06T04:06:26.076Z","2023-05-06T04:07:45.282Z",TRUE,TRUE,FALSE,FALSE,70,2,1,2,553993,"Eugenio Suárez","/api/v1/people/553993","R","Right",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_RHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.4,82.2,14,2,0.4226,6.755,29.1694,-35.6371,5.3381,-2.0351,1.376,0.7956,6.4589,-129.9879,-5.1917,-1.8418,50.0049,5.5479,9.0674,15.6,9.6,24,3080,49,NA,NA,NA,NA,NA,NA,FALSE,-39.1,-4.7,-11.2,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718297,"2023-05-06",1,"2023-05-06T04:06:28.390Z","2023-05-06T04:06:31.390Z",TRUE,"pitch","0399ad0e-a85c-406d-895f-1890a4b231e3",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.44,1.62,NA,94.85,211.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Single","single","Eugenio Suarez singles on a ground ball to right fielder Kyle Tucker. Ty France scores. Jarred Kelenic to 2nd.",1,4,4,60,"bottom",8,"2023-05-06T04:06:26.076Z","2023-05-06T04:07:45.282Z",TRUE,TRUE,FALSE,FALSE,70,2,1,2,553993,"Eugenio Suárez","/api/v1/people/553993","R","Right",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_RHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.5,83.3,14,2,0.4168,6.6594,28.8215,-33.8746,3.9401,-0.9753,0.5811,1.0198,5.4367,-131.5987,-5.16,-2.0261,50.0017,5.5253,6.8852,13.2,8.4,24,2985,58,NA,NA,NA,NA,NA,NA,FALSE,-36.2,-2.8,-8.4,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718297,"2023-05-06",0,"2023-05-06T04:06:04.826Z","2023-05-06T04:06:28.390Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"60","atBat","Single","single","Eugenio Suarez singles on a ground ball to right fielder Kyle Tucker. Ty France scores. Jarred Kelenic to 2nd.",1,4,4,60,"bottom",8,"2023-05-06T04:06:26.076Z","2023-05-06T04:07:45.282Z",TRUE,TRUE,FALSE,FALSE,70,2,1,2,553993,"Eugenio Suárez","/api/v1/people/553993","R","Right",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_RHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Houston Astros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718297,"2023-05-06",0,"2023-05-06T04:05:11.319Z","2023-05-06T04:05:21.340Z",TRUE,"pitch","b1130494-2142-4578-be2c-6e0fc341a634",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,2,NA,NA,3.44,1.61,NA,102.55,155.31,"line_drive","medium","9",160.84,81.32,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Single","single","Jarred Kelenic singles on a line drive to right fielder Kyle Tucker. Ty France to 3rd.",0,4,3,59,"bottom",8,"2023-05-06T04:05:06.277Z","2023-05-06T04:05:21.340Z",TRUE,FALSE,FALSE,FALSE,33,0,0,2,672284,"Jarred Kelenic","/api/v1/people/672284","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Houston Astros","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.9,81.7,3,2,0.423,6.523,27.0968,-29.7101,5.7733,1.4495,0.379,3.0916,4.8258,-129.51,-0.5625,-2.2586,50.0023,5.5844,9.8031,19.2,7.2,24,2909,59,81.8,25,281,NA,NA,NA,FALSE,-31.8,2.8,-11.5,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,672284,"Jarred Kelenic","/api/v1/people/672284",NA,NA,NA,664034,"Ty France","/api/v1/people/664034",NA,NA,NA,NA
718297,"2023-05-06",1,"2023-05-06T04:04:24.614Z","2023-05-06T04:04:37.454Z",TRUE,"pitch","553e2351-b503-445a-b3e0-49d9b2898c08",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,1,2,NA,NA,3.18,1.45,NA,97.15,148.93,"ground_ball","medium","9",147.09,152.35,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Single","single","Ty France singles on a ground ball to right fielder Kyle Tucker.",0,4,3,58,"bottom",8,"2023-05-06T04:04:01.617Z","2023-05-06T04:04:37.454Z",TRUE,FALSE,FALSE,FALSE,33,0,1,2,664034,"Ty France","/api/v1/people/664034","R","Right",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Houston Astros","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.6,90.1,12,2,0.3818,6.6369,32.8796,-12.6633,-4.6708,9.3614,0.5207,3.3279,8.1916,-143.3933,-3.3665,-1.7651,50.0043,5.3062,-9.737,30,3.6,24,2453,208,94.8,-8,20,NA,NA,NA,FALSE,-11.6,16.4,6.8,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,664034,"Ty France","/api/v1/people/664034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718297,"2023-05-06",0,"2023-05-06T04:04:06.763Z","2023-05-06T04:04:09.763Z",TRUE,"pitch","fc9516f8-7bf5-4726-aec6-12174dd244ba",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.18,1.45,NA,132.22,144.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Single","single","Ty France singles on a ground ball to right fielder Kyle Tucker.",0,4,3,58,"bottom",8,"2023-05-06T04:04:01.617Z","2023-05-06T04:04:37.454Z",TRUE,FALSE,FALSE,FALSE,33,0,1,2,664034,"Ty France","/api/v1/people/664034","R","Right",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.2,89.7,11,2,0.3832,6.5969,32.4995,-13.7406,-4.9495,8.9084,-0.3992,3.496,6.7312,-142.8546,-2.724,-2.1416,50.0063,5.3242,-10.246,31.2,3.6,24,2456,210,NA,NA,NA,NA,NA,NA,FALSE,-12.6,15.7,7.7,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718297,"2023-05-06",6,"2023-05-06T04:03:23.870Z","2023-05-06T04:03:31.597Z",TRUE,"pitch","a95f3c6a-9aba-49df-a507-7701af27bdd2",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.19,1.49,NA,113.6,180.57,"ground_ball","hard","4",117.54,139.92,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Groundout","field_out","Julio Rodriguez grounds out sharply, second baseman Mauricio Dubon to first baseman Jose Abreu.",0,4,3,57,"bottom",8,"2023-05-06T04:01:28.586Z","2023-05-06T04:03:31.597Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.9,80.6,5,2,0.4288,6.4092,27.646,-34.3272,5.1114,-1.3007,0.0892,2.156,3.8836,-127.983,-1.7981,-2.1148,50.0047,5.5688,8.4382,14.4,8.4,24,2957,51,102,-15,9,NA,NA,NA,TRUE,-38,-2.5,-10.2,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718297,"2023-05-06",5,"2023-05-06T04:03:05.659Z","2023-05-06T04:03:10.161Z",TRUE,"pitch","ebb67311-6367-48ad-afb5-fe834c98fefe",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.0632,1.4894,NA,76.77,203.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Groundout","field_out","Julio Rodriguez grounds out sharply, second baseman Mauricio Dubon to first baseman Jose Abreu.",0,4,3,57,"bottom",8,"2023-05-06T04:01:28.586Z","2023-05-06T04:03:31.597Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.9,80.6,14,2,0.4299,6.5305,28.6173,-35.6353,5.8415,-2.1111,1.0554,1.2936,5.6908,-127.846,-3.4954,-1.9657,50.0025,5.5023,9.5797,16.8,9.6,24,2960,51,NA,NA,NA,NA,NA,NA,FALSE,-40.1,-4.4,-12,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718297,"2023-05-06",3,"2023-05-06T04:02:24.555Z","2023-05-06T04:02:27.555Z",TRUE,"pitch","c89f3428-bbbe-4b80-985b-876f615510f2",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.0632,1.4894,NA,132.21,102.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Groundout","field_out","Julio Rodriguez grounds out sharply, second baseman Mauricio Dubon to first baseman Jose Abreu.",0,4,3,57,"bottom",8,"2023-05-06T04:01:28.586Z","2023-05-06T04:03:31.597Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98,89.1,11,0.9,0.3845,6.3619,33.4606,-14.5017,-3.4273,8.6075,-0.399,5.0389,5.8939,-142.5576,1.6118,-2.0502,50.0063,5.3827,-7.0403,21.6,3.6,24,2427,212,NA,NA,NA,NA,NA,NA,FALSE,-12.5,16.1,5,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718297,"2023-05-06",2,"2023-05-06T04:02:05.886Z","2023-05-06T04:02:09.247Z",TRUE,"pitch","c4c446d6-6d00-4674-9ba0-018543636fdd",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.1052,1.4894,NA,65.68,190.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Groundout","field_out","Julio Rodriguez grounds out sharply, second baseman Mauricio Dubon to first baseman Jose Abreu.",0,4,3,57,"bottom",8,"2023-05-06T04:01:28.586Z","2023-05-06T04:03:31.597Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.4,81.3,14,2,0.4264,6.4268,27.7771,-35.085,5.451,-1.7426,1.3464,1.7922,6.5692,-128.6744,-2.1994,-1.952,50.0026,5.3876,9.1013,16.8,8.4,24,3040,50,NA,NA,NA,NA,NA,NA,FALSE,-38.5,-3.5,-11.4,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718297,"2023-05-06",1,"2023-05-06T04:01:48.823Z","2023-05-06T04:01:52.544Z",TRUE,"pitch","11f50151-d5eb-4004-b911-2d395a822c16",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.0211,1.4894,NA,129.84,183.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Groundout","field_out","Julio Rodriguez grounds out sharply, second baseman Mauricio Dubon to first baseman Jose Abreu.",0,4,3,57,"bottom",8,"2023-05-06T04:01:28.586Z","2023-05-06T04:03:31.597Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.8,79.7,4,2,0.4342,6.3569,27.1619,-35.8412,6.8378,-2.2748,-0.3367,2.061,2.7254,-126.434,-1.5168,-2.319,50.0049,5.5603,11.0078,18,9.6,24,2982,51,NA,NA,NA,NA,NA,NA,FALSE,-40.7,-4.2,-13.1,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718297,"2023-05-06",0,"2023-05-06T04:01:33.297Z","2023-05-06T04:01:37.158Z",TRUE,"pitch","b725817a-52d9-43d3-97fb-e2fe4126ec3f",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.1763,1.436,NA,116.63,147.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Groundout","field_out","Julio Rodriguez grounds out sharply, second baseman Mauricio Dubon to first baseman Jose Abreu.",0,4,3,57,"bottom",8,"2023-05-06T04:01:28.586Z","2023-05-06T04:03:31.597Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.8,81.4,12,2,0.4242,6.4153,27.4057,-34.6858,3.4402,-1.4865,0.0098,3.373,4.6898,-129.2236,0.7511,-2.2769,50.0038,5.7472,5.8069,10.8,8.4,24,2782,57,NA,NA,NA,NA,NA,NA,FALSE,-37,-2.3,-7.3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718297,"2023-05-06",4,"2023-05-06T04:02:45.134Z","2023-05-06T04:03:05.659Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,1,677594,"/api/v1/people/677594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"57","atBat","Groundout","field_out","Julio Rodriguez grounds out sharply, second baseman Mauricio Dubon to first baseman Jose Abreu.",0,4,3,57,"bottom",8,"2023-05-06T04:01:28.586Z","2023-05-06T04:03:31.597Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Houston Astros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718297,"2023-05-06",4,"2023-05-06T04:01:02.538Z","2023-05-06T04:01:08.391Z",TRUE,"pitch","612f8910-acf2-403a-82f1-cda107a9bcfd",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,0,NA,NA,3.16,1.46,NA,84.84,185.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Kolten Wong strikes out swinging.",0,4,3,56,"bottom",8,"2023-05-06T04:00:13.851Z","2023-05-06T04:01:08.391Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,543939,"Kolten Wong","/api/v1/people/543939","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.7,79.9,14,2,0.4342,6.6355,26.1659,-36.1389,4.5673,-2.4621,0.8438,1.9611,5.5891,-126.2434,-1.9886,-1.9938,50.0034,5.6735,7.3557,13.2,9.6,24,2795,54,NA,NA,NA,NA,NA,NA,TRUE,-41,-4.7,-9.6,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718297,"2023-05-06",3,"2023-05-06T04:00:44.436Z","2023-05-06T04:00:47.447Z",TRUE,"pitch","5170ab47-87c1-425d-8bdf-5fcea480a582",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.16,1.46,NA,135.75,174.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Kolten Wong strikes out swinging.",0,4,3,56,"bottom",8,"2023-05-06T04:00:13.851Z","2023-05-06T04:01:08.391Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,543939,"Kolten Wong","/api/v1/people/543939","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.2,79.4,4,2,0.4358,6.3989,25.1613,-28.1843,4.1782,2.4901,-0.4919,2.3759,3.4291,-125.6151,-2.1305,-2.4168,50.0006,5.5238,6.6828,14.4,7.2,24,2771,65,NA,NA,NA,NA,NA,NA,FALSE,-32.4,4.3,-8.4,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
