"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716394,"2023-09-29",1,"2023-09-30T02:36:08.564Z","2023-09-30T02:36:17.342Z",TRUE,"pitch","38ac3425-3a51-4846-b298-580cbc2616a0",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.47,1.61,NA,130.37,193,"ground_ball","medium","5",96,164.76,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Groundout","field_out","Austin Riley grounds out, third baseman Carter Kieboom to first baseman Dominic Smith.",0,10,6,89,"bottom",9,"2023-09-30T02:35:38.552Z","2023-09-30T02:36:17.342Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,663586,"Austin Riley","/api/v1/people/663586","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Washington Nationals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.2,89.4,7,0.91,0.3846,6.8865,34.0449,-11.6142,-6.0826,10.019,-0.3508,1.6956,5.7399,-142.6359,-8.7332,-1.6029,50.0039,5.5372,-12.4837,39.6,3.6,24,2095,215,102.5,-17,7,NA,NA,NA,TRUE,-12.1,16.4,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716394,"2023-09-29",0,"2023-09-30T02:35:51.303Z","2023-09-30T02:35:55.873Z",TRUE,"pitch","c9a08514-46c5-41d7-b974-bb63b270052b",1,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",0,1,2,NA,NA,3.47,1.61,NA,144.83,150.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Groundout","field_out","Austin Riley grounds out, third baseman Carter Kieboom to first baseman Dominic Smith.",0,10,6,89,"bottom",9,"2023-09-30T02:35:38.552Z","2023-09-30T02:36:17.342Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,663586,"Austin Riley","/api/v1/people/663586","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Washington Nationals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.2,88.3,1,0.91,0.3881,6.8093,34.0698,-14.9123,-7.1107,8.5698,-0.7301,3.2835,4.8348,-141.4546,-3.9211,-1.5429,50.0032,5.652,-14.3241,39.6,3.6,24,2018,215,NA,NA,NA,NA,NA,NA,FALSE,-14.3,14.9,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716394,"2023-09-29",4,"2023-09-30T02:35:15.839Z","2023-09-30T02:35:26.134Z",TRUE,"pitch","a88aa118-e52c-49d9-b47f-f5fbb1ccefc5",5,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,2,2,NA,NA,3.26,1.6,NA,111.88,159.51,"line_drive","medium","9",190.06,111.18,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Single","single","Ozzie Albies singles on a line drive to right fielder Lane Thomas.",0,10,6,88,"bottom",9,"2023-09-30T02:33:48.379Z","2023-09-30T02:35:26.134Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,645277,"Ozzie Albies","/api/v1/people/645277","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Washington Nationals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,87.6,2,0.88,0.3919,6.9467,33.0115,-14.7828,-5.5437,8.8042,0.1343,2.9358,7.1591,-140.0019,-4.5343,-1.7415,50.004,5.551,-10.9532,30,3.6,24,1959,218,82.3,16,186,NA,NA,NA,FALSE,-14.5,15.1,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,645277,"Ozzie Albies","/api/v1/people/645277",NA,NA,NA,NA,NA,NA
716394,"2023-09-29",3,"2023-09-30T02:35:00.346Z","2023-09-30T02:35:04.683Z",TRUE,"pitch","9f4cf726-7083-42b3-92d6-8f247d6c3386",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.3499,1.5763,NA,180.93,148.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Single","single","Ozzie Albies singles on a line drive to right fielder Lane Thomas.",0,10,6,88,"bottom",9,"2023-09-30T02:33:48.379Z","2023-09-30T02:35:26.134Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,645277,"Ozzie Albies","/api/v1/people/645277","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Washington Nationals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,87.2,11,0.85,0.3942,6.8204,31.4748,-16.8885,-5.8916,7.8219,-1.6771,3.3259,2.9964,-139.0069,-3.006,-2.0041,50.0064,5.5441,-11.5197,31.2,4.8,24,1908,223,NA,NA,NA,NA,NA,NA,FALSE,-16.3,13.7,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716394,"2023-09-29",2,"2023-09-30T02:34:32.463Z","2023-09-30T02:34:40.421Z",TRUE,"pitch","3b6f28a3-6ac7-403b-a519-629fa58920f9",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,2,NA,NA,3.2818,1.5763,NA,96.97,158.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Single","single","Ozzie Albies singles on a line drive to right fielder Lane Thomas.",0,10,6,88,"bottom",9,"2023-09-30T02:33:48.379Z","2023-09-30T02:35:26.134Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,645277,"Ozzie Albies","/api/v1/people/645277","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Washington Nationals","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87.3,80.4,3,0.9,0.4306,6.9444,24.8497,-29.4762,-3.5811,1.6403,0.5256,2.9658,7.425,-126.9885,-0.9082,-1.9646,50.0005,5.663,-5.8771,8.4,7.2,24,952,236,NA,NA,NA,NA,NA,NA,FALSE,-32.8,3,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716394,"2023-09-29",1,"2023-09-30T02:34:14.493Z","2023-09-30T02:34:18.427Z",TRUE,"pitch","e8ba3c9f-cb42-47d0-a936-f6eb4d913e38",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.2592,1.5763,NA,165.87,146.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Single","single","Ozzie Albies singles on a line drive to right fielder Lane Thomas.",0,10,6,88,"bottom",9,"2023-09-30T02:33:48.379Z","2023-09-30T02:35:26.134Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,645277,"Ozzie Albies","/api/v1/people/645277","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Washington Nationals","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",89.3,81.9,11,0.9,0.4211,6.4639,27.1237,-33.4182,-4.2868,-0.7248,-1.2822,3.4198,4.1258,-130.0519,0.5022,-2.3318,50.004,5.7577,-7.3481,10.8,8.4,24,857,237,NA,NA,NA,NA,NA,NA,FALSE,-35.2,-1,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716394,"2023-09-29",0,"2023-09-30T02:33:58.489Z","2023-09-30T02:34:03.694Z",TRUE,"pitch","55328f54-f768-4770-b613-113ae6adb9b6",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3272,1.6217,NA,146.66,196.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Single","single","Ozzie Albies singles on a line drive to right fielder Lane Thomas.",0,10,6,88,"bottom",9,"2023-09-30T02:33:48.379Z","2023-09-30T02:35:26.134Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,645277,"Ozzie Albies","/api/v1/people/645277","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Washington Nationals","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87.8,80.7,7,0.9,0.4291,6.9421,26.647,-31.9304,-5.4768,0.1423,-0.7782,1.5777,5.1773,-127.7128,-3.791,-2.1215,50.0002,5.5966,-9.0337,14.4,8.4,24,982,228,NA,NA,NA,NA,NA,NA,FALSE,-35.9,-0.4,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716394,"2023-09-29",2,"2023-09-30T02:33:25.709Z","2023-09-30T02:33:33.352Z",TRUE,"pitch","732f735c-bc18-4a3d-b134-552afe2ce26e",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,0,1,NA,NA,3.27,1.58,NA,126.25,182.74,"ground_ball","medium","5",111.74,183.86,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Groundout","field_out","Kevin Pillar grounds out, third baseman Carter Kieboom to first baseman Dominic Smith.",0,10,6,87,"bottom",9,"2023-09-30T02:32:41.517Z","2023-09-30T02:33:33.352Z",TRUE,FALSE,FALSE,TRUE,0,2,0,2,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Washington Nationals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,87.9,8,0.9,0.3912,6.897,33.152,-14.38,-8.1745,8.9735,-0.2426,2.0757,6.5822,-140.2668,-7.0625,-1.5633,50.0032,5.5727,-16.2109,42,4.8,24,2050,215,90.7,-8,15,NA,NA,NA,TRUE,-14.6,14.9,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716394,"2023-09-29",1,"2023-09-30T02:33:09.138Z","2023-09-30T02:33:13.036Z",TRUE,"pitch","4b4bda01-8079-46b9-9be2-fce5fddd2a89",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.2692,1.5563,NA,53.7,192.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Groundout","field_out","Kevin Pillar grounds out, third baseman Carter Kieboom to first baseman Dominic Smith.",0,10,6,87,"bottom",9,"2023-09-30T02:32:41.517Z","2023-09-30T02:33:33.352Z",TRUE,FALSE,FALSE,TRUE,0,2,0,2,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Washington Nationals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.1,89.1,14,0.91,0.386,6.8502,33.8533,-9.1845,-7.4324,11.2852,1.6607,1.7023,11.2509,-142.1232,-9.0579,-1.3914,50.0043,5.5219,-15.1432,48,3.6,24,2151,213,NA,NA,NA,NA,NA,NA,FALSE,-10.2,18.6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716394,"2023-09-29",0,"2023-09-30T02:32:53.397Z","2023-09-30T02:32:57.796Z",TRUE,"pitch","91350427-22c3-4c38-a23d-c18155c57c1e",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3145,1.579,NA,79.17,180.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Groundout","field_out","Kevin Pillar grounds out, third baseman Carter Kieboom to first baseman Dominic Smith.",0,10,6,87,"bottom",9,"2023-09-30T02:32:41.517Z","2023-09-30T02:33:33.352Z",TRUE,FALSE,FALSE,TRUE,0,2,0,2,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Washington Nationals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.1,89.5,14,0.91,0.3846,6.862,32.7844,-9.5925,-7.7192,10.9938,0.9924,2.1726,9.8496,-142.4232,-7.9568,-1.5082,50.0035,5.6098,-15.8563,50.4,3.6,24,2160,211,NA,NA,NA,NA,NA,NA,FALSE,-10.2,18.4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
