"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717238,"2023-07-27",3,"2023-07-28T02:39:56.325Z","2023-07-28T02:40:04.115Z",TRUE,"pitch","ccc1aef7-d4f1-4f29-b2da-bab98206312d",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.3,1.56,NA,108.45,182.59,"ground_ball","hard","3",159.39,155.98,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Groundout","field_out","Alec Burleson grounds out sharply, first baseman Trey Mancini to pitcher Michael Rucker.",0,10,3,85,"bottom",9,"2023-07-28T02:39:03.950Z","2023-07-28T02:40:04.115Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,676475,"Alec Burleson","/api/v1/people/676475","L","Left",621074,"Michael Rucker","/api/v1/people/621074","R","Right","vs_RHP","vs_LHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Chicago Cubs","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,86.3,8,0.92,0.3991,6.5551,30.4481,-13.5836,-2.8165,9.7457,0.2244,2.0811,6.1947,-137.254,-6.3223,-1.6961,50.0017,5.3398,-5.3725,15.6,3.6,24,2146,212,101.8,-6,19,NA,NA,NA,TRUE,-14.3,16.4,3.8,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717238,"2023-07-27",2,"2023-07-28T02:39:42.080Z","2023-07-28T02:39:45.869Z",TRUE,"pitch","098d1436-6bd2-4b09-b191-df5fa485c203",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.319,1.5525,NA,145.34,201.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Groundout","field_out","Alec Burleson grounds out sharply, first baseman Trey Mancini to pitcher Michael Rucker.",0,10,3,85,"bottom",9,"2023-07-28T02:39:03.950Z","2023-07-28T02:40:04.115Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,676475,"Alec Burleson","/api/v1/people/676475","L","Left",621074,"Michael Rucker","/api/v1/people/621074","R","Right","vs_RHP","vs_LHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,87,13,0.93,0.3959,6.5036,31.7123,-12.4519,-3.1316,10.1833,-0.7435,1.369,4.3256,-138.4818,-8.6982,-1.9208,50.006,5.3894,-6.0672,19.2,3.6,24,2204,214,NA,NA,NA,NA,NA,NA,FALSE,-13.6,16.8,4.8,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717238,"2023-07-27",1,"2023-07-28T02:39:25.025Z","2023-07-28T02:39:28.924Z",TRUE,"pitch","f78db7b8-1ecd-448c-ba6f-93a80efa096e",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.2702,1.5525,NA,147.19,169.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Groundout","field_out","Alec Burleson grounds out sharply, first baseman Trey Mancini to pitcher Michael Rucker.",0,10,3,85,"bottom",9,"2023-07-28T02:39:03.950Z","2023-07-28T02:40:04.115Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,676475,"Alec Burleson","/api/v1/people/676475","L","Left",621074,"Michael Rucker","/api/v1/people/621074","R","Right","vs_RHP","vs_LHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Chicago Cubs","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.1,73.5,4,0.86,0.4705,6.3585,23.1369,-38.8244,5.7714,-4.8528,-0.7921,2.5508,1.2828,-116.6821,1.4573,-2.0993,50.0016,5.5924,7.9113,12,12,24,2486,43,NA,NA,NA,NA,NA,NA,FALSE,-50.8,-8,-10.8,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717238,"2023-07-27",0,"2023-07-28T02:39:10.266Z","2023-07-28T02:39:14.228Z",TRUE,"pitch","e38f3626-f1c8-4d18-9889-f56ab7f356d2",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3433,1.5525,NA,117.72,207.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Groundout","field_out","Alec Burleson grounds out sharply, first baseman Trey Mancini to pitcher Michael Rucker.",0,10,3,85,"bottom",9,"2023-07-28T02:39:03.950Z","2023-07-28T02:40:04.115Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,676475,"Alec Burleson","/api/v1/people/676475","L","Left",621074,"Michael Rucker","/api/v1/people/621074","R","Right","vs_RHP","vs_LHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,86.7,13,0.92,0.3978,6.5944,31.0203,-12.3102,-3.2547,10.3469,-0.019,1.1717,6.036,-137.7643,-9.2155,-1.8169,50.0004,5.3953,-6.2471,19.2,3.6,24,2114,216,NA,NA,NA,NA,NA,NA,FALSE,-13.6,16.9,4.6,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717238,"2023-07-27",1,"2023-07-28T02:38:31.102Z","2023-07-28T02:38:37.720Z",TRUE,"pitch","394505d1-9094-4769-a447-225e436df952",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,1,2,NA,NA,3.23,1.57,NA,108.49,164.95,"ground_ball","medium","5",112.18,166.67,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Field Error","field_error","Brendan Donovan reaches on a fielding error by third baseman Patrick Wisdom.",0,10,3,84,"bottom",9,"2023-07-28T02:38:04.839Z","2023-07-28T02:38:37.720Z",TRUE,FALSE,FALSE,FALSE,0,0,1,2,680977,"Brendan Donovan","/api/v1/people/680977","L","Left",621074,"Michael Rucker","/api/v1/people/621074","R","Right","vs_RHP","vs_LHB","Men_On",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Chicago Cubs","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.1,82.1,2,0.94,0.4217,6.3401,25.4194,-32.1336,-7.7648,0.0212,0.2234,2.7344,8.3655,-129.5605,-0.4512,-2.0286,50.0002,5.3529,-13.2848,20.4,8.4,24,1780,237,83.7,-1,38,NA,NA,NA,FALSE,-34.2,0.1,12.4,NA,NA,NA,NA,FALSE,FALSE,680977,"Brendan Donovan","/api/v1/people/680977",NA,NA,NA,NA,NA,NA
717238,"2023-07-27",0,"2023-07-28T02:38:17.559Z","2023-07-28T02:38:21.349Z",TRUE,"pitch","8afa197e-1d4a-42d6-9c4f-fe9db3faf85e",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.1483,1.5769,NA,145.96,164.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Field Error","field_error","Brendan Donovan reaches on a fielding error by third baseman Patrick Wisdom.",0,10,3,84,"bottom",9,"2023-07-28T02:38:04.839Z","2023-07-28T02:38:37.720Z",TRUE,FALSE,FALSE,FALSE,0,0,1,2,680977,"Brendan Donovan","/api/v1/people/680977","L","Left",621074,"Michael Rucker","/api/v1/people/621074","R","Right","vs_RHP","vs_LHB","Men_On",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,85.5,1,0.91,0.4021,6.4869,30.3237,-13.7447,-3.213,9.8111,-0.7597,2.7381,4.1744,-136.2838,-5.0953,-1.8948,50.004,5.5835,-6.0364,19.2,3.6,24,2091,216,NA,NA,NA,NA,NA,NA,FALSE,-14.4,16.9,4.9,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717238,"2023-07-27",4,"2023-07-28T02:37:50.775Z","2023-07-28T02:37:55.126Z",TRUE,"pitch","2cb6a5b7-8607-49d2-b028-5b813400940c",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,1,NA,NA,3.28,1.58,NA,134.85,169.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Taylor Motter strikes out swinging.",0,10,3,83,"bottom",9,"2023-07-28T02:36:47.581Z","2023-07-28T02:37:55.126Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,600301,"Taylor Motter","/api/v1/people/600301","R","Right",621074,"Michael Rucker","/api/v1/people/621074","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Chicago Cubs","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,87.6,4,0.92,0.3943,6.5344,29.1842,-14.6556,-3.2125,8.9538,-0.4682,2.5539,4.8347,-138.5799,-5.3288,-1.8131,50.0051,5.4708,-6.2876,18,3.6,24,2221,212,NA,NA,NA,NA,NA,NA,TRUE,-14.6,15.4,4.9,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717238,"2023-07-27",3,"2023-07-28T02:37:34.342Z","2023-07-28T02:37:37.491Z",TRUE,"pitch","fc814d8b-889c-4847-b240-9829caa09db4",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.2702,1.528,NA,26.91,233.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Taylor Motter strikes out swinging.",0,10,3,83,"bottom",9,"2023-07-28T02:36:47.581Z","2023-07-28T02:37:55.126Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,600301,"Taylor Motter","/api/v1/people/600301","R","Right",621074,"Michael Rucker","/api/v1/people/621074","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Chicago Cubs","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.4,85.3,14,0.9,0.4105,6.4572,24.3737,-23.2033,0.0411,4.9588,2.3634,0.1897,10.4783,-132.6556,-9.0001,-1.6184,50.0032,5.2758,0.0732,3.6,6,24,2496,208,NA,NA,NA,NA,NA,NA,FALSE,-25.1,7.4,-2,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717238,"2023-07-27",2,"2023-07-28T02:37:14.189Z","2023-07-28T02:37:17.408Z",TRUE,"pitch","514a09e0-be03-41f6-8567-04bcd05200da",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.28,1.58,NA,111.94,176.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Taylor Motter strikes out swinging.",0,10,3,83,"bottom",9,"2023-07-28T02:36:47.581Z","2023-07-28T02:37:55.126Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,600301,"Taylor Motter","/api/v1/people/600301","R","Right",621074,"Michael Rucker","/api/v1/people/621074","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,88,5,0.89,0.3931,6.4233,28.2652,-15.9196,-3.8579,8.2491,0.1326,2.3144,6.5549,-138.8257,-5.845,-1.7476,50.006,5.49,-7.6051,20.4,3.6,24,2164,209,NA,NA,NA,NA,NA,NA,FALSE,-15.8,14,5.8,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717238,"2023-07-27",1,"2023-07-28T02:37:00.064Z","2023-07-28T02:37:03.557Z",TRUE,"pitch","c4241fb4-3b9c-422d-b059-45f1f28d37f1",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.28,1.58,NA,103.26,160.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Taylor Motter strikes out swinging.",0,10,3,83,"bottom",9,"2023-07-28T02:36:47.581Z","2023-07-28T02:37:55.126Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,600301,"Taylor Motter","/api/v1/people/600301","R","Right",621074,"Michael Rucker","/api/v1/people/621074","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,87.8,3,0.92,0.3936,6.5232,28.4284,-14.4441,-3.03,9.019,0.3605,2.8953,6.9265,-138.7008,-4.5933,-1.7655,50.0027,5.5228,-5.9572,16.8,3.6,24,2226,215,NA,NA,NA,NA,NA,NA,FALSE,-14.3,15.7,4.2,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
