"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716850,"2023-08-26",5,"2023-08-26T02:36:54.867Z","2023-08-26T02:37:01.037Z",TRUE,"pitch","2e863b84-e61b-416f-8245-fdbd8d4efa35",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.7,1.78,NA,119.9,212.66,"ground_ball","medium","3",152.25,170.79,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Groundout","field_out","Leody Taveras grounds out to first baseman Donovan Solano.",0,2,12,80,"top",9,"2023-08-26T02:35:26.153Z","2023-08-26T02:37:01.037Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,665750,"Leody Taveras","/api/v1/people/665750","L","Left",663485,"Cole Sands","/api/v1/people/663485","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Minnesota Twins",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87.2,80.4,13,0.88,0.432,5.431,25.5556,-34.7859,-9.3712,-1.6043,-0.0761,0.9675,9.0273,-126.7215,-4.3505,-2.4647,50.0018,5.481,-15.2615,20.4,9.6,24,1391,253,84.7,-30,3,NA,NA,NA,TRUE,-39.7,-3.7,15,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716850,"2023-08-26",4,"2023-08-26T02:36:32.425Z","2023-08-26T02:36:36.214Z",TRUE,"pitch","32224bdd-224e-4f8d-8d2f-0e4afe4e4f34",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.7,1.78,NA,121.29,182.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Groundout","field_out","Leody Taveras grounds out to first baseman Donovan Solano.",0,2,12,80,"top",9,"2023-08-26T02:35:26.153Z","2023-08-26T02:37:01.037Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,665750,"Leody Taveras","/api/v1/people/665750","L","Left",663485,"Cole Sands","/api/v1/people/663485","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,86.7,8,0.92,0.3976,5.5263,30.3871,-17.4889,-8.0428,7.638,-0.1125,2.1012,9.2359,-137.7272,-5.7486,-2.4633,50.0027,5.3969,-15.4628,36,4.8,24,2322,238,NA,NA,NA,NA,NA,NA,FALSE,-17.8,12.8,12.6,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716850,"2023-08-26",2,"2023-08-26T02:36:09.880Z","2023-08-26T02:36:13.381Z",TRUE,"pitch","e9f53c7d-a6f7-405f-a52b-79b90de631c4",3,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",1,2,2,NA,NA,3.7,1.78,NA,107.52,139.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Groundout","field_out","Leody Taveras grounds out to first baseman Donovan Solano.",0,2,12,80,"top",9,"2023-08-26T02:35:26.153Z","2023-08-26T02:37:01.037Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,665750,"Leody Taveras","/api/v1/people/665750","L","Left",663485,"Cole Sands","/api/v1/people/663485","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,85.9,2,0.9,0.4015,5.6225,28.3372,-17.7118,-6.6087,7.6652,0.2487,3.685,9.6714,-136.1185,-1.8222,-2.4827,50.0031,5.5823,-12.4705,30,4.8,24,2442,233,NA,NA,NA,NA,NA,NA,FALSE,-17.4,13.7,10.1,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716850,"2023-08-26",1,"2023-08-26T02:35:48.370Z","2023-08-26T02:35:51.527Z",TRUE,"pitch","4c2cad3b-884d-40c8-954f-84ff17ecbb7c",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.7,1.78,NA,82.18,187.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Groundout","field_out","Leody Taveras grounds out to first baseman Donovan Solano.",0,2,12,80,"top",9,"2023-08-26T02:35:26.153Z","2023-08-26T02:37:01.037Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,665750,"Leody Taveras","/api/v1/people/665750","L","Left",663485,"Cole Sands","/api/v1/people/663485","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Minnesota Twins",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81,75.4,14,0.88,0.4633,5.2801,21.1505,-36.253,6.7807,-2.8744,0.9135,1.9039,6.0814,-117.9586,-0.7849,-2.5735,50.0046,5.5656,9.6137,15.6,10.8,24,2939,56,NA,NA,NA,NA,NA,NA,FALSE,-46.6,-5.2,-13.7,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716850,"2023-08-26",0,"2023-08-26T02:35:35.378Z","2023-08-26T02:35:39.224Z",TRUE,"pitch","0641d4f6-7cc6-4ac4-8576-3c5dfb14439d",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.7464,1.7815,NA,174.16,164.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Groundout","field_out","Leody Taveras grounds out to first baseman Donovan Solano.",0,2,12,80,"top",9,"2023-08-26T02:35:26.153Z","2023-08-26T02:37:01.037Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,665750,"Leody Taveras","/api/v1/people/665750","L","Left",663485,"Cole Sands","/api/v1/people/663485","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Minnesota Twins",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.1,74.3,13,0.9,0.4681,5.2253,20.6142,-38.4026,7.4306,-4.4904,-1.4996,2.7581,0.8472,-116.7247,1.6716,-2.8325,50.0002,5.6309,10.3181,15.6,12,24,3053,60,NA,NA,NA,NA,NA,NA,FALSE,-49.8,-7.4,-13.7,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716850,"2023-08-26",3,"2023-08-26T02:36:19.352Z","2023-08-26T02:36:32.425Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,12,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,665750,"/api/v1/people/665750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"80","atBat","Groundout","field_out","Leody Taveras grounds out to first baseman Donovan Solano.",0,2,12,80,"top",9,"2023-08-26T02:35:26.153Z","2023-08-26T02:37:01.037Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,665750,"Leody Taveras","/api/v1/people/665750","L","Left",663485,"Cole Sands","/api/v1/people/663485","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716850,"2023-08-26",4,"2023-08-26T02:35:08.475Z","2023-08-26T02:35:13.761Z",TRUE,"pitch","4f038f3e-2c19-41f2-b354-737e1d40206e",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.32,1.57,NA,87.56,166.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","J.P. Martinez strikes out swinging.",0,2,12,79,"top",9,"2023-08-26T02:33:58.755Z","2023-08-26T02:35:13.761Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,679881,"J.P. Martínez","/api/v1/people/679881","L","Left",663485,"Cole Sands","/api/v1/people/663485","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.6,87.3,6,0.94,0.397,5.6404,26.8932,-16.3179,-7.834,8.1984,0.7723,2.6609,10.8638,-137.3386,-4.7466,-2.1942,50.0022,5.5013,-15.1507,37.2,4.8,24,2394,226,NA,NA,NA,NA,NA,NA,TRUE,-16.3,14.2,12.2,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716850,"2023-08-26",3,"2023-08-26T02:34:51.375Z","2023-08-26T02:34:55.533Z",TRUE,"pitch","de2de52f-dc46-4723-8459-d8bef27cb231",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.455,1.5715,NA,170.36,155.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","J.P. Martinez strikes out swinging.",0,2,12,79,"top",9,"2023-08-26T02:33:58.755Z","2023-08-26T02:35:13.761Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,679881,"J.P. Martínez","/api/v1/people/679881","L","Left",663485,"Cole Sands","/api/v1/people/663485","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Minnesota Twins",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.8,75.8,11,0.85,0.4581,5.3472,21.2662,-34.8458,7.653,-1.8425,-1.3999,3.0914,0.843,-119.2211,1.3585,-2.7525,50.0031,5.6411,11.1006,18,9.6,24,2958,61,NA,NA,NA,NA,NA,NA,FALSE,-43.3,-2.8,-14,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716850,"2023-08-26",2,"2023-08-26T02:34:33.894Z","2023-08-26T02:34:37.283Z",TRUE,"pitch","9da1dd7c-b222-4a37-8b63-79e0945cc07d",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.32,1.57,NA,128.7,163.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","J.P. Martinez strikes out swinging.",0,2,12,79,"top",9,"2023-08-26T02:33:58.755Z","2023-08-26T02:35:13.761Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,679881,"J.P. Martínez","/api/v1/people/679881","L","Left",663485,"Cole Sands","/api/v1/people/663485","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,88,1,0.94,0.394,5.5697,26.5943,-18.7694,-7.666,6.8239,-0.3069,2.7992,8.7329,-138.2519,-3.9299,-2.4888,50.0011,5.4749,-15.0559,34.8,4.8,24,2261,236,NA,NA,NA,NA,NA,NA,FALSE,-18.1,11.9,12.4,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716850,"2023-08-26",1,"2023-08-26T02:34:00.867Z","2023-08-26T02:34:05.387Z",TRUE,"pitch","1e661a20-2b60-4e7a-ba84-cecc8354dfb8",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.32,1.57,NA,113.87,176.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","J.P. Martinez strikes out swinging.",0,2,12,79,"top",9,"2023-08-26T02:33:58.755Z","2023-08-26T02:35:13.761Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,679881,"J.P. Martínez","/api/v1/people/679881","L","Left",663485,"Cole Sands","/api/v1/people/663485","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,86,5,0.72,0.4028,5.323,26.4892,-19.9543,-9.1557,6.5101,0.0821,2.2962,9.797,-135.401,-4.7489,-2.3745,50.0058,5.4484,-17.1929,36,6,24,2373,230,NA,NA,NA,NA,NA,NA,FALSE,-20.3,11,14.8,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
