"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717338,"2023-07-19",2,"2023-07-20T01:33:21.644Z","2023-07-20T01:33:25.236Z",TRUE,"pitch","1ed3eeec-d7d1-4a90-b639-d5cd6501ea5d",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.31,1.55,NA,116.93,173.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Whit Merrifield strikes out swinging.",0,2,0,67,"bottom",8,"2023-07-20T01:32:24.269Z","2023-07-20T01:33:51.484Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,593160,"Whit Merrifield","/api/v1/people/593160","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.1,85.3,5,0.9,0.4045,6.1285,29.3302,-18.1966,-8.7733,7.5296,0.0018,2.4301,7.3788,-135.3595,-5.8361,-1.6187,50.0064,5.8867,-16.2961,37.2,4.8,24,2478,201,NA,NA,NA,NA,NA,NA,FALSE,-19.1,12.6,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717338,"2023-07-19",1,"2023-07-20T01:32:59.750Z","2023-07-20T01:33:03.077Z",TRUE,"pitch","87001e13-a6c6-4187-bb10-13068bb4482d",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,2,NA,NA,3.31,1.55,NA,91.73,179.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Whit Merrifield strikes out swinging.",0,2,0,67,"bottom",8,"2023-07-20T01:32:24.269Z","2023-07-20T01:33:51.484Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,593160,"Whit Merrifield","/api/v1/people/593160","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","San Diego Padres","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.2,83,6,0.9,0.4196,5.8297,23.3116,-20.1777,0.4484,6.9238,0.663,2.1854,6.1416,-129.7962,-5.6982,-1.7771,50.0002,5.9126,0.7757,4.8,4.8,24,2449,200,NA,NA,NA,NA,NA,NA,FALSE,-22.3,11.6,-1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717338,"2023-07-19",0,"2023-07-20T01:32:33.124Z","2023-07-20T01:32:37.217Z",TRUE,"pitch","1728af60-bf58-4bc9-94d2-8fbf882e3523",1,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,0,2,NA,NA,3.2404,1.5745,NA,74.12,240.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Whit Merrifield strikes out swinging.",0,2,0,67,"bottom",8,"2023-07-20T01:32:24.269Z","2023-07-20T01:33:51.484Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,593160,"Whit Merrifield","/api/v1/people/593160","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","San Diego Padres","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82.1,75.8,14,0.9,0.4607,5.9177,25.1937,-42.8895,-1.2739,-7.5074,1.125,-0.0708,6.3859,-119.3599,-4.9422,-1.4315,50.0004,5.931,-1.8189,1.2,12,24,2598,10,NA,NA,NA,NA,NA,NA,FALSE,-55.6,-14.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717338,"2023-07-19",5,"2023-07-20T01:31:52.390Z","2023-07-20T01:32:03.218Z",TRUE,"pitch","41003b34-40ec-451d-874d-a8b226b36a04",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.52,1.65,NA,150.24,165.84,"popup","medium","3",169.8,169.33,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Pop Out","field_out","Matt Chapman pops out to first baseman Jake Cronenworth in foul territory.",0,2,0,66,"bottom",8,"2023-07-20T01:29:58.744Z","2023-07-20T01:32:03.218Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,656305,"Matt Chapman","/api/v1/people/656305","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","San Diego Padres",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.3,85.3,11,0.9,0.4037,6.1006,29.9385,-20.5474,-8.8981,6.2335,-0.8721,2.7014,5.3244,-135.739,-4.6353,-1.7039,50.0014,5.8634,-16.5893,36,6,24,2463,205,55.2,52,134,NA,NA,NA,TRUE,-21,10.4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,624415,"Cavan Biggio","/api/v1/people/624415",666182,"Bo Bichette","/api/v1/people/666182",NA,NA,NA,NA,NA,NA,NA
717338,"2023-07-19",3,"2023-07-20T01:31:19.677Z","2023-07-20T01:31:23.245Z",TRUE,"pitch","d32358cc-4977-47d0-8c07-dc862ee10fb3",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,1,NA,NA,3.52,1.65,NA,132.9,164.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Pop Out","field_out","Matt Chapman pops out to first baseman Jake Cronenworth in foul territory.",0,2,0,66,"bottom",8,"2023-07-20T01:29:58.744Z","2023-07-20T01:32:03.218Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,656305,"Matt Chapman","/api/v1/people/656305","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","San Diego Padres",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.7,85.8,4,0.9,0.4019,6.0044,29.8426,-20.5359,-8.1783,6.1904,-0.4171,2.7436,6.2498,-136.2511,-4.7828,-1.6777,50.0048,5.9402,-15.3835,33.6,6,24,2433,204,NA,NA,NA,NA,NA,NA,FALSE,-20.8,10.4,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717338,"2023-07-19",2,"2023-07-20T01:30:54.420Z","2023-07-20T01:30:57.774Z",TRUE,"pitch","253ec9e8-6cbd-4895-9ff9-41b30d2a496e",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.4281,1.6957,NA,164.74,123.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Pop Out","field_out","Matt Chapman pops out to first baseman Jake Cronenworth in foul territory.",0,2,0,66,"bottom",8,"2023-07-20T01:29:58.744Z","2023-07-20T01:32:03.218Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,656305,"Matt Chapman","/api/v1/people/656305","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","San Diego Padres",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.9,84.7,11,0.9,0.4053,5.9487,30.2296,-17.4776,-8.5661,7.9519,-1.2524,4.2711,4.373,-135.286,-1.5191,-1.779,50.0064,6.0682,-15.8404,39.6,4.8,24,2397,201,NA,NA,NA,NA,NA,NA,FALSE,-17.4,14.3,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717338,"2023-07-19",1,"2023-07-20T01:30:34.285Z","2023-07-20T01:30:37.881Z",TRUE,"pitch","04056b2c-b668-4003-a60c-57509fa7341a",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.4203,1.6618,NA,82.22,181.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Pop Out","field_out","Matt Chapman pops out to first baseman Jake Cronenworth in foul territory.",0,2,0,66,"bottom",8,"2023-07-20T01:29:58.744Z","2023-07-20T01:32:03.218Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,656305,"Matt Chapman","/api/v1/people/656305","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","San Diego Padres",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.8,84,14,0.91,0.4132,5.7217,25.6821,-20.4692,0.6019,6.5618,0.9125,2.111,6.4582,-132.0912,-6.0179,-1.6328,50.0011,5.9032,1.0731,6,4.8,24,2366,199,NA,NA,NA,NA,NA,NA,FALSE,-22.1,10.9,-2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717338,"2023-07-19",0,"2023-07-20T01:30:15.501Z","2023-07-20T01:30:19.149Z",TRUE,"pitch","d28a8a97-48b3-4c65-aebf-a37ff2e0d716",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.5217,1.7199,NA,72.17,182.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Pop Out","field_out","Matt Chapman pops out to first baseman Jake Cronenworth in foul territory.",0,2,0,66,"bottom",8,"2023-07-20T01:29:58.744Z","2023-07-20T01:32:03.218Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,656305,"Matt Chapman","/api/v1/people/656305","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","San Diego Padres",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.9,83.1,14,0.9,0.4178,5.9071,25.9626,-22.4301,1.7,5.5861,1.1761,2.0962,6.7571,-130.7997,-5.4912,-1.6549,50.0015,5.8903,2.9621,9.6,6,24,2276,207,NA,NA,NA,NA,NA,NA,FALSE,-24.5,9.2,-4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717338,"2023-07-19",4,"2023-07-20T01:31:37.255Z","2023-07-20T01:31:52.390Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,1,656305,"/api/v1/people/656305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"66","atBat","Pop Out","field_out","Matt Chapman pops out to first baseman Jake Cronenworth in foul territory.",0,2,0,66,"bottom",8,"2023-07-20T01:29:58.744Z","2023-07-20T01:32:03.218Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,656305,"Matt Chapman","/api/v1/people/656305","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","San Diego Padres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717338,"2023-07-19",2,"2023-07-20T01:29:30.972Z","2023-07-20T01:29:40.023Z",TRUE,"pitch","e26358b7-c3ac-403b-a68b-828664e1a87f",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,0,NA,NA,3.65,1.63,NA,161.97,167.88,"popup","medium","4",129.82,139.71,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Pop Out","field_out","Vladimir Guerrero Jr. pops out to second baseman Ha-Seong Kim on the infield fly rule.",0,2,0,65,"bottom",8,"2023-07-20T01:29:07.371Z","2023-07-20T01:29:40.023Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","San Diego Padres",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94,85.1,13,0.9,0.4025,5.9548,33.5581,-18.2476,-9.7053,7.4469,-1.1796,2.6259,4.9871,-136.7125,-5.4063,-1.7786,50.0026,5.9046,-18.1476,40.8,6,24,2369,207,54.2,35,155,NA,NA,NA,TRUE,-19,12.4,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,624415,"Cavan Biggio","/api/v1/people/624415",666182,"Bo Bichette","/api/v1/people/666182",NA,NA,NA,NA,NA,NA,NA
717338,"2023-07-19",1,"2023-07-20T01:29:09.474Z","2023-07-20T01:29:12.933Z",TRUE,"pitch","3cd9c576-8ddd-4781-b913-089feaac66e5",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.65,1.63,NA,131.7,205.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Pop Out","field_out","Vladimir Guerrero Jr. pops out to second baseman Ha-Seong Kim on the infield fly rule.",0,2,0,65,"bottom",8,"2023-07-20T01:29:07.371Z","2023-07-20T01:29:40.023Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","San Diego Padres",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.4,76.2,13,0.9,0.4564,5.9778,22.471,-27.2641,-8.35,3.3621,-0.3856,1.2243,5.5011,-119.8619,-5.5818,-1.6219,50.0027,6.0081,-12.1888,21.6,8.4,24,1944,240,NA,NA,NA,NA,NA,NA,FALSE,-35.2,5,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717338,"2023-07-19",0,"2023-07-20T01:28:55.532Z","2023-07-20T01:29:09.474Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Cavan Biggio replaces Brandon Belt.","Offensive Substitution",2,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,624415,"/api/v1/people/624415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","301","65","atBat","Pop Out","field_out","Vladimir Guerrero Jr. pops out to second baseman Ha-Seong Kim on the infield fly rule.",0,2,0,65,"bottom",8,"2023-07-20T01:29:07.371Z","2023-07-20T01:29:40.023Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","San Diego Padres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,474832,"/api/v1/people/474832",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717338,"2023-07-19",0,"2023-07-20T01:28:17.307Z","2023-07-20T01:28:28.484Z",TRUE,"pitch","20c79b40-df95-40fa-b9ae-24f1e33ade9d",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,0,NA,NA,3.22,1.53,NA,105.83,160.15,"line_drive","medium","7",98.1,93.54,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Single","single","Brandon Belt singles on a line drive to left fielder Juan Soto. Bo Bichette to 2nd.",0,2,0,64,"bottom",8,"2023-07-20T01:28:08.532Z","2023-07-20T01:28:28.484Z",TRUE,FALSE,FALSE,FALSE,33,0,0,0,474832,"Brandon Belt","/api/v1/people/474832","L","Left",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_LHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","San Diego Padres","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.9,83.2,3,0.91,0.4165,6.1396,24.7443,-17.6344,1.0155,8.2827,0.2931,2.9123,5.1666,-130.9304,-4.5323,-1.8288,50.0029,5.9651,1.7828,8.4,4.8,24,2417,197,80.7,18,206,NA,NA,NA,FALSE,-19.2,14.4,-2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,474832,"Brandon Belt","/api/v1/people/474832",666182,"Bo Bichette","/api/v1/people/666182",NA,NA,NA,NA,NA,NA,NA
717338,"2023-07-19",4,"2023-07-20T01:27:39.581Z","2023-07-20T01:27:51.162Z",TRUE,"pitch","6402ae18-60b8-480a-8330-a0fa4c00103b",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,1,0,NA,NA,3.6,1.65,NA,147.57,192.42,"line_drive","medium","8",145.63,85.02,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Single","single","Bo Bichette singles on a line drive to center fielder Trent Grisham.",0,2,0,63,"bottom",8,"2023-07-20T01:26:48.731Z","2023-07-20T01:27:51.162Z",TRUE,FALSE,FALSE,FALSE,33,2,1,0,666182,"Bo Bichette","/api/v1/people/666182","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","San Diego Padres",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.8,85,7,0.9,0.4059,6.0599,29.5155,-14.9862,-8.2161,9.3237,-0.8019,1.7171,4.7759,-134.9579,-8.1737,-1.5275,50.0048,5.8418,-15.1496,40.8,4.8,24,2450,201,91.9,9,153,NA,NA,NA,FALSE,-16.6,15.4,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,666182,"Bo Bichette","/api/v1/people/666182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717338,"2023-07-19",3,"2023-07-20T01:27:24.378Z","2023-07-20T01:27:28.078Z",TRUE,"pitch","a26c6865-a125-49b9-82ac-cda4283e1234",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,0,NA,NA,3.7313,1.8166,NA,106.81,183.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Single","single","Bo Bichette singles on a line drive to center fielder Trent Grisham.",0,2,0,63,"bottom",8,"2023-07-20T01:26:48.731Z","2023-07-20T01:27:51.162Z",TRUE,FALSE,FALSE,FALSE,33,2,1,0,666182,"Bo Bichette","/api/v1/people/666182","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","San Diego Padres",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.4,85.6,8,0.89,0.4034,6.0028,29.0297,-12.7228,-7.0093,10.4103,0.2672,2.0438,6.8129,-135.6675,-7.8316,-1.3631,50.0035,5.8502,-13.0975,39.6,3.6,24,2379,202,NA,NA,NA,NA,NA,NA,FALSE,-14,17.4,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717338,"2023-07-19",2,"2023-07-20T01:27:06.333Z","2023-07-20T01:27:11.984Z",TRUE,"pitch","dc7c07df-2543-42c8-b004-d2c01277cd85",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.6848,1.7924,NA,100.13,218.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Single","single","Bo Bichette singles on a line drive to center fielder Trent Grisham.",0,2,0,63,"bottom",8,"2023-07-20T01:26:48.731Z","2023-07-20T01:27:51.162Z",TRUE,FALSE,FALSE,FALSE,33,2,1,0,666182,"Bo Bichette","/api/v1/people/666182","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","San Diego Padres",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87,80.7,14,0.83,0.4317,5.8736,24.0418,-26.2559,0.2166,3.6218,0.4426,0.7465,4.9506,-126.5184,-7.4094,-1.5616,50.0025,5.7956,0.3524,2.4,7.2,24,2515,195,NA,NA,NA,NA,NA,NA,FALSE,-30.7,5.2,-1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
