"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
746393,"2024-05-14",4,"2024-05-14T02:43:14.080Z","2024-05-14T02:43:19.490Z",TRUE,"pitch","1edd5f25-26a5-412f-aa11-9f4f421fe357",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.37,1.59,NA,143.05,138.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Abraham Toro strikes out swinging.",0,2,9,74,"top",9,"2024-05-14T02:41:47.420Z","2024-05-14T02:43:19.490Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,647351,"Abraham Toro","/api/v1/people/647351","L","Left",605463,"Tayler Scott","/api/v1/people/605463","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Houston Astros","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,85.7,11,2,0.4002,5.6261,31.3356,-21.8234,-11.6397,5.4609,-0.6835,3.7053,10.3147,-137.0493,0.2094,-2.9905,50.0016,5.1229,-22.0585,42,6,24,2028,245,NA,NA,NA,NA,NA,NA,TRUE,-20.8,10.2,18.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746393,"2024-05-14",3,"2024-05-14T02:42:50.287Z","2024-05-14T02:42:53.610Z",TRUE,"pitch","cda32203-a0ed-478c-9edc-3ab41cb677e4",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.37,1.59,NA,101.41,215.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Abraham Toro strikes out swinging.",0,2,9,74,"top",9,"2024-05-14T02:41:47.420Z","2024-05-14T02:43:19.490Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,647351,"Abraham Toro","/api/v1/people/647351","L","Left",605463,"Tayler Scott","/api/v1/people/605463","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Houston Astros","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",86.3,79.4,14,2,0.4373,5.6555,24.8516,-34.1179,-8.2619,-1.2223,0.4089,0.8702,10.9703,-125.1708,-2.7344,-2.9537,50.0029,4.7654,-13.1332,18,9.6,24,1584,263,NA,NA,NA,NA,NA,NA,FALSE,-39.6,-2.6,12.5,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746393,"2024-05-14",2,"2024-05-14T02:42:32.275Z","2024-05-14T02:42:40.419Z",TRUE,"pitch","cb198b28-bca9-4661-8b1c-878f700fc0b3",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,2,NA,NA,3.37,1.59,NA,112.67,164.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Abraham Toro strikes out swinging.",0,2,9,74,"top",9,"2024-05-14T02:41:47.420Z","2024-05-14T02:43:19.490Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,647351,"Abraham Toro","/api/v1/people/647351","L","Left",605463,"Tayler Scott","/api/v1/people/605463","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,85.2,5,2,0.4033,5.8321,31.366,-23.5642,-9.7337,4.6153,0.1137,2.7486,11.3694,-136.0915,-1.4377,-2.8641,50.0035,4.9244,-18.1615,33.6,6,24,1912,249,NA,NA,NA,NA,NA,NA,FALSE,-23.2,8.3,15.1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746393,"2024-05-14",1,"2024-05-14T02:42:12.448Z","2024-05-14T02:42:17.859Z",TRUE,"pitch","1de7a3ec-4826-40e4-a6d1-80dfe775aef2",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.3629,1.601,NA,112.73,216.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Abraham Toro strikes out swinging.",0,2,9,74,"top",9,"2024-05-14T02:41:47.420Z","2024-05-14T02:43:19.490Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,647351,"Abraham Toro","/api/v1/people/647351","L","Left",605463,"Tayler Scott","/api/v1/people/605463","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Houston Astros","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",86.8,80.2,14,2,0.4336,5.7235,24.5028,-36.0378,-8.0398,-2.3901,0.1121,0.8308,10.3964,-126.0876,-2.4782,-3.011,50.003,4.7211,-13.008,16.8,9.6,24,1623,268,NA,NA,NA,NA,NA,NA,FALSE,-40.9,-4.7,12.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746393,"2024-05-14",0,"2024-05-14T02:41:56.535Z","2024-05-14T02:42:02.019Z",TRUE,"pitch","3b04e30d-8877-4334-bcec-b3b0722a670b",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3171,1.6227,NA,153.35,189.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Abraham Toro strikes out swinging.",0,2,9,74,"top",9,"2024-05-14T02:41:47.420Z","2024-05-14T02:43:19.490Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,647351,"Abraham Toro","/api/v1/people/647351","L","Left",605463,"Tayler Scott","/api/v1/people/605463","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Houston Astros","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",85.4,78.8,13,2,0.4399,5.7565,23.6562,-35.4927,-6.9055,-2.1109,-0.9535,1.8144,7.3789,-124.2621,-0.3551,-3.0569,50.0022,4.8944,-10.8565,15.6,9.6,24,1469,265,NA,NA,NA,NA,NA,NA,FALSE,-41,-3.7,10.9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746393,"2024-05-14",2,"2024-05-14T02:41:33.097Z","2024-05-14T02:41:39.392Z",TRUE,"pitch","49518f51-7cb3-4644-9035-ae5ad3e029a1",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,1,NA,NA,3.65,1.64,NA,78,186.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Tyler Nevin strikes out swinging.",0,2,9,73,"top",9,"2024-05-14T02:40:47.613Z","2024-05-14T02:41:39.392Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,663527,"Tyler Nevin","/api/v1/people/663527","R","Right",605463,"Tayler Scott","/api/v1/people/605463","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Houston Astros","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.7,79.7,14,0.9,0.435,5.8645,26.4227,-29.5346,6.3393,1.6438,1.0232,1.9539,8.4015,-126.0781,-1.3796,-3.1799,50.0025,4.8992,10.1692,21.6,8.4,24,2824,54,NA,NA,NA,NA,NA,NA,TRUE,-33.6,2.9,-13.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,680474,"Max Schuemann","/api/v1/people/680474",NA,NA,NA,NA,NA,NA,NA
746393,"2024-05-14",1,"2024-05-14T02:41:15.376Z","2024-05-14T02:41:24.793Z",TRUE,"pitch","b2f91a0f-1136-43a7-bdfb-4dfcc9f12a69",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.65,1.64,NA,79.29,174.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Tyler Nevin strikes out swinging.",0,2,9,73,"top",9,"2024-05-14T02:40:47.613Z","2024-05-14T02:41:39.392Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,663527,"Tyler Nevin","/api/v1/people/663527","R","Right",605463,"Tayler Scott","/api/v1/people/605463","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.6,78.6,14,0.9,0.4407,5.7282,26.0848,-28.6318,8.1929,2.271,0.9893,2.396,7.4886,-124.5129,-0.3957,-3.1271,50.0055,4.9356,12.8073,26.4,8.4,24,2757,45,NA,NA,NA,NA,NA,NA,FALSE,-33.2,4.3,-16.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746393,"2024-05-14",0,"2024-05-14T02:40:58.599Z","2024-05-14T02:41:02.210Z",TRUE,"pitch","bfc1510a-da17-410b-a435-e5ec281b2f52",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.5893,1.7137,NA,123.74,193.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Tyler Nevin strikes out swinging.",0,2,9,73,"top",9,"2024-05-14T02:40:47.613Z","2024-05-14T02:41:39.392Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,663527,"Tyler Nevin","/api/v1/people/663527","R","Right",605463,"Tayler Scott","/api/v1/people/605463","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Houston Astros","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.1,85.8,8,2,0.4014,5.8365,30.637,-23.7412,-11.4649,4.4715,-0.1768,1.6775,11.2873,-136.5722,-4.0005,-2.8777,50.0019,4.7981,-21.6142,38.4,7.2,24,2137,252,NA,NA,NA,NA,NA,NA,FALSE,-23.8,7.4,18.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746393,"2024-05-14",3,"2024-05-14T02:40:33.902Z","2024-05-14T02:40:38.402Z",TRUE,"pitch","094cff49-d905-4224-9230-ba491a54a19a",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,0,NA,NA,3.51,1.63,NA,127.2,137.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Lawrence Butler strikes out swinging.",0,2,9,72,"top",9,"2024-05-14T02:39:20.847Z","2024-05-14T02:40:38.402Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,671732,"Lawrence Butler","/api/v1/people/671732","L","Left",605463,"Tayler Scott","/api/v1/people/605463","R","Right","vs_RHP","vs_LHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Houston Astros","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,85.8,11,2,0.4006,5.7089,30.356,-22.6045,-11.3234,5.0555,-0.2677,3.7574,11.416,-136.7632,0.7191,-3.0262,50.0038,5.0422,-21.4376,39.6,6,24,2115,246,NA,NA,NA,NA,NA,NA,TRUE,-21.5,9.5,18.1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,680474,"Max Schuemann","/api/v1/people/680474",NA,NA,NA,NA,NA,NA,NA
746393,"2024-05-14",2,"2024-05-14T02:40:06.003Z","2024-05-14T02:40:10.478Z",TRUE,"pitch","fdc58d83-c055-4677-817c-2dcccd6eefcd",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.51,1.63,NA,93.12,203.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Lawrence Butler strikes out swinging.",0,2,9,72,"top",9,"2024-05-14T02:39:20.847Z","2024-05-14T02:40:38.402Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,671732,"Lawrence Butler","/api/v1/people/671732","L","Left",605463,"Tayler Scott","/api/v1/people/605463","R","Right","vs_RHP","vs_LHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Houston Astros","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87.8,80.6,14,2,0.4302,5.5888,26.6648,-38.8164,-6.1569,-4.0467,0.6264,1.2894,10.6669,-127.4128,-1.2785,-2.8183,50.0038,4.8705,-10.1039,12,9.6,24,1758,272,NA,NA,NA,NA,NA,NA,FALSE,-43.1,-7.4,8.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
