"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
716459,"2023-09-24",2,"2023-09-24T19:58:06.090Z","2023-09-24T19:58:13.476Z",TRUE,"pitch","db779d97-3923-40c4-8e0f-5742247b4d89",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,3.39,1.63,NA,130.51,156.68,"ground_ball","medium","3",157.27,161.25,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Eddie Rosario grounds out, first baseman Dominic Smith to pitcher Kyle Finnegan.",0,2,3,66,"top",9,"2023-09-24T19:57:12.835Z","2023-09-24T19:58:13.476Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,592696,"Eddie Rosario","/api/v1/people/592696","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Washington Nationals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.2,89.2,1,0.91,0.3863,6.7872,30.6157,-13.6788,-7.7012,9.0751,-0.3545,3.0408,6.0221,-141.48,-4.6399,-1.5042,50.0044,5.571,-15.6997,44.4,3.6,24,2039,220,86.8,-17,11,NA,NA,NA,TRUE,-13.1,15.7,12.8,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716459,"2023-09-24",1,"2023-09-24T19:57:46.012Z","2023-09-24T19:57:49.184Z",TRUE,"pitch","d2f0d645-ad7e-4695-8afe-6dbf349d5488",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.3886,1.6285,NA,132.06,178.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Eddie Rosario grounds out, first baseman Dominic Smith to pitcher Kyle Finnegan.",0,2,3,66,"top",9,"2023-09-24T19:57:12.835Z","2023-09-24T19:58:13.476Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,592696,"Eddie Rosario","/api/v1/people/592696","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Washington Nationals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.1,89.1,4,0.91,0.3872,6.8018,31.0022,-11.5875,-6.9206,10.1478,-0.3952,2.2153,5.9476,-141.2611,-7.1988,-1.6247,50.0034,5.5351,-14.0416,44.4,3.6,24,2102,216,NA,NA,NA,NA,NA,NA,FALSE,-11.8,17.2,11.4,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716459,"2023-09-24",0,"2023-09-24T19:57:27.031Z","2023-09-24T19:57:30.635Z",TRUE,"pitch","45e9c430-82e7-4598-b049-604a2d03b897",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4356,1.6854,NA,141.66,159.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Eddie Rosario grounds out, first baseman Dominic Smith to pitcher Kyle Finnegan.",0,2,3,66,"top",9,"2023-09-24T19:57:12.835Z","2023-09-24T19:58:13.476Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,592696,"Eddie Rosario","/api/v1/people/592696","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Washington Nationals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.8,89.5,1,0.91,0.3847,6.7389,31.9461,-11.5056,-6.9715,10.0648,-0.6468,2.9398,5.7859,-142.2395,-5.4589,-1.7993,50.003,5.6102,-14.3171,45.6,3.6,24,2014,216,NA,NA,NA,NA,NA,NA,FALSE,-11.3,17.3,11.5,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716459,"2023-09-24",0,"2023-09-24T19:56:34.122Z","2023-09-24T19:57:02.925Z",TRUE,"pitch","7a8571a2-76f2-4db2-874f-12b28bc4e8bc",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,0,2,NA,NA,3.48,1.68,NA,126.85,182.88,"fly_ball","medium","8",86.1,43.12,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Home Run","home_run","Sean Murphy homers (21) on a fly ball to center field.",1,2,3,65,"top",9,"2023-09-24T19:56:17.293Z","2023-09-24T19:57:02.925Z",TRUE,TRUE,FALSE,FALSE,38,0,0,2,669221,"Sean Murphy","/api/v1/people/669221","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Washington Nationals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,88.2,8,0.9,0.39,6.7864,32.7703,-12.1523,-6.5436,10.0329,-0.2585,2.0702,5.3035,-140.593,-7.6772,-1.3219,50.0064,5.6306,-13.0631,40.8,3.6,24,2108,211,102.1,27,398,NA,NA,NA,FALSE,-12.7,16.7,10.7,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716459,"2023-09-24",2,"2023-09-24T19:55:57.021Z","2023-09-24T19:56:04.090Z",TRUE,"pitch","5b5fc319-30eb-449a-bc97-0fd31aefaea5",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.55,1.7,NA,125.49,200.93,"ground_ball","medium","3",161.33,165.82,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Matt Olson grounds out to first baseman Dominic Smith.",0,1,3,64,"top",9,"2023-09-24T19:55:11.422Z","2023-09-24T19:56:04.090Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,621566,"Matt Olson","/api/v1/people/621566","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Washington Nationals","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",89.2,82.9,13,0.9,0.4202,6.7074,24.6611,-32.7435,-6.0594,-0.3298,-0.2228,1.402,6.9402,-129.8712,-4.3968,-2.1301,50.0047,5.58,-10.4559,15.6,8.4,24,988,230,73.9,-40,3,NA,NA,NA,TRUE,-35.4,-1.3,9.6,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716459,"2023-09-24",1,"2023-09-24T19:55:38.229Z","2023-09-24T19:55:41.229Z",TRUE,"pitch","6bd9ec73-eb6b-4229-8ae4-7905aea95ad0",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.55,1.7,NA,140.64,195.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Matt Olson grounds out to first baseman Dominic Smith.",0,1,3,64,"top",9,"2023-09-24T19:55:11.422Z","2023-09-24T19:56:04.090Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,621566,"Matt Olson","/api/v1/people/621566","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Washington Nationals","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",89,82.3,7,0.9,0.4219,6.6129,25.4761,-32.7376,-5.8525,-0.33,-0.6202,1.6082,5.3695,-129.5028,-3.767,-1.954,50.0017,5.5691,-10.0017,15.6,8.4,24,998,234,NA,NA,NA,NA,NA,NA,FALSE,-35.5,-1.2,9.5,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716459,"2023-09-24",0,"2023-09-24T19:55:21.318Z","2023-09-24T19:55:25.415Z",TRUE,"pitch","4f4ea488-e4a3-490c-b830-6cf63013b795",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.5753,1.662,NA,156.07,147.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Matt Olson grounds out to first baseman Dominic Smith.",0,1,3,64,"top",9,"2023-09-24T19:55:11.422Z","2023-09-24T19:56:04.090Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,621566,"Matt Olson","/api/v1/people/621566","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Washington Nationals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,88.3,11,0.9,0.389,6.5541,32.3728,-17.0796,-7.8544,7.5244,-1.0249,3.3658,5.0161,-140.8542,-3.3221,-1.8095,50.0064,5.6667,-15.7656,39.6,4.8,24,1970,214,NA,NA,NA,NA,NA,NA,FALSE,-16.1,13.1,13.2,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716459,"2023-09-24",1,"2023-09-24T19:54:45.639Z","2023-09-24T19:54:53.232Z",TRUE,"pitch","6f5124c6-6751-4c4d-b049-873357916b7b",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.24,1.59,NA,160.97,184.46,"ground_ball","medium","4",148.56,156.36,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Groundout","field_out","Ozzie Albies grounds out, second baseman Luis Garcia to first baseman Dominic Smith.",0,1,3,63,"top",9,"2023-09-24T19:54:43.269Z","2023-09-24T19:54:53.232Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,645277,"Ozzie Albies","/api/v1/people/645277","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,87.7,13,0.85,0.3938,6.6203,29.6612,-16.33,-6.9297,8.0769,-1.1537,2.0119,3.847,-138.8397,-6.7723,-1.6533,50.0051,5.5603,-13.5965,36,4.8,24,2126,215,71.5,-25,4,NA,NA,NA,TRUE,-16.4,13.4,11.8,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716459,"2023-09-24",0,"2023-09-24T19:52:55.217Z","2023-09-24T19:54:45.639Z",FALSE,"action",NA,NA,"Pitching Change: Kyle Finnegan replaces Hunter Harvey.","Pitching Substitution",1,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,640448,"/api/v1/people/640448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"63","atBat","Groundout","field_out","Ozzie Albies grounds out, second baseman Luis Garcia to first baseman Dominic Smith.",0,1,3,63,"top",9,"2023-09-24T19:54:43.269Z","2023-09-24T19:54:53.232Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,645277,"Ozzie Albies","/api/v1/people/645277","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Washington Nationals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716459,"2023-09-24",2,"2023-09-24T19:51:32.706Z","2023-09-24T19:51:37.863Z",TRUE,"pitch","c16f3775-4a70-4f90-b243-db8a13c60e04",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.43,1.6,NA,109.44,155.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Carter Kieboom strikes out swinging.",0,1,3,62,"bottom",8,"2023-09-24T19:50:57.174Z","2023-09-24T19:51:37.863Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,666198,"Carter Kieboom","/api/v1/people/666198","R","Right",657140,"Kyle Wright","/api/v1/people/657140","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Atlanta Braves","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,85.8,2,0.91,0.4015,6.7571,29.0557,-21.1312,-5.6473,5.8568,0.1984,3.0904,6.6968,-136.2549,-1.7492,-1.5539,50.0046,5.1962,-10.6531,22.8,4.8,24,2316,230,NA,NA,NA,NA,NA,NA,TRUE,-20.6,10.4,8.9,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
