"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718397,"2023-04-28",4,"2023-04-28T02:16:27.310Z","2023-04-28T02:16:35.117Z",TRUE,"pitch","512ccee4-c0be-4c6a-ab4c-6718da8e251b",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,2,NA,NA,3.68,1.79,NA,89.54,182.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Leody Taveras called out on strikes.",0,4,2,71,"bottom",9,"2023-04-28T02:15:13.739Z","2023-04-28T02:16:35.117Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,665750,"Leody Taveras","/api/v1/people/665750","L","Left",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.8,86.4,9,0.9,0.3988,6.514,31.5174,-24.558,-12.2571,3.9874,0.7203,2.0701,11.2029,-137.5347,-4.8641,-1.8204,50.0006,5.5346,-23.3957,39.6,7.2,24,2354,237,NA,NA,NA,NA,NA,NA,TRUE,-24.4,6.4,19.7,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718397,"2023-04-28",2,"2023-04-28T02:16:05.739Z","2023-04-28T02:16:11.022Z",TRUE,"pitch","5b339aec-e527-4dd8-bb12-44f01ba86722",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.68,1.79,NA,100.16,135.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Leody Taveras called out on strikes.",0,4,2,71,"bottom",9,"2023-04-28T02:15:13.739Z","2023-04-28T02:16:35.117Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,665750,"Leody Taveras","/api/v1/people/665750","L","Left",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","New York Yankees",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,86.4,12,0.91,0.3965,6.1635,32.941,-10.8079,-6.1379,11.0756,0.4417,3.8163,8.6812,-138.5099,-3.1928,-1.9458,50.0065,5.7143,-11.8456,40.8,3.6,24,2532,222,NA,NA,NA,NA,NA,NA,FALSE,-10.9,19.4,9.1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718397,"2023-04-28",1,"2023-04-28T02:15:50.943Z","2023-04-28T02:15:55.815Z",TRUE,"pitch","d15c9e2a-6dee-4f0e-ac1b-25bd70d5b4b4",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.68,1.79,NA,172.32,203.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Leody Taveras called out on strikes.",0,4,2,71,"bottom",9,"2023-04-28T02:15:13.739Z","2023-04-28T02:16:35.117Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,665750,"Leody Taveras","/api/v1/people/665750","L","Left",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","New York Yankees",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.6,80.5,13,0.87,0.4295,6.6596,25.9838,-25.5274,-9.1308,4.0322,-1.4513,1.3149,5.0553,-127.4855,-4.9641,-2.2728,50.0014,5.3,-15.042,27.6,7.2,24,2224,246,NA,NA,NA,NA,NA,NA,FALSE,-29.2,6.4,15.4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718397,"2023-04-28",0,"2023-04-28T02:15:36.588Z","2023-04-28T02:15:40.642Z",TRUE,"pitch","73a3b128-1e22-4ad5-ae13-fbc47d82b9cd",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.7022,1.7678,NA,150.7,176.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Leody Taveras called out on strikes.",0,4,2,71,"bottom",9,"2023-04-28T02:15:13.739Z","2023-04-28T02:16:35.117Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,665750,"Leody Taveras","/api/v1/people/665750","L","Left",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","New York Yankees",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.3,74.9,13,0.9,0.4625,6.0054,22.6664,-29.3358,8.2803,2.0023,-0.884,2.3081,1.359,-118.4401,-1.203,-2.5412,50.0051,5.5058,11.7633,21.6,9.6,24,2711,65,NA,NA,NA,NA,NA,NA,FALSE,-37.7,3.6,-15.4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718397,"2023-04-28",3,"2023-04-28T02:16:13.752Z","2023-04-28T02:16:27.310Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",4,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,665750,"/api/v1/people/665750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Leody Taveras called out on strikes.",0,4,2,71,"bottom",9,"2023-04-28T02:15:13.739Z","2023-04-28T02:16:35.117Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,665750,"Leody Taveras","/api/v1/people/665750","L","Left",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718397,"2023-04-28",0,"2023-04-28T02:15:01.787Z","2023-04-28T02:15:11.420Z",TRUE,"pitch","76476c25-998c-4845-a18e-13d8a6f0cca8",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.18,1.52,NA,123.1,165.93,"fly_ball","medium","8",116.79,79.74,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Josh H. Smith flies out to center fielder Isiah Kiner-Falefa.",0,4,2,70,"bottom",9,"2023-04-28T02:14:38.244Z","2023-04-28T02:15:11.420Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,669701,"Josh Smith","/api/v1/people/669701","L","Left",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","New York Yankees","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,86.9,2,0.9,0.3974,6.899,28.4022,-13.5186,-4.1825,9.6829,-0.1601,2.6983,6.7592,-137.4391,-5.2899,-2.0998,50.0037,5.5548,-8.0597,25.2,3.6,24,2573,219,95.9,43,300,NA,NA,NA,TRUE,-13.8,16.7,6.2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718397,"2023-04-28",2,"2023-04-28T02:14:27.935Z","2023-04-28T02:14:35.111Z",TRUE,"pitch","020cd2a3-2114-4e5b-9632-54b2b7409dae",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,0,NA,NA,3.3,1.57,NA,84.38,187.06,"ground_ball","medium","5",93.04,160.76,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Ezequiel Duran grounds out, third baseman Oswald Peraza to first baseman DJ LeMahieu.",0,4,2,69,"bottom",9,"2023-04-28T02:12:43.488Z","2023-04-28T02:14:35.111Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,677649,"Ezequiel Duran","/api/v1/people/677649","R","Right",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","New York Yankees","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.6,74.9,14,0.9,0.4623,6.1647,24.1593,-27.0373,10.1106,3.6189,0.8559,1.9157,4.2154,-118.7818,-2.4136,-2.2589,50.0036,5.4199,14.3505,28.8,8.4,24,2851,66,63.4,-35,4,NA,NA,NA,TRUE,-35,6.2,-19.3,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718397,"2023-04-28",1,"2023-04-28T02:14:13.373Z","2023-04-28T02:14:17.535Z",TRUE,"pitch","dde1275a-349e-49c6-bb8a-f00ed14b73d1",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.3,1.57,NA,72.72,202.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Ezequiel Duran grounds out, third baseman Oswald Peraza to first baseman DJ LeMahieu.",0,4,2,69,"bottom",9,"2023-04-28T02:12:43.488Z","2023-04-28T02:14:35.111Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,677649,"Ezequiel Duran","/api/v1/people/677649","R","Right",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","New York Yankees","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.9,75.1,14,0.9,0.4616,6.7295,24.8376,-29.647,10.5262,1.7755,1.1618,1.3582,4.9901,-119.0887,-3.1488,-2.3344,50.0037,5.4053,14.9782,27.6,9.6,24,2826,65,NA,NA,NA,NA,NA,NA,FALSE,-38.5,2.6,-20.3,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718397,"2023-04-28",0,"2023-04-28T02:13:53.919Z","2023-04-28T02:13:58.768Z",TRUE,"pitch","8b1f4d67-8446-4b08-8d66-1be13cdeec10",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.3,1.57,NA,109.5,168.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Ezequiel Duran grounds out, third baseman Oswald Peraza to first baseman DJ LeMahieu.",0,4,2,69,"bottom",9,"2023-04-28T02:12:43.488Z","2023-04-28T02:14:35.111Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,677649,"Ezequiel Duran","/api/v1/people/677649","R","Right",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94,86.2,5,0.91,0.4004,6.4161,29.1651,-21.5615,-9.9094,5.5916,0.1968,2.6045,9.8675,-136.632,-3.5432,-2.1682,50.0005,5.3939,-18.7965,37.2,6,24,2313,229,NA,NA,NA,NA,NA,NA,FALSE,-21.4,9.6,16,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718397,"2023-04-28",3,"2023-04-28T02:11:39.739Z","2023-04-28T02:11:44.510Z",TRUE,"pitch","1ed74eb4-5128-4ea7-81ad-5719c10759eb",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.59,1.72,NA,146,189.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Aaron Hicks strikes out swinging.",0,4,2,68,"top",9,"2023-04-28T02:10:05.696Z","2023-04-28T02:11:44.510Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,543305,"Aaron Hicks","/api/v1/people/543305","L","Left",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Texas Rangers","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.1,81.4,7,0.93,0.426,5.4615,24.7546,-19.0363,-9.193,7.8364,-0.7609,1.8324,3.9639,-128.231,-6.4133,-1.1262,50.0058,5.8349,-15.4208,36,6,24,2098,200,NA,NA,NA,NA,NA,NA,TRUE,-22,13.1,15.8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
