"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718177,"2023-05-14",3,"2023-05-14T20:55:16.425Z","2023-05-14T20:55:24.444Z",TRUE,"pitch","3b2db9f8-39c2-49ad-9eed-65c87c8a9465",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.43,1.66,NA,105.56,162.07,"ground_ball","medium","3",157.36,160.05,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Vinnie Pasquantino grounds out, first baseman Rowdy Tellez to pitcher Eric Lauer.",0,6,9,70,"top",9,"2023-05-14T20:54:47.276Z","2023-05-14T20:55:24.444Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",641778,"Eric Lauer","/api/v1/people/641778","L","Left","vs_LHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.3,82.1,6,2,0.4181,6.2664,29.5519,-15.9062,9.5191,9.3704,0.3,2.841,-5.69,-131.3533,-4.0021,1.2651,50.0012,5.5779,16.5216,42,4.8,24,2266,138,90.7,4,93,NA,NA,NA,TRUE,NA,NA,NA,NA,-17.5,16.2,-15.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718177,"2023-05-14",2,"2023-05-14T20:55:01.385Z","2023-05-14T20:55:05.323Z",TRUE,"pitch","7db9f603-2e7e-4504-8143-e619eae97cf4",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3859,1.66,NA,169.93,182.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Vinnie Pasquantino grounds out, first baseman Rowdy Tellez to pitcher Eric Lauer.",0,6,9,70,"top",9,"2023-05-14T20:54:47.276Z","2023-05-14T20:55:24.444Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",641778,"Eric Lauer","/api/v1/people/641778","L","Left","vs_LHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Milwaukee Brewers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",85.1,78.3,13,2,0.4421,6.2434,24.0351,-23.4445,0.3068,5.6146,-1.3887,2.0772,-6.4565,-123.751,-3.7818,1.2112,50.0055,5.5827,0.4782,1.2,6,24,2219,158,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-28.2,9.5,1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718177,"2023-05-14",1,"2023-05-14T20:54:49.630Z","2023-05-14T20:54:53.460Z",TRUE,"pitch","28767ce7-c538-401e-9a3b-2439a24fdaa3",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.408,1.66,NA,102.34,157.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Vinnie Pasquantino grounds out, first baseman Rowdy Tellez to pitcher Eric Lauer.",0,6,9,70,"top",9,"2023-05-14T20:54:47.276Z","2023-05-14T20:55:24.444Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",641778,"Eric Lauer","/api/v1/people/641778","L","Left","vs_LHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90,81.8,3,2,0.4193,6.2991,29.4265,-14.5278,8.6398,10.2289,0.3847,3.0089,-5.1698,-130.9717,-4.1176,1.2686,50.0061,5.6989,14.91,42,4.8,24,2173,135,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-16.2,17.8,-14.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718177,"2023-05-14",0,"2023-05-14T20:54:01.764Z","2023-05-14T20:54:49.630Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",6,9,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Vinnie Pasquantino grounds out, first baseman Rowdy Tellez to pitcher Eric Lauer.",0,6,9,70,"top",9,"2023-05-14T20:54:47.276Z","2023-05-14T20:55:24.444Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",641778,"Eric Lauer","/api/v1/people/641778","L","Left","vs_LHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Milwaukee Brewers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718177,"2023-05-14",1,"2023-05-14T20:53:28.386Z","2023-05-14T20:53:53.488Z",TRUE,"pitch","6c49cfcb-ecb9-4186-8f27-73e8cca6560b",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,1,2,NA,NA,3.42,1.63,NA,161.74,193.9,"fly_ball","medium","7",5.69,84.12,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Home Run","home_run","Bobby Witt Jr. homers (7) on a fly ball to left field.",1,6,9,69,"top",9,"2023-05-14T20:52:52.523Z","2023-05-14T20:53:53.488Z",TRUE,TRUE,FALSE,FALSE,38,0,1,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",641778,"Eric Lauer","/api/v1/people/641778","L","Left","vs_LHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Milwaukee Brewers","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",86,79.5,13,2,0.437,6.3098,23.804,-26.9604,2.7154,3.2698,-1.1738,1.6623,-6.8393,-125.0492,-4.3002,1.2366,50.0013,5.6007,4.327,6,7.2,24,2188,158,104.1,32,407,NA,NA,NA,FALSE,NA,NA,NA,NA,-31.7,5.2,-3.5,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718177,"2023-05-14",0,"2023-05-14T20:53:14.144Z","2023-05-14T20:53:17.496Z",TRUE,"pitch","597f8e33-b840-4422-9e26-ded0fc2cefba",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.42,1.63,NA,115.07,179.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Home Run","home_run","Bobby Witt Jr. homers (7) on a fly ball to left field.",1,6,9,69,"top",9,"2023-05-14T20:52:52.523Z","2023-05-14T20:53:53.488Z",TRUE,TRUE,FALSE,FALSE,38,0,1,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",641778,"Eric Lauer","/api/v1/people/641778","L","Left","vs_LHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Milwaukee Brewers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.3,82.5,8,2,0.4176,6.1173,28.4062,-16.714,6.4759,8.8807,0.0508,2.1781,-4.9758,-131.2726,-5.9875,1.1317,50.0042,5.7375,11.2763,30,4.8,24,2159,139,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-18.7,14.9,-10.6,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718177,"2023-05-14",1,"2023-05-14T20:52:39.654Z","2023-05-14T20:52:46.286Z",TRUE,"pitch","91a51903-7db5-4181-bd2f-48770d4eedc7",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.29,1.59,NA,86.27,173.11,"line_drive","medium","4",138.66,139.04,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Lineout","field_out","Nate Eaton lines out to second baseman Brice Turang.",0,5,9,68,"top",9,"2023-05-14T20:52:15.745Z","2023-05-14T20:52:46.286Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,681987,"Nate Eaton","/api/v1/people/681987","R","Right",641778,"Eric Lauer","/api/v1/people/641778","L","Left","vs_LHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Milwaukee Brewers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.6,82.6,6,2,0.4162,6.2506,29.1564,-17.4039,7.1133,8.4278,0.8061,2.4324,-3.8929,-131.8182,-4.7979,1.3813,50.0005,5.5689,12.4621,32.4,4.8,24,2076,129,93.3,8,160,NA,NA,NA,TRUE,NA,NA,NA,NA,-19.1,14.4,-12,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718177,"2023-05-14",0,"2023-05-14T20:52:19.513Z","2023-05-14T20:52:23.305Z",TRUE,"pitch","326e789d-693a-4a6a-8120-5bb49adda231",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.29,1.59,NA,153.92,186.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Lineout","field_out","Nate Eaton lines out to second baseman Brice Turang.",0,5,9,68,"top",9,"2023-05-14T20:52:15.745Z","2023-05-14T20:52:46.286Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,681987,"Nate Eaton","/api/v1/people/681987","R","Right",641778,"Eric Lauer","/api/v1/people/641778","L","Left","vs_LHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Milwaukee Brewers","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",85.8,79.4,13,2,0.4375,6.2267,23.339,-26.5157,1.5179,3.5555,-0.9686,1.9535,-6.2019,-124.8479,-3.7652,1.3423,50.0023,5.645,2.4157,2.4,7.2,24,2232,162,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-31.1,5.9,-1.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718177,"2023-05-14",4,"2023-05-14T20:51:54.354Z","2023-05-14T20:51:59.750Z",TRUE,"pitch","8011719f-ec39-43ac-afe9-211e4bde8230",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,0,NA,NA,3.42,1.67,NA,115.82,154.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Michael Massey strikes out swinging.",0,5,9,67,"top",9,"2023-05-14T20:50:55.002Z","2023-05-14T20:51:59.750Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,686681,"Michael Massey","/api/v1/people/686681","L","Left",641778,"Eric Lauer","/api/v1/people/641778","L","Left","vs_LHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Milwaukee Brewers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92,83.9,2,2,0.4096,6.1774,29.4126,-15.8062,7.2785,9.0431,0.0308,3.1366,-5.5757,-133.8299,-3.7505,1.1976,50.0054,5.6914,13.1788,36,4.8,24,2279,210,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,-16.7,15.7,-12,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718177,"2023-05-14",3,"2023-05-14T20:51:40.400Z","2023-05-14T20:51:45.240Z",TRUE,"pitch","30fc3613-deee-4e2a-aea3-2ec4d7446b5c",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,0,NA,NA,3.4504,1.67,NA,146.66,175.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Michael Massey strikes out swinging.",0,5,9,67,"top",9,"2023-05-14T20:50:55.002Z","2023-05-14T20:51:59.750Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,686681,"Michael Massey","/api/v1/people/686681","L","Left",641778,"Eric Lauer","/api/v1/people/641778","L","Left","vs_LHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Milwaukee Brewers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.1,82.5,4,2,0.4179,6.335,27.1747,-13.8398,5.8041,10.5297,-0.778,2.3417,-7.0981,-130.9844,-5.8124,1.2104,50.0003,5.6208,10.1037,30,3.6,24,2168,137,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-15.7,18,-9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
