"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717719,"2023-06-18",1,"2023-06-18T04:32:50.877Z","2023-06-18T04:32:58.668Z",TRUE,"pitch","b3a82cdb-5cb4-4be6-8c06-a8c644bcff06",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.01,1.44,NA,111.55,191.6,"ground_ball","medium","3",156.75,162.8,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Josh Naylor grounds out to first baseman Christian Walker.",0,3,6,72,"top",9,"2023-06-18T04:32:13.321Z","2023-06-18T04:32:58.668Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,647304,"Josh Naylor","/api/v1/people/647304","L","Left",543518,"Scott McGough","/api/v1/people/543518","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Arizona Diamondbacks","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",86.5,79.7,8,0.9,0.4349,5.5776,25.0973,-27.6565,-5.7313,2.8111,0.1431,1.7475,5.8807,-125.8679,-4.7765,-1.4769,50.005,5.9045,-9.2151,15.6,7.2,24,1238,216,101.5,-1,35,NA,NA,NA,TRUE,-32.3,4.2,9.1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717719,"2023-06-18",0,"2023-06-18T04:32:30.894Z","2023-06-18T04:32:34.453Z",TRUE,"pitch","574940fe-c29b-41f6-8fbe-8c34a060f7e0",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.1085,1.5708,NA,96.37,166.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Josh Naylor grounds out to first baseman Christian Walker.",0,3,6,72,"top",9,"2023-06-18T04:32:13.321Z","2023-06-18T04:32:58.668Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,647304,"Josh Naylor","/api/v1/people/647304","L","Left",543518,"Scott McGough","/api/v1/people/543518","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Arizona Diamondbacks","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,85.1,3,0.9,0.4037,5.7344,31.3008,-15.3891,-6.4961,9.0143,0.5413,2.6736,7.8358,-135.9437,-5.5492,-1.5417,50,5.819,-12.0921,32.4,4.8,24,2316,210,NA,NA,NA,NA,NA,NA,FALSE,-16.2,15.2,10,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717719,"2023-06-18",0,"2023-06-18T04:31:41.050Z","2023-06-18T04:31:53.533Z",TRUE,"pitch","4d46a830-76d2-4ee2-bf12-77a43ea44a9e",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,0,1,NA,NA,3.26,1.55,NA,124.8,173.6,"fly_ball","medium","8",98.81,59.86,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Sac Fly","sac_fly","Jose Ramirez out on a sacrifice fly to center fielder Corbin Carroll. Gabriel Arias scores.",1,3,6,71,"top",9,"2023-06-18T04:31:34.667Z","2023-06-18T04:31:53.533Z",TRUE,TRUE,FALSE,TRUE,0,0,0,2,608070,"José Ramírez","/api/v1/people/608070","L","Left",543518,"Scott McGough","/api/v1/people/543518","R","Right","vs_RHP","vs_LHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Arizona Diamondbacks","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",85.7,79,5,0.9,0.4383,5.7643,24.355,-26.9545,-4.58,3.2987,-0.2047,2.4142,4.9463,-124.8037,-3.1512,-1.6142,50.0026,5.9054,-7.2483,13.2,7.2,24,1121,226,91.9,29,352,NA,NA,NA,TRUE,-31.6,5.5,7.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,642708,"Amed Rosario","/api/v1/people/642708",680757,"Steven Kwan","/api/v1/people/680757",NA,NA,NA,NA,NA,NA,NA
717719,"2023-06-18",4,"2023-06-18T04:30:53.767Z","2023-06-18T04:31:05.345Z",TRUE,"pitch","92c418b2-250c-4d23-8863-367aba9e2888",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,2,1,NA,NA,3.3,1.58,NA,78.16,184.81,"line_drive","medium","9",152.6,107.9,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","Amed Rosario singles on a line drive to right fielder Jake McCarthy. Gabriel Arias to 3rd. Steven Kwan to 2nd.",0,2,6,70,"top",9,"2023-06-18T04:30:09.203Z","2023-06-18T04:31:05.345Z",TRUE,FALSE,FALSE,FALSE,33,0,2,1,642708,"Amed Rosario","/api/v1/people/642708","R","Right",543518,"Scott McGough","/api/v1/people/543518","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Arizona Diamondbacks",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",86,79.6,14,0.91,0.4363,5.5834,23.3273,-21.8069,-2.3851,6.4862,1.0188,1.999,6.7833,-125.1329,-5.3135,-1.4076,50.0033,5.9173,-3.8131,7.2,6,24,1294,226,66.3,22,197,NA,NA,NA,FALSE,-25.9,10.8,2.9,NA,NA,NA,NA,NA,NA,FALSE,TRUE,642708,"Amed Rosario","/api/v1/people/642708",680757,"Steven Kwan","/api/v1/people/680757",672356,"Gabriel Arias","/api/v1/people/672356",NA,NA,NA,NA
717719,"2023-06-18",3,"2023-06-18T04:30:32.366Z","2023-06-18T04:30:35.366Z",TRUE,"pitch","f6faa152-d3ea-476e-813f-78fe926c9a4a",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.3,1.58,NA,80.62,219.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","Amed Rosario singles on a line drive to right fielder Jake McCarthy. Gabriel Arias to 3rd. Steven Kwan to 2nd.",0,2,6,70,"top",9,"2023-06-18T04:30:09.203Z","2023-06-18T04:31:05.345Z",TRUE,FALSE,FALSE,FALSE,33,0,2,1,642708,"Amed Rosario","/api/v1/people/642708","R","Right",543518,"Scott McGough","/api/v1/people/543518","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Arizona Diamondbacks",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",86.2,80.2,14,0.9,0.4353,5.7255,22.6669,-25.8294,-4.236,3.9417,0.9543,0.7076,7.4308,-125.3012,-7.3263,-1.4843,50.0003,5.7467,-6.8111,12,7.2,24,1388,219,NA,NA,NA,NA,NA,NA,FALSE,-30.7,5.9,6.1,NA,NA,NA,NA,NA,NA,FALSE,TRUE,642708,"Amed Rosario","/api/v1/people/642708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717719,"2023-06-18",2,"2023-06-18T04:30:11.387Z","2023-06-18T04:30:15.081Z",TRUE,"pitch","f0f84d74-4eb7-4ecf-8449-feb56d37467e",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.3635,1.6761,NA,106.59,148.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","Amed Rosario singles on a line drive to right fielder Jake McCarthy. Gabriel Arias to 3rd. Steven Kwan to 2nd.",0,2,6,70,"top",9,"2023-06-18T04:30:09.203Z","2023-06-18T04:31:05.345Z",TRUE,FALSE,FALSE,FALSE,33,0,2,1,642708,"Amed Rosario","/api/v1/people/642708","R","Right",543518,"Scott McGough","/api/v1/people/543518","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,85.8,2,0.9,0.4015,5.6195,29.26,-11.2446,-4.608,11.0986,0.2732,3.3615,6.5968,-136.2917,-4.9016,-1.5772,50.0054,5.9565,-8.6923,31.2,3.6,24,2448,211,NA,NA,NA,NA,NA,NA,FALSE,-11.9,19.3,7,NA,NA,NA,NA,NA,NA,FALSE,TRUE,642708,"Amed Rosario","/api/v1/people/642708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717719,"2023-06-18",0,"2023-06-18T04:27:34.883Z","2023-06-18T04:27:56.871Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","Amed Rosario singles on a line drive to right fielder Jake McCarthy. Gabriel Arias to 3rd. Steven Kwan to 2nd.",0,2,6,70,"top",9,"2023-06-18T04:30:09.203Z","2023-06-18T04:31:05.345Z",TRUE,FALSE,FALSE,FALSE,33,0,2,1,642708,"Amed Rosario","/api/v1/people/642708","R","Right",543518,"Scott McGough","/api/v1/people/543518","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Arizona Diamondbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,642708,"Amed Rosario","/api/v1/people/642708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717719,"2023-06-18",1,"2023-06-18T04:27:56.871Z","2023-06-18T04:30:11.387Z",FALSE,"action",NA,NA,"Pitching Change: Scott McGough replaces Kyle Nelson.","Pitching Substitution",2,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,543518,"/api/v1/people/543518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"70","atBat","Single","single","Amed Rosario singles on a line drive to right fielder Jake McCarthy. Gabriel Arias to 3rd. Steven Kwan to 2nd.",0,2,6,70,"top",9,"2023-06-18T04:30:09.203Z","2023-06-18T04:31:05.345Z",TRUE,FALSE,FALSE,FALSE,33,0,2,1,642708,"Amed Rosario","/api/v1/people/642708","R","Right",543518,"Scott McGough","/api/v1/people/543518","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Arizona Diamondbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,TRUE,642708,"Amed Rosario","/api/v1/people/642708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717719,"2023-06-18",5,"2023-06-18T04:26:46.247Z","2023-06-18T04:26:55.830Z",TRUE,"pitch","c193806a-246c-4b2e-8002-c0401a438019",5,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,2,1,NA,NA,3.17,1.46,NA,120.6,191.47,"line_drive","medium","8",126.33,89.26,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Steven Kwan singles on a line drive to center fielder Corbin Carroll. Gabriel Arias to 2nd.",0,2,6,69,"top",9,"2023-06-18T04:25:18.252Z","2023-06-18T04:26:55.830Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,680757,"Steven Kwan","/api/v1/people/680757","L","Left",669459,"Kyle Nelson","/api/v1/people/669459","L","Left","vs_LHP","vs_LHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,85.5,8,0.9,0.4042,5.9786,27.6145,-15.0462,4.5102,9.1978,-0.0945,1.7524,-3.4117,-135.1635,-6.9235,0.5939,50.0062,5.3908,8.4028,25.2,3.6,24,2228,156,92,14,265,NA,NA,NA,FALSE,-16.1,15.5,-7.6,NA,NA,NA,NA,NA,NA,FALSE,TRUE,680757,"Steven Kwan","/api/v1/people/680757",672356,"Gabriel Arias","/api/v1/people/672356",NA,NA,NA,NA,NA,NA,NA
717719,"2023-06-18",4,"2023-06-18T04:26:28.523Z","2023-06-18T04:26:32.205Z",TRUE,"pitch","ad6667f4-a21e-4163-adaa-570745f524fc",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.2019,1.4916,NA,112.62,206.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Steven Kwan singles on a line drive to center fielder Corbin Carroll. Gabriel Arias to 2nd.",0,2,6,69,"top",9,"2023-06-18T04:25:18.252Z","2023-06-18T04:26:55.830Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,680757,"Steven Kwan","/api/v1/people/680757","L","Left",669459,"Kyle Nelson","/api/v1/people/669459","L","Left","vs_LHP","vs_LHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Arizona Diamondbacks",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.3,79,14,0.9,0.4399,6.0956,23.7498,-30.7399,-1.6173,0.9099,0.115,1.1848,-1.2775,-124.2854,-4.0582,0.8448,50.0008,5.3777,-2.5422,4.8,8.4,24,2582,272,NA,NA,NA,NA,NA,NA,FALSE,-36.4,1,3.2,NA,1,NA,NA,NA,NA,FALSE,TRUE,680757,"Steven Kwan","/api/v1/people/680757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
