"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718523,"2023-04-19",0,"2023-04-19T04:35:06.681Z","2023-04-19T04:35:14.410Z",TRUE,"pitch","c07fcf84-8765-41c3-84f1-a73eceebef51",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.27,1.55,NA,97.32,186.63,"ground_ball","medium","4",146.6,149.05,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Grounded Into DP","grounded_into_double_play","Tony Kemp grounds into a double play, second baseman Nico Hoerner to shortstop Dansby Swanson to first baseman Eric Hosmer. Jace Peterson out at 2nd. Tony Kemp out at 1st.",0,4,0,74,"bottom",9,"2023-04-19T04:34:37.288Z","2023-04-19T04:35:14.410Z",TRUE,FALSE,FALSE,TRUE,24,0,0,3,643393,"Tony Kemp","/api/v1/people/643393","L","Left",621074,"Michael Rucker","/api/v1/people/621074","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Chicago Cubs","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,85.5,9,2,0.4025,6.3673,30.5487,-11.7108,-3.7416,10.9179,0.5162,1.9315,7.9107,-136.1962,-7.069,-1.9429,50.0057,5.3748,-7.0157,21.6,3.6,24,2255,209,92.6,1,49,NA,NA,NA,TRUE,-12.8,18.4,5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718523,"2023-04-19",5,"2023-04-19T04:34:33.461Z","2023-04-19T04:34:40.974Z",TRUE,"pitch","322c6fe9-cdc4-45ef-beff-934664d1b0e8",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,1,NA,NA,3.0051,1.4047,NA,167.71,158.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Jace Peterson walks.",0,4,0,73,"bottom",9,"2023-04-19T04:33:11.550Z","2023-04-19T04:34:40.974Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,607054,"Jace Peterson","/api/v1/people/607054","L","Left",621074,"Michael Rucker","/api/v1/people/621074","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Chicago Cubs","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.3,86.3,11,2,0.3986,6.1439,29.8694,-11.6959,-3.4913,10.705,-1.3303,2.9682,3.436,-137.306,-4.514,-2.1432,50.0015,5.4268,-6.6783,25.2,2.4,24,2396,207,NA,NA,NA,NA,NA,NA,FALSE,-12,18.6,5.6,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,607054,"Jace Peterson","/api/v1/people/607054",NA,NA,NA,NA,NA,NA,NA
718523,"2023-04-19",4,"2023-04-19T04:34:16.221Z","2023-04-19T04:34:21.083Z",TRUE,"pitch","ae35074a-dcdc-482e-ba31-efc9cfc8a740",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,2,1,NA,NA,3.17,1.51,NA,105.88,214.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Jace Peterson walks.",0,4,0,73,"bottom",9,"2023-04-19T04:33:11.550Z","2023-04-19T04:34:40.974Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,607054,"Jace Peterson","/api/v1/people/607054","L","Left",621074,"Michael Rucker","/api/v1/people/621074","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Chicago Cubs","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.9,81.3,14,2,0.4275,6.2434,24.9127,-25.5659,-0.2759,3.9723,0.2918,0.9164,6.0581,-127.8385,-6.4945,-2.0671,50.005,5.4808,-0.4594,1.2,6,24,2351,140,NA,NA,NA,NA,NA,NA,FALSE,-29.3,6,-0.8,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718523,"2023-04-19",3,"2023-04-19T04:34:02.229Z","2023-04-19T04:34:07.209Z",TRUE,"pitch","c886df52-453f-4b44-9259-891fc15a8ca0",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,1,NA,NA,3.0608,1.4604,NA,140.01,160.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Jace Peterson walks.",0,4,0,73,"bottom",9,"2023-04-19T04:33:11.550Z","2023-04-19T04:34:40.974Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,607054,"Jace Peterson","/api/v1/people/607054","L","Left",621074,"Michael Rucker","/api/v1/people/621074","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.6,86.7,1,2,0.3973,6.1937,29.3026,-11.9272,-3.1745,10.5073,-0.6038,2.9094,4.8154,-137.636,-4.8371,-1.9601,50.0045,5.4913,-6.1184,21.6,2.4,24,2412,206,NA,NA,NA,NA,NA,NA,FALSE,-12.2,18.2,4.8,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718523,"2023-04-19",2,"2023-04-19T04:33:46.573Z","2023-04-19T04:33:51.861Z",TRUE,"pitch","b6285348-1e1d-47eb-96c3-782acd521d02",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,1,NA,NA,3.0859,1.3985,NA,136.75,143.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Jace Peterson walks.",0,4,0,73,"bottom",9,"2023-04-19T04:33:11.550Z","2023-04-19T04:34:40.974Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,607054,"Jace Peterson","/api/v1/people/607054","L","Left",621074,"Michael Rucker","/api/v1/people/621074","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,85.9,11,2,0.4008,6.1745,29.3148,-12.0415,-2.5248,10.6387,-0.5182,3.5382,4.6273,-136.5242,-3.1577,-1.9051,50.0045,5.5356,-4.7791,16.8,2.4,24,2309,201,NA,NA,NA,NA,NA,NA,FALSE,-12.2,18.8,3.6,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718523,"2023-04-19",1,"2023-04-19T04:33:31.525Z","2023-04-19T04:33:36.790Z",TRUE,"pitch","39b2ba12-55f6-4ca9-8b12-dbe09cefe840",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.058,1.3707,NA,158.27,167.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Jace Peterson walks.",0,4,0,73,"bottom",9,"2023-04-19T04:33:11.550Z","2023-04-19T04:34:40.974Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,607054,"Jace Peterson","/api/v1/people/607054","L","Left",621074,"Michael Rucker","/api/v1/people/621074","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,86.3,11,2,0.3992,6.2212,29.5142,-11.4664,-3.208,10.8556,-1.0827,2.6421,3.6758,-137.0588,-5.6655,-2.0227,50.0028,5.5148,-6.12,22.8,2.4,24,2400,207,NA,NA,NA,NA,NA,NA,FALSE,-12.1,18.7,5,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718523,"2023-04-19",0,"2023-04-19T04:33:16.803Z","2023-04-19T04:33:21.872Z",TRUE,"pitch","ab7a4ffe-39d7-4f12-874a-743c98b8396e",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.058,1.4264,NA,175.22,187.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Jace Peterson walks.",0,4,0,73,"bottom",9,"2023-04-19T04:33:11.550Z","2023-04-19T04:34:40.974Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,607054,"Jace Peterson","/api/v1/people/607054","L","Left",621074,"Michael Rucker","/api/v1/people/621074","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Chicago Cubs","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.9,74.2,13,2,0.4667,6.1199,24.2509,-39.2448,10.1996,-5.0765,-1.5275,1.9028,-1.1344,-117.7784,-0.2433,-2.3609,50.0033,5.6645,14.2009,19.2,12,24,2690,43,NA,NA,NA,NA,NA,NA,FALSE,-51,-8.9,-18.1,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718523,"2023-04-19",7,"2023-04-19T04:32:47.666Z","2023-04-19T04:32:54.716Z",TRUE,"pitch","3e7e1f99-97fe-44e3-ae46-06ee453afdee",7,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,3,0,NA,NA,3.2216,1.4264,NA,113.24,152.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Tyler Wade called out on strikes.",0,4,0,72,"bottom",9,"2023-04-19T04:31:07.460Z","2023-04-19T04:32:54.716Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,642180,"Tyler Wade","/api/v1/people/642180","L","Left",621074,"Michael Rucker","/api/v1/people/621074","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Chicago Cubs",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.8,82.1,2,2,0.4221,6.1063,24.4728,-27.8336,-1.5953,2.5408,0.0987,3.1777,6.1102,-129.2761,-0.7907,-2.0782,50.0043,5.6055,-2.7277,3.6,7.2,24,2432,130,NA,NA,NA,NA,NA,NA,TRUE,-29.8,4.7,1.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718523,"2023-04-19",6,"2023-04-19T04:32:29.984Z","2023-04-19T04:32:34.564Z",TRUE,"pitch","f5b9301f-9116-4a35-8192-36cc2f39960f",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,3.2558,1.349,NA,164.99,212.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Tyler Wade called out on strikes.",0,4,0,72,"bottom",9,"2023-04-19T04:31:07.460Z","2023-04-19T04:32:54.716Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,642180,"Tyler Wade","/api/v1/people/642180","L","Left",621074,"Michael Rucker","/api/v1/people/621074","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Chicago Cubs",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.4,74.3,13,2,0.4656,6.0352,26.3737,-39.8567,6.7914,-5.5076,-1.2589,0.9777,0.1644,-118.4491,-2.2857,-2.2093,50.0013,5.6614,9.4776,13.2,12,24,2766,31,NA,NA,NA,NA,NA,NA,FALSE,-52.1,-10.2,-12.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718523,"2023-04-19",5,"2023-04-19T04:32:10.179Z","2023-04-19T04:32:14.589Z",TRUE,"pitch","2169e405-5103-4833-9f44-59c292a35816",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.25,1.51,NA,129.32,172.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Tyler Wade called out on strikes.",0,4,0,72,"bottom",9,"2023-04-19T04:31:07.460Z","2023-04-19T04:32:54.716Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,642180,"Tyler Wade","/api/v1/people/642180","L","Left",621074,"Michael Rucker","/api/v1/people/621074","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Chicago Cubs",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.8,80.9,4,2,0.4277,6.1084,25.55,-28.3653,0.4343,2.2914,-0.3231,2.446,4.363,-127.889,-2.2477,-2.1052,50.0026,5.5538,0.7212,3.6,7.2,24,2455,154,NA,NA,NA,NA,NA,NA,FALSE,-31.4,3.8,-1.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
