"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y"
746313,"2024-05-06",2,"2024-05-07T01:37:02.388Z","2024-05-07T01:37:10.375Z",TRUE,"pitch","0a98bc5b-9dcb-4b67-92c5-586f48b56563",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.4,1.65,NA,90.41,197.6,"ground_ball","medium","6",107.91,156.18,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Gary Sánchez grounds out, shortstop Bobby Witt Jr. to first baseman Vinnie Pasquantino.",0,2,3,66,"top",9,"2024-05-07T01:36:43.183Z","2024-05-07T01:37:10.375Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,596142,"Gary Sánchez","/api/v1/people/596142","R","Right",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Kansas City Royals",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",78.9,73.7,14,2,0.4749,6.5795,19.4705,-37.7987,7.6146,-4.1695,0.6975,1.5253,2.9128,-114.9211,-1.4094,-1.5722,50.0011,5.7879,10.2769,15.6,12,24,3164,56,69.9,-14,9,NA,NA,NA,TRUE,-51.1,-7.7,-14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746313,"2024-05-06",1,"2024-05-07T01:36:45.506Z","2024-05-07T01:36:50.425Z",TRUE,"pitch","e6dfc13d-2dea-473c-88c5-adae361e6775",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3446,1.6589,NA,112.37,154.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Gary Sánchez grounds out, shortstop Bobby Witt Jr. to first baseman Vinnie Pasquantino.",0,2,3,66,"top",9,"2024-05-07T01:36:43.183Z","2024-05-07T01:37:10.375Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,596142,"Gary Sánchez","/api/v1/people/596142","R","Right",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.7,82.1,2,2,0.4223,6.4702,24.4618,-31.0374,1.16,0.6679,0.1214,3.1155,4.1073,-129.2056,-0.8664,-1.6334,50.0051,5.8198,1.9798,4.8,7.2,24,2904,142,NA,NA,NA,NA,NA,NA,FALSE,-33.2,1.2,-2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746313,"2024-05-06",0,"2024-05-07T01:35:46.750Z","2024-05-07T01:36:45.506Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Gary Sánchez grounds out, shortstop Bobby Witt Jr. to first baseman Vinnie Pasquantino.",0,2,3,66,"top",9,"2024-05-07T01:36:43.183Z","2024-05-07T01:37:10.375Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,596142,"Gary Sánchez","/api/v1/people/596142","R","Right",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746313,"2024-05-06",4,"2024-05-07T01:35:29.293Z","2024-05-07T01:35:34.226Z",TRUE,"pitch","5d0c8c41-3156-42f1-9d33-2e68a0281860",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,2,NA,NA,3.2442,1.6376,NA,164.67,147.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Blake Perkins walks.",0,2,3,65,"top",9,"2024-05-07T01:34:08.549Z","2024-05-07T01:35:34.226Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,663368,"Blake Perkins","/api/v1/people/663368","L","Left",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Kansas City Royals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.4,85.4,11,0.91,0.405,6.5946,26.3644,-18.7646,-1.1231,7.2242,-1.2507,3.3781,2.117,-134.6979,-2.7331,-1.8972,50.0061,5.7167,-2.0859,4.8,4.8,24,2542,220,NA,NA,NA,NA,NA,NA,FALSE,-18.8,12.8,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,663368,"Blake Perkins","/api/v1/people/663368",NA,NA,NA,NA,NA,NA,NA,NA,NA
746313,"2024-05-06",3,"2024-05-07T01:35:12.199Z","2024-05-07T01:35:15.199Z",TRUE,"pitch","27131173-16b9-4d31-b3a4-0e5fd32cd6c1",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.211,1.597,NA,141.2,150.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Blake Perkins walks.",0,2,3,65,"top",9,"2024-05-07T01:34:08.549Z","2024-05-07T01:35:34.226Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,663368,"Blake Perkins","/api/v1/people/663368","L","Left",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Kansas City Royals","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.3,78.3,1,2,0.4435,6.5998,21.3099,-29.2976,-5.9479,1.8589,-0.6348,3.2698,4.2671,-122.885,-0.3213,-1.6096,50.0041,5.863,-9.2186,15.6,8.4,24,2037,238,NA,NA,NA,NA,NA,NA,FALSE,-34.4,3.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746313,"2024-05-06",2,"2024-05-07T01:34:56.365Z","2024-05-07T01:35:07.199Z",TRUE,"pitch","05b0eb27-7eef-4984-9112-74a475d0be5b",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.2002,1.5979,NA,159.73,177.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Blake Perkins walks.",0,2,3,65,"top",9,"2024-05-07T01:34:08.549Z","2024-05-07T01:35:34.226Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,663368,"Blake Perkins","/api/v1/people/663368","L","Left",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Kansas City Royals","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",77.6,71.3,13,2,0.4863,6.5089,21.8605,-40.0848,9.0828,-6.1635,-1.121,2.2556,-1.073,-112.9292,0.732,-1.8171,50.0038,5.9812,11.6529,15.6,13.2,24,3153,58,NA,NA,NA,NA,NA,NA,FALSE,-56.3,-10.7,-16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746313,"2024-05-06",1,"2024-05-07T01:34:39.444Z","2024-05-07T01:34:45.008Z",TRUE,"pitch","6be40394-578f-42db-9546-96b0d437b948",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.2557,1.6357,NA,106.14,241.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Blake Perkins walks.",0,2,3,65,"top",9,"2024-05-07T01:34:08.549Z","2024-05-07T01:35:34.226Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,663368,"Blake Perkins","/api/v1/people/663368","L","Left",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Kansas City Royals","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.4,79.9,14,2,0.4386,6.6208,21.5491,-29.6414,-7.4856,1.6,0.2849,-0.0881,6.7912,-124.2036,-7.7459,-1.4936,50.0036,5.4884,-11.8629,19.2,8.4,24,2110,246,NA,NA,NA,NA,NA,NA,FALSE,-35.6,1.6,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746313,"2024-05-06",0,"2024-05-07T01:34:25.706Z","2024-05-07T01:34:33.189Z",TRUE,"pitch","a85b08dc-2acd-4322-879f-e3e7658dab7a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.1413,1.5723,NA,98.55,193.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Blake Perkins walks.",0,2,3,65,"top",9,"2024-05-07T01:34:08.549Z","2024-05-07T01:35:34.226Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,663368,"Blake Perkins","/api/v1/people/663368","L","Left",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Kansas City Royals","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",79.8,72.9,9,2,0.4746,6.5718,25.1647,-37.8528,8.1388,-4.2219,0.484,1.6927,2.4509,-116.1621,-1.2571,-1.6469,50.0054,5.8945,10.9371,16.8,12,24,3275,55,NA,NA,NA,NA,NA,NA,FALSE,-51.1,-7.7,-15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746313,"2024-05-06",7,"2024-05-07T01:31:21.140Z","2024-05-07T01:31:28.914Z",TRUE,"pitch","83e499ee-9d74-4dcf-b6c0-27744b829c77",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,0,NA,NA,3.48,1.74,NA,97.28,191.99,"ground_ball","medium","6",110.95,154.36,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Grounded Into DP","grounded_into_double_play","Umpire reviewed (force play), call on the field was upheld: Umpire reviewed (play at 1st), call on the field was upheld: Willy Adames grounds into a double play, shortstop Bobby Witt Jr. to second baseman Michael Massey to first baseman Vinnie Pasquantino. Tyler Black out at 2nd. Willy Adames out at 1st.",0,2,3,64,"top",9,"2024-05-07T01:29:13.533Z","2024-05-07T01:31:28.914Z",TRUE,FALSE,TRUE,TRUE,24,2,2,2,642715,"Willy Adames","/api/v1/people/642715","R","Right",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Kansas City Royals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.2,85.8,9,0.88,0.4034,6.7376,28.298,-22.9688,-7.5517,4.9222,0.5174,1.733,7.9651,-135.5261,-6.1927,-1.4719,50.0003,5.6409,-14.1132,27.6,6,24,2397,216,95.5,-14,7,NA,NA,NA,TRUE,-23.6,7.8,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"NC"
746313,"2024-05-06",6,"2024-05-07T01:30:54.968Z","2024-05-07T01:30:58.252Z",TRUE,"pitch","0d19371b-0a94-4c8a-ab8c-9929fb1317a1",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.48,1.74,NA,120.12,195.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Grounded Into DP","grounded_into_double_play","Umpire reviewed (force play), call on the field was upheld: Umpire reviewed (play at 1st), call on the field was upheld: Willy Adames grounds into a double play, shortstop Bobby Witt Jr. to second baseman Michael Massey to first baseman Vinnie Pasquantino. Tyler Black out at 2nd. Willy Adames out at 1st.",0,2,3,64,"top",9,"2024-05-07T01:29:13.533Z","2024-05-07T01:31:28.914Z",TRUE,FALSE,TRUE,TRUE,24,2,2,2,642715,"Willy Adames","/api/v1/people/642715","R","Right",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86,79.5,13,2,0.4366,6.5951,24.2926,-29.2618,3.3863,1.8205,-0.0819,1.6182,3.0982,-125.2529,-4.0401,-1.7727,50.0002,5.6336,5.401,10.8,7.2,24,3003,88,NA,NA,NA,NA,NA,NA,FALSE,-34.2,2.6,-6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
