"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
744941,"2024-05-12",6,"2024-05-12T19:58:13.749Z","2024-05-12T19:58:21.329Z",TRUE,"pitch","87cf032c-d477-4826-83a3-d318bd2399ce",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,2,NA,NA,3.28,1.59,NA,111.92,172.63,"line_drive","medium","4",141.02,131.33,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Lineout","field_out","Davis Schneider lines out to second baseman Edouard Julien.",0,5,1,66,"bottom",9,"2024-05-12T19:56:00.064Z","2024-05-12T19:58:21.329Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,676914,"Davis Schneider","/api/v1/people/676914","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.6,93.1,5,2,0.3726,6.3942,29.9191,-17.3298,-8.4578,6.7621,0.1332,2.4499,9.1759,-146.199,-6.9306,-1.9262,50.0052,5.8656,-18.5704,42,4.8,24,2122,222,99.2,10,179,NA,NA,NA,TRUE,-15.6,11.2,13.8,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744941,"2024-05-12",5,"2024-05-12T19:57:50.216Z","2024-05-12T19:57:54.699Z",TRUE,"pitch","108c5e50-1574-4313-953b-8d688c7857cd",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.1732,1.6263,NA,82.55,194.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Lineout","field_out","Davis Schneider lines out to second baseman Edouard Julien.",0,5,1,66,"bottom",9,"2024-05-12T19:56:00.064Z","2024-05-12T19:58:21.329Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,676914,"Davis Schneider","/api/v1/people/676914","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Minnesota Twins",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87.5,81.7,14,2,0.4283,6.299,23.4627,-40.1653,1.177,-4.8124,0.9038,1.6535,7.0284,-127.3448,-3.0097,-2.0325,50.0031,5.9938,1.9536,4.8,9.6,24,2639,44,NA,NA,NA,NA,NA,NA,FALSE,-44.5,-9.1,-3.6,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744941,"2024-05-12",4,"2024-05-12T19:57:29.848Z","2024-05-12T19:57:33.072Z",TRUE,"pitch","b32a620f-e85a-4ddc-9eb1-f79c339eaf1b",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.2071,1.6944,NA,66.57,185.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Lineout","field_out","Davis Schneider lines out to second baseman Edouard Julien.",0,5,1,66,"bottom",9,"2024-05-12T19:56:00.064Z","2024-05-12T19:58:21.329Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,676914,"Davis Schneider","/api/v1/people/676914","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Minnesota Twins",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",88.4,82.5,14,2,0.4235,6.37,23.5655,-36.3403,1.1024,-2.4513,1.3231,1.9694,7.6664,-128.7117,-3.0476,-1.8219,50.0033,5.9474,1.8725,4.8,8.4,24,2600,46,NA,NA,NA,NA,NA,NA,FALSE,-39.5,-4.9,-3.5,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744941,"2024-05-12",2,"2024-05-12T19:57:08.928Z","2024-05-12T19:57:15.224Z",TRUE,"pitch","11b5e06b-d4d9-4a93-bfb1-dff77df8a670",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,2,NA,NA,3.1433,1.5275,NA,93.47,156.92,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"66","atBat","Lineout","field_out","Davis Schneider lines out to second baseman Edouard Julien.",0,5,1,66,"bottom",9,"2024-05-12T19:56:00.064Z","2024-05-12T19:58:21.329Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,676914,"Davis Schneider","/api/v1/people/676914","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.5,91.8,3,2,0.3751,6.2871,34.4234,-18.4957,-7.9565,6.3341,0.6174,3.0318,10.1184,-146.0293,-5.2616,-1.859,50.0029,5.9698,-17.1826,37.2,4.8,24,2048,215,NA,NA,NA,NA,NA,NA,FALSE,-16.6,10.6,12.4,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744941,"2024-05-12",1,"2024-05-12T19:56:35.585Z","2024-05-12T19:56:39.728Z",TRUE,"pitch","60ee35f5-45bc-46fd-80d7-357146998b74",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.28,1.59,NA,129.87,173.62,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"66","atBat","Lineout","field_out","Davis Schneider lines out to second baseman Edouard Julien.",0,5,1,66,"bottom",9,"2024-05-12T19:56:00.064Z","2024-05-12T19:58:21.329Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,676914,"Davis Schneider","/api/v1/people/676914","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.5,90.1,4,2,0.3805,6.1425,36.746,-16.1876,-7.9683,7.6339,-0.3375,2.4134,7.3087,-144.5012,-6.9729,-1.8765,50.0011,5.8703,-16.6846,39.6,4.8,24,2112,223,NA,NA,NA,NA,NA,NA,FALSE,-15.5,12.4,12.8,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744941,"2024-05-12",0,"2024-05-12T19:56:14.954Z","2024-05-12T19:56:19.074Z",TRUE,"pitch","03f93a9c-d193-4765-91ff-d075f538acf1",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2819,1.56,NA,139.14,144.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Lineout","field_out","Davis Schneider lines out to second baseman Edouard Julien.",0,5,1,66,"bottom",9,"2024-05-12T19:56:00.064Z","2024-05-12T19:58:21.329Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,676914,"Davis Schneider","/api/v1/people/676914","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.5,91.9,11,2,0.3745,6.239,34.1801,-15.7307,-6.5634,7.5904,-0.5809,3.4809,6.5826,-146.1986,-4.4446,-2.0079,50.004,5.9637,-14.2218,37.2,3.6,24,2121,225,NA,NA,NA,NA,NA,NA,FALSE,-14,13.1,10.6,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744941,"2024-05-12",3,"2024-05-12T19:57:23.662Z","2024-05-12T19:57:29.848Z",FALSE,"action",NA,NA,"Bo Bichette advances to 2nd on defensive indifference.","Defensive Indiff",5,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,666182,"/api/v1/people/666182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11b5e06b-d4d9-4a93-bfb1-dff77df8a670","defensive_indiff",NA,NA,NA,NA,NA,NA,"66","atBat","Lineout","field_out","Davis Schneider lines out to second baseman Edouard Julien.",0,5,1,66,"bottom",9,"2024-05-12T19:56:00.064Z","2024-05-12T19:58:21.329Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,676914,"Davis Schneider","/api/v1/people/676914","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744941,"2024-05-12",0,"2024-05-12T19:55:26.622Z","2024-05-12T19:55:33.574Z",TRUE,"pitch","bf9356d0-03b1-4b33-9a88-f06375f87e5b",1,"Hit By Pitch",NA,NA,NA,NA,FALSE,"H","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"H","Hit By Pitch",1,0,2,NA,NA,3.77,1.75,NA,221.62,138.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Hit By Pitch","hit_by_pitch","Bo Bichette hit by pitch.",0,5,1,65,"bottom",9,"2024-05-12T19:55:11.171Z","2024-05-12T19:55:33.574Z",TRUE,FALSE,FALSE,FALSE,11,1,0,2,666182,"Bo Bichette","/api/v1/people/666182","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Minnesota Twins","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",97.8,89.5,11,0.94,0.3846,6.144,33.0542,-30.1056,-7.9007,1.0056,-2.7447,3.7115,1.3462,-142.4609,-1.0198,-2.1974,50.0018,5.979,-16.2201,27.6,7.2,24,1583,238,NA,NA,NA,NA,NA,NA,FALSE,-26.8,1.8,14,NA,NA,NA,NA,FALSE,FALSE,666182,"Bo Bichette","/api/v1/people/666182",NA,NA,NA,NA,NA,NA
744941,"2024-05-12",3,"2024-05-12T19:54:48.723Z","2024-05-12T19:54:57.847Z",TRUE,"pitch","7b7ba174-c939-4360-a860-9e820a4e2c20",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,1,NA,NA,3.79,1.72,NA,107.37,182.55,"line_drive","hard","9",193.68,76.64,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Lineout","field_out","Vladimir Guerrero Jr. lines out sharply to right fielder Max Kepler.",0,5,1,64,"bottom",9,"2024-05-12T19:53:47.681Z","2024-05-12T19:54:57.847Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Minnesota Twins","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",97.1,88.5,8,0.88,0.3889,6.2159,33.7097,-22.5736,-6.6223,4.7874,0.2526,2.0828,8.549,-141.1175,-5.877,-1.9634,50.0069,5.658,-13.2894,25.2,4.8,24,1525,240,104.1,19,346,NA,NA,NA,TRUE,-21.6,7.6,10.1,NA,NA,NA,NA,TRUE,FALSE,666182,"Bo Bichette","/api/v1/people/666182",NA,NA,NA,NA,NA,NA
744941,"2024-05-12",2,"2024-05-12T19:54:33.100Z","2024-05-12T19:54:36.744Z",TRUE,"pitch","dff03de0-ad7a-4d8e-936f-52985010f8e4",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,1,NA,NA,3.6394,1.704,NA,117.64,186.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Lineout","field_out","Vladimir Guerrero Jr. lines out sharply to right fielder Max Kepler.",0,5,1,64,"bottom",9,"2024-05-12T19:53:47.681Z","2024-05-12T19:54:57.847Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Minnesota Twins","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",96.9,88.4,8,0.92,0.3898,6.2213,33.438,-29.9105,-8.4794,1.1315,-0.0167,1.9256,8.7476,-140.7724,-5.094,-2.0702,50.001,5.7066,-16.9326,25.2,7.2,24,1606,237,NA,NA,NA,NA,NA,NA,FALSE,-28.2,1.1,13.4,NA,NA,NA,NA,TRUE,FALSE,666182,"Bo Bichette","/api/v1/people/666182",NA,NA,NA,NA,NA,NA
