"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717673,"2023-06-21",3,"2023-06-21T21:39:21.368Z","2023-06-21T21:39:30.638Z",TRUE,"pitch","4202e130-ba0a-4611-8276-931b72aa7d24",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.42,1.55,NA,152.75,163.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Lineout","field_out","Derek Hill lines out to shortstop Paul DeJong.",0,0,2,51,"bottom",7,"2023-06-21T21:37:51.255Z","2023-06-21T21:41:34.498Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,656537,"Derek Hill","/api/v1/people/656537","R","Right",571945,"Miles Mikolas","/api/v1/people/571945","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.5,84.5,11,0.88,0.4076,6.3937,29.592,-13.4458,-5.2166,10.2425,-0.9378,2.8048,3.8147,-134.4731,-7.5256,-1.6982,50.0052,6.5969,-9.54,30,3.6,24,2249,210,NA,NA,NA,NA,NA,NA,FALSE,-15,17.2,8.6,NA,NA,NA,NA,NA,1,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717673,"2023-06-21",2,"2023-06-21T21:39:01.631Z","2023-06-21T21:39:05.716Z",TRUE,"pitch","27a8b008-d1a8-4d78-b648-1d941c546233",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.4965,1.5496,NA,154.91,117.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Lineout","field_out","Derek Hill lines out to shortstop Paul DeJong.",0,0,2,51,"bottom",7,"2023-06-21T21:37:51.255Z","2023-06-21T21:41:34.498Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,656537,"Derek Hill","/api/v1/people/656537","R","Right",571945,"Miles Mikolas","/api/v1/people/571945","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.5,83.9,11,2,0.4104,6.4971,27.5941,-15.8807,-7.1625,9.0244,-0.9945,4.4804,5.6338,-133.2601,-2.3663,-2.2014,50.0019,6.5219,-12.9315,36,4.8,24,2185,224,NA,NA,NA,NA,NA,NA,FALSE,-16.4,16.1,11.8,NA,NA,NA,NA,NA,1,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717673,"2023-06-21",0,"2023-06-21T21:38:12.824Z","2023-06-21T21:38:18.020Z",TRUE,"pitch","4ef1e2eb-7485-4a67-8aa2-cdf6c5102e9c",1,"Foul Bunt",NA,NA,NA,NA,FALSE,"L","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"L","Foul Bunt",0,1,1,NA,NA,3.42,1.55,NA,145.16,167.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Lineout","field_out","Derek Hill lines out to shortstop Paul DeJong.",0,0,2,51,"bottom",7,"2023-06-21T21:37:51.255Z","2023-06-21T21:41:34.498Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,656537,"Derek Hill","/api/v1/people/656537","R","Right",571945,"Miles Mikolas","/api/v1/people/571945","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","St. Louis Cardinals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.7,82.7,4,0.92,0.4163,6.5209,29.2576,-15.8783,-8.9783,9.3044,-0.7388,2.6561,5.5269,-131.8054,-7.2492,-1.7015,50.0005,6.6246,-15.7199,39.6,4.8,24,2108,205,NA,NA,NA,NA,NA,NA,FALSE,-18.1,15.4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717673,"2023-06-21",1,"2023-06-21T21:38:46.773Z","2023-06-21T21:38:51.773Z",FALSE,"stepoff","eccd2f38-437a-42eb-8872-341addd15fac",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Lineout","field_out","Derek Hill lines out to shortstop Paul DeJong.",0,0,2,51,"bottom",7,"2023-06-21T21:37:51.255Z","2023-06-21T21:41:34.498Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,656537,"Derek Hill","/api/v1/people/656537","R","Right",571945,"Miles Mikolas","/api/v1/people/571945","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","St. Louis Cardinals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717673,"2023-06-21",7,"2023-06-21T21:41:08.970Z","2023-06-21T21:41:11.970Z",FALSE,"pickoff","c63f67f9-2c36-4266-9f27-06848297948f",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,3,2,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Lineout","field_out","Derek Hill lines out to shortstop Paul DeJong.",0,0,2,51,"bottom",7,"2023-06-21T21:37:51.255Z","2023-06-21T21:41:34.498Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,656537,"Derek Hill","/api/v1/people/656537","R","Right",571945,"Miles Mikolas","/api/v1/people/571945","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","St. Louis Cardinals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717673,"2023-06-21",1,"2023-06-21T21:37:34.854Z","2023-06-21T21:37:45.456Z",TRUE,"pitch","3baeda2c-a045-4ba7-8a14-85d934e37de4",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,1,1,NA,NA,3.19,1.53,NA,139.18,174.49,"line_drive","medium","7",82.43,79.77,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Single","single","Dominic Smith singles on a line drive to left fielder Lars Nootbaar.",0,0,2,50,"bottom",7,"2023-06-21T21:37:16.032Z","2023-06-21T21:37:45.456Z",TRUE,FALSE,FALSE,FALSE,33,0,1,1,642086,"Dominic Smith","/api/v1/people/642086","L","Left",571945,"Miles Mikolas","/api/v1/people/571945","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","St. Louis Cardinals","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.8,85.3,4,0.91,0.4054,6.4685,28.3396,-19.7769,-9.6427,6.6996,-0.582,2.3812,6.8913,-134.9276,-7.2982,-1.9115,50.0051,6.5064,-17.8479,37.2,6,24,2118,208,98.8,13,235,NA,NA,NA,FALSE,-20.9,10.8,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,642086,"Dominic Smith","/api/v1/people/642086",NA,NA,NA
717673,"2023-06-21",0,"2023-06-21T21:37:23.686Z","2023-06-21T21:37:27.913Z",TRUE,"pitch","27c41e92-eff7-4ad8-8c22-e3ca2e54cbdf",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.366,1.5296,NA,119.75,162.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Single","single","Dominic Smith singles on a line drive to left fielder Lars Nootbaar.",0,0,2,50,"bottom",7,"2023-06-21T21:37:16.032Z","2023-06-21T21:37:45.456Z",TRUE,FALSE,FALSE,FALSE,33,0,1,1,642086,"Dominic Smith","/api/v1/people/642086","L","Left",571945,"Miles Mikolas","/api/v1/people/571945","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","St. Louis Cardinals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.4,82.9,2,0.92,0.4142,6.2517,31.2141,-18.7452,-8.887,7.5978,-0.0721,2.8429,7.6271,-132.7808,-6.0156,-1.842,50.0015,6.5239,-15.7018,34.8,6,24,2176,203,NA,NA,NA,NA,NA,NA,FALSE,-20.6,12.5,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717673,"2023-06-21",1,"2023-06-21T21:36:54.948Z","2023-06-21T21:37:02.513Z",TRUE,"pitch","e23a40ba-7147-46e3-82b3-13ad919d6362",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,0,NA,NA,3.24,1.53,NA,118.51,188.68,"line_drive","hard","4",151.18,151.1,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Lineout","field_out","Keibert Ruiz lines out sharply to second baseman Nolan Gorman.",0,0,2,49,"bottom",7,"2023-06-21T21:36:30.149Z","2023-06-21T21:37:02.513Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,660688,"Keibert Ruiz","/api/v1/people/660688","L","Left",571945,"Miles Mikolas","/api/v1/people/571945","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","St. Louis Cardinals","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.7,77.3,8,2,0.4494,6.7251,23.0018,-27.3276,-6.0739,3.2151,-0.0397,1.8555,7.1219,-121.7029,-5.0496,-2.2094,50.0002,6.3127,-9.1464,15.6,8.4,24,1405,234,107.5,9,166,NA,NA,NA,TRUE,-34.1,4.9,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717673,"2023-06-21",0,"2023-06-21T21:36:44.807Z","2023-06-21T21:36:48.370Z",TRUE,"pitch","2b44621a-bb4c-4e13-a1de-2b36bdb315d1",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.5488,1.6943,NA,194.2,150.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Lineout","field_out","Keibert Ruiz lines out sharply to second baseman Nolan Gorman.",0,0,2,49,"bottom",7,"2023-06-21T21:36:30.149Z","2023-06-21T21:37:02.513Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,660688,"Keibert Ruiz","/api/v1/people/660688","L","Left",571945,"Miles Mikolas","/api/v1/people/571945","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","St. Louis Cardinals","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",73.1,67.2,11,0.91,0.5166,6.583,19.5939,-41.9704,4.4308,-8.616,-2.0253,3.2839,-1.2512,-106.3553,2.2111,-2.0023,50.0041,7.0188,5.036,7.2,14.4,24,2327,32,NA,NA,NA,NA,NA,NA,FALSE,-66.1,-14.5,-7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717673,"2023-06-21",6,"2023-06-21T21:34:32.449Z","2023-06-21T21:34:41.050Z",TRUE,"pitch","fd729b2d-7d99-46be-afdb-ac6669d8568b",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,1,2,NA,NA,3.46,1.65,NA,106.94,174.24,"ground_ball","medium","6",106.51,152.62,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Groundout","field_out","Dylan Carlson grounds out, shortstop CJ Abrams to first baseman Dominic Smith.",0,0,2,48,"top",7,"2023-06-21T21:33:08.450Z","2023-06-21T21:34:41.050Z",TRUE,FALSE,FALSE,TRUE,0,3,1,3,666185,"Dylan Carlson","/api/v1/people/666185","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.3,90,5,0.91,0.3828,7.0047,32.1585,-13.8056,-6.1067,8.8548,0.2639,2.3904,6.6913,-142.931,-6.5019,-1.3113,50.0032,5.5575,-12.6679,36,3.6,24,2221,210,85.3,-3,29,NA,NA,NA,TRUE,-13.3,14.9,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717673,"2023-06-21",5,"2023-06-21T21:34:12.476Z","2023-06-21T21:34:17.927Z",TRUE,"pitch","03236907-9650-490b-af7e-e8f51fdbeeaa",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.5749,1.6496,NA,93.72,137.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Groundout","field_out","Dylan Carlson grounds out, shortstop CJ Abrams to first baseman Dominic Smith.",0,0,2,48,"top",7,"2023-06-21T21:33:08.450Z","2023-06-21T21:34:41.050Z",TRUE,FALSE,FALSE,TRUE,0,3,1,3,666185,"Dylan Carlson","/api/v1/people/666185","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.6,87.7,12,0.9,0.3908,7.1224,33.5469,-13.0722,-6.8437,9.616,0.6107,3.7602,7.1707,-140.4607,-3.0518,-1.0934,50.0031,5.7176,-13.5956,40.8,3.6,24,2151,209,NA,NA,NA,NA,NA,NA,FALSE,-12.6,16.9,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717673,"2023-06-21",4,"2023-06-21T21:33:49.894Z","2023-06-21T21:33:52.938Z",TRUE,"pitch","4988cd24-878c-4b4f-84b1-4d2f4e1cd15e",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.5227,1.6496,NA,72.7,138.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Groundout","field_out","Dylan Carlson grounds out, shortstop CJ Abrams to first baseman Dominic Smith.",0,0,2,48,"top",7,"2023-06-21T21:33:08.450Z","2023-06-21T21:34:41.050Z",TRUE,FALSE,FALSE,TRUE,0,3,1,3,666185,"Dylan Carlson","/api/v1/people/666185","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.1,86.5,12,0.91,0.3924,6.7801,39.8405,-10.2341,-6.3229,11.1921,1.1623,3.7122,8.8599,-140.9837,-3.6052,-1.2384,50.006,5.6972,-12.3993,40.8,3.6,24,2110,214,NA,NA,NA,NA,NA,NA,FALSE,-10.3,19.4,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717673,"2023-06-21",3,"2023-06-21T21:33:29.642Z","2023-06-21T21:33:33.958Z",TRUE,"pitch","75dbac0d-60d3-4f82-b92e-5f7d4b405fb7",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.5749,1.6496,NA,116.12,131.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Groundout","field_out","Dylan Carlson grounds out, shortstop CJ Abrams to first baseman Dominic Smith.",0,0,2,48,"top",7,"2023-06-21T21:33:08.450Z","2023-06-21T21:34:41.050Z",TRUE,FALSE,FALSE,TRUE,0,3,1,3,666185,"Dylan Carlson","/api/v1/people/666185","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,86.4,12,0.91,0.3939,6.9197,37.1063,-11.7059,-6.8109,10.4977,0.023,3.9817,5.7936,-140.0656,-2.6719,-1.2065,50.0065,5.7331,-13.2848,43.2,3.6,24,2095,212,NA,NA,NA,NA,NA,NA,FALSE,-11.5,18.5,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717673,"2023-06-21",2,"2023-06-21T21:33:10.800Z","2023-06-21T21:33:15.674Z",TRUE,"pitch","15ee4aa9-90c4-478c-8c7a-eafecb733ff4",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.5749,1.6496,NA,128.22,150.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Groundout","field_out","Dylan Carlson grounds out, shortstop CJ Abrams to first baseman Dominic Smith.",0,0,2,48,"top",7,"2023-06-21T21:33:08.450Z","2023-06-21T21:34:41.050Z",TRUE,FALSE,FALSE,TRUE,0,3,1,3,666185,"Dylan Carlson","/api/v1/people/666185","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,86,1,0.9,0.3955,6.8643,38.1364,-13.3633,-8.2514,9.7366,-0.2944,3.2744,5.6842,-139.7058,-4.2065,-1.3073,50.0024,5.7096,-15.9399,44.4,4.8,24,2176,215,NA,NA,NA,NA,NA,NA,FALSE,-13.6,16.7,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717673,"2023-06-21",0,"2023-06-21T21:30:38.344Z","2023-06-21T21:31:20.858Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",0,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"48","atBat","Groundout","field_out","Dylan Carlson grounds out, shortstop CJ Abrams to first baseman Dominic Smith.",0,0,2,48,"top",7,"2023-06-21T21:33:08.450Z","2023-06-21T21:34:41.050Z",TRUE,FALSE,FALSE,TRUE,0,3,1,3,666185,"Dylan Carlson","/api/v1/people/666185","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Washington Nationals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717673,"2023-06-21",1,"2023-06-21T21:31:20.858Z","2023-06-21T21:33:10.800Z",FALSE,"action",NA,NA,"Pitching Change: Kyle Finnegan replaces Mason Thompson.","Pitching Substitution",0,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,640448,"/api/v1/people/640448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"48","atBat","Groundout","field_out","Dylan Carlson grounds out, shortstop CJ Abrams to first baseman Dominic Smith.",0,0,2,48,"top",7,"2023-06-21T21:33:08.450Z","2023-06-21T21:34:41.050Z",TRUE,FALSE,FALSE,TRUE,0,3,1,3,666185,"Dylan Carlson","/api/v1/people/666185","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Washington Nationals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717673,"2023-06-21",5,"2023-06-21T21:30:18.036Z","2023-06-21T21:30:22.009Z",TRUE,"pitch","a9ecd273-ce64-4bb1-8ccb-bfa13faed7f3",6,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,1,NA,NA,3.5227,1.6296,NA,135.94,171.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Strikeout","strikeout","Nolan Gorman called out on strikes.",0,0,2,47,"top",7,"2023-06-21T21:28:21.538Z","2023-06-21T21:30:22.009Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,669357,"Nolan Gorman","/api/v1/people/669357","L","Left",666168,"Mason Thompson","/api/v1/people/666168","R","Right","vs_RHP","vs_LHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Washington Nationals","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",78.2,72.2,4,0.9,0.4817,6.6951,21.4302,-40.6338,6.9206,-6.4587,-0.4968,2.4882,1.6788,-113.8358,1.0309,-2.1435,50.0046,6.0605,9.0591,13.2,13.2,24,2460,56,NA,NA,NA,NA,NA,NA,TRUE,-55.9,-11.2,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,571448,"Nolan Arenado","/api/v1/people/571448",NA,NA,NA,663457,"Lars Nootbaar","/api/v1/people/663457"
