"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
718754,"2023-04-01",7,"2023-04-01T22:58:34.496Z","2023-04-01T22:58:40.026Z",TRUE,"pitch","c3b1ba7e-cfa5-4211-b8ee-340c821a7b30",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.16,1.46,NA,166.03,153.64,"ground_ball","medium","5",97.72,169.58,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Forceout","force_out","Eric Haase grounds into a force out, fielded by third baseman Isaac Paredes. Miguel Cabrera out at 3rd.",0,2,12,80,"top",9,"2023-04-01T22:56:45.019Z","2023-04-01T22:58:40.026Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,606992,"Eric Haase","/api/v1/people/606992","R","Right",676534,"Calvin Faucher","/api/v1/people/676534","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,85.5,11,2,0.3991,5.427,35.0502,-12.2279,-6.8427,10.4919,-1.2862,3.1534,4.5676,-138.0525,-4.5156,-2.086,50.0032,5.6543,-13.0093,42,3.6,24,2336,212,43.6,-28,8,NA,NA,NA,TRUE,-12.7,18,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718754,"2023-04-01",6,"2023-04-01T22:58:15.886Z","2023-04-01T22:58:18.886Z",TRUE,"pitch","06925c92-93ac-49c9-9b86-cafe5d7e1c9f",5,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,2,NA,NA,3.0156,1.1961,NA,84.43,225.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Forceout","force_out","Eric Haase grounds into a force out, fielded by third baseman Isaac Paredes. Miguel Cabrera out at 3rd.",0,2,12,80,"top",9,"2023-04-01T22:56:45.019Z","2023-04-01T22:58:40.026Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,606992,"Eric Haase","/api/v1/people/606992","R","Right",676534,"Calvin Faucher","/api/v1/people/676534","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Tampa Bay Rays",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",86.7,80,14,2,0.4353,5.6652,26.8869,-32.611,8.2879,-0.2739,0.8545,0.5091,3.9908,-126.0948,-6.3671,-1.828,50.0036,5.7153,13.2749,22.8,9.6,24,2917,33,NA,NA,NA,NA,NA,NA,FALSE,-38.4,-1.8,-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718754,"2023-04-01",5,"2023-04-01T22:57:55.924Z","2023-04-01T22:57:58.924Z",TRUE,"pitch","211bb3a3-7045-44f3-bc0f-965b087c0c7f",4,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,2,2,NA,NA,3.01,1.3966,NA,78.56,223.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Forceout","force_out","Eric Haase grounds into a force out, fielded by third baseman Isaac Paredes. Miguel Cabrera out at 3rd.",0,2,12,80,"top",9,"2023-04-01T22:56:45.019Z","2023-04-01T22:58:40.026Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,606992,"Eric Haase","/api/v1/people/606992","R","Right",676534,"Calvin Faucher","/api/v1/people/676534","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Tampa Bay Rays",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",88.5,80.9,14,2,0.4276,5.6269,29.2463,-25.5465,6.5777,4.0003,1.0086,0.5689,4.5195,-128.6,-7.8253,-1.6325,50.0041,5.6635,10.9039,22.8,7.2,24,2945,41,NA,NA,NA,NA,NA,NA,FALSE,-29.8,5.5,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718754,"2023-04-01",4,"2023-04-01T22:57:30.713Z","2023-04-01T22:57:37.382Z",TRUE,"pitch","ec6e1c9a-14c5-4e38-a578-7a05bd2ce072",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.16,1.46,NA,120.49,138.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Forceout","force_out","Eric Haase grounds into a force out, fielded by third baseman Isaac Paredes. Miguel Cabrera out at 3rd.",0,2,12,80,"top",9,"2023-04-01T22:56:45.019Z","2023-04-01T22:58:40.026Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,606992,"Eric Haase","/api/v1/people/606992","R","Right",676534,"Calvin Faucher","/api/v1/people/676534","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,86,11,2,0.3979,5.4797,33.275,-11.7873,-6.2384,10.6477,-0.0914,3.7126,5.9422,-138.1084,-3.9875,-1.4696,50.0038,5.9791,-11.9463,39.6,3.6,24,2301,208,NA,NA,NA,NA,NA,NA,FALSE,-12,18.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718754,"2023-04-01",2,"2023-04-01T22:57:03.777Z","2023-04-01T22:57:06.777Z",TRUE,"pitch","a03b5285-4206-4672-8fac-d2431ab397e7",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.16,1.46,NA,108.12,174.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Forceout","force_out","Eric Haase grounds into a force out, fielded by third baseman Isaac Paredes. Miguel Cabrera out at 3rd.",0,2,12,80,"top",9,"2023-04-01T22:56:45.019Z","2023-04-01T22:58:40.026Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,606992,"Eric Haase","/api/v1/people/606992","R","Right",676534,"Calvin Faucher","/api/v1/people/676534","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.1,84.8,5,2,0.4054,5.6348,30.6269,-11.1198,-3.1911,11.3957,0.233,2.3641,6.2088,-135.3297,-7.0193,-1.6804,50,5.7771,-5.8947,19.2,2.4,24,2151,213,NA,NA,NA,NA,NA,NA,FALSE,-12.5,19.2,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718754,"2023-04-01",1,"2023-04-01T22:56:47.280Z","2023-04-01T22:56:50.280Z",TRUE,"pitch","6ca9fef2-85fb-4fcd-a6f3-99a00eef4aad",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.051,1.2655,NA,93.49,180.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Forceout","force_out","Eric Haase grounds into a force out, fielded by third baseman Isaac Paredes. Miguel Cabrera out at 3rd.",0,2,12,80,"top",9,"2023-04-01T22:56:45.019Z","2023-04-01T22:58:40.026Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,606992,"Eric Haase","/api/v1/people/606992","R","Right",676534,"Calvin Faucher","/api/v1/people/676534","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,85.3,6,2,0.4033,5.5989,30.6482,-12.1911,-5.2485,10.7072,0.6169,2.174,8.1271,-135.9538,-7.1409,-1.7334,50.0015,5.6861,-9.7947,30,3.6,24,2194,215,NA,NA,NA,NA,NA,NA,FALSE,-13.4,18,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718754,"2023-04-01",0,"2023-04-01T22:56:13.964Z","2023-04-01T22:56:47.280Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,12,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"80","atBat","Forceout","force_out","Eric Haase grounds into a force out, fielded by third baseman Isaac Paredes. Miguel Cabrera out at 3rd.",0,2,12,80,"top",9,"2023-04-01T22:56:45.019Z","2023-04-01T22:58:40.026Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,606992,"Eric Haase","/api/v1/people/606992","R","Right",676534,"Calvin Faucher","/api/v1/people/676534","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718754,"2023-04-01",3,"2023-04-01T22:57:18.086Z","2023-04-01T22:57:30.713Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,12,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,606992,"/api/v1/people/606992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"80","atBat","Forceout","force_out","Eric Haase grounds into a force out, fielded by third baseman Isaac Paredes. Miguel Cabrera out at 3rd.",0,2,12,80,"top",9,"2023-04-01T22:56:45.019Z","2023-04-01T22:58:40.026Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,606992,"Eric Haase","/api/v1/people/606992","R","Right",676534,"Calvin Faucher","/api/v1/people/676534","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718754,"2023-04-01",3,"2023-04-01T22:55:46.872Z","2023-04-01T22:55:57.140Z",TRUE,"pitch","f55f61fb-6adc-4ea2-9278-d6dbd2ce804a",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,1,2,NA,NA,3.2,1.56,NA,97.47,181.52,"line_drive","medium","9",156.14,97.73,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Single","single","Zach McKinstry singles on a line drive to right fielder Josh Lowe. Miguel Cabrera to 2nd.",0,2,12,79,"top",9,"2023-04-01T22:54:49.723Z","2023-04-01T22:55:57.140Z",TRUE,FALSE,FALSE,FALSE,33,2,1,2,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",676534,"Calvin Faucher","/api/v1/people/676534","R","Right","vs_RHP","vs_LHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Tampa Bay Rays","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",86.4,79.4,6,2,0.4358,5.4522,25.9558,-29.1603,4.2589,1.8833,0.5123,2.1207,4.4893,-125.77,-3.3752,-1.8502,50.0016,5.8497,6.8088,14.4,8.4,24,2813,48,79.1,16,188,NA,NA,NA,FALSE,-33.8,2.9,-8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,656716,"Zach McKinstry","/api/v1/people/656716",NA,NA,NA,408234,"Miguel Cabrera","/api/v1/people/408234"
718754,"2023-04-01",2,"2023-04-01T22:55:30.752Z","2023-04-01T22:55:33.752Z",TRUE,"pitch","c546b30c-bd29-4b98-a9a8-c6248fcda402",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.1103,1.4882,NA,163.82,141.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Single","single","Zach McKinstry singles on a line drive to right fielder Josh Lowe. Miguel Cabrera to 2nd.",0,2,12,79,"top",9,"2023-04-01T22:54:49.723Z","2023-04-01T22:55:57.140Z",TRUE,FALSE,FALSE,FALSE,33,2,1,2,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",676534,"Calvin Faucher","/api/v1/people/676534","R","Right","vs_RHP","vs_LHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,85.6,11,2,0.4009,5.366,31.3647,-15.6206,-5.3189,8.765,-1.2283,3.6018,4.4767,-136.8365,-2.6564,-2.1978,50.001,5.6607,-10.0437,28.8,3.6,24,2199,224,NA,NA,NA,NA,NA,NA,FALSE,-15.6,15.5,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
