"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
717969,"2023-05-30",1,"2023-05-30T03:47:07.147Z","2023-05-30T03:47:17.332Z",TRUE,"pitch","f60edbe7-8cfe-42ff-aa38-b9699af76420",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,0,1,NA,NA,3.19,1.43,NA,90.71,184.84,"line_drive","medium","7",78.83,103.83,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Single","single","Ty France singles on a line drive to left fielder Jake Bauers. J.P. Crawford to 2nd.",0,9,4,64,"bottom",7,"2023-05-30T03:46:27.024Z","2023-05-30T03:47:17.332Z",TRUE,FALSE,FALSE,FALSE,33,1,0,1,664034,"Ty France","/api/v1/people/664034","R","Right",593334,"Domingo Germán","/api/v1/people/593334","R","Right","vs_RHP","vs_RHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","New York Yankees","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.7,78.4,6,0.9,0.4399,6.2838,25.0596,-21.786,-11.0504,6.6176,0.6896,1.9977,8.1541,-124.5251,-3.8888,-1.192,50.0055,5.3827,-17.3532,34.8,7.2,24,2430,219,96.1,10,157,NA,NA,NA,FALSE,-26,11.3,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,641487,"J.P. Crawford","/api/v1/people/641487",664034,"Ty France","/api/v1/people/664034",NA,NA,NA,NA,NA,NA,NA
717969,"2023-05-30",0,"2023-05-30T03:46:47.505Z","2023-05-30T03:46:52.305Z",TRUE,"pitch","763d3372-7948-487d-b773-5d4552ab19ec",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.0755,1.313,NA,59.39,193.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Single","single","Ty France singles on a line drive to left fielder Jake Bauers. J.P. Crawford to 2nd.",0,9,4,64,"bottom",7,"2023-05-30T03:46:27.024Z","2023-05-30T03:47:17.332Z",TRUE,FALSE,FALSE,FALSE,33,1,0,1,664034,"Ty France","/api/v1/people/664034","R","Right",593334,"Domingo Germán","/api/v1/people/593334","R","Right","vs_RHP","vs_RHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","New York Yankees","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.4,75.6,14,0.9,0.461,6.0372,20.9041,-30.8845,-0.9577,0.8975,1.5114,1.6906,6.7042,-118.4426,-2.5226,-1.2214,50.0004,5.571,-1.3718,1.2,8.4,24,2600,48,NA,NA,NA,NA,NA,NA,FALSE,-39.7,1.3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717969,"2023-05-30",2,"2023-05-30T03:46:10.041Z","2023-05-30T03:46:21.749Z",TRUE,"pitch","9fe00c35-614e-4ad0-81ab-8d6c0c060a27",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,1,1,NA,NA,3.37,1.59,NA,71.42,157.85,"fly_ball","medium","9",156.01,115.1,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Single","single","J.P. Crawford singles on a fly ball to right fielder Aaron Judge.",0,9,4,63,"bottom",7,"2023-05-30T03:45:14.186Z","2023-05-30T03:46:21.749Z",TRUE,FALSE,FALSE,FALSE,33,1,1,1,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",593334,"Domingo Germán","/api/v1/people/593334","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","New York Yankees","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.1,85.7,12,0.9,0.4007,6.161,30.9435,-12.0959,-5.6188,10.6148,1.1958,2.9973,7.6966,-136.8407,-4.156,-0.9268,50.0007,5.3679,-10.6265,34.8,3.6,24,2593,221,61.6,26,187,NA,NA,NA,FALSE,-12.5,18.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,641487,"J.P. Crawford","/api/v1/people/641487",NA,NA,NA,NA,NA,NA,NA
717969,"2023-05-30",1,"2023-05-30T03:45:51.192Z","2023-05-30T03:45:54.658Z",TRUE,"pitch","5a4d8c5a-f991-4113-8f82-e24da234f4cd",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.3315,1.6347,NA,44.53,170.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Single","single","J.P. Crawford singles on a fly ball to right fielder Aaron Judge.",0,9,4,63,"bottom",7,"2023-05-30T03:45:14.186Z","2023-05-30T03:46:21.749Z",TRUE,FALSE,FALSE,FALSE,33,1,1,1,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",593334,"Domingo Germán","/api/v1/people/593334","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","New York Yankees","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,85.5,12,0.9,0.4033,6.0278,28.6612,-14.0522,-7.041,9.6942,1.9013,2.5355,10.0116,-135.6215,-4.7081,-0.9171,50.0045,5.2685,-13.1655,36,3.6,24,2594,220,NA,NA,NA,NA,NA,NA,FALSE,-14.6,16.8,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717969,"2023-05-30",0,"2023-05-30T03:45:36.877Z","2023-05-30T03:45:40.338Z",TRUE,"pitch","b7e9720c-0bfe-4a59-add1-69c433ece181",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.3449,1.59,NA,107.86,196.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Single","single","J.P. Crawford singles on a fly ball to right fielder Aaron Judge.",0,9,4,63,"bottom",7,"2023-05-30T03:45:14.186Z","2023-05-30T03:46:21.749Z",TRUE,FALSE,FALSE,FALSE,33,1,1,1,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",593334,"Domingo Germán","/api/v1/people/593334","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","New York Yankees","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.2,79,8,0.91,0.4374,6.2869,25.3154,-24.848,-12.3103,4.6102,0.2397,1.5751,7.2012,-125.2332,-4.5754,-1.0739,50.0009,5.4585,-19.5491,34.8,8.4,24,2437,223,NA,NA,NA,NA,NA,NA,FALSE,-29.4,7.6,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717969,"2023-05-30",3,"2023-05-30T03:45:07.934Z","2023-05-30T03:45:11.101Z",TRUE,"pitch","af9ff1ed-7193-4e72-ae56-3f80eeaa0a45",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,0,NA,NA,3.01,1.35,NA,127.37,192.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Jose Caballero strikes out swinging.",0,9,4,62,"bottom",7,"2023-05-30T03:43:57.081Z","2023-05-30T03:45:11.101Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,676609,"José Caballero","/api/v1/people/676609","R","Right",593334,"Domingo Germán","/api/v1/people/593334","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","New York Yankees","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",83.8,77.7,8,0.89,0.4471,5.816,22.1299,-31.5003,-0.7293,0.4465,-0.272,1.7162,2.3544,-122.0991,-2.3881,-1.1505,50.0059,5.3951,-1.1109,1.2,8.4,24,2520,25,NA,NA,NA,NA,NA,NA,TRUE,-38,0.5,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717969,"2023-05-30",2,"2023-05-30T03:44:49.924Z","2023-05-30T03:44:54.712Z",TRUE,"pitch","85552a31-7645-4a6f-ab2f-6466a7621080",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.0272,1.35,NA,32.76,230.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Jose Caballero strikes out swinging.",0,9,4,62,"bottom",7,"2023-05-30T03:43:57.081Z","2023-05-30T03:45:11.101Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,676609,"José Caballero","/api/v1/people/676609","R","Right",593334,"Domingo Germán","/api/v1/people/593334","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","New York Yankees","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",84.7,78.1,14,0.88,0.4454,6.0502,24.7447,-29.5298,-1.1974,1.7265,2.21,0.2922,8.2382,-123.0521,-5.9085,-1.0277,50.0031,5.2308,-1.8347,1.2,8.4,24,2641,299,NA,NA,NA,NA,NA,NA,FALSE,-36.4,1.9,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717969,"2023-05-30",1,"2023-05-30T03:44:33.291Z","2023-05-30T03:44:37.274Z",TRUE,"pitch","2c92f712-21d5-49fb-84a6-d6ab851483c1",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,0,NA,NA,2.9992,1.35,NA,105,197.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Jose Caballero strikes out swinging.",0,9,4,62,"bottom",7,"2023-05-30T03:43:57.081Z","2023-05-30T03:45:11.101Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,676609,"José Caballero","/api/v1/people/676609","R","Right",593334,"Domingo Germán","/api/v1/people/593334","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","New York Yankees","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",83.6,77.1,9,0.9,0.4497,5.9912,23.3923,-30.8488,-0.1858,0.8768,0.3147,1.5454,3.8517,-121.6901,-2.9085,-1.2629,50.0006,5.4226,-0.2803,1.2,8.4,24,2541,58,NA,NA,NA,NA,NA,NA,FALSE,-37.9,1.2,-0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717969,"2023-05-30",0,"2023-05-30T03:44:18.504Z","2023-05-30T03:44:22.148Z",TRUE,"pitch","cf61109d-efd0-4699-86a5-ea7b5b5201f3",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,2.9805,1.4495,NA,88.61,199.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Jose Caballero strikes out swinging.",0,9,4,62,"bottom",7,"2023-05-30T03:43:57.081Z","2023-05-30T03:45:11.101Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,676609,"José Caballero","/api/v1/people/676609","R","Right",593334,"Domingo Germán","/api/v1/people/593334","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","New York Yankees","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.4,84.6,9,0.9,0.4078,6.2212,29.0136,-14.1067,-5.8624,9.8856,0.7448,1.4446,7.1913,-134.3156,-6.8638,-1.2052,50.0042,5.0358,-10.716,31.2,3.6,24,2467,226,NA,NA,NA,NA,NA,NA,FALSE,-15.5,16.6,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717969,"2023-05-30",1,"2023-05-30T03:40:05.688Z","2023-05-30T03:40:14.459Z",TRUE,"pitch","20e3f7b8-8389-4c86-b089-657a31558900",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.34,1.53,NA,124.73,189.36,"ground_ball","medium","5",108.42,171.86,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Grounded Into DP","grounded_into_double_play","Kyle Higashioka grounds into a double play, third baseman Eugenio Suarez to second baseman Jose Caballero to first baseman Ty France. Isiah Kiner-Falefa out at 2nd. Kyle Higashioka out at 1st.",0,9,4,61,"top",7,"2023-05-30T03:39:21.623Z","2023-05-30T03:40:14.459Z",TRUE,FALSE,FALSE,TRUE,24,1,0,3,543309,"Kyle Higashioka","/api/v1/people/543309","R","Right",672730,"Juan Then","/api/v1/people/672730","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Seattle Mariners","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.9,86.4,8,2,0.4005,6.453,28.407,-26.7383,-10.5823,2.8622,-0.2028,1.8303,9.9563,-136.4679,-4.2439,-2.5134,50.0008,5.2348,-20.0737,33.6,7.2,24,2161,234,91.9,-33,3,NA,NA,NA,TRUE,-26.5,4.6,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717969,"2023-05-30",0,"2023-05-30T03:39:47.519Z","2023-05-30T03:39:51.257Z",TRUE,"pitch","20d2fd1b-852b-4bae-a81d-177428d31677",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4064,1.6392,NA,82.18,181.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Grounded Into DP","grounded_into_double_play","Kyle Higashioka grounds into a double play, third baseman Eugenio Suarez to second baseman Jose Caballero to first baseman Ty France. Isiah Kiner-Falefa out at 2nd. Kyle Higashioka out at 1st.",0,9,4,61,"top",7,"2023-05-30T03:39:21.623Z","2023-05-30T03:40:14.459Z",TRUE,FALSE,FALSE,TRUE,24,1,0,3,543309,"Kyle Higashioka","/api/v1/people/543309","R","Right",672730,"Juan Then","/api/v1/people/672730","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Seattle Mariners","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95,86.9,14,2,0.3973,6.5757,29.8542,-24.8769,-10.3963,3.789,0.9134,2.1306,12.5287,-137.717,-3.8955,-2.3387,50.0033,5.2411,-20.0225,33.6,6,24,2221,240,NA,NA,NA,NA,NA,NA,FALSE,-24.2,6.2,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717969,"2023-05-30",1,"2023-05-30T03:39:03.955Z","2023-05-30T03:39:16.075Z",TRUE,"pitch","ade751df-e41c-4610-9f43-14bb53eaa76c",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,1,1,NA,NA,3.13,1.46,NA,92.42,169.7,"line_drive","medium","8",119.97,95.43,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Single","single","Isiah Kiner-Falefa singles on a line drive to center fielder Julio Rodriguez. Jake Bauers to 3rd.",0,9,4,60,"top",7,"2023-05-30T03:38:34.205Z","2023-05-30T03:39:16.075Z",TRUE,FALSE,FALSE,FALSE,33,0,1,1,643396,"Isiah Kiner-Falefa","/api/v1/people/643396","R","Right",672730,"Juan Then","/api/v1/people/672730","R","Right","vs_RHP","vs_RHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Seattle Mariners","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.7,80,6,0.9,0.4332,6.3617,24.1648,-26.5627,0.3319,3.458,0.6448,2.5586,7.4908,-126.1449,-2.0077,-2.3985,50.0014,5.4932,0.5364,3.6,7.2,24,2373,168,87.9,13,191,NA,NA,NA,FALSE,-30.1,6.1,-2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,643396,"Isiah Kiner-Falefa","/api/v1/people/643396",641343,"Jake Bauers","/api/v1/people/641343",NA,NA,NA,NA
717969,"2023-05-30",0,"2023-05-30T03:38:48.280Z","2023-05-30T03:38:52.054Z",TRUE,"pitch","6f9ff915-0600-48ba-bd72-4306b7564a73",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.1812,1.46,NA,124.6,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Single","single","Isiah Kiner-Falefa singles on a line drive to center fielder Julio Rodriguez. Jake Bauers to 3rd.",0,9,4,60,"top",7,"2023-05-30T03:38:34.205Z","2023-05-30T03:39:16.075Z",TRUE,FALSE,FALSE,FALSE,33,0,1,1,643396,"Isiah Kiner-Falefa","/api/v1/people/643396","R","Right",672730,"Juan Then","/api/v1/people/672730","R","Right","vs_RHP","vs_RHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Seattle Mariners","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.3,86.6,8,2,0.3992,6.4656,29.2289,-27.5653,-10.6523,2.4164,-0.1994,1.6957,10.112,-137.0035,-4.3653,-2.5476,50.0039,5.1855,-20.326,32.4,7.2,24,2073,242,NA,NA,NA,NA,NA,NA,FALSE,-27.1,3.6,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717969,"2023-05-30",0,"2023-05-30T03:38:06.771Z","2023-05-30T03:38:19.816Z",TRUE,"pitch","066bd9dd-4185-4393-a58e-97036c63c306",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,1,NA,NA,3.42,1.61,NA,105.43,176.62,"line_drive","medium","7",69.89,61.85,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Double","double","Jake Bauers doubles (3) on a line drive to left fielder Jarred Kelenic.",0,9,4,59,"top",7,"2023-05-30T03:37:46.923Z","2023-05-30T03:38:19.816Z",TRUE,FALSE,FALSE,FALSE,34,0,0,1,641343,"Jake Bauers","/api/v1/people/641343","L","Left",672730,"Juan Then","/api/v1/people/672730","R","Right","vs_RHP","vs_LHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Seattle Mariners","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,87.2,6,2,0.3954,6.4397,30.0461,-17.6343,-8.7999,7.4762,0.3036,2.3024,10.7778,-138.383,-4.5525,-2.4931,50.003,5.1453,-17.1166,38.4,4.8,24,2290,238,100.3,26,367,NA,NA,NA,FALSE,-17.4,12.7,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,641343,"Jake Bauers","/api/v1/people/641343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717969,"2023-05-30",1,"2023-05-30T03:37:31.418Z","2023-05-30T03:37:38.073Z",TRUE,"pitch","6dba02fc-b542-44fe-8380-a737f784d673",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,0,NA,NA,3.34,1.6,NA,128.33,180.1,"ground_ball","medium","3",159.62,172.37,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Groundout","field_out","Greg Allen grounds out, first baseman Ty France to pitcher Juan Then.",0,9,4,58,"top",7,"2023-05-30T03:36:41.823Z","2023-05-30T03:37:38.073Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,656185,"Greg Allen","/api/v1/people/656185","L","Left",672730,"Juan Then","/api/v1/people/672730","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Seattle Mariners","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.3,80.5,4,2,0.428,6.6156,27.476,-31.4297,-12.2406,0.4518,-0.2972,2.1733,9.5981,-128.1721,-1.2032,-2.5075,50.005,5.1121,-20.2878,30,8.4,24,1889,256,89.5,-21,7,NA,NA,NA,TRUE,-34.6,0.7,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
