"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
718180,"2023-05-14",2,"2023-05-14T19:54:04.033Z","2023-05-14T19:54:07.812Z",TRUE,"pitch","2f818b74-024c-4aca-9120-7ec5c89d8290",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,2.88,1.33,NA,99.82,148.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Pop Out","field_out","Jose Trevino pops out to second baseman Brandon Lowe.",0,8,4,59,"bottom",7,"2023-05-14T19:53:08.150Z","2023-05-14T19:54:36.474Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,624431,"Jose Trevino","/api/v1/people/624431","R","Right",621363,"Colin Poche","/api/v1/people/621363","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,84.7,12,0.9,0.4039,7.0668,33.22,-10.5735,-0.3125,11.6286,0.4508,3.3607,-2.105,-136.2416,-5.8609,1.2779,50.0048,6.2886,-0.5806,4.8,2.4,24,2162,178,NA,NA,NA,NA,NA,NA,FALSE,-11.6,19.8,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,665828,"Oswaldo Cabrera","/api/v1/people/665828",NA,NA,NA,NA,NA,NA
718180,"2023-05-14",1,"2023-05-14T19:53:43.494Z","2023-05-14T19:53:48.138Z",TRUE,"pitch","085d1b97-994c-4d56-a825-1da80c1b0c18",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,2.88,1.33,NA,112.46,173.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Pop Out","field_out","Jose Trevino pops out to second baseman Brandon Lowe.",0,8,4,59,"bottom",7,"2023-05-14T19:53:08.150Z","2023-05-14T19:54:36.474Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,624431,"Jose Trevino","/api/v1/people/624431","R","Right",621363,"Colin Poche","/api/v1/people/621363","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.5,85,2,0.89,0.404,7.0154,31.9181,-10.4025,-1.1177,11.718,0.1192,2.4107,-2.7789,-135.9634,-8.4017,1.3029,50.0065,6.2776,-2.0764,12,2.4,24,2190,184,NA,NA,NA,NA,NA,NA,FALSE,-12,19.4,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,665828,"Oswaldo Cabrera","/api/v1/people/665828",NA,NA,NA,NA,NA,NA
718180,"2023-05-14",0,"2023-05-14T19:53:28.941Z","2023-05-14T19:53:34.067Z",TRUE,"pitch","70fc2189-744a-4135-894b-e54b2b8ab43a",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,2.8909,1.3041,NA,164.42,188.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Pop Out","field_out","Jose Trevino pops out to second baseman Brandon Lowe.",0,8,4,59,"bottom",7,"2023-05-14T19:53:08.150Z","2023-05-14T19:54:36.474Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,624431,"Jose Trevino","/api/v1/people/624431","R","Right",621363,"Colin Poche","/api/v1/people/621363","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,84.2,13,0.88,0.4074,7.2669,33.6621,-8.824,-2.2074,12.8015,-1.2439,1.8515,-5.9272,-135.2306,-9.6845,1.2764,50.0014,6.1291,-4.0258,26.4,2.4,24,2309,180,NA,NA,NA,NA,NA,NA,FALSE,-11.2,20.9,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,665828,"Oswaldo Cabrera","/api/v1/people/665828",NA,NA,NA,NA,NA,NA
718180,"2023-05-14",5,"2023-05-14T19:53:02.988Z","2023-05-14T19:53:07.550Z",TRUE,"pitch","8e393c85-94f3-4a02-9228-303838d7e717",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,0,NA,NA,3.0755,1.4357,NA,136.73,187.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Strikeout","strikeout","Anthony Volpe called out on strikes.",0,8,4,58,"bottom",7,"2023-05-14T19:51:41.022Z","2023-05-14T19:53:07.550Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",621363,"Colin Poche","/api/v1/people/621363","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,84.5,7,0.89,0.4054,7.1639,34.3198,-7.8691,-2.5674,13.1941,-0.5176,1.9049,-3.7437,-135.9723,-9.925,1.2193,50.0059,6.1814,-4.7291,28.8,2.4,24,2325,182,NA,NA,NA,NA,NA,NA,TRUE,-10.2,21.6,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,665828,"Oswaldo Cabrera","/api/v1/people/665828",NA,NA,NA,NA,NA,NA
718180,"2023-05-14",4,"2023-05-14T19:52:44.555Z","2023-05-14T19:52:48.100Z",TRUE,"pitch","96889cd3-a8d2-42c2-9d09-6c8716b7bce1",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,0,NA,NA,3.08,1.49,NA,104.44,171.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Strikeout","strikeout","Anthony Volpe called out on strikes.",0,8,4,58,"bottom",7,"2023-05-14T19:51:41.022Z","2023-05-14T19:53:07.550Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",621363,"Colin Poche","/api/v1/people/621363","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.1,84.2,6,0.89,0.4069,7.1015,32.9147,-9.194,-2.0678,12.5539,0.3296,2.5003,-1.4461,-135.27,-8.319,1.1419,50.0002,6.2829,-3.7833,20.4,2.4,24,2272,182,NA,NA,NA,NA,NA,NA,FALSE,-11,20.9,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,665828,"Oswaldo Cabrera","/api/v1/people/665828",NA,NA,NA,NA,NA,NA
718180,"2023-05-14",3,"2023-05-14T19:52:26.891Z","2023-05-14T19:52:31.840Z",TRUE,"pitch","182f0caf-94a6-45e8-9940-720f6de7d574",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.1282,1.4621,NA,142.7,237.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Strikeout","strikeout","Anthony Volpe called out on strikes.",0,8,4,58,"bottom",7,"2023-05-14T19:51:41.022Z","2023-05-14T19:53:07.550Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",621363,"Colin Poche","/api/v1/people/621363","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.2,79,13,0.84,0.442,7.2531,23.8159,-24.6254,-0.0779,4.8464,-0.6742,0.0317,-4.4651,-123.731,-9.9576,1.161,50.0009,6.1589,-0.1202,2.4,7.2,24,2552,217,NA,NA,NA,NA,NA,NA,FALSE,-31,6.7,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,665828,"Oswaldo Cabrera","/api/v1/people/665828",NA,NA,NA,NA,NA,NA
718180,"2023-05-14",2,"2023-05-14T19:52:10.213Z","2023-05-14T19:52:14.960Z",TRUE,"pitch","05fe9f4f-b172-4f5a-9e88-75ac14eb4dc2",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.181,1.4357,NA,126.71,139.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Strikeout","strikeout","Anthony Volpe called out on strikes.",0,8,4,58,"bottom",7,"2023-05-14T19:51:41.022Z","2023-05-14T19:53:07.550Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",621363,"Colin Poche","/api/v1/people/621363","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.1,83.7,11,0.88,0.4099,7.0353,30.8453,-10.6109,-1.3256,11.9443,-0.2547,3.6589,-3.558,-133.9889,-5.0095,1.2664,50.0049,6.3211,-2.3935,15.6,2.4,24,2374,184,NA,NA,NA,NA,NA,NA,FALSE,-11.8,20.6,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,665828,"Oswaldo Cabrera","/api/v1/people/665828",NA,NA,NA,NA,NA,NA
718180,"2023-05-14",1,"2023-05-14T19:51:43.340Z","2023-05-14T19:51:47.371Z",TRUE,"pitch","3c4b67cf-6099-4a0e-89cd-67a6fac4c099",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.1018,1.3305,NA,143.88,166.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Strikeout","strikeout","Anthony Volpe called out on strikes.",0,8,4,58,"bottom",7,"2023-05-14T19:51:41.022Z","2023-05-14T19:53:07.550Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",621363,"Colin Poche","/api/v1/people/621363","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.4,75.9,1,0.94,0.4565,7.0202,23.3338,-29.5604,-3.111,1.7937,-0.7051,2.6708,-3.3934,-120.008,-2.5895,1.1317,50.0038,6.3983,-4.5349,9.6,8.4,24,2594,230,NA,NA,NA,NA,NA,NA,FALSE,-37.3,2.9,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,665828,"Oswaldo Cabrera","/api/v1/people/665828",NA,NA,NA,NA,NA,NA
718180,"2023-05-14",0,"2023-05-14T19:51:23.214Z","2023-05-14T19:51:43.340Z",FALSE,"action",NA,NA,"Pitching Change: Colin Poche replaces Zach Eflin.","Pitching Substitution",8,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,621363,"/api/v1/people/621363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"58","atBat","Strikeout","strikeout","Anthony Volpe called out on strikes.",0,8,4,58,"bottom",7,"2023-05-14T19:51:41.022Z","2023-05-14T19:53:07.550Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",621363,"Colin Poche","/api/v1/people/621363","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,665828,"Oswaldo Cabrera","/api/v1/people/665828",NA,NA,NA,NA,NA,NA
718180,"2023-05-14",6,"2023-05-14T19:47:24.956Z","2023-05-14T19:47:30.466Z",TRUE,"pitch","80f7e23e-ad1d-4133-aea6-4981bbf060ed",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,2,NA,NA,3.42,1.56,NA,90.65,187.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Strikeout","strikeout","Luke Raley strikes out swinging.",0,8,4,57,"top",7,"2023-05-14T19:44:53.273Z","2023-05-14T19:47:30.466Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,670042,"Luke Raley","/api/v1/people/670042","L","Left",656061,"Albert Abreu","/api/v1/people/656061","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89,82.2,9,0.9,0.4219,6.198,25.6205,-25.5567,0.8485,3.8685,0.6913,1.9075,5.5148,-129.5403,-4.5399,-1.5703,50.0005,5.6231,1.4488,4.8,6,24,2286,184,NA,NA,NA,NA,NA,NA,TRUE,-28.1,6.2,-2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,665828,"Oswaldo Cabrera","/api/v1/people/665828",NA,NA,NA,NA,NA,NA
718180,"2023-05-14",5,"2023-05-14T19:47:08.380Z","2023-05-14T19:47:12.186Z",TRUE,"pitch","cc0bd5e7-e49a-4525-9057-45f49bc696a3",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.3657,1.4884,NA,104.79,124.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Strikeout","strikeout","Luke Raley strikes out swinging.",0,8,4,57,"top",7,"2023-05-14T19:44:53.273Z","2023-05-14T19:47:30.466Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,670042,"Luke Raley","/api/v1/people/670042","L","Left",656061,"Albert Abreu","/api/v1/people/656061","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.5,89.2,12,2,0.3857,6.363,31.7353,-14.2965,-7.7283,8.7474,0.3203,4.2156,6.8102,-141.8951,-1.6511,-1.1039,50.0051,5.7136,-15.7995,44.4,3.6,24,2110,219,NA,NA,NA,NA,NA,NA,FALSE,-13,15.7,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,665828,"Oswaldo Cabrera","/api/v1/people/665828",NA,NA,NA,NA,NA,NA
718180,"2023-05-14",4,"2023-05-14T19:46:32.500Z","2023-05-14T19:46:42.529Z",TRUE,"pitch","11b511bb-c1cb-4ed5-8576-15b99f80cd24",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.42,1.56,NA,132.12,192.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Strikeout","strikeout","Luke Raley strikes out swinging.",0,8,4,57,"top",7,"2023-05-14T19:44:53.273Z","2023-05-14T19:47:30.466Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,670042,"Luke Raley","/api/v1/people/670042","L","Left",656061,"Albert Abreu","/api/v1/people/656061","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97,88.5,7,0.89,0.3891,6.8446,32.6995,-10.8854,-8.98,10.6152,-0.3966,1.7151,5.5269,-140.8952,-8.7207,-1.2191,50.0067,5.5584,-18.017,52.8,4.8,24,2178,226,NA,NA,NA,NA,NA,NA,FALSE,-11.6,17.5,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,665828,"Oswaldo Cabrera","/api/v1/people/665828",NA,NA,NA,NA,NA,NA
718180,"2023-05-14",3,"2023-05-14T19:46:15.758Z","2023-05-14T19:46:19.074Z",TRUE,"pitch","d8637a30-1f38-4339-b14a-84e906231526",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,1,2,NA,NA,3.42,1.56,NA,135.5,191.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Strikeout","strikeout","Luke Raley strikes out swinging.",0,8,4,57,"top",7,"2023-05-14T19:44:53.273Z","2023-05-14T19:47:30.466Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,670042,"Luke Raley","/api/v1/people/670042","L","Left",656061,"Albert Abreu","/api/v1/people/656061","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.7,81.4,7,0.9,0.4242,6.7795,26.4587,-21.217,-9.2603,6.4876,-0.4854,1.7329,5.2497,-129.0338,-5.2765,-1.3415,50.0039,5.4357,-15.6403,33.6,6,24,2091,243,NA,NA,NA,NA,NA,NA,FALSE,-24,10.8,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,665828,"Oswaldo Cabrera","/api/v1/people/665828",NA,NA,NA,NA,NA,NA
718180,"2023-05-14",2,"2023-05-14T19:45:54.218Z","2023-05-14T19:45:58.295Z",TRUE,"pitch","939b380a-aff0-4d69-85e9-1650347082c7",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.3657,1.5937,NA,99.32,210.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Strikeout","strikeout","Luke Raley strikes out swinging.",0,8,4,57,"top",7,"2023-05-14T19:44:53.273Z","2023-05-14T19:47:30.466Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,670042,"Luke Raley","/api/v1/people/670042","L","Left",656061,"Albert Abreu","/api/v1/people/656061","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.6,83.7,14,0.86,0.4147,6.5226,25.5799,-18.6872,-8.962,7.6165,0.4639,1.0486,7.5695,-131.6276,-7.5682,-1.2722,50.0005,5.3234,-15.8657,36,6,24,1960,241,NA,NA,NA,NA,NA,NA,FALSE,-20.8,12.5,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,665828,"Oswaldo Cabrera","/api/v1/people/665828",NA,NA,NA,NA,NA,NA
718180,"2023-05-14",0,"2023-05-14T19:45:27.157Z","2023-05-14T19:45:34.639Z",TRUE,"pitch","eba5f187-0766-4168-b4af-d35f0f3f5dc1",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4446,1.699,NA,106.35,198.87,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"57","atBat","Strikeout","strikeout","Luke Raley strikes out swinging.",0,8,4,57,"top",7,"2023-05-14T19:44:53.273Z","2023-05-14T19:47:30.466Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,670042,"Luke Raley","/api/v1/people/670042","L","Left",656061,"Albert Abreu","/api/v1/people/656061","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.4,82.4,14,0.9,0.4204,6.6957,25.7264,-21.0678,-9.6573,6.447,0.2795,1.4783,7.2242,-130.0023,-6.0885,-1.2725,50.0009,5.436,-16.6275,34.8,6,24,1989,246,NA,NA,NA,NA,NA,NA,FALSE,-23.5,10.6,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,665828,"Oswaldo Cabrera","/api/v1/people/665828",NA,NA,NA,NA,NA,NA
718180,"2023-05-14",1,"2023-05-14T19:45:37.416Z","2023-05-14T19:45:54.218Z",FALSE,"action",NA,NA,"Taylor Walls steals (7) 2nd base.","Stolen Base 2B",8,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,0,2,670764,"/api/v1/people/670764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eba5f187-0766-4168-b4af-d35f0f3f5dc1","stolen_base_2b",NA,NA,NA,NA,NA,NA,"57","atBat","Strikeout","strikeout","Luke Raley strikes out swinging.",0,8,4,57,"top",7,"2023-05-14T19:44:53.273Z","2023-05-14T19:47:30.466Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,670042,"Luke Raley","/api/v1/people/670042","L","Left",656061,"Albert Abreu","/api/v1/people/656061","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,TRUE,665828,"Oswaldo Cabrera","/api/v1/people/665828",NA,NA,NA,NA,NA,NA
