"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","isBaseRunningPlay","details.disengagementNum","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId"
717585,"2023-06-28",9,"2023-06-29T01:58:05.200Z","2023-06-29T01:58:13.300Z",TRUE,"pitch","c4f6dd3e-c659-479b-8e9e-f4105979037d",9,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.43,1.6,NA,118.9,168.4,"ground_ball","medium","5",95.7,167.83,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Ha-Seong Kim grounds out, third baseman Jared Triolo to first baseman Carlos Santana.",0,1,7,74,"top",9,"2023-06-29T01:55:21.893Z","2023-06-29T01:58:13.300Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,673490,"Ha-Seong Kim","/api/v1/people/673490","R","Right",675989,"Cody Bolton","/api/v1/people/675989","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,88,5,2,0.3921,6.8574,30.0652,-17.7556,-4.9857,7.2859,-0.0498,2.6068,6.7924,-139.4614,-4.0563,-1.8641,50.0001,5.2442,-9.8632,24,3.6,24,2325,207,90.3,-36,5,NA,NA,NA,TRUE,-17,12.6,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717585,"2023-06-28",8,"2023-06-29T01:57:39.755Z","2023-06-29T01:57:44.367Z",TRUE,"pitch","a7aab35b-3614-46e0-92f2-ddac646e46c6",8,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.43,1.6,NA,108.32,174.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Ha-Seong Kim grounds out, third baseman Jared Triolo to first baseman Carlos Santana.",0,1,7,74,"top",9,"2023-06-29T01:55:21.893Z","2023-06-29T01:58:13.300Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,673490,"Ha-Seong Kim","/api/v1/people/673490","R","Right",675989,"Cody Bolton","/api/v1/people/675989","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,88.2,5,2,0.391,6.7656,30.6164,-17.7756,-4.0815,7.2414,0.2277,2.3633,6.8813,-139.9222,-5.0631,-1.7297,50.0069,5.3555,-8.1209,19.2,3.6,24,2229,207,NA,NA,NA,NA,NA,NA,FALSE,-17.3,12.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717585,"2023-06-28",7,"2023-06-29T01:57:07.172Z","2023-06-29T01:57:11.574Z",TRUE,"pitch","5b651b92-01fb-4a4e-97ee-4e2058526190",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.43,1.6,NA,113.55,151.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Ha-Seong Kim grounds out, third baseman Jared Triolo to first baseman Carlos Santana.",0,1,7,74,"top",9,"2023-06-29T01:55:21.893Z","2023-06-29T01:58:13.300Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,673490,"Ha-Seong Kim","/api/v1/people/673490","R","Right",675989,"Cody Bolton","/api/v1/people/675989","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Pittsburgh Pirates",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.1,77.1,2,2,0.4475,6.8446,24.7359,-31.2855,6.9746,0.5854,0.0904,3.23,2.7229,-122.5217,1.0143,-1.9422,50.0034,5.4891,10.5774,19.2,8.4,24,2674,71,NA,NA,NA,NA,NA,NA,FALSE,-37.1,1.6,-13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717585,"2023-06-28",6,"2023-06-29T01:56:45.949Z","2023-06-29T01:56:50.205Z",TRUE,"pitch","92d7f6ac-98d5-4f88-88b7-c0714837fce8",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.43,1.6,NA,87.2,157.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Ha-Seong Kim grounds out, third baseman Jared Triolo to first baseman Carlos Santana.",0,1,7,74,"top",9,"2023-06-29T01:55:21.893Z","2023-06-29T01:58:13.300Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,673490,"Ha-Seong Kim","/api/v1/people/673490","R","Right",675989,"Cody Bolton","/api/v1/people/675989","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,87.1,3,2,0.3938,6.8158,33.3347,-17.4152,-3.4921,7.5471,0.7818,3.0107,8.6074,-139.4431,-2.951,-1.9007,50.0062,5.2413,-6.8332,14.4,3.6,24,2346,215,NA,NA,NA,NA,NA,NA,FALSE,-16.8,13.2,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717585,"2023-06-28",5,"2023-06-29T01:56:27.003Z","2023-06-29T01:56:30.809Z",TRUE,"pitch","55ed172c-dc43-4cba-b84d-c9894a691bdc",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.43,1.6,NA,117.15,154.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Ha-Seong Kim grounds out, third baseman Jared Triolo to first baseman Carlos Santana.",0,1,7,74,"top",9,"2023-06-29T01:55:21.893Z","2023-06-29T01:58:13.300Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,673490,"Ha-Seong Kim","/api/v1/people/673490","R","Right",675989,"Cody Bolton","/api/v1/people/675989","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Pittsburgh Pirates",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.2,75.9,2,2,0.454,6.8155,25.7148,-33.4382,8.0048,-0.8611,-0.0039,3.1052,2.6095,-121.0835,1.4048,-2.1381,50.0015,5.464,11.7728,20.4,9.6,24,2687,61,NA,NA,NA,NA,NA,NA,FALSE,-40.7,-0.8,-15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717585,"2023-06-28",4,"2023-06-29T01:56:08.769Z","2023-06-29T01:56:12.683Z",TRUE,"pitch","28532720-7f14-407d-962d-8eb9973268b2",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.43,1.6,NA,119.52,170.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Ha-Seong Kim grounds out, third baseman Jared Triolo to first baseman Carlos Santana.",0,1,7,74,"top",9,"2023-06-29T01:55:21.893Z","2023-06-29T01:58:13.300Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,673490,"Ha-Seong Kim","/api/v1/people/673490","R","Right",675989,"Cody Bolton","/api/v1/people/675989","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.1,88.3,5,2,0.3887,6.6185,33.5717,-12.9176,-5.887,9.585,-0.0662,2.5407,7.323,-141.1865,-5.2796,-1.9345,50.0052,5.2734,-11.8306,36,3.6,24,2531,217,NA,NA,NA,NA,NA,NA,FALSE,-12.8,16.3,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717585,"2023-06-28",3,"2023-06-29T01:55:55.547Z","2023-06-29T01:56:00.389Z",TRUE,"pitch","8c374317-1a21-4a83-bc78-f6d1755d9157",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,2,NA,NA,3.2821,1.5394,NA,115.6,196.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Ha-Seong Kim grounds out, third baseman Jared Triolo to first baseman Carlos Santana.",0,1,7,74,"top",9,"2023-06-29T01:55:21.893Z","2023-06-29T01:58:13.300Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,673490,"Ha-Seong Kim","/api/v1/people/673490","R","Right",675989,"Cody Bolton","/api/v1/people/675989","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97,88.3,8,2,0.3895,6.7108,33.3124,-12.584,-6.0911,9.7933,0.0366,1.5615,7.8799,-140.8631,-7.7221,-2.0115,50.0068,5.1603,-12.1899,36,3.6,24,2537,218,NA,NA,NA,NA,NA,NA,FALSE,-13.1,16.2,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717585,"2023-06-28",2,"2023-06-29T01:55:38.081Z","2023-06-29T01:55:43.689Z",TRUE,"pitch","dcc70db8-37c2-4d68-9671-39a228b04129",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.2937,1.4365,NA,71.34,212.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Ha-Seong Kim grounds out, third baseman Jared Triolo to first baseman Carlos Santana.",0,1,7,74,"top",9,"2023-06-29T01:55:21.893Z","2023-06-29T01:58:13.300Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,673490,"Ha-Seong Kim","/api/v1/people/673490","R","Right",675989,"Cody Bolton","/api/v1/people/675989","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,87.7,14,2,0.3932,6.7849,32.513,-13.4542,-6.3801,9.5364,1.1979,0.9702,10.6053,-139.4971,-9.0901,-1.831,50.0037,5.1661,-12.5261,33.6,3.6,24,2386,216,NA,NA,NA,NA,NA,NA,FALSE,-14.5,15.4,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717585,"2023-06-28",1,"2023-06-29T01:55:24.123Z","2023-06-29T01:55:34.849Z",TRUE,"pitch","6f2a21c4-2f1e-49bf-a899-13f85f444bea",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.1908,1.4107,NA,96.02,216.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Ha-Seong Kim grounds out, third baseman Jared Triolo to first baseman Carlos Santana.",0,1,7,74,"top",9,"2023-06-29T01:55:21.893Z","2023-06-29T01:58:13.300Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,673490,"Ha-Seong Kim","/api/v1/people/673490","R","Right",675989,"Cody Bolton","/api/v1/people/675989","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Pittsburgh Pirates",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",92.5,85,14,2,0.4074,6.6331,28.374,-23.5689,-8.6641,4.7006,0.5505,0.815,9.5074,-134.2982,-7.1617,-1.9055,50.0054,5.1863,-15.8705,28.8,6,24,2044,238,NA,NA,NA,NA,NA,NA,FALSE,-25,7.2,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717585,"2023-06-28",0,"2023-06-29T01:54:22.003Z","2023-06-29T01:55:24.123Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Ha-Seong Kim grounds out, third baseman Jared Triolo to first baseman Carlos Santana.",0,1,7,74,"top",9,"2023-06-29T01:55:21.893Z","2023-06-29T01:58:13.300Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,673490,"Ha-Seong Kim","/api/v1/people/673490","R","Right",675989,"Cody Bolton","/api/v1/people/675989","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
