"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","isBaseRunningPlay","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718748,"2023-04-02",6,"2023-04-02T20:19:52.593Z","2023-04-02T20:20:04.269Z",TRUE,"pitch","aa580680-c559-4d87-9b92-760e42291f37",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,2,NA,NA,3.43,1.64,NA,124.54,152.53,"fly_ball","medium","7",104.03,93.87,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Adley Rutschman flies out to left fielder Rob Refsnyder.",0,5,9,80,"top",9,"2023-04-02T20:17:14.485Z","2023-04-02T20:20:04.269Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",672391,"Kaleb Ort","/api/v1/people/672391","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.6,88.7,2,0.92,0.3866,6.61,33.4349,-10.8894,-7.6043,10.4788,-0.1978,3.1944,8.649,-141.8578,-3.6986,-2.303,50.0065,5.2131,-15.4519,49.2,3.6,24,2286,212,93.9,49,270,NA,NA,NA,TRUE,-10.6,18.4,12,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718748,"2023-04-02",5,"2023-04-02T20:19:25.870Z","2023-04-02T20:19:29.060Z",TRUE,"pitch","96b75e45-607c-4d21-9e78-cfd839bd8ec5",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.43,1.64,NA,160.95,150.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Adley Rutschman flies out to left fielder Rob Refsnyder.",0,5,9,80,"top",9,"2023-04-02T20:17:14.485Z","2023-04-02T20:20:04.269Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",672391,"Kaleb Ort","/api/v1/people/672391","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97,88.8,11,0.91,0.3875,6.5539,31.2739,-11.6676,-7.7418,10.1271,-1.153,3.2819,6.6654,-141.1923,-3.2655,-2.5351,50.0035,5.2012,-15.6771,49.2,3.6,24,2169,219,NA,NA,NA,NA,NA,NA,FALSE,-11.2,17.9,12.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718748,"2023-04-02",4,"2023-04-02T20:18:54.265Z","2023-04-02T20:18:58.433Z",TRUE,"pitch","da0e7242-d4a4-4df1-b664-c55cee86819e",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.43,1.64,NA,126.6,160.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Adley Rutschman flies out to left fielder Rob Refsnyder.",0,5,9,80,"top",9,"2023-04-02T20:17:14.485Z","2023-04-02T20:20:04.269Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",672391,"Kaleb Ort","/api/v1/people/672391","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,87.4,2,0.9,0.3936,6.3301,30.6346,-11.1034,-5.7831,10.7387,-0.2519,2.8893,7.7819,-139.0572,-4.1614,-2.3328,50.0038,5.1396,-11.3489,38.4,3.6,24,2398,204,NA,NA,NA,NA,NA,NA,FALSE,-11.2,18.7,8.9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718748,"2023-04-02",3,"2023-04-02T20:18:35.587Z","2023-04-02T20:18:40.152Z",TRUE,"pitch","6a01cf6f-fd49-4cb7-bb9a-642fdcf68bc1",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,2,NA,NA,3.365,1.6381,NA,98.8,163.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Adley Rutschman flies out to left fielder Rob Refsnyder.",0,5,9,80,"top",9,"2023-04-02T20:17:14.485Z","2023-04-02T20:20:04.269Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",672391,"Kaleb Ort","/api/v1/people/672391","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,87.8,6,0.89,0.3927,6.5117,29.8278,-11.3358,-6.2216,10.5659,0.4774,2.7799,10.1555,-139.2147,-4.4123,-2.4014,50.0061,5.1296,-12.2753,39.6,3.6,24,2337,210,NA,NA,NA,NA,NA,NA,FALSE,-11.4,18.5,9.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718748,"2023-04-02",2,"2023-04-02T20:18:17.507Z","2023-04-02T20:18:22.631Z",TRUE,"pitch","9d3b42c5-57b1-463a-ba60-275b5915da04",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,2,NA,NA,3.3338,1.6381,NA,154.3,155.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Adley Rutschman flies out to left fielder Rob Refsnyder.",0,5,9,80,"top",9,"2023-04-02T20:17:14.485Z","2023-04-02T20:20:04.269Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",672391,"Kaleb Ort","/api/v1/people/672391","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,87.5,11,0.88,0.3931,6.537,30.6217,-14.0532,-7.3142,9.213,-0.9785,3.0743,6.8157,-139.2043,-3.2933,-2.5058,50.0002,5.2003,-14.3833,40.8,3.6,24,2422,213,NA,NA,NA,NA,NA,NA,FALSE,-13.7,16.2,11.9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718748,"2023-04-02",1,"2023-04-02T20:17:58.138Z","2023-04-02T20:18:02.125Z",TRUE,"pitch","c8432718-82a9-4bd8-b7e0-179aa75eda30",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.4586,1.6381,NA,117.74,217.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Adley Rutschman flies out to left fielder Rob Refsnyder.",0,5,9,80,"top",9,"2023-04-02T20:17:14.485Z","2023-04-02T20:20:04.269Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",672391,"Kaleb Ort","/api/v1/people/672391","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,88.5,13,0.88,0.3921,6.5908,27.4757,-9.6802,-5.7453,11.3503,-0.0195,0.7927,8.815,-139.0221,-9.8012,-2.4667,50.0059,4.9813,-11.3901,39.6,3.6,24,2451,212,NA,NA,NA,NA,NA,NA,FALSE,-10.8,19,8.9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718748,"2023-04-02",0,"2023-04-02T20:17:38.287Z","2023-04-02T20:17:42.982Z",TRUE,"pitch","ff603e97-df80-4311-a8e7-08cf241a3441",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4899,1.6381,NA,160.3,154.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Adley Rutschman flies out to left fielder Rob Refsnyder.",0,5,9,80,"top",9,"2023-04-02T20:17:14.485Z","2023-04-02T20:20:04.269Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",672391,"Kaleb Ort","/api/v1/people/672391","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,86.9,11,0.87,0.3965,6.2128,29.4591,-14.1818,-5.5845,9.2999,-1.136,3.1356,5.9418,-137.921,-3.1625,-2.5884,50.0034,5.2482,-10.8051,32.4,3.6,24,2321,201,NA,NA,NA,NA,NA,NA,FALSE,-13.9,16.4,8.9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718748,"2023-04-02",5,"2023-04-02T20:16:54.684Z","2023-04-02T20:17:08.338Z",TRUE,"pitch","0b291a77-4398-478b-940f-3ce0d5c88b7a",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.35,1.56,NA,146.77,156.33,"fly_ball","medium","7",85.52,97.3,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Flyout","field_out","Cedric Mullins flies out to left fielder Rob Refsnyder.",0,5,9,79,"top",9,"2023-04-02T20:15:11.461Z","2023-04-02T20:17:08.338Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,656775,"Cedric Mullins","/api/v1/people/656775","L","Left",672391,"Kaleb Ort","/api/v1/people/672391","R","Right","vs_RHP","vs_LHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,87.8,1,0.91,0.3911,6.4263,31.9648,-11.2682,-6.5655,10.5297,-0.7811,3.0537,6.8723,-140.0859,-3.701,-2.4143,50.0006,5.1298,-13.0333,43.2,3.6,24,2413,214,93.6,45,274,NA,NA,NA,TRUE,-11,18.5,10.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,624428,"Adam Frazier","/api/v1/people/624428",NA,NA,NA
718748,"2023-04-02",4,"2023-04-02T20:16:33.488Z","2023-04-02T20:16:37.666Z",TRUE,"pitch","d0d1d105-0cfb-4b07-897e-bc388f60dbc6",5,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",3,2,1,NA,NA,3.3786,1.5581,NA,105.37,229.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Flyout","field_out","Cedric Mullins flies out to left fielder Rob Refsnyder.",0,5,9,79,"top",9,"2023-04-02T20:15:11.461Z","2023-04-02T20:17:08.338Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,656775,"Cedric Mullins","/api/v1/people/656775","L","Left",672391,"Kaleb Ort","/api/v1/people/672391","R","Right","vs_RHP","vs_LHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",91.3,83.4,14,0.91,0.4146,6.305,29.0081,-25.0783,-11.7402,4.0217,0.3052,0.3441,11.3511,-132.2582,-6.8701,-2.5233,50.0065,4.8227,-20.74,34.8,7.2,24,2111,241,NA,NA,NA,NA,NA,NA,FALSE,-27.4,5.9,18.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718748,"2023-04-02",3,"2023-04-02T20:16:15.279Z","2023-04-02T20:16:21.639Z",TRUE,"pitch","8f277b1f-526a-4de6-a723-705c0ff92fc6",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.2852,1.5581,NA,153.94,197.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Flyout","field_out","Cedric Mullins flies out to left fielder Rob Refsnyder.",0,5,9,79,"top",9,"2023-04-02T20:15:11.461Z","2023-04-02T20:17:08.338Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,656775,"Cedric Mullins","/api/v1/people/656775","L","Left",672391,"Kaleb Ort","/api/v1/people/672391","R","Right","vs_RHP","vs_LHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,87.5,13,0.9,0.3921,6.6922,33.5989,-9.2427,-8.7867,11.6201,-0.9692,1.5382,7.4368,-140.0495,-7.9664,-2.5262,50.002,5.0356,-17.3375,54,3.6,24,2287,203,NA,NA,NA,NA,NA,NA,FALSE,-10.3,19.4,14.3,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
