"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716535,"2023-09-18",2,"2023-09-19T01:13:37.484Z","2023-09-19T01:13:42.203Z",TRUE,"pitch","43b172c0-294b-4618-85e2-dabd706324d3",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.31,1.55,NA,107.14,140.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Jake Burger strikes out swinging.",0,2,1,68,"bottom",9,"2023-09-19T01:12:44.823Z","2023-09-19T01:13:42.203Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,669394,"Jake Burger","/api/v1/people/669394","R","Right",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","New York Mets","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.9,85.1,12,0.83,0.4028,7.1003,31.7933,-15.5157,-6.9808,8.9093,0.2587,3.6583,9.8502,-136.3263,-1.7589,-2.5053,50.003,5.3904,-13.054,33.6,3.6,24,2521,221,NA,NA,NA,NA,NA,NA,TRUE,-15.4,16,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716535,"2023-09-18",1,"2023-09-19T01:13:13.389Z","2023-09-19T01:13:19.017Z",TRUE,"pitch","d8dc6332-bc62-4b76-9b63-613eeb87ccf5",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.31,1.55,NA,66.4,215.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Jake Burger strikes out swinging.",0,2,1,68,"bottom",9,"2023-09-19T01:12:44.823Z","2023-09-19T01:13:42.203Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,669394,"Jake Burger","/api/v1/people/669394","R","Right",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","New York Mets","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.1,81.1,14,0.91,0.4286,7.2567,25.6659,-29.8106,-6.938,1.4303,1.3276,0.8556,12.2145,-127.672,-4.8942,-2.6119,50.0038,5.1366,-11.4829,16.8,8.4,24,1562,243,NA,NA,NA,NA,NA,NA,FALSE,-33.8,1.7,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716535,"2023-09-18",0,"2023-09-19T01:12:55.851Z","2023-09-19T01:12:59.762Z",TRUE,"pitch","d434ad67-9ad6-4927-9d19-e6fbb82f8aba",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.1058,1.4112,NA,97.45,160.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Jake Burger strikes out swinging.",0,2,1,68,"bottom",9,"2023-09-19T01:12:44.823Z","2023-09-19T01:13:42.203Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,669394,"Jake Burger","/api/v1/people/669394","R","Right",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","New York Mets","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",79.6,72.5,3,0.91,0.4756,6.9395,24.1542,-29.4548,9.7802,2.0342,0.513,2.892,4.9529,-115.735,1.0526,-2.9345,50.0051,5.2799,13.101,25.2,9.6,24,2619,69,NA,NA,NA,NA,NA,NA,FALSE,-39.4,4.3,-19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716535,"2023-09-18",5,"2023-09-19T01:12:25.253Z","2023-09-19T01:12:30.688Z",TRUE,"pitch","d1f41e44-1008-479d-b6c1-0a80150d73a8",6,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,3,1,NA,NA,3.4396,1.6712,NA,152.92,169.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Jazz Chisholm Jr. called out on strikes.",0,2,1,67,"bottom",9,"2023-09-19T01:10:15.705Z","2023-09-19T01:12:30.688Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","New York Mets","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.8,83.7,13,0.91,0.4108,7.011,29.5012,-18.046,-5.4802,7.8522,-0.9423,2.5532,6.7674,-133.4722,-3.2723,-2.802,50.0023,5.0992,-9.8597,24,4.8,24,2486,228,NA,NA,NA,NA,NA,NA,TRUE,-18.8,13.7,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716535,"2023-09-18",4,"2023-09-19T01:12:02.657Z","2023-09-19T01:12:06.282Z",TRUE,"pitch","4b3d6198-a52d-4fd3-81e4-72e9083a750c",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,2,1,NA,NA,3.52,1.67,NA,114.16,176.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Jazz Chisholm Jr. called out on strikes.",0,2,1,67,"bottom",9,"2023-09-19T01:10:15.705Z","2023-09-19T01:12:30.688Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","New York Mets","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",86.8,80.1,5,0.9,0.4328,6.9449,24.5383,-27.4384,2.7925,2.9171,0.0746,2.3222,6.1241,-126.3192,-1.5585,-2.7393,50.0038,5.1428,4.5346,12,7.2,24,2625,168,NA,NA,NA,NA,NA,NA,FALSE,-31,5.2,-6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716535,"2023-09-18",3,"2023-09-19T01:11:40.945Z","2023-09-19T01:11:44.679Z",TRUE,"pitch","256d4c6a-7651-4211-9853-2843089c0ba2",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.4676,1.5608,NA,102.22,207.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Jazz Chisholm Jr. called out on strikes.",0,2,1,67,"bottom",9,"2023-09-19T01:10:15.705Z","2023-09-19T01:12:30.688Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","New York Mets","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.9,80.6,14,0.9,0.4296,7.1042,26.0394,-27.9731,-10.7164,2.5505,0.3879,1.143,11.1842,-127.4591,-4.2975,-2.6633,50.0023,5.0581,-17.6437,28.8,8.4,24,1621,244,NA,NA,NA,NA,NA,NA,FALSE,-31.8,3.8,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716535,"2023-09-18",2,"2023-09-19T01:11:20.605Z","2023-09-19T01:11:24.361Z",TRUE,"pitch","c504f59b-0e7d-418a-9592-a6a36e1b17a5",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.5179,1.6784,NA,76.68,200.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Jazz Chisholm Jr. called out on strikes.",0,2,1,67,"bottom",9,"2023-09-19T01:10:15.705Z","2023-09-19T01:12:30.688Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","New York Mets","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",79.1,72.2,14,0.92,0.4794,7.0934,24.6584,-31.8404,9.9657,0.254,1.0577,1.4016,5.591,-114.9842,-1.6576,-2.7137,50.0024,5.2701,13.1201,24,10.8,24,2617,62,NA,NA,NA,NA,NA,NA,FALSE,-44,0.4,-19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716535,"2023-09-18",1,"2023-09-19T01:10:58.665Z","2023-09-19T01:11:02.145Z",TRUE,"pitch","5b74a3f3-6480-417e-9484-c9db9a6e1a4c",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.4523,1.6302,NA,128.6,207.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Jazz Chisholm Jr. called out on strikes.",0,2,1,67,"bottom",9,"2023-09-19T01:10:15.705Z","2023-09-19T01:12:30.688Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","New York Mets","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.2,81.1,13,0.9,0.4272,7.1071,25.7642,-28.6013,-10.1685,2.1457,-0.3043,1.1667,9.2883,-128.064,-4.2297,-2.6523,50.0035,5.07,-16.9374,27.6,8.4,24,1591,244,NA,NA,NA,NA,NA,NA,FALSE,-32,3.1,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716535,"2023-09-18",0,"2023-09-19T01:10:39.946Z","2023-09-19T01:10:43.745Z",TRUE,"pitch","fbe6ca50-b2d3-4c59-8be3-7673c1b943b1",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.3545,1.5456,NA,144.89,176.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Jazz Chisholm Jr. called out on strikes.",0,2,1,67,"bottom",9,"2023-09-19T01:10:15.705Z","2023-09-19T01:12:30.688Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","New York Mets","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.3,80.4,4,0.91,0.4307,6.9558,24.9197,-31.6991,-8.3237,0.2869,-0.7317,2.2994,7.85,-126.9684,-0.915,-2.7755,50.0009,5.177,-13.6492,20.4,8.4,24,1642,242,NA,NA,NA,NA,NA,NA,FALSE,-35.3,0.6,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716535,"2023-09-18",5,"2023-09-19T01:10:03.469Z","2023-09-19T01:10:10.660Z",TRUE,"pitch","45e33c51-4432-4825-b935-a91f85f5172c",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,0,NA,NA,3.74,1.8,NA,138.89,191.46,"ground_ball","medium","4",148.73,159.04,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Josh Bell grounds out, second baseman Jeff McNeil to first baseman Pete Alonso.",0,2,1,66,"bottom",9,"2023-09-19T01:09:18.806Z","2023-09-19T01:10:10.660Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,605137,"Josh Bell","/api/v1/people/605137","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","New York Mets",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.1,80.7,7,0.9,0.4305,6.9682,23.7139,-30.8562,-5.7768,0.7998,-0.5743,1.7524,7.3933,-126.7816,-2.363,-2.7655,50.0018,5.1373,-9.49,14.4,8.4,24,1584,243,107.7,-12,8,NA,NA,NA,TRUE,-34.6,1.2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
