"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
717221,"2023-07-29",4,"2023-07-30T01:52:49.839Z","2023-07-30T01:53:17.953Z",TRUE,"pitch","f2d79548-1a4c-4a12-9819-4722ab0fb60d",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,0,0,NA,NA,3.54,1.66,NA,128.74,154.05,"fly_ball","medium","7",11.05,91.09,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Home Run","home_run","J.D. Davis homers (14) on a fly ball to left field.",1,2,3,69,"bottom",9,"2023-07-30T01:52:47.503Z","2023-07-30T01:53:17.953Z",TRUE,TRUE,FALSE,FALSE,65,0,0,0,605204,"J.D. Davis","/api/v1/people/605204","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.1,84.1,1,0.88,0.4093,6.715,29.5135,-11.5899,-2.1402,11.355,-0.308,3.138,6.7436,-133.9314,-5.6269,-2.5828,50.0018,6.0985,-3.8801,10.8,2.4,24,2566,200,103.1,37,387,NA,NA,NA,FALSE,-12.8,19.4,2.4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717221,"2023-07-29",0,"2023-07-30T01:52:17.310Z","2023-07-30T01:52:17.363Z",FALSE,"action",NA,NA,"Defensive Substitution: Pablo Reyes replaces left fielder Jarren Duran, batting 1st, playing shortstop.","Defensive Sub",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,622569,"/api/v1/people/622569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_substitution",NA,"6","Shortstop","Infielder","SS","101","69","atBat","Home Run","home_run","J.D. Davis homers (14) on a fly ball to left field.",1,2,3,69,"bottom",9,"2023-07-30T01:52:47.503Z","2023-07-30T01:53:17.953Z",TRUE,TRUE,FALSE,FALSE,65,0,0,0,605204,"J.D. Davis","/api/v1/people/605204","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,680776,"/api/v1/people/680776",NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717221,"2023-07-29",1,"2023-07-30T01:52:17.363Z","2023-07-30T01:52:17.365Z",FALSE,"action",NA,NA,"Rob Refsnyder remains in the game as the designated hitter.","Defensive Switch",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,608701,"/api/v1/people/608701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"10","Designated Hitter","Hitter","DH","201","69","atBat","Home Run","home_run","J.D. Davis homers (14) on a fly ball to left field.",1,2,3,69,"bottom",9,"2023-07-30T01:52:47.503Z","2023-07-30T01:53:17.953Z",TRUE,TRUE,FALSE,FALSE,65,0,0,0,605204,"J.D. Davis","/api/v1/people/605204","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,457759,"/api/v1/people/457759",NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717221,"2023-07-29",2,"2023-07-30T01:52:17.365Z","2023-07-30T01:52:37.661Z",FALSE,"action",NA,NA,"Masataka Yoshida remains in the game as the left fielder.","Defensive Switch",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,807799,"/api/v1/people/807799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"7","Outfielder","Outfielder","LF","901","69","atBat","Home Run","home_run","J.D. Davis homers (14) on a fly ball to left field.",1,2,3,69,"bottom",9,"2023-07-30T01:52:47.503Z","2023-07-30T01:53:17.953Z",TRUE,TRUE,FALSE,FALSE,65,0,0,0,605204,"J.D. Davis","/api/v1/people/605204","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,644374,"/api/v1/people/644374",NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717221,"2023-07-29",3,"2023-07-30T01:52:37.661Z","2023-07-30T01:52:49.839Z",FALSE,"action",NA,NA,"Pitching Change: Kenley Jansen replaces Mauricio Llovera.","Pitching Substitution",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,445276,"/api/v1/people/445276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"69","atBat","Home Run","home_run","J.D. Davis homers (14) on a fly ball to left field.",1,2,3,69,"bottom",9,"2023-07-30T01:52:47.503Z","2023-07-30T01:53:17.953Z",TRUE,TRUE,FALSE,FALSE,65,0,0,0,605204,"J.D. Davis","/api/v1/people/605204","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717221,"2023-07-29",5,"2023-07-30T01:49:46.795Z","2023-07-30T01:49:51.358Z",TRUE,"pitch","61f7de25-d2aa-4345-b606-db4edd1b2cb4",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.72,1.71,NA,115.16,185.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Triston Casas strikes out swinging.",0,2,2,68,"top",9,"2023-07-30T01:47:47.479Z","2023-07-30T01:49:51.358Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,671213,"Triston Casas","/api/v1/people/671213","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.4,92.2,8,0.9,0.3762,6.6911,28.9021,-15.7904,-4.8151,7.6048,0.0483,1.9847,6.3729,-144.7326,-6.7454,-1.5408,50.0043,5.2856,-10.3746,27.6,3.6,24,2420,228,NA,NA,NA,NA,NA,NA,TRUE,-14.5,12.8,7.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717221,"2023-07-29",4,"2023-07-30T01:49:29.016Z","2023-07-30T01:49:33.615Z",TRUE,"pitch","5c153ef4-bbab-4668-af93-82fb04767083",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.8794,1.7704,NA,93.16,209.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Triston Casas strikes out swinging.",0,2,2,68,"top",9,"2023-07-30T01:47:47.479Z","2023-07-30T01:49:51.358Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,671213,"Triston Casas","/api/v1/people/671213","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.2,92.9,14,0.9,0.3741,6.6403,29.613,-17.4388,-4.2417,6.764,0.6255,1.0671,7.4127,-145.6164,-8.92,-1.3855,50.0012,5.1943,-9.2389,21.6,3.6,24,2392,219,NA,NA,NA,NA,NA,NA,FALSE,-16.1,10.9,6.5,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717221,"2023-07-29",3,"2023-07-30T01:49:09.291Z","2023-07-30T01:49:16.351Z",TRUE,"pitch","ae3711fe-7779-4bd3-8ccb-7925f1d5ae3a",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.8118,1.7656,NA,146.92,153.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Triston Casas strikes out swinging.",0,2,2,68,"top",9,"2023-07-30T01:47:47.479Z","2023-07-30T01:49:51.358Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,671213,"Triston Casas","/api/v1/people/671213","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",102.2,94,4,0.92,0.3671,6.901,33.3767,-13.9272,-5.4888,8.0786,-0.785,3.1456,4.0142,-148.8279,-4.3625,-1.4333,50.0072,5.4283,-12.4023,37.2,3.6,24,2479,226,NA,NA,NA,NA,NA,NA,FALSE,-12,14,9.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717221,"2023-07-29",2,"2023-07-30T01:48:50.348Z","2023-07-30T01:48:54.245Z",TRUE,"pitch","3463f037-4274-4f2a-bcf4-cc41e17c0210",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.72,1.71,NA,84.13,171.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Triston Casas strikes out swinging.",0,2,2,68,"top",9,"2023-07-30T01:47:47.479Z","2023-07-30T01:49:51.358Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,671213,"Triston Casas","/api/v1/people/671213","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.9,92.9,14,0.92,0.372,6.7265,31.9775,-15.2545,-6.0781,7.6944,0.8623,2.4761,9.1453,-146.7458,-5.6609,-1.4927,50.0045,5.3258,-13.3694,34.8,3.6,24,2474,229,NA,NA,NA,NA,NA,NA,FALSE,-13.7,13.1,9.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717221,"2023-07-29",0,"2023-07-30T01:48:15.666Z","2023-07-30T01:48:19.584Z",TRUE,"pitch","b45a7934-e74e-4e08-99f9-108d1ef9348d",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.72,1.71,NA,106.74,148.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Triston Casas strikes out swinging.",0,2,2,68,"top",9,"2023-07-30T01:47:47.479Z","2023-07-30T01:49:51.358Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,671213,"Triston Casas","/api/v1/people/671213","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",101,93.3,2,0.91,0.3707,6.7997,30.5211,-16.421,-5.9539,7.106,0.2691,3.3274,7.4373,-146.9962,-3.2037,-1.5045,50.0059,5.3898,-13.2051,34.8,3.6,24,2529,227,NA,NA,NA,NA,NA,NA,FALSE,-14,12.5,9.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
