"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
718729,"2023-04-03",1,"2023-04-04T01:13:50.219Z","2023-04-04T01:13:59.157Z",TRUE,"pitch","6fd4eabd-b2d8-4bd8-bc53-061d4b7f81bc",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,2,NA,NA,3.13,1.45,NA,101.5,180.38,"fly_ball","medium","8",109.46,82.36,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Flyout","field_out","Luis Arraez flies out to center fielder Michael A. Taylor.",0,11,1,76,"bottom",9,"2023-04-04T01:13:13.664Z","2023-04-04T01:13:59.157Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,650333,"Luis Arraez","/api/v1/people/650333","L","Left",663485,"Cole Sands","/api/v1/people/663485","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Minnesota Twins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.3,84.4,6,0.92,0.406,5.8837,32.4937,-16.359,-7.4875,8.6026,0.4067,2.1631,10.1643,-135.4389,-5.0273,-2.4405,50.0008,5.2058,-13.7625,32.4,4.8,24,2290,231,89,40,295,NA,NA,NA,TRUE,-17.3,14.5,11.2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718729,"2023-04-03",0,"2023-04-04T01:13:35.044Z","2023-04-04T01:13:38.217Z",TRUE,"pitch","41c5c9f4-3823-4572-844f-6ae1ccea0e8f",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.0208,1.463,NA,156.11,133.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Flyout","field_out","Luis Arraez flies out to center fielder Michael A. Taylor.",0,11,1,76,"bottom",9,"2023-04-04T01:13:13.664Z","2023-04-04T01:13:59.157Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,650333,"Luis Arraez","/api/v1/people/650333","L","Left",663485,"Cole Sands","/api/v1/people/663485","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,84,11,0.92,0.4069,5.9388,32.4832,-17.0918,-6.5714,8.2412,-1.0262,3.9175,6.2206,-135.1709,-0.9913,-2.5158,50.0024,5.5017,-12.0267,31.2,4.8,24,2218,233,NA,NA,NA,NA,NA,NA,FALSE,-17,14.9,10.4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718729,"2023-04-03",0,"2023-04-04T01:13:02.882Z","2023-04-04T01:13:13.582Z",TRUE,"pitch","f3803c36-9429-4393-baf3-072a2589f5a8",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,2,NA,NA,3.21,1.49,NA,113.98,185.87,"ground_ball","medium","8",116.42,85.76,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Single","single","Jon Berti singles on a ground ball to center fielder Michael A. Taylor.",0,11,1,75,"bottom",9,"2023-04-04T01:12:44.761Z","2023-04-04T01:13:13.582Z",TRUE,FALSE,FALSE,FALSE,33,0,0,2,542932,"Jon Berti","/api/v1/people/542932","R","Right",663485,"Cole Sands","/api/v1/people/663485","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Minnesota Twins","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92,84.7,8,0.91,0.409,5.5736,26.9816,-27.7116,-11.2209,2.449,0.0792,1.9595,10.4783,-133.5869,-3.7278,-2.4236,50.0008,5.3503,-20.4141,32.4,7.2,24,2130,231,107.8,-7,14,NA,NA,NA,FALSE,-28.4,3.8,18.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,542932,"Jon Berti","/api/v1/people/542932",NA,NA,NA,NA,NA,NA
718729,"2023-04-03",0,"2023-04-04T01:12:28.551Z","2023-04-04T01:12:36.647Z",TRUE,"pitch","978b47d5-5fcf-432e-aa7d-11a93625b068",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.23,1.54,NA,136.93,178.98,"ground_ball","medium","4",129.43,160.37,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Grounded Into DP","grounded_into_double_play","Jacob Stallings grounds into a double play, second baseman Nick Gordon to shortstop Kyle Farmer to first baseman Donovan Solano. Bryan De La Cruz out at 2nd. Jacob Stallings out at 1st.",0,11,1,74,"bottom",9,"2023-04-04T01:12:07.386Z","2023-04-04T01:12:36.647Z",TRUE,FALSE,FALSE,TRUE,24,0,0,2,607732,"Jacob Stallings","/api/v1/people/607732","R","Right",663485,"Cole Sands","/api/v1/people/663485","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Minnesota Twins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.9,85.6,4,0.9,0.4019,5.6394,30.6821,-19.8767,-9.6256,6.5397,-0.5229,2.215,8.4834,-136.4025,-4.9026,-2.4265,50.0013,5.4108,-18.0931,37.2,6,24,2320,227,99,-2,32,NA,NA,NA,TRUE,-20.3,10.9,15.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718729,"2023-04-03",1,"2023-04-04T01:11:54.894Z","2023-04-04T01:12:06.895Z",TRUE,"pitch","fb68e2e4-4c92-4887-bea1-48f71f47f137",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,0,NA,NA,3.51,1.7,NA,138.69,170.28,"ground_ball","medium","8",120.69,146.42,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Single","single","Bryan De La Cruz singles on a ground ball to center fielder Michael A. Taylor.",0,11,1,73,"bottom",9,"2023-04-04T01:11:52.750Z","2023-04-04T01:12:06.895Z",TRUE,FALSE,FALSE,FALSE,33,0,0,0,650559,"Bryan De La Cruz","/api/v1/people/650559","R","Right",663485,"Cole Sands","/api/v1/people/663485","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Minnesota Twins",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.9,84.6,4,0.92,0.4067,5.4962,30.624,-26.4707,-11.3665,3.1106,-0.5689,2.5369,9.1432,-134.9072,-2.6743,-2.533,50.0045,5.4161,-20.856,34.8,7.2,24,2292,221,99.1,-8,16,NA,NA,NA,FALSE,-26.8,5.3,18.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,650559,"Bryan De La Cruz","/api/v1/people/650559",NA,NA,NA,NA,NA,NA
718729,"2023-04-03",0,"2023-04-04T01:11:20.197Z","2023-04-04T01:11:54.894Z",FALSE,"action",NA,NA,"Ryan Jeffers remains in the game as the designated hitter.","Defensive Switch",11,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,680777,"/api/v1/people/680777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"10","Designated Hitter","Hitter","DH","301","73","atBat","Single","single","Bryan De La Cruz singles on a ground ball to center fielder Michael A. Taylor.",0,11,1,73,"bottom",9,"2023-04-04T01:11:52.750Z","2023-04-04T01:12:06.895Z",TRUE,FALSE,FALSE,FALSE,33,0,0,0,650559,"Bryan De La Cruz","/api/v1/people/650559","R","Right",663485,"Cole Sands","/api/v1/people/663485","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,621439,"/api/v1/people/621439",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718729,"2023-04-03",1,"2023-04-04T01:09:40.650Z","2023-04-04T01:09:47.018Z",TRUE,"pitch","193343ad-77c3-4695-b982-742a545b539f",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.6,1.72,NA,131.32,208.03,"ground_ball","medium","4",154.82,155.98,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Trevor Larnach grounds out, second baseman Luis Arraez to first baseman Yuli Gurriel.",0,11,1,72,"top",9,"2023-04-04T01:09:10.665Z","2023-04-04T01:09:47.018Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,663616,"Trevor Larnach","/api/v1/people/663616","L","Left",607732,"Jacob Stallings","/api/v1/people/607732","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Miami Marlins","true",NA,"rgba(186, 1, 0, 1.0)","FA","Fastball",76.1,69.5,13,2,0.4971,5.8122,20.9945,-24.5225,-10.3598,6.2337,-0.3757,1.1388,7.4704,-110.4888,-3.5225,-2.4664,50.0031,5.3508,-12.7179,24,9.6,24,2080,240,70.5,5,66,NA,NA,NA,TRUE,-37.1,10.6,16.7,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718729,"2023-04-03",0,"2023-04-04T01:09:28.451Z","2023-04-04T01:09:32.826Z",TRUE,"pitch","50065018-6df6-42d2-9cb5-b1046a8d22a3",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.8795,1.788,NA,81.87,160.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Trevor Larnach grounds out, second baseman Luis Arraez to first baseman Yuli Gurriel.",0,11,1,72,"top",9,"2023-04-04T01:09:10.665Z","2023-04-04T01:09:47.018Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,663616,"Trevor Larnach","/api/v1/people/663616","L","Left",607732,"Jacob Stallings","/api/v1/people/607732","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Miami Marlins","false",NA,"rgba(186, 1, 0, 1.0)","FA","Fastball",71.7,65.5,12,2,0.5273,5.6856,18.2894,-22.9769,-7.4294,8.4273,0.9216,2.8913,7.7012,-104.0696,-1.4554,-1.8704,50.0028,6.3342,-8.1086,16.8,9.6,24,1808,223,NA,NA,NA,NA,NA,NA,FALSE,-38.5,15.1,11.2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718729,"2023-04-03",4,"2023-04-04T01:08:51.543Z","2023-04-04T01:09:13.686Z",TRUE,"pitch","ee7f63d0-d97f-4082-8f96-faa0b20093cf",4,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,1,2,NA,NA,3.36,1.58,NA,107.66,165.02,"fly_ball","medium","78",92.38,31.87,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Home Run","home_run","Ryan Jeffers homers (1) on a fly ball to left center field.",1,11,1,71,"top",9,"2023-04-04T01:08:16.654Z","2023-04-04T01:09:13.686Z",TRUE,TRUE,FALSE,FALSE,38,2,1,2,680777,"Ryan Jeffers","/api/v1/people/680777","R","Right",607732,"Jacob Stallings","/api/v1/people/607732","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Miami Marlins",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",51.5,47.7,5,2,0.7349,4.8446,9.6216,-26.8008,-7.7392,9.564,0.2449,2.7318,4.5924,-74.7367,2.7519,-1.8729,50.0013,7.054,-4.3458,8.4,19.2,24,1416,227,105.6,34,417,NA,NA,NA,FALSE,-85.1,19.2,12.1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718729,"2023-04-03",3,"2023-04-04T01:08:39.961Z","2023-04-04T01:08:44.883Z",TRUE,"pitch","f45c0641-c327-40e1-83cc-21331ae97446",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.5654,1.6681,NA,69.82,163.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Home Run","home_run","Ryan Jeffers homers (1) on a fly ball to left center field.",1,11,1,71,"top",9,"2023-04-04T01:08:16.654Z","2023-04-04T01:09:13.686Z",TRUE,TRUE,FALSE,FALSE,38,2,1,2,680777,"Ryan Jeffers","/api/v1/people/680777","R","Right",607732,"Jacob Stallings","/api/v1/people/607732","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Miami Marlins",NA,NA,"rgba(186, 1, 0, 1.0)","FA","Fastball",74.9,68,12,2,0.5062,5.8149,20.914,-20.6768,-7.0229,9.7151,1.2377,2.7786,8.4035,-108.6525,-2.5647,-1.7865,50.0006,6.2464,-8.3081,18,7.2,24,1967,226,NA,NA,NA,NA,NA,NA,FALSE,-32.4,17.2,10.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
