"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","isSubstitution","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716504,"2023-09-20",6,"2023-09-20T21:54:27.041Z","2023-09-20T21:54:33.640Z",TRUE,"pitch","46d39e94-8382-4cf9-b855-14f96a54ff73",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,1,NA,NA,3.4778,1.5909,NA,113.33,203.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Walk","walk","Dylan Moore walks.",0,6,3,64,"top",8,"2023-09-20T21:52:34.544Z","2023-09-20T21:54:33.640Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,664238,"Dylan Moore","/api/v1/people/664238","R","Right",660906,"Francisco Pérez","/api/v1/people/660906","L","Left","vs_LHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Oakland Athletics",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.7,86.2,14,0.93,0.4041,6.0206,25.646,-20.0352,7.2452,6.5018,0.0963,1.2944,-3.1363,-134.8616,-8.8578,0.3244,50.0013,6.0006,13.5233,31.2,6,24,1902,152,NA,NA,NA,NA,NA,NA,FALSE,-21.1,10.3,-12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,664059,"Sam Haggerty","/api/v1/people/664059",664238,"Dylan Moore","/api/v1/people/664238",NA,NA,NA
716504,"2023-09-20",5,"2023-09-20T21:54:05.093Z","2023-09-20T21:54:08.711Z",TRUE,"pitch","eee705a9-a1ba-4f9c-8a2a-06ebb438c28a",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,1,NA,NA,3.3822,1.5909,NA,134.4,194.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Walk","walk","Dylan Moore walks.",0,6,3,64,"top",8,"2023-09-20T21:52:34.544Z","2023-09-20T21:54:33.640Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,664238,"Dylan Moore","/api/v1/people/664238","R","Right",660906,"Francisco Pérez","/api/v1/people/660906","L","Left","vs_LHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Oakland Athletics",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93,86.1,7,0.94,0.4033,5.9853,26.5761,-20.4443,7.2056,6.2636,-0.4564,1.6502,-5.0412,-135.263,-7.8772,0.4854,50.0028,6.0082,13.4935,30,6,24,1889,148,NA,NA,NA,NA,NA,NA,FALSE,-21.4,10.1,-12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716504,"2023-09-20",3,"2023-09-20T21:53:27.802Z","2023-09-20T21:53:35.682Z",TRUE,"pitch","da394727-6488-496a-9532-ac78d2047509",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,1,NA,NA,3.4778,1.6407,NA,149.14,203.96,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"64","atBat","Walk","walk","Dylan Moore walks.",0,6,3,64,"top",8,"2023-09-20T21:52:34.544Z","2023-09-20T21:54:33.640Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,664238,"Dylan Moore","/api/v1/people/664238","R","Right",660906,"Francisco Pérez","/api/v1/people/660906","L","Left","vs_LHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Oakland Athletics",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.9,84.9,13,0.96,0.4065,6.0461,30.235,-15.2583,8.6857,9.2061,-0.8431,1.2895,-5.489,-134.9137,-9.7813,0.0927,50.005,6.0455,15.9619,40.8,4.8,24,2016,149,NA,NA,NA,NA,NA,NA,FALSE,-17.3,14.6,-14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716504,"2023-09-20",2,"2023-09-20T21:53:05.629Z","2023-09-20T21:53:10.084Z",TRUE,"pitch","30ce18cf-ecc1-4cf7-aaea-ea703b9eb9b0",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.4937,1.6249,NA,115.63,204.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Walk","walk","Dylan Moore walks.",0,6,3,64,"top",8,"2023-09-20T21:52:34.544Z","2023-09-20T21:54:33.640Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,664238,"Dylan Moore","/api/v1/people/664238","R","Right",660906,"Francisco Pérez","/api/v1/people/660906","L","Left","vs_LHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Oakland Athletics",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.4,80,14,0.93,0.4316,6.0158,26.6592,-17.3221,6.5485,9.1125,0.036,1.2853,-3.4544,-127.0295,-8.085,0.5646,50.0035,5.893,10.6743,27.6,4.8,24,1800,144,NA,NA,NA,NA,NA,NA,FALSE,-21.1,14.9,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716504,"2023-09-20",1,"2023-09-20T21:52:36.881Z","2023-09-20T21:52:44.005Z",TRUE,"pitch","be3dc6fc-37ae-4fed-8ee0-1aa256a5d088",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4619,1.6249,NA,138,206.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Walk","walk","Dylan Moore walks.",0,6,3,64,"top",8,"2023-09-20T21:52:34.544Z","2023-09-20T21:54:33.640Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,664238,"Dylan Moore","/api/v1/people/664238","R","Right",660906,"Francisco Pérez","/api/v1/people/660906","L","Left","vs_LHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Oakland Athletics",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.2,85.6,13,0.96,0.4045,6.1388,29.1328,-16.2832,8.7914,8.553,-0.551,1.1857,-5.0819,-135.3493,-9.9252,0.2072,50.0057,6.0372,16.3379,39.6,4.8,24,2045,156,NA,NA,NA,NA,NA,NA,FALSE,-18,13.6,-14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716504,"2023-09-20",0,"2023-09-20T21:52:21.230Z","2023-09-20T21:52:36.881Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Dylan Moore replaces Josh Rojas.","Offensive Substitution",6,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,664238,"/api/v1/people/664238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","64","atBat","Walk","walk","Dylan Moore walks.",0,6,3,64,"top",8,"2023-09-20T21:52:34.544Z","2023-09-20T21:54:33.640Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,664238,"Dylan Moore","/api/v1/people/664238","R","Right",660906,"Francisco Pérez","/api/v1/people/660906","L","Left","vs_LHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Oakland Athletics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,668942,"/api/v1/people/668942",FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716504,"2023-09-20",4,"2023-09-20T21:53:44.352Z","2023-09-20T21:54:05.093Z",FALSE,"action",NA,NA,"Sam Haggerty steals (8) 2nd base.","Stolen Base 2B",6,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,0,1,664059,"/api/v1/people/664059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"da394727-6488-496a-9532-ac78d2047509","stolen_base_2b",NA,NA,NA,NA,NA,NA,"64","atBat","Walk","walk","Dylan Moore walks.",0,6,3,64,"top",8,"2023-09-20T21:52:34.544Z","2023-09-20T21:54:33.640Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,664238,"Dylan Moore","/api/v1/people/664238","R","Right",660906,"Francisco Pérez","/api/v1/people/660906","L","Left","vs_LHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Oakland Athletics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716504,"2023-09-20",13,"2023-09-20T21:52:04.171Z","2023-09-20T21:52:09.752Z",TRUE,"pitch","72fa66ef-266b-41f4-852f-320e0052e834",10,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,1,NA,NA,3.1752,1.4981,NA,164.07,191.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Walk","walk","Sam Haggerty walks.",0,6,3,63,"top",8,"2023-09-20T21:48:23.827Z","2023-09-20T21:52:09.752Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,664059,"Sam Haggerty","/api/v1/people/664059","R","Right",660906,"Francisco Pérez","/api/v1/people/660906","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.9,85.9,13,0.91,0.4017,6.111,30.4045,-12.449,3.0358,10.475,-1.2348,1.7371,-3.8253,-136.433,-9.8653,-0.2081,50.0002,6.2609,5.7148,18,3.6,24,2144,161,NA,NA,NA,NA,NA,NA,FALSE,-14.2,17,-4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,664059,"Sam Haggerty","/api/v1/people/664059",NA,NA,NA
716504,"2023-09-20",12,"2023-09-20T21:51:38.097Z","2023-09-20T21:51:41.411Z",TRUE,"pitch","d5d61c01-4d80-45e3-b89d-e95f66e9df82",9,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.2,1.49,NA,64.6,196.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Walk","walk","Sam Haggerty walks.",0,6,3,63,"top",8,"2023-09-20T21:48:23.827Z","2023-09-20T21:52:09.752Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,664059,"Sam Haggerty","/api/v1/people/664059","R","Right",660906,"Francisco Pérez","/api/v1/people/660906","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Oakland Athletics",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.9,86.4,14,2,0.4007,5.974,29.4899,-16.6413,6.9275,8.2013,1.3746,1.5541,-0.1233,-136.5952,-8.9805,0.5199,50.0032,6.0238,13.1176,34.8,4.8,24,1866,150,NA,NA,NA,NA,NA,NA,FALSE,-17.8,13.2,-12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716504,"2023-09-20",11,"2023-09-20T21:51:14.536Z","2023-09-20T21:51:19.573Z",TRUE,"pitch","11e428eb-2133-47e6-994f-999105a22011",8,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.2,1.49,NA,131.38,184.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Walk","walk","Sam Haggerty walks.",0,6,3,63,"top",8,"2023-09-20T21:48:23.827Z","2023-09-20T21:52:09.752Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,664059,"Sam Haggerty","/api/v1/people/664059","R","Right",660906,"Francisco Pérez","/api/v1/people/660906","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,86.3,7,0.91,0.4011,5.9963,28.238,-10.3935,4.571,11.5137,-0.3772,2.0095,-2.5238,-136.257,-9.5562,-0.0359,50.0063,6.2682,8.6489,33.6,3.6,24,2144,156,NA,NA,NA,NA,NA,NA,FALSE,-11.9,19.2,-7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716504,"2023-09-20",10,"2023-09-20T21:50:37.755Z","2023-09-20T21:50:43.172Z",TRUE,"pitch","f285f898-8590-4e38-8f75-05a3675ac21b",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.2,1.49,NA,138.83,172.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Walk","walk","Sam Haggerty walks.",0,6,3,63,"top",8,"2023-09-20T21:48:23.827Z","2023-09-20T21:52:09.752Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,664059,"Sam Haggerty","/api/v1/people/664059","R","Right",660906,"Francisco Pérez","/api/v1/people/660906","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.4,83.7,4,0.9,0.412,5.9537,28.73,-13.1642,3.0465,10.6204,-0.5728,2.4515,-2.2814,-132.9916,-7.7185,-0.0994,50.0037,6.3479,5.4533,18,3.6,24,2060,157,NA,NA,NA,NA,NA,NA,FALSE,-15,17.8,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716504,"2023-09-20",9,"2023-09-20T21:50:17.800Z","2023-09-20T21:50:22.035Z",TRUE,"pitch","0e39c8fa-86c6-426f-8f75-cc6df4d2b45e",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.2,1.49,NA,111.51,174.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Walk","walk","Sam Haggerty walks.",0,6,3,63,"top",8,"2023-09-20T21:48:23.827Z","2023-09-20T21:52:09.752Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,664059,"Sam Haggerty","/api/v1/people/664059","R","Right",660906,"Francisco Pérez","/api/v1/people/660906","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Oakland Athletics",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.6,85.6,5,0.96,0.4026,5.9487,30.7258,-18.1601,8.442,7.4827,0.1441,2.3903,-3.4643,-136.202,-6.6713,0.3377,50.0062,6.1335,15.8178,37.2,4.8,24,2009,157,NA,NA,NA,NA,NA,NA,FALSE,-19,12.2,-14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716504,"2023-09-20",8,"2023-09-20T21:49:57.928Z","2023-09-20T21:50:02.619Z",TRUE,"pitch","2d54b183-529b-4aa5-880b-d316988627ca",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.2071,1.4664,NA,133.72,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Walk","walk","Sam Haggerty walks.",0,6,3,63,"top",8,"2023-09-20T21:48:23.827Z","2023-09-20T21:52:09.752Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,664059,"Sam Haggerty","/api/v1/people/664059","R","Right",660906,"Francisco Pérez","/api/v1/people/660906","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Oakland Athletics",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.9,76.1,13,0.92,0.4584,5.7704,21.9164,-31.4733,-4.9312,0.4781,-0.4385,1.029,-0.8708,-119.2666,-5.5956,0.5716,50.0001,6.2281,-7.1357,12,9.6,24,2519,305,NA,NA,NA,NA,NA,NA,FALSE,-40.7,-0.1,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716504,"2023-09-20",6,"2023-09-20T21:49:25.038Z","2023-09-20T21:49:29.087Z",TRUE,"pitch","35912563-857c-4610-9cb5-e45108133668",4,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",2,2,1,NA,NA,3.2,1.49,NA,120.7,164.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Walk","walk","Sam Haggerty walks.",0,6,3,63,"top",8,"2023-09-20T21:48:23.827Z","2023-09-20T21:52:09.752Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,664059,"Sam Haggerty","/api/v1/people/664059","R","Right",660906,"Francisco Pérez","/api/v1/people/660906","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Oakland Athletics",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93,85,2,2,0.4049,5.8713,30.099,-14.9945,6.0477,9.2753,-0.097,2.7519,-3.3732,-135.3758,-6.3437,0.3807,50.0052,6.1791,11.2043,32.4,4.8,24,1868,152,NA,NA,NA,NA,NA,NA,FALSE,-16.1,15.6,-10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716504,"2023-09-20",5,"2023-09-20T21:49:06.729Z","2023-09-20T21:49:09.923Z",TRUE,"pitch","7801e99c-7c44-49f9-a004-aee64d7c7601",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.2389,1.5298,NA,116.42,211.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Walk","walk","Sam Haggerty walks.",0,6,3,63,"top",8,"2023-09-20T21:48:23.827Z","2023-09-20T21:52:09.752Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,664059,"Sam Haggerty","/api/v1/people/664059","R","Right",660906,"Francisco Pérez","/api/v1/people/660906","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Oakland Athletics",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.7,80.4,14,0.91,0.4299,6.1137,26.2945,-16.6695,7.8515,9.4318,0.0152,1.0202,-4.4336,-127.4387,-8.688,0.7577,50.0045,5.7914,12.9099,33.6,6,24,1752,149,NA,NA,NA,NA,NA,NA,FALSE,-20.4,15.4,-13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716504,"2023-09-20",4,"2023-09-20T21:48:43.759Z","2023-09-20T21:48:48.166Z",TRUE,"pitch","bd5f2315-682b-43dd-a42a-a73fba63611f",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.2,1.49,NA,124.64,180.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Walk","walk","Sam Haggerty walks.",0,6,3,63,"top",8,"2023-09-20T21:48:23.827Z","2023-09-20T21:52:09.752Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,664059,"Sam Haggerty","/api/v1/people/664059","R","Right",660906,"Francisco Pérez","/api/v1/people/660906","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.5,82.7,5,0.91,0.4142,5.9105,31.9862,-10.4904,3.7499,12.2826,-0.2004,2.1517,-2.2178,-132.9124,-8.6924,0.1634,50.004,6.2531,6.6214,26.4,3.6,24,2078,159,NA,NA,NA,NA,NA,NA,FALSE,-12.8,20.3,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716504,"2023-09-20",3,"2023-09-20T21:48:26.092Z","2023-09-20T21:48:29.272Z",TRUE,"pitch","72aafd99-cc56-4bf3-83af-1e5924b8eb26",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.2707,1.4909,NA,116.41,127.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Walk","walk","Sam Haggerty walks.",0,6,3,63,"top",8,"2023-09-20T21:48:23.827Z","2023-09-20T21:52:09.752Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,664059,"Sam Haggerty","/api/v1/people/664059","R","Right",660906,"Francisco Pérez","/api/v1/people/660906","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Oakland Athletics",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",78.3,71.7,12,0.9,0.4811,5.6894,21.6929,-32.0411,-5.3367,0.1043,0.0155,4.1366,-0.09,-114.0042,2.0554,0.7485,50.0045,6.3943,-6.9988,12,9.6,24,2427,293,NA,NA,NA,NA,NA,NA,FALSE,-43.7,1.1,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
