"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
716457,"2023-09-24",4,"2023-09-24T03:37:56.460Z","2023-09-24T03:38:08.524Z",TRUE,"pitch","4ded28d0-82e8-47a3-a104-577f82fda6ee",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.2137,1.6057,NA,78.95,254.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Walk","walk","Jurickson Profar walks.",0,2,1,71,"bottom",9,"2023-09-24T03:37:15.055Z","2023-09-24T03:39:25.335Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,595777,"Jurickson Profar","/api/v1/people/595777","L","Left",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_LHB","Loaded",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98,88.8,14,0.9,0.3878,6.8709,35.8571,-7.2689,-6.0623,12.3614,0.9982,-0.5977,5.7805,-141.843,-15.1365,-0.2897,50.0044,5.3015,-12.2151,44.4,3.6,24,2607,205,NA,NA,NA,NA,NA,NA,FALSE,-10,19.1,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716457,"2023-09-24",3,"2023-09-24T03:37:35.138Z","2023-09-24T03:37:39.225Z",TRUE,"pitch","9550973a-bd70-4a57-9fee-9ed2e04ab2e3",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.2173,1.57,NA,90.36,203.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Walk","walk","Jurickson Profar walks.",0,2,1,71,"bottom",9,"2023-09-24T03:37:15.055Z","2023-09-24T03:39:25.335Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,595777,"Jurickson Profar","/api/v1/people/595777","L","Left",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_LHB","Loaded",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","St. Louis Cardinals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89,81.7,14,0.9,0.4232,6.8153,27.7751,-28.6853,2.409,2.0534,0.6988,1.3075,2.2545,-129.5567,-5.3184,-0.4964,50.0004,5.5869,4.0819,8.4,7.2,24,2353,164,NA,NA,NA,NA,NA,NA,FALSE,-31.8,2.8,-4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716457,"2023-09-24",2,"2023-09-24T03:37:17.226Z","2023-09-24T03:37:22.923Z",TRUE,"pitch","a874f453-c34e-473e-ac95-fed019e7fd86",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.18,1.6369,NA,117.18,158.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Walk","walk","Jurickson Profar walks.",0,2,1,71,"bottom",9,"2023-09-24T03:37:15.055Z","2023-09-24T03:39:25.335Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,595777,"Jurickson Profar","/api/v1/people/595777","L","Left",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_LHB","Loaded",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","St. Louis Cardinals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.5,80.5,2,0.9,0.4264,6.9399,29.1304,-28.3815,2.9553,2.271,-0.0046,2.9755,1.1167,-128.9251,-1.2821,-0.8283,50,5.6887,4.9276,10.8,7.2,24,2270,163,NA,NA,NA,NA,NA,NA,FALSE,-31.1,4.1,-5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716457,"2023-09-24",0,"2023-09-24T03:35:54.949Z","2023-09-24T03:36:07.793Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Jurickson Profar replaces Jose Azocar.","Offensive Substitution",2,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,595777,"/api/v1/people/595777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","902","71","atBat","Walk","walk","Jurickson Profar walks.",0,2,1,71,"bottom",9,"2023-09-24T03:37:15.055Z","2023-09-24T03:39:25.335Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,595777,"Jurickson Profar","/api/v1/people/595777","L","Left",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_LHB","Loaded",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","St. Louis Cardinals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,640492,"/api/v1/people/640492",NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716457,"2023-09-24",1,"2023-09-24T03:36:07.793Z","2023-09-24T03:37:17.226Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"71","atBat","Walk","walk","Jurickson Profar walks.",0,2,1,71,"bottom",9,"2023-09-24T03:37:15.055Z","2023-09-24T03:39:25.335Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,595777,"Jurickson Profar","/api/v1/people/595777","L","Left",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_LHB","Loaded",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","St. Louis Cardinals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716457,"2023-09-24",5,"2023-09-24T03:38:19.096Z","2023-09-24T03:38:34.943Z",FALSE,"action",NA,NA,"Wild pitch by pitcher Ryan Helsley. Eguy Rosario to 3rd. Matthew Batten to 2nd.","Wild Pitch",2,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,1,0,666703,"/api/v1/people/666703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4ded28d0-82e8-47a3-a104-577f82fda6ee","wild_pitch",NA,NA,NA,NA,NA,NA,"71","atBat","Walk","walk","Jurickson Profar walks.",0,2,1,71,"bottom",9,"2023-09-24T03:37:15.055Z","2023-09-24T03:39:25.335Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,595777,"Jurickson Profar","/api/v1/people/595777","L","Left",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_LHB","Loaded",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","St. Louis Cardinals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716457,"2023-09-24",4,"2023-09-24T03:35:34.268Z","2023-09-24T03:35:39.382Z",TRUE,"pitch","10cc0ff4-704b-41a2-937c-81146b942024",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,0,0,NA,NA,3.0439,1.5324,NA,140.89,135.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Matthew Batten walks. Eguy Rosario to 2nd.",0,2,1,70,"bottom",9,"2023-09-24T03:34:18.469Z","2023-09-24T03:35:39.382Z",TRUE,FALSE,FALSE,FALSE,0,4,0,0,676946,"Matthew Batten","/api/v1/people/676946","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","RISP",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.1,87.9,11,0.9,0.389,6.8009,35.3538,-10.5578,-1.5687,10.7909,-0.6267,3.8146,0.2552,-141.3805,-3.5711,-0.515,50.0039,5.7831,-3.1429,15.6,2.4,24,2522,196,NA,NA,NA,NA,NA,NA,FALSE,-10.3,18.8,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,666703,"Eguy Rosario","/api/v1/people/666703",676946,"Matthew Batten","/api/v1/people/676946",NA,NA,NA,NA,NA,NA,NA
716457,"2023-09-24",3,"2023-09-24T03:35:04.634Z","2023-09-24T03:35:08.040Z",TRUE,"pitch","becd59a8-7ffa-46f4-975e-3ed48e49ee26",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,0,NA,NA,3.1771,1.5276,NA,142.34,199.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Matthew Batten walks. Eguy Rosario to 2nd.",0,2,1,70,"bottom",9,"2023-09-24T03:34:18.469Z","2023-09-24T03:35:39.382Z",TRUE,FALSE,FALSE,FALSE,0,4,0,0,676946,"Matthew Batten","/api/v1/people/676946","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","RISP",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.1,88.6,7,0.9,0.3885,6.6954,33.2433,-9.6823,-2.9405,11.1844,-0.6649,1.4529,0.3786,-141.1811,-9.5881,-0.4191,50.005,5.5235,-5.915,26.4,2.4,24,2535,200,NA,NA,NA,NA,NA,NA,FALSE,-10.8,18.4,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716457,"2023-09-24",2,"2023-09-24T03:34:43.202Z","2023-09-24T03:34:46.428Z",TRUE,"pitch","fdffa15a-4afe-414f-be70-800b0ec0a38f",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.2833,1.6241,NA,137.02,103.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Matthew Batten walks. Eguy Rosario to 2nd.",0,2,1,70,"bottom",9,"2023-09-24T03:34:18.469Z","2023-09-24T03:35:39.382Z",TRUE,FALSE,FALSE,FALSE,0,4,0,0,676946,"Matthew Batten","/api/v1/people/676946","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","RISP",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.7,88.3,11,0.9,0.3867,6.2954,35.7462,-11.3791,-1.744,10.2586,-0.5251,5.0117,-0.1283,-142.2065,-0.6121,-0.253,50.0014,5.9587,-3.5347,16.8,2.4,24,2562,193,NA,NA,NA,NA,NA,NA,FALSE,-10.3,18.6,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716457,"2023-09-24",1,"2023-09-24T03:34:20.848Z","2023-09-24T03:34:25.550Z",TRUE,"pitch","744f2605-66f0-4f28-a34c-cfcba35ad410",1,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,0,0,NA,NA,3.3179,1.6589,NA,93.55,222.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Matthew Batten walks. Eguy Rosario to 2nd.",0,2,1,70,"bottom",9,"2023-09-24T03:34:18.469Z","2023-09-24T03:35:39.382Z",TRUE,FALSE,FALSE,FALSE,0,4,0,0,676946,"Matthew Batten","/api/v1/people/676946","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","RISP",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.9,88.9,14,0.9,0.3869,6.7625,34.9214,-7.0561,-1.1551,12.3921,0.6152,0.5925,3.0052,-142.016,-12.5672,-0.3103,50.0005,5.5416,-2.3414,9.6,2.4,24,2605,200,NA,NA,NA,NA,NA,NA,FALSE,-9,19.8,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716457,"2023-09-24",0,"2023-09-24T03:33:51.622Z","2023-09-24T03:34:20.848Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Eguy Rosario replaces Garrett Cooper.","Offensive Substitution",2,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,666703,"/api/v1/people/666703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","702","70","atBat","Walk","walk","Matthew Batten walks. Eguy Rosario to 2nd.",0,2,1,70,"bottom",9,"2023-09-24T03:34:18.469Z","2023-09-24T03:35:39.382Z",TRUE,FALSE,FALSE,FALSE,0,4,0,0,676946,"Matthew Batten","/api/v1/people/676946","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","RISP",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","St. Louis Cardinals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,643265,"/api/v1/people/643265",1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716457,"2023-09-24",6,"2023-09-24T03:33:30.431Z","2023-09-24T03:33:34.593Z",TRUE,"pitch","7698a7c9-950e-489d-af81-00a1c4ecdfc2",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,0,NA,NA,3.5344,1.7953,NA,57.86,220.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Walk","walk","Garrett Cooper walks.",0,2,1,69,"bottom",9,"2023-09-24T03:32:00.431Z","2023-09-24T03:33:34.593Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,643265,"Garrett Cooper","/api/v1/people/643265","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","St. Louis Cardinals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.9,80.9,14,0.9,0.4289,7.0461,26.8267,-25.364,3.4204,4.126,1.5516,0.684,3.7447,-127.7957,-7.3759,-0.3782,50.0039,5.6058,5.6458,13.2,7.2,24,2402,162,NA,NA,NA,NA,NA,NA,FALSE,-29.5,6,-7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,643265,"Garrett Cooper","/api/v1/people/643265",NA,NA,NA,NA,NA,NA,NA
716457,"2023-09-24",5,"2023-09-24T03:33:12.327Z","2023-09-24T03:33:17.128Z",TRUE,"pitch","f67e3106-0cd2-4ecc-aa02-fc20180c52a5",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,0,NA,NA,3.5067,1.7998,NA,118.49,147.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Walk","walk","Garrett Cooper walks.",0,2,1,69,"bottom",9,"2023-09-24T03:32:00.431Z","2023-09-24T03:33:34.593Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,643265,"Garrett Cooper","/api/v1/people/643265","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.8,90.5,2,0.9,0.3782,6.5378,36.6268,-6.432,-2.7865,12.1412,-0.0392,3.3966,1.6824,-145.2759,-5.612,-0.2663,50.0001,5.7536,-5.9065,34.8,2.4,24,2636,196,NA,NA,NA,NA,NA,NA,FALSE,-6.7,20.9,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716457,"2023-09-24",4,"2023-09-24T03:32:54.824Z","2023-09-24T03:32:58.823Z",TRUE,"pitch","94fa2c69-0b15-40a3-8558-8a176361dcf7",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,0,NA,NA,3.5882,1.7842,NA,130.82,131.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Walk","walk","Garrett Cooper walks.",0,2,1,69,"bottom",9,"2023-09-24T03:32:00.431Z","2023-09-24T03:33:34.593Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,643265,"Garrett Cooper","/api/v1/people/643265","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.7,91.2,11,0.9,0.3769,6.687,33.7598,-9.5221,-4.0013,10.5863,-0.3627,3.9634,1.1267,-145.288,-3.7301,-0.2355,50.0002,5.8416,-8.5604,38.4,2.4,24,2551,197,NA,NA,NA,NA,NA,NA,FALSE,-8.8,18.6,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716457,"2023-09-24",3,"2023-09-24T03:32:38.147Z","2023-09-24T03:32:43.154Z",TRUE,"pitch","3c670a41-bab4-4e24-875d-8728278fb7db",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,1,0,NA,NA,3.53,1.75,NA,121.88,180.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Walk","walk","Garrett Cooper walks.",0,2,1,69,"bottom",9,"2023-09-24T03:32:00.431Z","2023-09-24T03:33:34.593Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,643265,"Garrett Cooper","/api/v1/people/643265","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","St. Louis Cardinals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.9,80.2,8,0.9,0.4319,6.9802,24.5472,-26.5024,3.3812,3.4748,-0.128,2.1446,0.0419,-126.5632,-3.7289,-0.5844,50.0018,5.747,5.5135,12,7.2,24,2336,164,NA,NA,NA,NA,NA,NA,FALSE,-30.2,5.8,-6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716457,"2023-09-24",2,"2023-09-24T03:32:18.532Z","2023-09-24T03:32:22.849Z",TRUE,"pitch","426b0b83-a1d6-4acd-9b11-406be93bfd9d",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.5041,1.7307,NA,135.72,150.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Walk","walk","Garrett Cooper walks.",0,2,1,69,"bottom",9,"2023-09-24T03:32:00.431Z","2023-09-24T03:33:34.593Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,643265,"Garrett Cooper","/api/v1/people/643265","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.5,89.7,1,0.9,0.3826,6.4221,34.2453,-8.4403,-4.4012,11.444,-0.491,3.2773,1.6325,-143.358,-5.5219,-0.4972,50.0045,5.7598,-9.1287,42,2.4,24,2594,199,NA,NA,NA,NA,NA,NA,FALSE,-8.5,19.8,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
