"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717764,"2023-06-15",4,"2023-06-15T02:29:39.450Z","2023-06-15T02:29:43.196Z",TRUE,"pitch","8a9708c4-2e7f-4549-a804-b7ab1fd8cf60",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,0,NA,NA,3.3202,1.5237,NA,120.02,190.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Tyler Stephenson strikes out swinging.",0,7,3,70,"top",9,"2023-06-15T02:28:52.761Z","2023-06-15T02:29:59.307Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,663886,"Tyler Stephenson","/api/v1/people/663886","R","Right",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Kansas City Royals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.2,84.3,8,0.91,0.4097,6.2054,27.8539,-28.1322,-11.5708,2.2288,-0.0793,1.7764,13.8692,-133.5265,-0.6286,-3.8293,50.0009,4.0331,-20.9621,32.4,7.2,24,2532,251,NA,NA,NA,NA,NA,NA,FALSE,-28.3,4.1,18.1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717764,"2023-06-15",3,"2023-06-15T02:29:24.110Z","2023-06-15T02:29:28.123Z",TRUE,"pitch","491b727d-d4c8-46fa-97ff-e1cdf1f68c5d",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,0,NA,NA,3.2621,1.5237,NA,114.99,150.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Tyler Stephenson strikes out swinging.",0,7,3,70,"top",9,"2023-06-15T02:28:52.761Z","2023-06-15T02:29:59.307Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,663886,"Tyler Stephenson","/api/v1/people/663886","R","Right",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Kansas City Royals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.5,84.5,2,0.92,0.4083,6.2716,27.6166,-32.2711,-11.2373,-0.052,0.0526,3.2585,14.1687,-133.9059,3.8042,-3.8354,50.0034,4.1219,-20.506,28.8,8.4,24,2478,251,NA,NA,NA,NA,NA,NA,FALSE,-31.2,1.1,17.5,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717764,"2023-06-15",2,"2023-06-15T02:29:08.047Z","2023-06-15T02:29:12.835Z",TRUE,"pitch","066c178e-27ea-4476-8151-e81408816d4d",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.2911,1.6107,NA,168.44,170.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Tyler Stephenson strikes out swinging.",0,7,3,70,"top",9,"2023-06-15T02:28:52.761Z","2023-06-15T02:29:59.307Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,663886,"Tyler Stephenson","/api/v1/people/663886","R","Right",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Kansas City Royals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.4,84.2,11,0.93,0.4085,6.1606,29.29,-30.4528,-11.3808,0.9444,-1.3495,2.5312,10.874,-134.1459,1.6202,-3.9789,50.0023,4.0919,-20.721,31.2,8.4,24,2553,251,NA,NA,NA,NA,NA,NA,FALSE,-29.9,2.3,18.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717764,"2023-06-15",1,"2023-06-15T02:28:55.121Z","2023-06-15T02:28:59.988Z",TRUE,"pitch","44aeca74-1986-4ab9-909c-bfc890040a18",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.3202,1.5527,NA,181.26,160.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Tyler Stephenson strikes out swinging.",0,7,3,70,"top",9,"2023-06-15T02:28:52.761Z","2023-06-15T02:29:59.307Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,663886,"Tyler Stephenson","/api/v1/people/663886","R","Right",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Kansas City Royals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93,84.8,11,0.91,0.4056,6.2052,29.2314,-33.27,-12.0364,-0.5925,-1.6858,2.893,10.0783,-135.0099,2.9209,-3.9022,50.0029,4.1377,-22.2333,31.2,8.4,24,2461,255,NA,NA,NA,NA,NA,NA,FALSE,-31.9,-0.2,19.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717764,"2023-06-15",0,"2023-06-15T02:27:34.827Z","2023-06-15T02:28:55.121Z",FALSE,"action",NA,NA,"Pitching Change: Jose Cuas replaces Nick Wittgren.","Pitching Substitution",7,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,621016,"/api/v1/people/621016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"70","atBat","Strikeout","strikeout","Tyler Stephenson strikes out swinging.",0,7,3,70,"top",9,"2023-06-15T02:28:52.761Z","2023-06-15T02:29:59.307Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,663886,"Tyler Stephenson","/api/v1/people/663886","R","Right",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717764,"2023-06-15",0,"2023-06-15T02:26:22.684Z","2023-06-15T02:26:32.488Z",TRUE,"pitch","1180b57f-d875-4c4d-8589-e802469405b2",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.48,1.71,NA,97.67,171.02,"ground_ball","medium","6",110.85,155.11,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Maikel Garcia grounds out, shortstop Elly De La Cruz to first baseman Spencer Steer.",0,7,3,69,"bottom",8,"2023-06-15T02:26:12.191Z","2023-06-15T02:26:32.488Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",518585,"Fernando Cruz","/api/v1/people/518585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Cincinnati Reds","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.1,78.9,6,2,0.4402,6.8241,22.8163,-31.5682,2.6753,0.3852,0.5071,2.5095,3.8845,-124.031,-1.242,-1.4218,50.0034,5.6289,4.2028,8.4,8.4,24,2511,96,83.6,-19,9,NA,NA,NA,TRUE,-36.7,0.7,-5.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717764,"2023-06-15",4,"2023-06-15T02:25:33.928Z","2023-06-15T02:25:47.619Z",TRUE,"pitch","ac1f8972-a0dd-40f0-a94a-4a31dbc7647e",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,1,1,NA,NA,3.41,1.67,NA,90.17,170.01,"fly_ball","medium","9",173.47,127.89,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Nick Pratto flies out to right fielder TJ Hopkins.",0,7,3,68,"bottom",8,"2023-06-15T02:24:09.676Z","2023-06-15T02:25:47.619Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,668472,"Nick Pratto","/api/v1/people/668472","L","Left",518585,"Fernando Cruz","/api/v1/people/518585","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Cincinnati Reds","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.4,82.9,6,2,0.4187,6.9194,24.1309,-23.0385,0.3868,5.2521,0.7038,2.5469,5.2707,-130.2069,-3.5276,-1.3863,50.0006,5.6374,0.6711,3.6,6,24,2433,193,93.9,59,216,NA,NA,NA,TRUE,-24.8,9,-1.7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,680118,"Dairon Blanco","/api/v1/people/680118",NA,NA,NA,NA
717764,"2023-06-15",3,"2023-06-15T02:25:15.557Z","2023-06-15T02:25:19.434Z",TRUE,"pitch","f21b1ce8-9fa6-4958-b463-661f864080fb",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,1,NA,NA,3.4653,1.6686,NA,106.97,177.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Nick Pratto flies out to right fielder TJ Hopkins.",0,7,3,68,"bottom",8,"2023-06-15T02:24:09.676Z","2023-06-15T02:25:47.619Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,668472,"Nick Pratto","/api/v1/people/668472","L","Left",518585,"Fernando Cruz","/api/v1/people/518585","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,87.1,5,2,0.3964,6.6981,29.3938,-14.4153,-5.6216,9.1718,0.2632,2.2547,6.2647,-137.9496,-6.4519,-1.3019,50.0024,5.5877,-10.884,31.2,3.6,24,2345,220,NA,NA,NA,NA,NA,NA,FALSE,-14.9,15.5,9,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717764,"2023-06-15",2,"2023-06-15T02:24:54.886Z","2023-06-15T02:25:00.337Z",TRUE,"pitch","75924a96-bd59-4790-b7b9-0edf7cdb29fa",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,1,NA,NA,3.4653,1.6976,NA,72.81,179.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Nick Pratto flies out to right fielder TJ Hopkins.",0,7,3,68,"bottom",8,"2023-06-15T02:24:09.676Z","2023-06-15T02:25:47.619Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,668472,"Nick Pratto","/api/v1/people/668472","L","Left",518585,"Fernando Cruz","/api/v1/people/518585","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Cincinnati Reds","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.2,83.2,14,2,0.4188,6.8758,22.7655,-22.0108,0.872,5.8428,1.1592,2.1837,5.8382,-129.918,-4.6248,-1.2144,50.0032,5.623,1.5152,6,4.8,24,2485,190,NA,NA,NA,NA,NA,NA,FALSE,-23.9,10,-2.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717764,"2023-06-15",1,"2023-06-15T02:24:37.344Z","2023-06-15T02:24:41.687Z",TRUE,"pitch","8fd2199c-4ec1-4086-95c0-d5ff1396e2bc",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.4944,1.7266,NA,109.98,138.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Nick Pratto flies out to right fielder TJ Hopkins.",0,7,3,68,"bottom",8,"2023-06-15T02:24:09.676Z","2023-06-15T02:25:47.619Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,668472,"Nick Pratto","/api/v1/people/668472","L","Left",518585,"Fernando Cruz","/api/v1/people/518585","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Cincinnati Reds","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.6,82.1,12,2,0.4223,6.7851,23.8117,-25.6756,2.9165,3.8031,0.1842,3.7157,2.8238,-129.1133,-0.3552,-1.2977,50.0026,5.8103,4.9839,12,6,24,2473,167,NA,NA,NA,NA,NA,NA,FALSE,-27.4,7.1,-5.9,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717764,"2023-06-15",0,"2023-06-15T02:24:17.243Z","2023-06-15T02:24:20.539Z",TRUE,"pitch","db24ae54-9092-424d-84f7-e0822a768d7b",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4653,1.6976,NA,147.24,129.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Nick Pratto flies out to right fielder TJ Hopkins.",0,7,3,68,"bottom",8,"2023-06-15T02:24:09.676Z","2023-06-15T02:25:47.619Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,668472,"Nick Pratto","/api/v1/people/668472","L","Left",518585,"Fernando Cruz","/api/v1/people/518585","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,86.5,11,2,0.3977,6.6481,30.05,-15.2602,-3.6809,8.8021,-0.7934,4.0566,2.5728,-137.6403,-2.2431,-1.2612,50.0052,5.9134,-7.0759,22.8,3.6,24,2131,211,NA,NA,NA,NA,NA,NA,FALSE,-14.9,15.7,6.1,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717764,"2023-06-15",5,"2023-06-15T02:23:25.568Z","2023-06-15T02:23:40.432Z",TRUE,"pitch","83a1e5d4-443b-4e91-be1a-44501ad511dc",6,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,2,1,NA,NA,3.319,1.513,NA,106.83,180.88,"line_drive","hard","8",154.23,62.31,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Triple","triple","Dairon Blanco triples (1) on a sharp line drive to center fielder Jose Barrero.",0,7,3,67,"bottom",8,"2023-06-15T02:21:30.261Z","2023-06-15T02:23:40.432Z",TRUE,FALSE,FALSE,FALSE,35,2,2,1,680118,"Dairon Blanco","/api/v1/people/680118","R","Right",518585,"Fernando Cruz","/api/v1/people/518585","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Cincinnati Reds","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.7,87.7,5,2,0.3952,6.7504,26.8197,-14.3383,-4.1256,9.1419,0.2668,2.1444,5.3814,-137.8787,-7.0475,-1.1621,50.0053,5.6765,-8.0511,24,3.6,24,2082,215,101.1,18,347,NA,NA,NA,FALSE,-14.6,15.5,6.5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,680118,"Dairon Blanco","/api/v1/people/680118",NA,NA,NA,NA
717764,"2023-06-15",4,"2023-06-15T02:22:56.986Z","2023-06-15T02:23:00.302Z",TRUE,"pitch","b0a31a45-2d34-4cba-a4f9-daadc5718105",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.319,1.513,NA,128.12,156.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Triple","triple","Dairon Blanco triples (1) on a sharp line drive to center fielder Jose Barrero.",0,7,3,67,"bottom",8,"2023-06-15T02:21:30.261Z","2023-06-15T02:23:40.432Z",TRUE,FALSE,FALSE,FALSE,35,2,2,1,680118,"Dairon Blanco","/api/v1/people/680118","R","Right",518585,"Fernando Cruz","/api/v1/people/518585","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Cincinnati Reds","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",82.3,76.6,1,2,0.4544,6.7778,20.4177,-35.6024,-4.1518,-2.3254,-0.2917,3.0366,3.1082,-119.959,0.355,-1.0567,50.0018,6.0279,-6.1283,9.6,9.6,24,847,226,NA,NA,NA,NA,NA,NA,FALSE,-43.8,-4,6.8,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717764,"2023-06-15",3,"2023-06-15T02:22:39.526Z","2023-06-15T02:22:44.331Z",TRUE,"pitch","0eda7d59-3b38-440f-8329-f33aead72483",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.3492,1.5817,NA,115.84,120.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Triple","triple","Dairon Blanco triples (1) on a sharp line drive to center fielder Jose Barrero.",0,7,3,67,"bottom",8,"2023-06-15T02:21:30.261Z","2023-06-15T02:23:40.432Z",TRUE,FALSE,FALSE,FALSE,35,2,2,1,680118,"Dairon Blanco","/api/v1/people/680118","R","Right",518585,"Fernando Cruz","/api/v1/people/518585","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,87.5,12,2,0.3939,6.6396,28.9333,-15.6096,-3.9034,8.4441,0.0304,4.3832,4.5725,-138.6774,-1.3332,-1.1271,50.0024,5.9038,-7.6572,22.8,3.6,24,2142,211,NA,NA,NA,NA,NA,NA,FALSE,-14.8,15.2,6.2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717764,"2023-06-15",2,"2023-06-15T02:22:11.580Z","2023-06-15T02:22:15.196Z",TRUE,"pitch","f341da9d-682c-41ac-ba27-4ac8c3702523",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.4073,1.5527,NA,116.9,221.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Triple","triple","Dairon Blanco triples (1) on a sharp line drive to center fielder Jose Barrero.",0,7,3,67,"bottom",8,"2023-06-15T02:21:30.261Z","2023-06-15T02:23:40.432Z",TRUE,FALSE,FALSE,FALSE,35,2,2,1,680118,"Dairon Blanco","/api/v1/people/680118","R","Right",518585,"Fernando Cruz","/api/v1/people/518585","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Cincinnati Reds","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",83.3,77.4,14,2,0.4504,6.7301,21.7236,-27.0998,-4.3584,3.3767,0.0025,0.6581,4.1677,-121.1992,-6.6161,-1.1659,50.0011,5.7626,-6.5412,12,7.2,24,1042,222,NA,NA,NA,NA,NA,NA,FALSE,-34.2,4.9,7,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717764,"2023-06-15",1,"2023-06-15T02:21:54.737Z","2023-06-15T02:21:58.084Z",TRUE,"pitch","fad9e79d-9420-40c0-bb13-83cd3632bd4a",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.319,1.513,NA,91.62,200.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Triple","triple","Dairon Blanco triples (1) on a sharp line drive to center fielder Jose Barrero.",0,7,3,67,"bottom",8,"2023-06-15T02:21:30.261Z","2023-06-15T02:23:40.432Z",TRUE,FALSE,FALSE,FALSE,35,2,2,1,680118,"Dairon Blanco","/api/v1/people/680118","R","Right",518585,"Fernando Cruz","/api/v1/people/518585","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Cincinnati Reds","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",82.4,76.4,9,2,0.4554,6.8934,21.5838,-27.0605,-5.8695,3.4823,0.6657,1.4008,5.6743,-119.9441,-4.7694,-0.9597,50.0018,5.8069,-8.6155,15.6,8.4,24,1101,213,NA,NA,NA,NA,NA,NA,FALSE,-34.6,5.5,9.4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
