"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","details.disengagementNum","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
717575,"2023-06-29",5,"2023-06-29T02:43:40.533Z","2023-06-29T02:43:49.410Z",TRUE,"pitch","508d381b-d2cc-4277-bf94-e7908ba7976e",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,1,NA,NA,3.3385,1.6996,NA,107.14,153.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","atBat","Strikeout","strikeout","Jake McCarthy called out on strikes.",0,0,2,36,"bottom",5,"2023-06-29T02:41:47.441Z","2023-06-29T02:43:49.410Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,664983,"Jake McCarthy","/api/v1/people/664983","L","Left",621107,"Zach Eflin","/api/v1/people/621107","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Tampa Bay Rays","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.9,85.8,2,2,0.4039,6.7652,26.5599,-26.958,-8.8431,2.7926,0.2586,3.1471,8.7302,-135.0604,-2.259,-1.8508,50.0012,5.8704,-16.5055,28.8,7.2,24,2074,226,NA,NA,NA,NA,NA,NA,TRUE,-26.6,4.8,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,666971,"Lourdes Gurriel Jr.","/api/v1/people/666971",NA,NA,NA,NA,NA,NA
717575,"2023-06-29",4,"2023-06-29T02:43:16.187Z","2023-06-29T02:43:24.594Z",TRUE,"pitch","67895499-d48c-4a93-9875-1ed545aa3e3e",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.34,1.65,NA,98.04,186.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","atBat","Strikeout","strikeout","Jake McCarthy called out on strikes.",0,0,2,36,"bottom",5,"2023-06-29T02:41:47.441Z","2023-06-29T02:43:49.410Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,664983,"Jake McCarthy","/api/v1/people/664983","L","Left",621107,"Zach Eflin","/api/v1/people/621107","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Tampa Bay Rays","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80,74.1,9,2,0.4697,6.523,21.5009,-33.1453,4.9188,-0.7085,0.4973,1.9341,4.5692,-116.5295,-2.256,-2.1263,50.0006,6.0402,6.7759,12,9.6,24,2394,65,NA,NA,NA,NA,NA,NA,FALSE,-44.2,-1.6,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,666971,"Lourdes Gurriel Jr.","/api/v1/people/666971",NA,NA,NA,NA,NA,NA
717575,"2023-06-29",3,"2023-06-29T02:42:54.608Z","2023-06-29T02:42:59.098Z",TRUE,"pitch","9b317529-6dac-41f4-b67e-cede0c3a6199",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.3701,1.7657,NA,107.56,216.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","atBat","Strikeout","strikeout","Jake McCarthy called out on strikes.",0,0,2,36,"bottom",5,"2023-06-29T02:41:47.441Z","2023-06-29T02:43:49.410Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,664983,"Jake McCarthy","/api/v1/people/664983","L","Left",621107,"Zach Eflin","/api/v1/people/621107","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Tampa Bay Rays","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.4,75.7,14,2,0.4618,6.4732,21.8936,-35.1903,4.5102,-2.1107,0.2476,0.8356,4.1756,-118.4469,-4.3921,-2.122,50.005,5.9198,6.4316,10.8,10.8,24,2498,58,NA,NA,NA,NA,NA,NA,FALSE,-45.8,-4.6,-9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,666971,"Lourdes Gurriel Jr.","/api/v1/people/666971",NA,NA,NA,NA,NA,NA
717575,"2023-06-29",2,"2023-06-29T02:42:29.072Z","2023-06-29T02:42:35.531Z",TRUE,"pitch","3babe63f-58cb-4822-babd-a54e7d50adc2",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.3701,1.8319,NA,147.1,133.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","atBat","Strikeout","strikeout","Jake McCarthy called out on strikes.",0,0,2,36,"bottom",5,"2023-06-29T02:41:47.441Z","2023-06-29T02:43:49.410Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,664983,"Jake McCarthy","/api/v1/people/664983","L","Left",621107,"Zach Eflin","/api/v1/people/621107","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Tampa Bay Rays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.7,85.2,11,2,0.4051,6.4828,28.1909,-29.6231,-8.8649,1.3787,-0.7896,3.9143,6.3389,-134.9737,0.1561,-2.0117,50.0041,5.9343,-16.4283,27.6,7.2,24,2051,216,NA,NA,NA,NA,NA,NA,FALSE,-28.9,2.8,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,666971,"Lourdes Gurriel Jr.","/api/v1/people/666971",NA,NA,NA,NA,NA,NA
717575,"2023-06-29",0,"2023-06-29T02:41:56.149Z","2023-06-29T02:42:00.050Z",TRUE,"pitch","376026dd-aebd-42d3-85c6-7e317811b0f5",1,"Foul Bunt",NA,NA,NA,NA,FALSE,"L","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"L","Foul Bunt",0,1,1,NA,NA,3.34,1.65,NA,115.79,200.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","atBat","Strikeout","strikeout","Jake McCarthy called out on strikes.",0,0,2,36,"bottom",5,"2023-06-29T02:41:47.441Z","2023-06-29T02:43:49.410Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,664983,"Jake McCarthy","/api/v1/people/664983","L","Left",621107,"Zach Eflin","/api/v1/people/621107","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Tampa Bay Rays","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",79.8,74.1,14,2,0.471,6.4853,21.6631,-38.7156,2.5119,-4.7733,0.0317,1.4327,4.4586,-116.2582,-1.9462,-2.2369,50.0041,5.9531,3.4406,6,12,24,2389,59,NA,NA,NA,NA,NA,NA,FALSE,-51.7,-8.9,-5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,666971,"Lourdes Gurriel Jr.","/api/v1/people/666971",NA,NA,NA,NA,NA,NA
717575,"2023-06-29",1,"2023-06-29T02:42:16.135Z","2023-06-29T02:42:21.135Z",FALSE,"no_pitch","1c84389c-5179-4d6c-9f83-ed63e2ec1195",1,"Automatic Strike - Batter Pitch Timer Violation",NA,NA,NA,NA,FALSE,"AC",NA,FALSE,TRUE,FALSE,"AC","Automatic Strike - Batter Pitch Timer Violation",0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","atBat","Strikeout","strikeout","Jake McCarthy called out on strikes.",0,0,2,36,"bottom",5,"2023-06-29T02:41:47.441Z","2023-06-29T02:43:49.410Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,664983,"Jake McCarthy","/api/v1/people/664983","L","Left",621107,"Zach Eflin","/api/v1/people/621107","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Tampa Bay Rays","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"batter_pitch_timer","Batter Pitch Timer Violation",664983,"Jake McCarthy",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,666971,"Lourdes Gurriel Jr.","/api/v1/people/666971",NA,NA,NA,NA,NA,NA
717575,"2023-06-29",2,"2023-06-29T02:41:23.439Z","2023-06-29T02:41:33.282Z",TRUE,"pitch","5c6d58be-08cc-41ee-9f9f-8e3acf13a289",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,0,NA,NA,3.2,1.49,NA,144.3,173.25,"ground_ball","medium","1",127.78,178.07,NA,NA,NA,NA,NA,NA,NA,NA,"35","atBat","Groundout","field_out","Alek Thomas grounds out, pitcher Zach Eflin to first baseman Yandy Diaz.",0,0,2,35,"bottom",5,"2023-06-29T02:40:43.029Z","2023-06-29T02:41:33.282Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,677950,"Alek Thomas","/api/v1/people/677950","L","Left",621107,"Zach Eflin","/api/v1/people/621107","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Tampa Bay Rays","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",79.3,73.5,4,2,0.4734,6.3401,20.7606,-38.7813,4.243,-4.8728,-0.7162,2.4269,2.165,-115.5327,0.214,-2.2154,50.0014,6.0488,5.7562,8.4,12,24,2366,67,74.8,-71,1,NA,NA,NA,TRUE,-51.7,-8.5,-8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,666971,"Lourdes Gurriel Jr.","/api/v1/people/666971",NA,NA,NA,NA,NA,NA
717575,"2023-06-29",1,"2023-06-29T02:41:12.299Z","2023-06-29T02:41:17.358Z",TRUE,"pitch","5a81603a-b096-4d23-8486-aab6bba90fff",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.4369,1.5673,NA,164.06,179.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","atBat","Groundout","field_out","Alek Thomas grounds out, pitcher Zach Eflin to first baseman Yandy Diaz.",0,0,2,35,"bottom",5,"2023-06-29T02:40:43.029Z","2023-06-29T02:41:33.282Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,677950,"Alek Thomas","/api/v1/people/677950","L","Left",621107,"Zach Eflin","/api/v1/people/621107","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Tampa Bay Rays","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",79.6,73.6,13,2,0.4722,6.1976,21.5182,-36.4576,6.2864,-3.1414,-1.2345,2.1812,0.5743,-115.9519,-1.0803,-2.3022,50.0036,6.1293,8.5671,13.2,10.8,24,2471,64,NA,NA,NA,NA,NA,NA,FALSE,-48.7,-5.6,-11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,666971,"Lourdes Gurriel Jr.","/api/v1/people/666971",NA,NA,NA,NA,NA,NA
717575,"2023-06-29",0,"2023-06-29T02:40:58.331Z","2023-06-29T02:41:04.793Z",TRUE,"pitch","dc17ecce-43ac-41de-b2e2-b659a527bca5",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,0,NA,NA,3.2,1.49,NA,171.74,174.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","atBat","Groundout","field_out","Alek Thomas grounds out, pitcher Zach Eflin to first baseman Yandy Diaz.",0,0,2,35,"bottom",5,"2023-06-29T02:40:43.029Z","2023-06-29T02:41:33.282Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,677950,"Alek Thomas","/api/v1/people/677950","L","Left",621107,"Zach Eflin","/api/v1/people/621107","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Tampa Bay Rays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.5,85.1,11,2,0.4065,6.3497,28.3642,-28.5598,-8.744,1.9644,-1.4361,2.373,5.1354,-134.5922,-3.7067,-2.2298,50.0025,5.7835,-16.0918,27.6,7.2,24,2050,235,NA,NA,NA,NA,NA,NA,FALSE,-28.9,3,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,666971,"Lourdes Gurriel Jr.","/api/v1/people/666971",NA,NA,NA,NA,NA,NA
717575,"2023-06-29",2,"2023-06-29T02:38:43.318Z","2023-06-29T02:38:51.704Z",TRUE,"pitch","926d851e-085e-4d09-a638-5582b3c12fb2",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.2,1.49,NA,133.57,205.46,"ground_ball","medium","3",152.52,164.76,NA,NA,NA,NA,NA,NA,NA,NA,"34","atBat","Groundout","field_out","Vidal Brujan grounds out, first baseman Christian Walker to pitcher Zach Davies.",0,0,2,34,"top",5,"2023-06-29T02:38:08.572Z","2023-06-29T02:38:51.704Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,660644,"Vidal Bruján","/api/v1/people/660644","L","Left",605200,"Zach Davies","/api/v1/people/605200","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Arizona Diamondbacks","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",81.8,75.5,13,2,0.4593,5.8031,22.0552,-26.2894,-8.3638,4.0808,-0.4348,1.2342,5.3314,-119.0674,-4.1687,-1.6121,50.0004,5.3762,-12.0525,22.8,8.4,24,1815,240,74,-5,16,NA,NA,NA,TRUE,-34.1,6.7,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,666971,"Lourdes Gurriel Jr.","/api/v1/people/666971",NA,NA,NA,NA,NA,NA
717575,"2023-06-29",1,"2023-06-29T02:38:29.767Z","2023-06-29T02:38:34.689Z",TRUE,"pitch","ed486d3e-8748-47fa-90b3-d0e0d7c96d48",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.27,1.4883,NA,137.33,194.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","atBat","Groundout","field_out","Vidal Brujan grounds out, first baseman Christian Walker to pitcher Zach Davies.",0,0,2,34,"top",5,"2023-06-29T02:38:08.572Z","2023-06-29T02:38:51.704Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,660644,"Vidal Bruján","/api/v1/people/660644","L","Left",605200,"Zach Davies","/api/v1/people/605200","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Arizona Diamondbacks","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",89.6,82.2,7,2,0.42,6.0686,27.0345,-22.1703,-8.9814,5.8062,-0.5334,1.6437,5.8199,-130.3329,-4.8797,-1.6269,50.0027,5.2116,-15.473,31.2,6,24,2129,230,NA,NA,NA,NA,NA,NA,FALSE,-24.4,9.6,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,666971,"Lourdes Gurriel Jr.","/api/v1/people/666971",NA,NA,NA,NA,NA,NA
717575,"2023-06-29",0,"2023-06-29T02:38:16.607Z","2023-06-29T02:38:22.481Z",TRUE,"pitch","b2b799ae-b64b-4647-9d96-521fb8915af9",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3034,1.5673,NA,158.21,148.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","atBat","Groundout","field_out","Vidal Brujan grounds out, first baseman Christian Walker to pitcher Zach Davies.",0,0,2,34,"top",5,"2023-06-29T02:38:08.572Z","2023-06-29T02:38:51.704Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,660644,"Vidal Bruján","/api/v1/people/660644","L","Left",605200,"Zach Davies","/api/v1/people/605200","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Arizona Diamondbacks","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",88.2,80.7,11,2,0.4266,5.7669,26.5685,-24.4113,-9.2422,4.6502,-1.0812,3.3565,4.568,-128.3919,-0.5096,-1.6826,50.0043,5.4572,-15.4319,31.2,7.2,24,2089,228,NA,NA,NA,NA,NA,NA,FALSE,-26.6,8.5,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,666971,"Lourdes Gurriel Jr.","/api/v1/people/666971",NA,NA,NA,NA,NA,NA
717575,"2023-06-29",1,"2023-06-29T02:37:44.411Z","2023-06-29T02:37:51.823Z",TRUE,"pitch","09416b5a-c452-4a7c-a0bf-4212690e7c49",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.53,1.72,NA,132.03,180.97,"ground_ball","medium","4",126,204.5,NA,NA,NA,NA,NA,NA,NA,NA,"33","atBat","Groundout","field_out","Christian Bethancourt grounds out, second baseman Ketel Marte to first baseman Christian Walker.",0,0,2,33,"top",5,"2023-06-29T02:37:42.061Z","2023-06-29T02:37:51.823Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,542194,"Christian Bethancourt","/api/v1/people/542194","R","Right",605200,"Zach Davies","/api/v1/people/605200","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Arizona Diamondbacks",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",89.8,82.4,7,2,0.4187,5.9374,26.9065,-21.2789,-9.993,6.2864,-0.3943,2.1411,6.1856,-130.6799,-4.1058,-1.4907,50.0047,5.3262,-17.3277,36,6,24,2128,230,86.1,-1,37,NA,NA,NA,TRUE,-23.2,10.7,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,666971,"Lourdes Gurriel Jr.","/api/v1/people/666971",NA,NA,NA,NA,NA,NA
717575,"2023-06-29",0,"2023-06-29T02:37:30.235Z","2023-06-29T02:37:44.411Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",0,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,542194,"/api/v1/people/542194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"33","atBat","Groundout","field_out","Christian Bethancourt grounds out, second baseman Ketel Marte to first baseman Christian Walker.",0,0,2,33,"top",5,"2023-06-29T02:37:42.061Z","2023-06-29T02:37:51.823Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,542194,"Christian Bethancourt","/api/v1/people/542194","R","Right",605200,"Zach Davies","/api/v1/people/605200","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Arizona Diamondbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,666971,"Lourdes Gurriel Jr.","/api/v1/people/666971",NA,NA,NA,NA,NA,NA
717575,"2023-06-29",4,"2023-06-29T02:37:03.964Z","2023-06-29T02:37:12.065Z",TRUE,"pitch","16d0bd61-df24-4e75-a37b-07e483833273",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,0,NA,NA,3.44,1.66,NA,144.34,211.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","atBat","Strikeout","strikeout","Jose Siri strikes out swinging.",0,0,2,32,"top",5,"2023-06-29T02:35:50.965Z","2023-06-29T02:37:12.065Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,642350,"Jose Siri","/api/v1/people/642350","R","Right",605200,"Zach Davies","/api/v1/people/605200","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Arizona Diamondbacks",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",81.5,75.2,13,2,0.4612,6.0707,21.9614,-25.9324,-8.7155,4.3672,-0.7172,0.9938,4.6897,-118.5997,-4.6868,-1.5844,50.0047,5.3514,-12.4593,24,8.4,24,1812,243,NA,NA,NA,NA,NA,NA,TRUE,-34,7.1,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,666971,"Lourdes Gurriel Jr.","/api/v1/people/666971",NA,NA,NA,NA,NA,NA
717575,"2023-06-29",2,"2023-06-29T02:36:34.657Z","2023-06-29T02:36:40.279Z",TRUE,"pitch","8bdb1674-54a6-492a-884f-0affeb795b12",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,0,NA,NA,3.4035,1.6583,NA,129.96,197.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","atBat","Strikeout","strikeout","Jose Siri strikes out swinging.",0,0,2,32,"top",5,"2023-06-29T02:35:50.965Z","2023-06-29T02:37:12.065Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,642350,"Jose Siri","/api/v1/people/642350","R","Right",605200,"Zach Davies","/api/v1/people/605200","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Arizona Diamondbacks",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",89.5,82.2,7,2,0.4205,6.3616,26.5153,-23.6587,-10.4388,4.9522,-0.34,1.542,6.6251,-130.1077,-4.8627,-1.5592,50.003,5.2211,-17.9518,33.6,7.2,24,2042,230,NA,NA,NA,NA,NA,NA,FALSE,-26,8.2,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,666971,"Lourdes Gurriel Jr.","/api/v1/people/666971",NA,NA,NA,NA,NA,NA
