"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
746789,"2024-05-26",3,"2024-05-26T22:21:08.771Z","2024-05-26T22:21:18.798Z",TRUE,"pitch","8d84ed5c-ec1e-4319-8b1e-4eebb9c528a9",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.36,1.59,NA,108.6,166.73,"fly_ball","medium","9",174.54,101.09,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Corey Julks flies out to right fielder Colton Cowser.",0,4,1,66,"bottom",9,"2024-05-26T22:19:59.232Z","2024-05-26T22:21:18.798Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,667452,"Corey Julks","/api/v1/people/667452","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Baltimore Orioles","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.3,85,5,0.89,0.4043,7.2488,30.2455,-15.8496,-5.6643,8.7901,0.2204,2.6687,9.1034,-135.5773,-2.323,-2.4483,50.0045,4.6456,-10.5226,27.6,3.6,24,2297,220,94.1,49,273,NA,NA,NA,TRUE,-16,15.6,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746789,"2024-05-26",2,"2024-05-26T22:20:51.550Z","2024-05-26T22:20:55.071Z",TRUE,"pitch","95b9609a-be88-454d-9188-063efa055b4c",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.2977,1.5891,NA,63.35,227.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Corey Julks flies out to right fielder Colton Cowser.",0,4,1,66,"bottom",9,"2024-05-26T22:19:59.232Z","2024-05-26T22:21:18.798Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,667452,"Corey Julks","/api/v1/people/667452","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Baltimore Orioles","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",84,77.5,14,0.9,0.4494,7.2129,25.5499,-38.0438,7.6264,-3.9122,1.4076,0.4139,7.5089,-122.1769,-2.4032,-2.7036,50.0015,4.7005,11.4501,18,10.8,24,2550,55,NA,NA,NA,NA,NA,NA,FALSE,-46.4,-7.4,-15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746789,"2024-05-26",1,"2024-05-26T22:20:36.028Z","2024-05-26T22:20:39.028Z",TRUE,"pitch","889b6ea9-d920-46ca-90a6-6ef3b6299614",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3776,1.5089,NA,92.71,131.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Corey Julks flies out to right fielder Colton Cowser.",0,4,1,66,"bottom",9,"2024-05-26T22:19:59.232Z","2024-05-26T22:21:18.798Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,667452,"Corey Julks","/api/v1/people/667452","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.3,85.2,12,0.89,0.4019,6.5807,32.8957,-17.0717,-5.8465,8.0443,0.6371,3.9576,10.9559,-136.8092,0.9224,-2.6773,50.0021,4.7943,-10.9767,26.4,3.6,24,2228,220,NA,NA,NA,NA,NA,NA,FALSE,-16.2,15,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746789,"2024-05-26",0,"2024-05-26T22:20:19.026Z","2024-05-26T22:20:23.108Z",TRUE,"pitch","0ae60a17-aef1-4eca-b8ee-5f16fa8dfd14",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2977,1.5356,NA,88.93,164.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Corey Julks flies out to right fielder Colton Cowser.",0,4,1,66,"bottom",9,"2024-05-26T22:19:59.232Z","2024-05-26T22:21:18.798Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,667452,"Corey Julks","/api/v1/people/667452","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,84.4,3,0.89,0.4057,7.3002,32.3993,-16.5438,-5.9524,8.4883,0.7364,2.7687,10.68,-135.5358,-1.9167,-2.5,50.0062,4.6532,-10.9666,26.4,3.6,24,2190,219,NA,NA,NA,NA,NA,NA,FALSE,-16.7,15.1,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746789,"2024-05-26",5,"2024-05-26T22:19:47.120Z","2024-05-26T22:19:51.277Z",TRUE,"pitch","90161c90-58d2-4de7-b4b6-bd2a8a84896a",6,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,1,NA,NA,3.3776,1.5891,NA,110.07,193.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Gavin Sheets called out on strikes.",0,4,1,65,"bottom",9,"2024-05-26T22:18:00.318Z","2024-05-26T22:19:51.277Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,657757,"Gavin Sheets","/api/v1/people/657757","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Baltimore Orioles","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,85.6,8,0.9,0.4015,7.1287,31.7673,-14.0176,-6.1936,9.6474,0.1817,1.6618,9.1759,-136.7192,-5.5696,-2.4223,50.0033,4.697,-11.658,32.4,3.6,24,2247,215,NA,NA,NA,NA,NA,NA,TRUE,-14.8,16.3,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746789,"2024-05-26",4,"2024-05-26T22:19:27.011Z","2024-05-26T22:19:30.301Z",TRUE,"pitch","f8b80a2e-5886-4103-ac64-fda994fcf789",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.35,1.64,NA,136.93,127.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Gavin Sheets called out on strikes.",0,4,1,65,"bottom",9,"2024-05-26T22:18:00.318Z","2024-05-26T22:19:51.277Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,657757,"Gavin Sheets","/api/v1/people/657757","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,84.4,11,0.9,0.4043,7.3664,33.2631,-14.445,-6.4961,9.5654,-0.5228,4.1148,8.184,-136.1107,0.8264,-2.7418,50.002,4.8161,-12.0403,34.8,3.6,24,2292,221,NA,NA,NA,NA,NA,NA,FALSE,-13.8,17.6,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746789,"2024-05-26",3,"2024-05-26T22:19:09.280Z","2024-05-26T22:19:13.344Z",TRUE,"pitch","99c6bea9-9c36-4eab-bc4c-71591db8cb28",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,1,NA,NA,3.35,1.64,NA,152.32,143.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Gavin Sheets called out on strikes.",0,4,1,65,"bottom",9,"2024-05-26T22:18:00.318Z","2024-05-26T22:19:51.277Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,657757,"Gavin Sheets","/api/v1/people/657757","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.1,85.6,11,0.88,0.4028,7.256,27.2904,-15.9167,-6.4746,8.6661,-0.9267,3.5235,7.2369,-135.5438,-0.3855,-2.7795,50.0064,4.7708,-12.152,33.6,3.6,24,2282,220,NA,NA,NA,NA,NA,NA,FALSE,-15.5,15.8,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746789,"2024-05-26",2,"2024-05-26T22:18:51.459Z","2024-05-26T22:18:56.333Z",TRUE,"pitch","af98313e-a510-455e-acfa-696b279c9886",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.4574,1.5891,NA,73.32,195.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Gavin Sheets called out on strikes.",0,4,1,65,"bottom",9,"2024-05-26T22:18:00.318Z","2024-05-26T22:19:51.277Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,657757,"Gavin Sheets","/api/v1/people/657757","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Baltimore Orioles","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",83.7,77.4,14,0.9,0.4498,7.2669,23.8558,-39.5743,5.7014,-4.9235,1.1459,1.5893,7.1883,-121.7568,0.1478,-2.5854,50.0047,4.9516,8.5633,14.4,10.8,24,2548,57,NA,NA,NA,NA,NA,NA,FALSE,-47.6,-8.6,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746789,"2024-05-26",1,"2024-05-26T22:18:35.470Z","2024-05-26T22:18:39.788Z",TRUE,"pitch","ceece7aa-c1dd-4d76-a205-6a3b7203a0f4",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.4574,1.6693,NA,134.8,201.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Gavin Sheets called out on strikes.",0,4,1,65,"bottom",9,"2024-05-26T22:18:00.318Z","2024-05-26T22:19:51.277Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,657757,"Gavin Sheets","/api/v1/people/657757","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Baltimore Orioles","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",85.1,78.7,13,0.9,0.4418,6.349,24.5338,-40.3522,4.5769,-5.2474,-0.4669,1.394,4.2115,-123.9323,-0.4706,-2.7824,50.0056,4.9538,7.1275,10.8,10.8,24,2611,54,NA,NA,NA,NA,NA,NA,FALSE,-47,-9.4,-9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746789,"2024-05-26",0,"2024-05-26T22:18:19.521Z","2024-05-26T22:18:23.307Z",TRUE,"pitch","0f0c5466-4b50-4a9a-9070-10ed353d9a32",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4305,1.6957,NA,132.42,144.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Gavin Sheets called out on strikes.",0,4,1,65,"bottom",9,"2024-05-26T22:18:00.318Z","2024-05-26T22:19:51.277Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,657757,"Gavin Sheets","/api/v1/people/657757","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,84.8,1,0.88,0.4052,6.9716,29.173,-17.1822,-7.6876,8.0992,-0.4046,3.4876,8.6591,-135.113,-0.1892,-2.6507,50.0004,4.7649,-14.2261,36,4.8,24,2193,225,NA,NA,NA,NA,NA,NA,FALSE,-16.8,14.9,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
