"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716975,"2023-08-16",3,"2023-08-16T22:11:11.329Z","2023-08-16T22:11:18.558Z",TRUE,"pitch","73111c5d-5935-44a6-901a-0269edff9b23",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.38,1.66,NA,101.82,177.09,"ground_ball","medium","5",100.5,163.11,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Thairo Estrada grounds out, third baseman Isaac Paredes to first baseman Yandy Diaz.",0,6,1,74,"bottom",9,"2023-08-16T22:09:31.816Z","2023-08-16T22:11:18.558Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Tampa Bay Rays","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.3,80.3,6,0.91,0.4346,6.4403,24.004,-38.9603,3.1511,-4.215,0.3982,2.285,0.5219,-125.725,-3.8712,-0.2214,50.0028,6.9865,5.0754,7.2,9.6,24,2534,47,101,-6,23,NA,NA,NA,TRUE,-44.8,-8.3,-5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716975,"2023-08-16",2,"2023-08-16T22:10:30.574Z","2023-08-16T22:10:34.361Z",TRUE,"pitch","63af851c-c6ba-4ae9-8fd5-94470291913a",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.4477,1.6533,NA,169.07,175.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Thairo Estrada grounds out, third baseman Isaac Paredes to first baseman Yandy Diaz.",0,6,1,74,"bottom",9,"2023-08-16T22:09:31.816Z","2023-08-16T22:11:18.558Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.8,91.2,13,0.9,0.3799,6.568,30.5916,-8.704,-2.4138,11.1265,-1.366,2.3388,-2.0026,-143.6947,-10.7464,-0.3485,50.005,6.6507,-5.0914,26.4,2.4,24,2302,189,NA,NA,NA,NA,NA,NA,FALSE,-9.5,18.4,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716975,"2023-08-16",1,"2023-08-16T22:10:10.580Z","2023-08-16T22:10:17.072Z",TRUE,"pitch","8b721e45-7678-49e0-b6ef-cae466f888af",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.38,1.66,NA,138.58,155.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Thairo Estrada grounds out, third baseman Isaac Paredes to first baseman Yandy Diaz.",0,6,1,74,"bottom",9,"2023-08-16T22:09:31.816Z","2023-08-16T22:11:18.558Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100,92.4,1,0.91,0.3747,6.5415,30.2308,-9.0617,0.0943,10.6528,-0.5661,3.0792,-0.3278,-145.4843,-8.9212,-0.4648,50.0052,6.7136,0.2047,1.2,2.4,24,2458,192,NA,NA,NA,NA,NA,NA,FALSE,-9.1,18,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716975,"2023-08-16",0,"2023-08-16T22:09:46.505Z","2023-08-16T22:09:50.377Z",TRUE,"pitch","fc134f46-ee48-413b-b268-88ff855936fd",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.295,1.5878,NA,146.95,221.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Thairo Estrada grounds out, third baseman Isaac Paredes to first baseman Yandy Diaz.",0,6,1,74,"bottom",9,"2023-08-16T22:09:31.816Z","2023-08-16T22:11:18.558Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100,92.6,13,0.92,0.3759,6.6912,29.742,-7.5125,0.0918,11.434,-0.7858,0.6408,-1.7025,-144.9886,-15.5316,-0.2061,50.0048,6.4916,0.1981,1.2,2.4,24,2480,189,NA,NA,NA,NA,NA,NA,FALSE,-9,18.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716975,"2023-08-16",2,"2023-08-16T22:09:14.237Z","2023-08-16T22:09:20.971Z",TRUE,"pitch","cdcac085-599e-49f4-9c16-661d766ef4d3",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,1,NA,NA,3.48,1.68,NA,134.07,195.77,"ground_ball","medium","5",108.62,159.04,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Blake Sabol grounds out, third baseman Isaac Paredes to first baseman Yandy Diaz.",0,6,1,73,"bottom",9,"2023-08-16T22:08:20.500Z","2023-08-16T22:09:20.971Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,666165,"Blake Sabol","/api/v1/people/666165","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Tampa Bay Rays","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.2,93.1,7,0.91,0.3738,6.7943,29.1705,-9.978,0.5112,10.1653,-0.4479,1.593,-0.6258,-145.6737,-12.6393,-0.2983,50.0003,6.5548,1.1158,4.8,2.4,24,2458,186,72.3,-12,8,NA,NA,NA,TRUE,-10.4,16.6,-0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716975,"2023-08-16",1,"2023-08-16T22:08:55.833Z","2023-08-16T22:09:00.339Z",TRUE,"pitch","132a37c2-b099-4b35-a349-7479d2925237",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.57,1.6732,NA,140.25,189.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Blake Sabol grounds out, third baseman Isaac Paredes to first baseman Yandy Diaz.",0,6,1,73,"bottom",9,"2023-08-16T22:08:20.500Z","2023-08-16T22:09:20.971Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,666165,"Blake Sabol","/api/v1/people/666165","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.7,92.1,7,0.91,0.3766,6.7419,30.2228,-7.7149,-0.5148,11.388,-0.61,1.8202,-0.5482,-144.8094,-12.2699,-0.3521,50.0018,6.5596,-1.1057,7.2,2.4,24,2528,188,NA,NA,NA,NA,NA,NA,FALSE,-8.6,18.7,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716975,"2023-08-16",0,"2023-08-16T22:08:38.904Z","2023-08-16T22:08:42.883Z",TRUE,"pitch","3aa59bff-3f9b-46ea-990e-6e07473d391c",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.48,1.68,NA,124.61,166.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Blake Sabol grounds out, third baseman Isaac Paredes to first baseman Yandy Diaz.",0,6,1,73,"bottom",9,"2023-08-16T22:08:20.500Z","2023-08-16T22:09:20.971Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,666165,"Blake Sabol","/api/v1/people/666165","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.7,90.9,5,0.9,0.3804,6.7435,30.8894,-9.5687,-1.1059,10.7482,-0.1995,2.6634,0.8484,-143.5796,-9.6389,-0.354,50.0067,6.6453,-2.327,10.8,2.4,24,2410,187,NA,NA,NA,NA,NA,NA,FALSE,-10.1,17.9,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716975,"2023-08-16",5,"2023-08-16T22:08:09.032Z","2023-08-16T22:08:14.701Z",TRUE,"pitch","630ee23e-d3b3-4d65-8778-822b2e6fd5c9",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,0,NA,NA,3.51,1.66,NA,138.73,153.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","J.D. Davis strikes out swinging.",0,6,1,72,"bottom",9,"2023-08-16T22:06:51.474Z","2023-08-16T22:08:14.701Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,605204,"J.D. Davis","/api/v1/people/605204","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.6,81.2,1,0.91,0.4307,6.4063,21.643,-38.548,2.5792,-3.8774,-0.57,3.1756,-2.0937,-126.3525,-2.1036,-0.0725,50.0033,7.0676,4.2414,6,9.6,24,2458,63,NA,NA,NA,NA,NA,NA,TRUE,-43.1,-7.2,-4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716975,"2023-08-16",4,"2023-08-16T22:07:47.202Z","2023-08-16T22:07:51.865Z",TRUE,"pitch","73fd0ef0-69b5-422c-bff0-24963312028e",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.51,1.66,NA,149.32,187.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","J.D. Davis strikes out swinging.",0,6,1,72,"bottom",9,"2023-08-16T22:06:51.474Z","2023-08-16T22:08:14.701Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,605204,"J.D. Davis","/api/v1/people/605204","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86,79.6,13,0.9,0.4375,6.4733,25.3344,-38.4883,0.4798,-3.9821,-0.8479,1.8912,-2.0525,-125.2017,-4.6362,-0.0797,50.0002,6.9174,0.7615,0,9.6,24,2372,49,NA,NA,NA,NA,NA,NA,FALSE,-45,-8,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716975,"2023-08-16",3,"2023-08-16T22:07:30.117Z","2023-08-16T22:07:34.725Z",TRUE,"pitch","48fecb3d-283a-49b6-a183-536f1c183c98",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,0,NA,NA,3.425,1.5657,NA,153.43,190.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","J.D. Davis strikes out swinging.",0,6,1,72,"bottom",9,"2023-08-16T22:06:51.474Z","2023-08-16T22:08:14.701Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,605204,"J.D. Davis","/api/v1/people/605204","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.5,92.7,13,0.92,0.3739,6.5824,31.1274,-6.2188,-0.6707,11.9155,-0.9556,1.7747,-0.9492,-145.9373,-12.6257,-0.5402,50.0058,6.5107,-1.4616,10.8,1.2,24,2473,191,NA,NA,NA,NA,NA,NA,FALSE,-7.4,19.6,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
