"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
718028,"2023-05-25",4,"2023-05-26T01:39:00.314Z","2023-05-26T01:39:14.157Z",TRUE,"pitch","0541a02d-a7c5-4957-b0d0-e2e9e4965ddf",5,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,2,2,NA,NA,3.25,1.61,NA,130.21,160.33,"ground_ball","medium","7",71.57,134.62,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Single","single","LaMonte Wade Jr. singles on a ground ball to left fielder Christian Yelich.",0,1,0,49,"top",7,"2023-05-26T01:37:23.742Z","2023-05-26T01:39:14.157Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,664774,"LaMonte Wade Jr.","/api/v1/people/664774","L","Left",656730,"Trevor Megill","/api/v1/people/656730","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Milwaukee Brewers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.5,89.6,1,0.91,0.383,6.6211,34.8152,-9.997,-1.9449,10.7207,-0.3466,2.9056,2.8606,-143.3142,-7.6506,-1.1076,50.0067,6.2435,-4.0248,15.6,2.4,24,2553,201,101.9,-11,13,NA,NA,NA,FALSE,-10.3,18,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,664774,"LaMonte Wade Jr.","/api/v1/people/664774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718028,"2023-05-25",3,"2023-05-26T01:38:39.674Z","2023-05-26T01:38:43.276Z",TRUE,"pitch","98f31047-830e-4b58-8af4-d436d6bfcda5",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.0735,1.4727,NA,127.06,231.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Single","single","LaMonte Wade Jr. singles on a ground ball to left fielder Christian Yelich.",0,1,0,49,"top",7,"2023-05-26T01:37:23.742Z","2023-05-26T01:39:14.157Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,664774,"LaMonte Wade Jr.","/api/v1/people/664774","L","Left",656730,"Trevor Megill","/api/v1/people/656730","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Milwaukee Brewers","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",86.7,80.1,13,2,0.4353,6.5679,27.6096,-42.8327,4.5993,-6.6589,-0.264,0.2722,0.7014,-126.2027,-6.2101,-1.1433,50.0047,6.2464,7.3598,9.6,10.8,24,2888,22,NA,NA,NA,NA,NA,NA,FALSE,-49.9,-13.3,-8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,664774,"LaMonte Wade Jr.","/api/v1/people/664774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718028,"2023-05-25",2,"2023-05-26T01:38:20.914Z","2023-05-26T01:38:24.306Z",TRUE,"pitch","b11af582-e40e-4e5d-aec1-4bf99ca00ac9",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.1307,1.4965,NA,183.22,179.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Single","single","LaMonte Wade Jr. singles on a ground ball to left fielder Christian Yelich.",0,1,0,49,"top",7,"2023-05-26T01:37:23.742Z","2023-05-26T01:39:14.157Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,664774,"LaMonte Wade Jr.","/api/v1/people/664774","L","Left",656730,"Trevor Megill","/api/v1/people/656730","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Milwaukee Brewers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100,91.6,13,0.92,0.3766,6.7177,33.4285,-7.8159,-1.5478,11.3643,-1.7373,2.2012,-1.2813,-145.3239,-10.0739,-1.0899,50.001,6.1837,-3.316,19.2,2.4,24,2560,203,NA,NA,NA,NA,NA,NA,FALSE,-8.5,18.8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,664774,"LaMonte Wade Jr.","/api/v1/people/664774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718028,"2023-05-25",1,"2023-05-26T01:37:54.886Z","2023-05-26T01:37:58.069Z",TRUE,"pitch","ecd7a496-82ba-4b26-9fc4-4812f6b8257f",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.25,1.61,NA,121.24,141.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Single","single","LaMonte Wade Jr. singles on a ground ball to left fielder Christian Yelich.",0,1,0,49,"top",7,"2023-05-26T01:37:23.742Z","2023-05-26T01:39:14.157Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,664774,"LaMonte Wade Jr.","/api/v1/people/664774","L","Left",656730,"Trevor Megill","/api/v1/people/656730","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Milwaukee Brewers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.8,89.5,11,0.91,0.3846,6.5835,32.2098,-8.1249,-3.8341,11.7026,-0.1111,3.5881,3.7166,-142.332,-6.2268,-0.9347,50.0008,6.3167,-7.8777,36,2.4,24,2538,203,NA,NA,NA,NA,NA,NA,FALSE,-8.4,20.2,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,664774,"LaMonte Wade Jr.","/api/v1/people/664774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718028,"2023-05-25",0,"2023-05-26T01:37:39.513Z","2023-05-26T01:37:43.265Z",TRUE,"pitch","20b614e7-ae66-4e1b-8432-4a048225167d",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.1222,1.488,NA,140.97,164.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Single","single","LaMonte Wade Jr. singles on a ground ball to left fielder Christian Yelich.",0,1,0,49,"top",7,"2023-05-26T01:37:23.742Z","2023-05-26T01:39:14.157Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,664774,"LaMonte Wade Jr.","/api/v1/people/664774","L","Left",656730,"Trevor Megill","/api/v1/people/656730","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Milwaukee Brewers","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",84.7,77.9,1,2,0.4446,6.5453,25.6073,-41.6808,5.8215,-6.1874,-0.6289,2.741,-0.3462,-123.4079,-0.4831,-1.2424,50.0051,6.464,8.9392,12,10.8,24,2779,27,NA,NA,NA,NA,NA,NA,FALSE,-49.2,-11,-10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,664774,"LaMonte Wade Jr.","/api/v1/people/664774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718028,"2023-05-25",7,"2023-05-26T01:37:08.598Z","2023-05-26T01:37:14.251Z",TRUE,"pitch","d77cc007-c3eb-437a-8e5a-7c4ccbf9c9c8",7,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,1,NA,NA,3.3071,1.4974,NA,137.39,190.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Strikeout","strikeout","Patrick Bailey called out on strikes.",0,1,0,48,"top",7,"2023-05-26T01:34:07.771Z","2023-05-26T01:37:14.251Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,672275,"Patrick Bailey","/api/v1/people/672275","L","Left",656730,"Trevor Megill","/api/v1/people/656730","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.1,91.6,7,0.91,0.3765,6.7173,33.9926,-7.3682,-3.3789,11.5761,-0.535,1.7704,2.5011,-145.4382,-11.3722,-0.967,50.0036,6.1773,-7.2415,33.6,2.4,24,2525,194,NA,NA,NA,NA,NA,NA,TRUE,-8.5,18.8,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,664774,"LaMonte Wade Jr.","/api/v1/people/664774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718028,"2023-05-25",5,"2023-05-26T01:36:38.631Z","2023-05-26T01:36:41.998Z",TRUE,"pitch","24c4c5d4-c95f-4783-9ff9-9b5836d39564",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.371,1.535,NA,117.95,137.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Strikeout","strikeout","Patrick Bailey called out on strikes.",0,1,0,48,"top",7,"2023-05-26T01:34:07.771Z","2023-05-26T01:37:14.251Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,672275,"Patrick Bailey","/api/v1/people/672275","L","Left",656730,"Trevor Megill","/api/v1/people/656730","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.9,90.1,11,0.89,0.381,6.7129,34.2138,-10.1112,-4.6704,10.5479,-0.0251,3.7588,4.2232,-143.9036,-5.5367,-0.9067,50.0043,6.3378,-9.7705,37.2,2.4,24,2576,202,NA,NA,NA,NA,NA,NA,FALSE,-9.8,18.1,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,664774,"LaMonte Wade Jr.","/api/v1/people/664774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718028,"2023-05-25",4,"2023-05-26T01:36:10.620Z","2023-05-26T01:36:14.524Z",TRUE,"pitch","6bfdc783-c7ed-4b02-af41-efc68e03dfb3",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.3376,1.5016,NA,58.11,245.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Strikeout","strikeout","Patrick Bailey called out on strikes.",0,1,0,48,"top",7,"2023-05-26T01:34:07.771Z","2023-05-26T01:37:14.251Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,672275,"Patrick Bailey","/api/v1/people/672275","L","Left",656730,"Trevor Megill","/api/v1/people/656730","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Milwaukee Brewers",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",85.4,78.9,14,2,0.4432,6.6247,27.57,-42.7009,2.6413,-6.8249,1.5448,-0.2638,5.2711,-124.1475,-7.2181,-0.9589,50.0023,6.2849,4.0741,6,12,24,2923,17,NA,NA,NA,NA,NA,NA,FALSE,-51.8,-13.9,-6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,664774,"LaMonte Wade Jr.","/api/v1/people/664774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718028,"2023-05-25",3,"2023-05-26T01:35:47.924Z","2023-05-26T01:35:51.379Z",TRUE,"pitch","e7eb5aa7-9c4c-402b-9178-4f6938def000",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.371,1.535,NA,77.46,171.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Strikeout","strikeout","Patrick Bailey called out on strikes.",0,1,0,48,"top",7,"2023-05-26T01:34:07.771Z","2023-05-26T01:37:14.251Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,672275,"Patrick Bailey","/api/v1/people/672275","L","Left",656730,"Trevor Megill","/api/v1/people/656730","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Milwaukee Brewers",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",85.8,78.9,12,2,0.4394,6.7098,26.4189,-37.8718,5.6365,-3.6222,1.0374,2.4812,3.0531,-124.9152,-2.0843,-0.9351,50.0039,6.4557,8.8605,13.2,9.6,24,2737,24,NA,NA,NA,NA,NA,NA,FALSE,-44,-6.8,-10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,664774,"LaMonte Wade Jr.","/api/v1/people/664774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718028,"2023-05-25",2,"2023-05-26T01:35:26.239Z","2023-05-26T01:35:29.648Z",TRUE,"pitch","6a42f0c8-2456-4a9f-aea7-7c525c93b58b",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.371,1.535,NA,116.21,190.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Strikeout","strikeout","Patrick Bailey called out on strikes.",0,1,0,48,"top",7,"2023-05-26T01:34:07.771Z","2023-05-26T01:37:14.251Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,672275,"Patrick Bailey","/api/v1/people/672275","L","Left",656730,"Trevor Megill","/api/v1/people/656730","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.9,90.1,8,0.89,0.3822,6.7532,34.3843,-7.3447,-4.2613,11.9456,0.0206,1.7933,4.2204,-143.5292,-11.2251,-0.9179,50.0008,6.2197,-8.8564,38.4,2.4,24,2544,197,NA,NA,NA,NA,NA,NA,FALSE,-8.8,19.4,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,664774,"LaMonte Wade Jr.","/api/v1/people/664774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718028,"2023-05-25",1,"2023-05-26T01:34:40.630Z","2023-05-26T01:34:47.010Z",TRUE,"pitch","b1b83dd8-e8dd-4740-8ce7-57717cc4fb38",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.371,1.535,NA,110.49,182.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Strikeout","strikeout","Patrick Bailey called out on strikes.",0,1,0,48,"top",7,"2023-05-26T01:34:07.771Z","2023-05-26T01:37:14.251Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,672275,"Patrick Bailey","/api/v1/people/672275","L","Left",656730,"Trevor Megill","/api/v1/people/656730","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98,89.5,8,0.91,0.385,6.7153,33.1342,-7.4189,-2.5113,12.0807,0.1707,2.0908,4.0698,-142.3557,-10.4204,-0.9522,50.0069,6.2716,-5.1481,22.8,2.4,24,2479,198,NA,NA,NA,NA,NA,NA,FALSE,-8.8,19.9,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,664774,"LaMonte Wade Jr.","/api/v1/people/664774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718028,"2023-05-25",0,"2023-05-26T01:34:24.792Z","2023-05-26T01:34:28.126Z",TRUE,"pitch","61c6473e-9070-4065-a611-a7492578bec8",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.371,1.535,NA,121.5,176.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Strikeout","strikeout","Patrick Bailey called out on strikes.",0,1,0,48,"top",7,"2023-05-26T01:34:07.771Z","2023-05-26T01:37:14.251Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,672275,"Patrick Bailey","/api/v1/people/672275","L","Left",656730,"Trevor Megill","/api/v1/people/656730","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.6,89.6,5,0.9,0.3833,6.7096,34.9202,-7.6711,-3.6639,11.8671,-0.1179,2.3144,3.9363,-143.2142,-9.6487,-1.0381,50.003,6.2178,-7.5655,33.6,2.4,24,2437,200,NA,NA,NA,NA,NA,NA,FALSE,-8.8,19.6,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,664774,"LaMonte Wade Jr.","/api/v1/people/664774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718028,"2023-05-25",6,"2023-05-26T01:36:53.860Z","2023-05-26T01:37:08.598Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,1,672275,"/api/v1/people/672275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"48","atBat","Strikeout","strikeout","Patrick Bailey called out on strikes.",0,1,0,48,"top",7,"2023-05-26T01:34:07.771Z","2023-05-26T01:37:14.251Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,672275,"Patrick Bailey","/api/v1/people/672275","L","Left",656730,"Trevor Megill","/api/v1/people/656730","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Milwaukee Brewers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,664774,"LaMonte Wade Jr.","/api/v1/people/664774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718028,"2023-05-25",0,"2023-05-26T01:33:51.703Z","2023-05-26T01:33:59.003Z",TRUE,"pitch","5c820141-a2e0-43b8-acce-f7dfabbb505e",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.14,1.5,NA,117.15,145,"ground_ball","medium","6",112.18,155.98,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Groundout","field_out","Casey Schmitt grounds out, shortstop Willy Adames to first baseman Rowdy Tellez.",0,1,0,47,"top",7,"2023-05-26T01:33:43.379Z","2023-05-26T01:33:59.003Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,669477,"Casey Schmitt","/api/v1/people/669477","R","Right",656730,"Trevor Megill","/api/v1/people/656730","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Milwaukee Brewers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,87.3,11,0.9,0.393,6.6949,33.4918,-10.6187,-3.2587,10.9741,-0.0038,3.4735,3.7008,-139.7451,-6.2214,-0.9263,50.005,6.4366,-6.4022,24,2.4,24,2366,197,93.1,-6,26,NA,NA,NA,TRUE,-11.2,18.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,664774,"LaMonte Wade Jr.","/api/v1/people/664774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718028,"2023-05-25",4,"2023-05-26T01:31:35.014Z","2023-05-26T01:31:39.985Z",TRUE,"pitch","d52fe452-558e-4b83-b67e-18eb45074d2b",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.37,1.7,NA,110.96,159.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Strikeout","strikeout","Willy Adames strikes out swinging.",0,1,0,46,"bottom",6,"2023-05-26T01:30:25.944Z","2023-05-26T01:31:39.985Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,642715,"Willy Adames","/api/v1/people/642715","R","Right",640455,"Sean Manaea","/api/v1/people/640455","L","Left","vs_LHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.5,85.9,2,2,0.3996,7.2791,31.5765,-18.0584,10.4529,7.4289,0.1584,2.9246,-7.9589,-137.2872,-3.359,1.7429,50.0067,5.3996,19.8746,44.4,6,24,2093,134,NA,NA,NA,NA,NA,NA,TRUE,-18,12.8,-17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,664774,"LaMonte Wade Jr.","/api/v1/people/664774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
