"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717887,"2023-06-05",1,"2023-06-06T00:46:36.287Z","2023-06-06T00:46:39.959Z",TRUE,"pitch","5af9d6a8-c30e-4939-a371-23393500cbe9",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.5518,1.7082,NA,104.97,193.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Groundout","field_out","Jesus Sanchez grounds out, shortstop Maikel Garcia to first baseman Nick Pratto.",0,4,9,60,"bottom",7,"2023-06-06T00:46:34.538Z","2023-06-06T00:46:56.001Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,660821,"Jesús Sánchez","/api/v1/people/660821","L","Left",621295,"Nick Wittgren","/api/v1/people/621295","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.2,75.4,9,0.9,0.4593,6.5714,25.1284,-31.7426,8.5857,0.2986,0.3155,1.6753,3.6597,-119.6765,-2.5709,-2.3532,50.0024,5.6335,12.3347,21.6,9.6,24,2328,50,NA,NA,NA,NA,NA,NA,FALSE,-40.6,0.1,-16.4,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,671221,"Drew Waters","/api/v1/people/671221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717887,"2023-06-05",0,"2023-06-06T00:45:18.891Z","2023-06-06T00:46:36.287Z",FALSE,"action",NA,NA,"Pitching Change: Nick Wittgren replaces Josh Staumont.","Pitching Substitution",4,9,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,621295,"/api/v1/people/621295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"60","atBat","Groundout","field_out","Jesus Sanchez grounds out, shortstop Maikel Garcia to first baseman Nick Pratto.",0,4,9,60,"bottom",7,"2023-06-06T00:46:34.538Z","2023-06-06T00:46:56.001Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,660821,"Jesús Sánchez","/api/v1/people/660821","L","Left",621295,"Nick Wittgren","/api/v1/people/621295","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,FALSE,671221,"Drew Waters","/api/v1/people/671221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717887,"2023-06-05",8,"2023-06-06T00:43:50.938Z","2023-06-06T00:43:59.298Z",TRUE,"pitch","872a6b43-0849-4bd7-b60a-a097f9807b93",8,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,2,NA,NA,3.41,1.68,NA,125.5,178.6,"fly_ball","medium","8",100.11,85.3,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Flyout","field_out","MJ Melendez flies out to center fielder Jonathan Davis.",0,4,9,59,"top",7,"2023-06-06T00:41:30.309Z","2023-06-06T00:43:59.298Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669004,"MJ Melendez","/api/v1/people/669004","L","Left",677053,"Andrew Nardi","/api/v1/people/677053","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.7,77.1,5,0.9,0.4498,6.7972,24.1115,-28.072,-7.8923,2.7331,-0.2229,2.229,-4.4892,-121.8166,-2.5088,2.6698,50.0034,5.701,-11.8518,24,8.4,24,2355,289,90.6,42,292,NA,NA,NA,TRUE,-34.4,4.6,15.4,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,671221,"Drew Waters","/api/v1/people/671221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717887,"2023-06-05",7,"2023-06-06T00:43:32.587Z","2023-06-06T00:43:35.777Z",TRUE,"pitch","4c146fdb-c9f9-417f-8596-6b7048c50f29",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.41,1.68,NA,133.32,167.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Flyout","field_out","MJ Melendez flies out to center fielder Jonathan Davis.",0,4,9,59,"top",7,"2023-06-06T00:41:30.309Z","2023-06-06T00:43:59.298Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669004,"MJ Melendez","/api/v1/people/669004","L","Left",677053,"Andrew Nardi","/api/v1/people/677053","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.8,75.8,4,0.9,0.4561,6.6902,25.5868,-31.4973,-9.694,0.4636,-0.4281,2.6334,-4.235,-120.5454,-0.9254,2.616,50.0017,5.8274,-14.1248,25.2,9.6,24,2279,294,NA,NA,NA,NA,NA,NA,FALSE,-39.2,0.8,18.6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,671221,"Drew Waters","/api/v1/people/671221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717887,"2023-06-05",6,"2023-06-06T00:43:13.993Z","2023-06-06T00:43:16.993Z",TRUE,"pitch","42dcbde8-98c7-4d34-bc7e-47ff5180b01e",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.41,1.68,NA,109.21,153.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Flyout","field_out","MJ Melendez flies out to center fielder Jonathan Davis.",0,4,9,59,"top",7,"2023-06-06T00:41:30.309Z","2023-06-06T00:43:59.298Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669004,"MJ Melendez","/api/v1/people/669004","L","Left",677053,"Andrew Nardi","/api/v1/people/677053","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,87.1,2,0.91,0.3945,6.8738,32.0634,-12.522,5.1317,10.0765,0.2045,3.1428,-8.0917,-138.9998,-5.0578,2.4908,50.0056,5.822,10.0118,31.2,3.6,24,2299,150,NA,NA,NA,NA,NA,NA,FALSE,-12.7,17.3,-7.6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,671221,"Drew Waters","/api/v1/people/671221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717887,"2023-06-05",4,"2023-06-06T00:42:46.518Z","2023-06-06T00:42:50.347Z",TRUE,"pitch","b53cb9e4-f3fb-43b1-9b4a-1c95270301f6",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,2,NA,NA,3.4018,1.6882,NA,95.4,155.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Flyout","field_out","MJ Melendez flies out to center fielder Jonathan Davis.",0,4,9,59,"top",7,"2023-06-06T00:41:30.309Z","2023-06-06T00:43:59.298Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669004,"MJ Melendez","/api/v1/people/669004","L","Left",677053,"Andrew Nardi","/api/v1/people/677053","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,87.4,3,0.91,0.3935,6.6163,31.5931,-13.7302,5.1013,9.4036,0.5667,3.0872,-6.8487,-139.2471,-5.0075,2.3967,50.0051,5.819,10.0085,30,3.6,24,2170,149,NA,NA,NA,NA,NA,NA,FALSE,-13.8,16.2,-7.8,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,671221,"Drew Waters","/api/v1/people/671221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717887,"2023-06-05",3,"2023-06-06T00:42:32.684Z","2023-06-06T00:42:36.245Z",TRUE,"pitch","562c415c-b2b9-49e2-aa83-d8bfb2a3bd9c",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,2,NA,NA,3.4182,1.68,NA,115.88,178.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Flyout","field_out","MJ Melendez flies out to center fielder Jonathan Davis.",0,4,9,59,"top",7,"2023-06-06T00:41:30.309Z","2023-06-06T00:43:59.298Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669004,"MJ Melendez","/api/v1/people/669004","L","Left",677053,"Andrew Nardi","/api/v1/people/677053","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,87.1,5,0.91,0.395,6.8496,32.0379,-13.8314,5.3546,9.428,0.0295,2.2498,-8.4513,-138.8268,-6.9778,2.4221,50.0025,5.7226,10.4179,28.8,3.6,24,2316,150,NA,NA,NA,NA,NA,NA,FALSE,-14.4,15.7,-7.9,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,671221,"Drew Waters","/api/v1/people/671221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717887,"2023-06-05",2,"2023-06-06T00:42:14.176Z","2023-06-06T00:42:17.908Z",TRUE,"pitch","e5ed4c0d-908c-449a-b625-73c1d1ff1a26",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,2,NA,NA,3.3937,1.6963,NA,83.99,148.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Flyout","field_out","MJ Melendez flies out to center fielder Jonathan Davis.",0,4,9,59,"top",7,"2023-06-06T00:41:30.309Z","2023-06-06T00:43:59.298Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669004,"MJ Melendez","/api/v1/people/669004","L","Left",677053,"Andrew Nardi","/api/v1/people/677053","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,86.1,12,0.89,0.3989,6.7262,31.1231,-14.2317,5.7354,9.4005,0.866,3.3502,-6.5991,-137.4435,-4.1186,2.5556,50.003,5.8379,10.9478,32.4,3.6,24,2373,152,NA,NA,NA,NA,NA,NA,FALSE,-14.4,16.3,-9,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,671221,"Drew Waters","/api/v1/people/671221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717887,"2023-06-05",1,"2023-06-06T00:41:56.529Z","2023-06-06T00:42:00.229Z",TRUE,"pitch","e55366ad-d238-43f6-b503-c25ca28a500c",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.4181,1.6882,NA,142.42,207.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Flyout","field_out","MJ Melendez flies out to center fielder Jonathan Davis.",0,4,9,59,"top",7,"2023-06-06T00:41:30.309Z","2023-06-06T00:43:59.298Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669004,"MJ Melendez","/api/v1/people/669004","L","Left",677053,"Andrew Nardi","/api/v1/people/677053","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.1,76.4,13,0.9,0.4544,6.7286,25.1916,-29.3906,-7.9662,1.8946,-0.6668,1.1739,-5.1866,-120.8812,-4.73,2.5471,50.0034,5.7585,-11.7007,22.8,9.6,24,2528,296,NA,NA,NA,NA,NA,NA,FALSE,-37.4,2.5,15.7,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,671221,"Drew Waters","/api/v1/people/671221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717887,"2023-06-05",0,"2023-06-06T00:41:43.021Z","2023-06-06T00:41:46.565Z",TRUE,"pitch","5b2c2e32-82c3-44ed-acb4-116e1bb66366",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4263,1.7289,NA,67.93,147.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Flyout","field_out","MJ Melendez flies out to center fielder Jonathan Davis.",0,4,9,59,"top",7,"2023-06-06T00:41:30.309Z","2023-06-06T00:43:59.298Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669004,"MJ Melendez","/api/v1/people/669004","L","Left",677053,"Andrew Nardi","/api/v1/people/677053","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,85.9,12,0.9,0.3994,6.7567,32.1265,-14.5654,4.0179,9.2594,1.2872,3.3668,-4.8678,-137.4363,-4.1482,2.5643,50.0035,5.8936,7.6419,22.8,3.6,24,2326,155,NA,NA,NA,NA,NA,NA,FALSE,-14.8,16,-6.2,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,671221,"Drew Waters","/api/v1/people/671221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717887,"2023-06-05",5,"2023-06-06T00:43:02.143Z","2023-06-06T00:43:13.993Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",4,9,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,2,2,669004,"/api/v1/people/669004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"59","atBat","Flyout","field_out","MJ Melendez flies out to center fielder Jonathan Davis.",0,4,9,59,"top",7,"2023-06-06T00:41:30.309Z","2023-06-06T00:43:59.298Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669004,"MJ Melendez","/api/v1/people/669004","L","Left",677053,"Andrew Nardi","/api/v1/people/677053","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Miami Marlins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,671221,"Drew Waters","/api/v1/people/671221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717887,"2023-06-05",1,"2023-06-06T00:41:12.960Z","2023-06-06T00:41:20.998Z",TRUE,"pitch","7f9781cd-e0ec-4892-b986-c7f72ce61b89",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.49,1.67,NA,131.14,169.71,"ground_ball","medium","6",98.86,141.03,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Groundout","field_out","Bobby Witt Jr. grounds out, shortstop Joey Wendle to first baseman Yuli Gurriel.",0,4,9,58,"top",7,"2023-06-06T00:40:42.126Z","2023-06-06T00:41:20.998Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",677053,"Andrew Nardi","/api/v1/people/677053","L","Left","vs_LHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Miami Marlins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,87.1,4,0.91,0.3952,6.8337,32.3819,-13.5599,3.9689,9.5745,-0.3709,2.5582,-8.9818,-138.8469,-6.4811,2.3967,50.0018,5.8329,7.7163,20.4,3.6,24,2268,148,109.8,0,58,NA,NA,NA,TRUE,-14,16.1,-5.3,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,671221,"Drew Waters","/api/v1/people/671221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717887,"2023-06-05",0,"2023-06-06T00:40:58.533Z","2023-06-06T00:41:02.212Z",TRUE,"pitch","9be02df2-3228-4c99-8e58-c72742d01ccf",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.5145,1.621,NA,124.08,162.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Groundout","field_out","Bobby Witt Jr. grounds out, shortstop Joey Wendle to first baseman Yuli Gurriel.",0,4,9,58,"top",7,"2023-06-06T00:40:42.126Z","2023-06-06T00:41:20.998Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",677053,"Andrew Nardi","/api/v1/people/677053","L","Left","vs_LHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Miami Marlins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.1,76,5,0.9,0.4541,6.7288,25.5127,-29.2237,-8.9161,2.0071,-0.1857,2.8206,-3.9545,-121.0284,-1.1673,2.6322,50.0044,5.8888,-13.113,25.2,8.4,24,2437,299,NA,NA,NA,NA,NA,NA,FALSE,-36.2,3.6,17.2,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,671221,"Drew Waters","/api/v1/people/671221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717887,"2023-06-05",3,"2023-06-06T00:40:31.711Z","2023-06-06T00:40:35.598Z",TRUE,"pitch","5a34eed7-b670-4df8-85a2-96a4fd40a4b6",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,0,NA,NA,3.39,1.64,NA,170.8,185.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Strikeout","strikeout","Nick Pratto strikes out swinging.",0,4,9,57,"top",7,"2023-06-06T00:39:31.003Z","2023-06-06T00:40:35.598Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,668472,"Nick Pratto","/api/v1/people/668472","L","Left",677053,"Andrew Nardi","/api/v1/people/677053","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Miami Marlins","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.9,78,13,0.9,0.4446,6.6529,25.737,-28.873,-5.2152,2.1517,-1.4115,1.9875,-7.6521,-123.4228,-3.4603,2.4127,50.0028,5.8525,-8.005,18,8.4,24,2440,289,NA,NA,NA,NA,NA,NA,TRUE,-34.9,3.2,11.3,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,671221,"Drew Waters","/api/v1/people/671221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717887,"2023-06-05",2,"2023-06-06T00:40:16.172Z","2023-06-06T00:40:19.360Z",TRUE,"pitch","6a52aad1-d856-49d3-b951-6ab12bfd24f6",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.4145,1.6482,NA,116.06,115.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Strikeout","strikeout","Nick Pratto strikes out swinging.",0,4,9,57,"top",7,"2023-06-06T00:39:31.003Z","2023-06-06T00:40:35.598Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,668472,"Nick Pratto","/api/v1/people/668472","L","Left",677053,"Andrew Nardi","/api/v1/people/677053","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,86,12,0.9,0.3979,6.6872,33.2674,-13.9886,4.4853,9.4948,0.0246,4.5477,-7.646,-138.122,-1.314,2.257,50.0022,5.9789,8.5912,25.2,3.6,24,2182,148,NA,NA,NA,NA,NA,NA,FALSE,-13.4,17,-6.4,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,671221,"Drew Waters","/api/v1/people/671221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717887,"2023-06-05",1,"2023-06-06T00:40:01.047Z","2023-06-06T00:40:04.977Z",TRUE,"pitch","c7eb1e52-31c3-4169-9b89-d03bcdba55fc",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,0,NA,NA,3.4063,1.6482,NA,117.07,177.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Strikeout","strikeout","Nick Pratto strikes out swinging.",0,4,9,57,"top",7,"2023-06-06T00:39:31.003Z","2023-06-06T00:40:35.598Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,668472,"Nick Pratto","/api/v1/people/668472","L","Left",677053,"Andrew Nardi","/api/v1/people/677053","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,86.4,5,0.91,0.3979,6.8869,32.0511,-12.1746,5.0501,10.4319,-0.002,2.2823,-8.3226,-137.9142,-7.3177,2.4054,50.0038,5.8,9.6831,28.8,3.6,24,2277,143,NA,NA,NA,NA,NA,NA,FALSE,-13.2,17.4,-7.3,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,671221,"Drew Waters","/api/v1/people/671221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
