"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716644,"2023-09-10",2,"2023-09-10T20:01:38.909Z","2023-09-10T20:01:47.420Z",TRUE,"pitch","e31a18f6-1911-4e3e-a09f-f52bf6bf6508",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,2,NA,NA,3.2,1.54,NA,146.41,188.97,"popup","medium","5",113.74,174.9,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Pop Out","field_out","Endy Rodriguez pops out to third baseman Austin Riley.",0,2,5,68,"top",9,"2023-09-10T20:01:22.258Z","2023-09-10T20:01:47.420Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,682848,"Endy Rodríguez","/api/v1/people/682848","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Atlanta Braves",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.7,80.6,7,0.9,0.4289,5.8731,26.2998,-27.7498,-9.6643,2.679,-0.7715,1.8447,4.8126,-127.7071,-3.5185,-1.4248,50.0023,5.4229,-15.9626,27.6,8.4,24,1944,246,65.3,74,79,NA,NA,NA,TRUE,-31.2,4.3,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716644,"2023-09-10",1,"2023-09-10T20:01:24.600Z","2023-09-10T20:01:28.540Z",TRUE,"pitch","54305318-7530-4880-ad3f-97140f82a406",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2865,1.6182,NA,108.44,208.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Pop Out","field_out","Endy Rodriguez pops out to third baseman Austin Riley.",0,2,5,68,"top",9,"2023-09-10T20:01:22.258Z","2023-09-10T20:01:47.420Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,682848,"Endy Rodríguez","/api/v1/people/682848","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.1,85.9,14,0.9,0.4014,6.1006,30.9265,-14.1586,-5.6543,9.555,0.2245,1.1074,6.2598,-136.6273,-8.6221,-1.3649,50.0015,5.2834,-10.6584,30,3.6,24,2242,224,NA,NA,NA,NA,NA,NA,FALSE,-15.5,15.6,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716644,"2023-09-10",0,"2023-09-10T20:01:09.011Z","2023-09-10T20:01:24.600Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Endy Rodriguez replaces Jared Triolo.","Offensive Substitution",2,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,682848,"/api/v1/people/682848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","701","68","atBat","Pop Out","field_out","Endy Rodriguez pops out to third baseman Austin Riley.",0,2,5,68,"top",9,"2023-09-10T20:01:22.258Z","2023-09-10T20:01:47.420Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,682848,"Endy Rodríguez","/api/v1/people/682848","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,669707,"/api/v1/people/669707",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716644,"2023-09-10",1,"2023-09-10T20:00:44.724Z","2023-09-10T20:00:55.733Z",TRUE,"pitch","699b8c4c-2046-45df-b358-280cd704424b",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,1,2,NA,NA,3.44,1.65,NA,118.41,190.48,"ground_ball","medium","8",144.67,85.17,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Joshua Palacios singles on a ground ball to center fielder Michael Harris II.",0,2,5,67,"top",9,"2023-09-10T20:00:17.896Z","2023-09-10T20:00:55.733Z",TRUE,FALSE,FALSE,FALSE,33,0,1,2,641943,"Joshua Palacios","/api/v1/people/641943","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Atlanta Braves","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.5,82.6,8,0.9,0.4194,6.0085,25.6195,-28.8164,-9.6675,1.9448,-0.0369,1.7889,7.0607,-130.2521,-3.4375,-1.5176,50.0057,5.2887,-16.7269,27.6,7.2,24,1991,249,106.4,1,52,NA,NA,NA,FALSE,-31,3,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,641943,"Joshua Palacios","/api/v1/people/641943",NA,NA,NA,NA,NA,NA
716644,"2023-09-10",0,"2023-09-10T20:00:30.273Z","2023-09-10T20:00:35.185Z",TRUE,"pitch","229c25d9-68cc-407c-8fd7-66d95cd58803",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.6945,1.6636,NA,83.46,180.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Joshua Palacios singles on a ground ball to center fielder Michael Harris II.",0,2,5,67,"top",9,"2023-09-10T20:00:17.896Z","2023-09-10T20:00:55.733Z",TRUE,FALSE,FALSE,FALSE,33,0,1,2,641943,"Joshua Palacios","/api/v1/people/641943","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,86.3,14,0.91,0.3996,5.9454,29.5645,-15.0727,-5.1357,8.9814,0.8798,2.1665,7.1871,-136.9529,-6.1329,-1.1083,50.0047,5.4617,-9.7811,26.4,3.6,24,2220,225,NA,NA,NA,NA,NA,NA,FALSE,-15.6,15.1,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716644,"2023-09-10",1,"2023-09-10T19:59:49.192Z","2023-09-10T19:59:56.418Z",TRUE,"pitch","4ca900ca-7563-42d5-a1eb-e33f79b3ca0f",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.63,1.69,NA,105.61,146.42,"line_drive","medium","7",91,81.77,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Lineout","field_out","Liover Peguero lines out to left fielder Eddie Rosario.",0,2,5,66,"top",9,"2023-09-10T19:59:26.560Z","2023-09-10T19:59:56.418Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,678894,"Liover Peguero","/api/v1/people/678894","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Atlanta Braves","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.8,79.8,3,0.85,0.4353,5.8296,21.6541,-25.3944,1.4802,4.2098,0.2988,3.4207,3.8407,-125.109,-0.3322,-1.4392,50.0003,5.6098,2.3806,7.2,6,24,2503,84,86.5,21,306,NA,NA,NA,TRUE,-28.8,7.8,-3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716644,"2023-09-10",0,"2023-09-10T19:59:36.329Z","2023-09-10T19:59:40.762Z",TRUE,"pitch","4eeab921-2956-468a-a780-10dfd1e1ad5d",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.8304,1.7317,NA,109.21,169.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Lineout","field_out","Liover Peguero lines out to left fielder Eddie Rosario.",0,2,5,66,"top",9,"2023-09-10T19:59:26.560Z","2023-09-10T19:59:56.418Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,678894,"Liover Peguero","/api/v1/people/678894","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Atlanta Braves","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.9,87.1,5,0.92,0.3963,5.9808,29.6226,-20.8957,-8.2156,5.8243,0.2044,2.5575,6.9799,-137.9979,-4.254,-1.2857,50.0008,5.5197,-15.9035,33.6,6,24,2260,218,NA,NA,NA,NA,NA,NA,FALSE,-20.4,9.8,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716644,"2023-09-10",1,"2023-09-10T19:59:05.134Z","2023-09-10T19:59:12.436Z",TRUE,"pitch","d9287e92-de60-4561-8757-17607e1555e5",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.49,1.62,NA,142.84,188.05,"ground_ball","medium","4",140.61,146,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Jack Suwinski grounds out, second baseman Ozzie Albies to first baseman Matt Olson.",0,2,5,65,"top",9,"2023-09-10T19:59:02.858Z","2023-09-10T19:59:12.436Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,669261,"Jack Suwinski","/api/v1/people/669261","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Atlanta Braves",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.8,86.7,7,0.92,0.3999,5.9827,27.4256,-23.4383,-9.8619,4.5904,-0.6779,1.879,5.8884,-136.4716,-5.1749,-1.5718,50.0062,5.3948,-18.7781,36,6,24,2197,229,96.8,-9,11,NA,NA,NA,TRUE,-23.4,7.6,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716644,"2023-09-10",0,"2023-09-10T19:57:34.408Z","2023-09-10T19:59:05.134Z",FALSE,"action",NA,NA,"Pitching Change: Raisel Iglesias replaces A. J. Minter.","Pitching Substitution",2,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,628452,"/api/v1/people/628452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"65","atBat","Groundout","field_out","Jack Suwinski grounds out, second baseman Ozzie Albies to first baseman Matt Olson.",0,2,5,65,"top",9,"2023-09-10T19:59:02.858Z","2023-09-10T19:59:12.436Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,669261,"Jack Suwinski","/api/v1/people/669261","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716644,"2023-09-10",1,"2023-09-10T19:56:03.560Z","2023-09-10T19:56:14.235Z",TRUE,"pitch","7c071209-2954-4061-84cf-2012b93b78d8",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.47,1.64,NA,161.06,155.31,"fly_ball","medium","7",42.02,112.02,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","Orlando Arcia flies out to left fielder Bryan Reynolds.",0,2,5,64,"bottom",8,"2023-09-10T19:55:32.871Z","2023-09-10T19:56:14.235Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,606115,"Orlando Arcia","/api/v1/people/606115","R","Right",641672,"Thomas Hatch","/api/v1/people/641672","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Pittsburgh Pirates","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85,79.1,11,0.91,0.4395,6.5895,21.1391,-28.6369,-2.741,2.2407,-1.1559,3.0914,1.2315,-123.8828,-0.7146,-1.2992,50.0024,5.7449,-4.3266,8.4,7.2,24,2019,224,81.6,41,299,NA,NA,NA,TRUE,-33.1,4.2,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
