"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
745593,"2024-04-16",1,"2024-04-17T00:47:05.836Z","2024-04-17T00:47:13.889Z",TRUE,"pitch","b85da28e-ff0e-4eab-b739-c29806690b9e",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.8,1.76,NA,137.75,193.02,"ground_ball","medium","1",129.17,182.74,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Groundout","field_out","Nolan Jones grounds out, pitcher Ranger Suárez to first baseman Bryce Harper.",0,0,5,62,"top",9,"2024-04-17T00:46:41.833Z","2024-04-17T00:47:13.889Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,666134,"Nolan Jones","/api/v1/people/666134","L","Left",624133,"Ranger Suárez","/api/v1/people/624133","L","Left","vs_LHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Philadelphia Phillies","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",76.3,70.3,7,2,0.4949,6.488,21.8069,-39.9801,-5.6966,-6.31,-0.5443,1.6948,-2.8299,-111.1151,-0.5682,1.49,50.0014,6.1445,-7.0495,10.8,13.2,24,2222,318,70.2,0,34,NA,NA,NA,TRUE,-58.4,-11.2,11,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
745593,"2024-04-16",0,"2024-04-17T00:46:48.741Z","2024-04-17T00:46:53.013Z",TRUE,"pitch","e2bc76b2-de23-413b-b99d-549591f204e3",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.851,1.8027,NA,113.59,182.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Groundout","field_out","Nolan Jones grounds out, pitcher Ranger Suárez to first baseman Bryce Harper.",0,0,5,62,"top",9,"2024-04-17T00:46:41.833Z","2024-04-17T00:47:13.889Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,666134,"Nolan Jones","/api/v1/people/666134","L","Left",624133,"Ranger Suárez","/api/v1/people/624133","L","Left","vs_LHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Philadelphia Phillies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.5,83.5,8,2,0.4126,6.4617,30.0104,-24.678,9.9135,4.2028,0.0895,2.0889,-7.1001,-133.0371,-5.4294,1.5124,50.0015,5.9579,17.6708,32.4,7.2,24,1965,137,NA,NA,NA,NA,NA,NA,FALSE,-26.3,6.6,-16.3,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
745593,"2024-04-16",7,"2024-04-17T00:46:18.934Z","2024-04-17T00:46:23.177Z",TRUE,"pitch","4b3a4c16-5b28-4ce8-97ba-400579419d49",7,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",3,3,1,NA,NA,3.24,1.5,NA,104.66,161.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Elias Díaz strikes out on a foul tip.",0,0,5,61,"top",9,"2024-04-17T00:43:55.140Z","2024-04-17T00:46:23.177Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,553869,"Elias Díaz","/api/v1/people/553869","R","Right",624133,"Ranger Suárez","/api/v1/people/624133","L","Left","vs_LHP","vs_RHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Philadelphia Phillies",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",79,72.6,3,2,0.4762,6.2852,21.162,-29.6474,4.9897,1.8874,0.3238,2.8589,-4.3248,-114.9891,-0.5024,1.5799,50.0037,5.9546,6.6878,10.8,9.6,24,1273,109,NA,NA,NA,NA,NA,NA,TRUE,-40.2,3.6,-7.9,NA,NA,NA,TRUE,TRUE,641857,"Ryan McMahon","/api/v1/people/641857",453568,"Charlie Blackmon","/api/v1/people/453568"
745593,"2024-04-16",6,"2024-04-17T00:45:54.121Z","2024-04-17T00:45:58.780Z",TRUE,"pitch","999365f9-e58d-4f5d-937e-b56c67cd9b6c",6,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",3,2,1,NA,NA,3.0053,1.4149,NA,152.28,255.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Elias Díaz strikes out on a foul tip.",0,0,5,61,"top",9,"2024-04-17T00:43:55.140Z","2024-04-17T00:46:23.177Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,553869,"Elias Díaz","/api/v1/people/553869","R","Right",624133,"Ranger Suárez","/api/v1/people/624133","L","Left","vs_LHP","vs_RHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Philadelphia Phillies",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",76.2,70.4,13,2,0.4972,6.5495,22.5897,-38.5484,-4.9113,-5.2084,-0.9255,-0.6279,-3.7032,-110.8119,-5.2459,1.4144,50.0019,5.864,-6.0141,9.6,13.2,24,2219,314,NA,NA,NA,NA,NA,NA,FALSE,-58.3,-10.6,10,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
745593,"2024-04-16",5,"2024-04-17T00:45:34.648Z","2024-04-17T00:45:39.107Z",TRUE,"pitch","013d4b9f-7a59-4943-b62e-5fc0cf2645ed",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.117,1.5015,NA,118.01,129.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Elias Díaz strikes out on a foul tip.",0,0,5,61,"top",9,"2024-04-17T00:43:55.140Z","2024-04-17T00:46:23.177Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,553869,"Elias Díaz","/api/v1/people/553869","R","Right",624133,"Ranger Suárez","/api/v1/people/624133","L","Left","vs_LHP","vs_RHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.8,84.7,11,2,0.4058,6.4226,29.8238,-17.8089,3.334,7.7871,-0.0264,4.046,-5.8094,-135.0455,-1.7017,1.7209,50.0005,5.9391,6.1491,15.6,3.6,24,2082,132,NA,NA,NA,NA,NA,NA,FALSE,-17.9,13.9,-4.8,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
745593,"2024-04-16",4,"2024-04-17T00:45:11.749Z","2024-04-17T00:45:15.182Z",TRUE,"pitch","ff7e32fd-3374-4797-88ee-8e58077f1116",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.24,1.5,NA,80.03,190.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Elias Díaz strikes out on a foul tip.",0,0,5,61,"top",9,"2024-04-17T00:43:55.140Z","2024-04-17T00:46:23.177Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,553869,"Elias Díaz","/api/v1/people/553869","R","Right",624133,"Ranger Suárez","/api/v1/people/624133","L","Left","vs_LHP","vs_RHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Philadelphia Phillies",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",80.2,73.8,14,2,0.4694,6.2605,22.3218,-29.9447,4.2727,1.6185,0.9699,1.7779,-2.7912,-116.7616,-2.9293,1.6267,50.0037,5.8711,5.8902,9.6,9.6,24,1282,111,NA,NA,NA,NA,NA,NA,FALSE,-40.1,2.5,-7.1,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
745593,"2024-04-16",3,"2024-04-17T00:44:52.375Z","2024-04-17T00:44:56.774Z",TRUE,"pitch","cc3b6919-e1d4-4277-92d4-241a4673f853",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.1096,1.4646,NA,61.06,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Elias Díaz strikes out on a foul tip.",0,0,5,61,"top",9,"2024-04-17T00:43:55.140Z","2024-04-17T00:46:23.177Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,553869,"Elias Díaz","/api/v1/people/553869","R","Right",624133,"Ranger Suárez","/api/v1/people/624133","L","Left","vs_LHP","vs_RHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.7,85.1,12,2,0.4051,6.2104,28.5321,-19.2214,3.7567,6.9875,1.4675,3.6587,-2.3461,-135.0597,-2.4376,1.8579,50.0012,5.9199,6.9618,18,4.8,24,2047,135,NA,NA,NA,NA,NA,NA,FALSE,-19.3,12.4,-6.4,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
745593,"2024-04-16",1,"2024-04-17T00:44:22.609Z","2024-04-17T00:44:27.055Z",TRUE,"pitch","b29ea52d-3664-4e5d-ad39-11b4984606d6",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.24,1.5,NA,87.25,146.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Elias Díaz strikes out on a foul tip.",0,0,5,61,"top",9,"2024-04-17T00:43:55.140Z","2024-04-17T00:46:23.177Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,553869,"Elias Díaz","/api/v1/people/553869","R","Right",624133,"Ranger Suárez","/api/v1/people/624133","L","Left","vs_LHP","vs_RHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.5,85,12,2,0.4057,6.3971,28.0856,-15.7071,3.802,8.9124,0.7806,3.4355,-3.8383,-134.7765,-3.7403,1.7263,50.0025,5.9438,7.0252,20.4,3.6,24,2139,134,NA,NA,NA,NA,NA,NA,FALSE,-16.2,15.6,-6.1,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
745593,"2024-04-16",0,"2024-04-17T00:44:00.008Z","2024-04-17T00:44:04.025Z",TRUE,"pitch","e4a22058-1778-49c3-a8c6-4ab447ab32e3",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.24,1.5,NA,85.55,157.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Elias Díaz strikes out on a foul tip.",0,0,5,61,"top",9,"2024-04-17T00:43:55.140Z","2024-04-17T00:46:23.177Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,553869,"Elias Díaz","/api/v1/people/553869","R","Right",624133,"Ranger Suárez","/api/v1/people/624133","L","Left","vs_LHP","vs_RHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Philadelphia Phillies",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.1,75.5,3,2,0.4581,6.2291,22.7774,-29.7555,5.797,1.6704,0.8251,2.9946,-3.9093,-119.5059,-0.7238,1.7281,50.0033,5.9715,8.395,14.4,8.4,24,1244,119,NA,NA,NA,NA,NA,NA,FALSE,-37.4,3.1,-9.6,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
745593,"2024-04-16",2,"2024-04-17T00:44:34.565Z","2024-04-17T00:44:52.375Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",0,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,1,553869,"/api/v1/people/553869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Elias Díaz strikes out on a foul tip.",0,0,5,61,"top",9,"2024-04-17T00:43:55.140Z","2024-04-17T00:46:23.177Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,553869,"Elias Díaz","/api/v1/people/553869","R","Right",624133,"Ranger Suárez","/api/v1/people/624133","L","Left","vs_LHP","vs_RHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Philadelphia Phillies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
