"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
746306,"2024-05-19",4,"2024-05-19T20:34:44.505Z","2024-05-19T20:34:48.319Z",TRUE,"pitch","32a80155-9f94-44f9-9954-88fb2d9bdc92",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.44,1.6,NA,81.79,186.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Tyler Soderstrom strikes out swinging.",0,4,8,76,"top",9,"2024-05-19T20:33:16.780Z","2024-05-19T20:34:48.319Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,691016,"Tyler Soderstrom","/api/v1/people/691016","L","Left",669422,"Matt Sauer","/api/v1/people/669422","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Kansas City Royals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,88.6,14,2,0.3914,6.5157,28.4148,-15.8423,-4.1017,8.2115,0.9238,1.9253,7.8235,-139.4225,-7.795,-1.3731,50.0012,5.7826,-8.1564,20.4,3.6,24,2100,208,NA,NA,NA,NA,NA,NA,TRUE,-16,13.6,6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746306,"2024-05-19",3,"2024-05-19T20:34:21.281Z","2024-05-19T20:34:24.904Z",TRUE,"pitch","70bd8d6e-6c56-448c-9a33-44558042b581",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.4904,1.6,NA,75.97,184.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Tyler Soderstrom strikes out swinging.",0,4,8,76,"top",9,"2024-05-19T20:33:16.780Z","2024-05-19T20:34:48.319Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,691016,"Tyler Soderstrom","/api/v1/people/691016","L","Left",669422,"Matt Sauer","/api/v1/people/669422","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Kansas City Royals","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",87.9,81.4,14,2,0.4271,6.4297,24.9908,-30.7936,2.7199,0.8244,1.0765,1.9951,6.0179,-127.9584,-3.7754,-1.6536,50,5.8873,4.5345,9.6,7.2,24,2542,119,NA,NA,NA,NA,NA,NA,FALSE,-34.3,1,-6.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746306,"2024-05-19",2,"2024-05-19T20:33:59.725Z","2024-05-19T20:34:02.967Z",TRUE,"pitch","6c3bf8ce-47fa-4384-b214-7de2723265ab",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,2,2,NA,NA,3.5695,1.7576,NA,84.76,220.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Tyler Soderstrom strikes out swinging.",0,4,8,76,"top",9,"2024-05-19T20:33:16.780Z","2024-05-19T20:34:48.319Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,691016,"Tyler Soderstrom","/api/v1/people/691016","L","Left",669422,"Matt Sauer","/api/v1/people/669422","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Kansas City Royals","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",87.6,81.8,14,2,0.4278,6.5106,23.4991,-30.7197,1.638,0.8743,0.8457,0.6842,6.0263,-127.4976,-6.6792,-1.7509,50.0037,5.7281,2.7258,6,7.2,24,2458,112,NA,NA,NA,NA,NA,NA,FALSE,-34.9,0.5,-4.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746306,"2024-05-19",1,"2024-05-19T20:33:35.586Z","2024-05-19T20:33:38.586Z",TRUE,"pitch","9090fa1f-44d6-4d57-9bc2-b3abb21c2acf",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.44,1.6,NA,119.95,171.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Tyler Soderstrom strikes out swinging.",0,4,8,76,"top",9,"2024-05-19T20:33:16.780Z","2024-05-19T20:34:48.319Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,691016,"Tyler Soderstrom","/api/v1/people/691016","L","Left",669422,"Matt Sauer","/api/v1/people/669422","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88.6,5,2,0.3897,6.4202,30.5433,-13.1163,-5.0056,9.5159,-0.0773,2.4772,6.2421,-140.3333,-6.9151,-1.6758,50.0025,5.8206,-10.0249,31.2,3.6,24,2215,216,NA,NA,NA,NA,NA,NA,FALSE,-13.3,16.1,7.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746306,"2024-05-19",0,"2024-05-19T20:33:17.123Z","2024-05-19T20:33:20.123Z",TRUE,"pitch","1b9d7d2a-be41-4199-bef2-d8bc635792fa",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3998,1.6,NA,140.17,186.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Tyler Soderstrom strikes out swinging.",0,4,8,76,"top",9,"2024-05-19T20:33:16.780Z","2024-05-19T20:34:48.319Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,691016,"Tyler Soderstrom","/api/v1/people/691016","L","Left",669422,"Matt Sauer","/api/v1/people/669422","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,87.2,7,2,0.3958,6.4927,30.0491,-13.1833,-4.4012,9.7837,-0.6077,1.9402,4.2555,-138.2411,-8.0757,-1.5932,50.001,5.7791,-8.5406,27.6,3.6,24,2016,207,NA,NA,NA,NA,NA,NA,FALSE,-13.9,16.3,7.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746306,"2024-05-19",1,"2024-05-19T20:32:39.241Z","2024-05-19T20:32:49.356Z",TRUE,"pitch","a6151a24-1b0c-41b5-bd0e-e9822641b938",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,2,NA,NA,3.28,1.49,NA,82.12,186.65,"ground_ball","medium","5",106.39,182,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Single","single","Shea Langeliers singles on a ground ball to third baseman Maikel Garcia.",0,4,8,75,"top",9,"2024-05-19T20:32:36.923Z","2024-05-19T20:32:49.356Z",TRUE,FALSE,FALSE,FALSE,33,0,0,2,669127,"Shea Langeliers","/api/v1/people/669127","R","Right",669422,"Matt Sauer","/api/v1/people/669422","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Kansas City Royals",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",89.1,83.6,14,2,0.4185,6.3764,21.4508,-27.1671,1.8668,2.8711,0.9151,1.9308,6.2975,-129.7781,-4.6284,-1.7638,50.0025,5.7522,3.2552,8.4,6,24,2573,133,67.2,-58,3,NA,NA,NA,FALSE,-29.2,4.6,-4.4,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,669127,"Shea Langeliers","/api/v1/people/669127",NA,NA,NA
746306,"2024-05-19",0,"2024-05-19T20:31:49.621Z","2024-05-19T20:32:39.241Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",4,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"75","atBat","Single","single","Shea Langeliers singles on a ground ball to third baseman Maikel Garcia.",0,4,8,75,"top",9,"2024-05-19T20:32:36.923Z","2024-05-19T20:32:49.356Z",TRUE,FALSE,FALSE,FALSE,33,0,0,2,669127,"Shea Langeliers","/api/v1/people/669127","R","Right",669422,"Matt Sauer","/api/v1/people/669422","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746306,"2024-05-19",2,"2024-05-19T20:31:13.177Z","2024-05-19T20:31:39.866Z",TRUE,"pitch","91a83a68-ee6e-457b-855c-bda6b4979c6a",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,2,2,NA,NA,3.58,1.68,NA,123.48,179.47,"fly_ball","medium","7",6.63,69.81,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Home Run","home_run","Brent Rooker homers (11) on a fly ball to left field. Max Schuemann scores. JJ Bleday scores.",3,4,8,74,"top",9,"2024-05-19T20:29:57.798Z","2024-05-19T20:31:39.866Z",TRUE,TRUE,FALSE,FALSE,38,0,2,2,667670,"Brent Rooker","/api/v1/people/667670","R","Right",669422,"Matt Sauer","/api/v1/people/669422","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Kansas City Royals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,87.4,8,2,0.3949,6.5198,30.2387,-13.1743,-5.0468,9.7477,-0.1701,2.1967,5.2803,-138.5632,-7.6593,-1.4424,50.0055,5.8724,-9.8398,30,3.6,24,2256,208,111.7,27,431,NA,NA,NA,FALSE,-13.8,16.3,8,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746306,"2024-05-19",1,"2024-05-19T20:30:48.024Z","2024-05-19T20:30:51.663Z",TRUE,"pitch","3e3f93d2-c239-4443-8e67-f7c3b7a65cd9",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.58,1.68,NA,105.43,169.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Home Run","home_run","Brent Rooker homers (11) on a fly ball to left field. Max Schuemann scores. JJ Bleday scores.",3,4,8,74,"top",9,"2024-05-19T20:29:57.798Z","2024-05-19T20:31:39.866Z",TRUE,TRUE,FALSE,FALSE,38,0,2,2,667670,"Brent Rooker","/api/v1/people/667670","R","Right",669422,"Matt Sauer","/api/v1/people/669422","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Kansas City Royals","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85,78.9,6,2,0.4407,6.3379,22.5415,-31.0163,2.856,0.7371,0.3035,2.576,4.3012,-123.8411,-2.0397,-1.8206,50.003,5.9813,4.4765,9.6,8.4,24,2400,96,NA,NA,NA,NA,NA,NA,FALSE,-36.4,1.1,-6.1,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746306,"2024-05-19",0,"2024-05-19T20:30:04.152Z","2024-05-19T20:30:43.024Z",TRUE,"pitch","a5b0e5bd-a782-4997-a9c7-c40ff7f8acd0",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.58,1.68,NA,111.35,173.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Home Run","home_run","Brent Rooker homers (11) on a fly ball to left field. Max Schuemann scores. JJ Bleday scores.",3,4,8,74,"top",9,"2024-05-19T20:29:57.798Z","2024-05-19T20:31:39.866Z",TRUE,TRUE,FALSE,FALSE,38,0,2,2,667670,"Brent Rooker","/api/v1/people/667670","R","Right",669422,"Matt Sauer","/api/v1/people/669422","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Kansas City Royals","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.8,78.6,5,2,0.4392,6.3181,26.1932,-27.7881,0.9162,2.788,0.1484,2.4287,4.6184,-124.9223,-2.9948,-1.8468,50.0038,5.9379,1.441,4.8,7.2,24,2559,112,NA,NA,NA,NA,NA,NA,FALSE,-32.6,4.6,-2.8,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
