"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716532,"2023-09-18",4,"2023-09-19T01:50:46.816Z","2023-09-19T01:50:54.682Z",TRUE,"pitch","1a03c306-0b7a-40ed-9478-b76c47de1a11",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.28,1.56,NA,81.94,197.15,"ground_ball","medium","4",123.69,144.55,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Kevin Pillar grounds out, second baseman Bryson Stott to first baseman Bryce Harper.",0,7,1,71,"bottom",9,"2023-09-19T01:49:02.231Z","2023-09-19T01:50:54.682Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",592229,"Dylan Covey","/api/v1/people/592229","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Philadelphia Phillies","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.9,81.5,14,2,0.4274,5.9234,25.0259,-30.156,0.5125,1.2094,0.9197,1.542,5.6274,-127.8992,-6.0527,-1.3706,50.003,6.2881,0.852,3.6,7.2,24,2318,116,91.1,-13,7,NA,NA,NA,TRUE,-34.2,1.1,-2.2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716532,"2023-09-18",3,"2023-09-19T01:50:25.737Z","2023-09-19T01:50:29.051Z",TRUE,"pitch","1d0eed4d-b3d4-415c-84e5-44a21de48627",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.279,1.6042,NA,158.62,205.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Kevin Pillar grounds out, second baseman Bryson Stott to first baseman Bryce Harper.",0,7,1,71,"bottom",9,"2023-09-19T01:49:02.231Z","2023-09-19T01:50:54.682Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",592229,"Dylan Covey","/api/v1/people/592229","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Philadelphia Phillies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.9,88.7,13,2,0.3917,6.1241,29.0349,-20.5573,-7.861,5.8527,-1.0918,1.2325,3.7767,-139.4277,-9.6588,-1.4368,50.0011,6.0778,-15.5976,33.6,6,24,1997,207,NA,NA,NA,NA,NA,NA,FALSE,-20.6,9,13.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716532,"2023-09-18",2,"2023-09-19T01:49:59.898Z","2023-09-19T01:50:02.966Z",TRUE,"pitch","6fae79b8-77d5-4af7-9d70-3704f963cbd3",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.28,1.56,NA,156.5,190.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Kevin Pillar grounds out, second baseman Bryson Stott to first baseman Bryce Harper.",0,7,1,71,"bottom",9,"2023-09-19T01:49:02.231Z","2023-09-19T01:50:54.682Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",592229,"Dylan Covey","/api/v1/people/592229","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Philadelphia Phillies","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87.3,81,13,2,0.4296,6.1094,24.5339,-31.0959,-4.1218,0.6498,-1.0364,1.7877,2.1599,-127.1847,-5.1477,-1.3583,50.0003,6.2856,-6.7945,10.8,8.4,24,1083,225,NA,NA,NA,NA,NA,NA,FALSE,-35.3,0.4,7,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716532,"2023-09-18",1,"2023-09-19T01:49:36.755Z","2023-09-19T01:49:39.803Z",TRUE,"pitch","5394c438-bd2e-44b0-bec5-348f90098980",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.28,1.56,NA,121.26,216.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Kevin Pillar grounds out, second baseman Bryson Stott to first baseman Bryce Harper.",0,7,1,71,"bottom",9,"2023-09-19T01:49:02.231Z","2023-09-19T01:50:54.682Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",592229,"Dylan Covey","/api/v1/people/592229","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Philadelphia Phillies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.8,86.5,13,2,0.3991,6.0993,32.4345,-20.755,-7.5799,5.9964,-0.1117,0.8094,6.2634,-137.5926,-10.4555,-1.4403,50.0057,6.084,-14.439,30,6,24,2064,211,NA,NA,NA,NA,NA,NA,FALSE,-22.1,8.6,12.4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716532,"2023-09-18",0,"2023-09-19T01:49:20.079Z","2023-09-19T01:49:23.079Z",TRUE,"pitch","88f89ae3-36d2-4bbb-a35e-ec39b09dc1de",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.28,1.56,NA,111.89,147.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Kevin Pillar grounds out, second baseman Bryson Stott to first baseman Bryce Harper.",0,7,1,71,"bottom",9,"2023-09-19T01:49:02.231Z","2023-09-19T01:50:54.682Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",592229,"Dylan Covey","/api/v1/people/592229","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Philadelphia Phillies","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",94.8,86.9,2,2,0.3966,6.0599,30.328,-18.0466,-2.5902,7.3108,0.134,3.3708,5.5555,-138.0258,-4.6892,-1.567,50.0002,6.3044,-5.004,10.8,3.6,24,2068,208,NA,NA,NA,NA,NA,NA,FALSE,-17.9,12.5,3.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716532,"2023-09-18",6,"2023-09-19T01:48:37.332Z","2023-09-19T01:48:51.197Z",TRUE,"pitch","4823cd66-cf0a-4eb1-ab0e-ac422b7a3490",7,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",3,2,2,NA,NA,3.51,1.74,NA,153.6,175.59,"line_drive","medium","7",63.08,141.98,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Double","double","Marcell Ozuna doubles (24) on a line drive to left fielder Brandon Marsh.",0,7,1,70,"bottom",9,"2023-09-19T01:46:37.453Z","2023-09-19T01:48:51.197Z",TRUE,FALSE,FALSE,FALSE,34,3,2,2,542303,"Marcell Ozuna","/api/v1/people/542303","R","Right",592229,"Dylan Covey","/api/v1/people/592229","R","Right","vs_RHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Philadelphia Phillies","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.3,88,13,2,0.3915,6.0387,32.061,-13.5184,-8.5493,9.4141,-0.9601,2.3402,4.4533,-139.9878,-8.1374,-1.4621,50.0036,6.1729,-16.9419,45.6,4.8,24,2002,211,73.7,17,168,NA,NA,NA,FALSE,-14,15.5,14.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,542303,"Marcell Ozuna","/api/v1/people/542303",NA,NA,NA,NA,NA,NA,NA
716532,"2023-09-18",5,"2023-09-19T01:48:17.955Z","2023-09-19T01:48:20.955Z",TRUE,"pitch","c46bd3f6-49f5-4806-81c1-e4110405287a",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.51,1.74,NA,142.63,152.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Double","double","Marcell Ozuna doubles (24) on a line drive to left fielder Brandon Marsh.",0,7,1,70,"bottom",9,"2023-09-19T01:46:37.453Z","2023-09-19T01:48:51.197Z",TRUE,FALSE,FALSE,FALSE,34,3,2,2,542303,"Marcell Ozuna","/api/v1/people/542303","R","Right",592229,"Dylan Covey","/api/v1/people/592229","R","Right","vs_RHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Philadelphia Phillies","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.2,80.8,1,2,0.4295,5.8542,23.8504,-33.2845,1.5205,-0.6713,-0.6723,3.1857,1.1379,-127.0963,-1.6284,-1.3219,50.0031,6.4558,2.51,4.8,8.4,24,2127,123,NA,NA,NA,NA,NA,NA,FALSE,-37,-1.3,-3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716532,"2023-09-18",4,"2023-09-19T01:47:56.615Z","2023-09-19T01:47:59.615Z",TRUE,"pitch","9f84a866-b92a-4251-b37e-93b11b7e74da",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.51,1.74,NA,140.34,162.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Double","double","Marcell Ozuna doubles (24) on a line drive to left fielder Brandon Marsh.",0,7,1,70,"bottom",9,"2023-09-19T01:46:37.453Z","2023-09-19T01:48:51.197Z",TRUE,FALSE,FALSE,FALSE,34,3,2,2,542303,"Marcell Ozuna","/api/v1/people/542303","R","Right",592229,"Dylan Covey","/api/v1/people/592229","R","Right","vs_RHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Philadelphia Phillies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.9,86.5,4,2,0.3978,6.0224,32.0592,-19.8259,-9.6753,6.4371,-0.6122,2.8369,5.4139,-137.9521,-5.7315,-1.3481,50.0022,6.2874,-18.5584,39.6,6,24,2075,203,NA,NA,NA,NA,NA,NA,FALSE,-19.9,10.6,16.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716532,"2023-09-18",3,"2023-09-19T01:47:39.873Z","2023-09-19T01:47:43.309Z",TRUE,"pitch","5fc58442-3240-456b-b966-26ad43237e89",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.5543,1.8296,NA,145.28,125.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Double","double","Marcell Ozuna doubles (24) on a line drive to left fielder Brandon Marsh.",0,7,1,70,"bottom",9,"2023-09-19T01:46:37.453Z","2023-09-19T01:48:51.197Z",TRUE,FALSE,FALSE,FALSE,34,3,2,2,542303,"Marcell Ozuna","/api/v1/people/542303","R","Right",592229,"Dylan Covey","/api/v1/people/592229","R","Right","vs_RHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Philadelphia Phillies","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",94.1,86.4,11,2,0.399,5.9429,29.2833,-21.6829,-1.7096,5.4905,-0.7419,4.1812,2.3617,-137.1024,-2.0272,-1.3908,50.0016,6.4044,-3.2663,7.2,4.8,24,2147,197,NA,NA,NA,NA,NA,NA,FALSE,-21,9.7,2.6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716532,"2023-09-18",2,"2023-09-19T01:47:25.298Z","2023-09-19T01:47:28.341Z",TRUE,"pitch","21d461f5-f7f8-4108-9e48-88767d4812f8",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.509,1.7842,NA,68.94,184.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Double","double","Marcell Ozuna doubles (24) on a line drive to left fielder Brandon Marsh.",0,7,1,70,"bottom",9,"2023-09-19T01:46:37.453Z","2023-09-19T01:48:51.197Z",TRUE,FALSE,FALSE,FALSE,34,3,2,2,542303,"Marcell Ozuna","/api/v1/people/542303","R","Right",592229,"Dylan Covey","/api/v1/people/592229","R","Right","vs_RHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Philadelphia Phillies","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.9,81.3,14,2,0.4276,6.0299,25.3136,-31.5606,1.6834,0.3676,1.2609,1.9951,5.6986,-127.8776,-4.711,-1.2112,50.0023,6.325,2.7989,7.2,8.4,24,2297,119,NA,NA,NA,NA,NA,NA,FALSE,-35.4,-0.1,-4.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
