"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","base","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718273,"2023-05-07",0,"2023-05-07T19:49:26.749Z","2023-05-07T19:49:34.465Z",TRUE,"pitch","3460d04e-0478-46f6-9866-2455e83ad01d",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.31,1.59,NA,95.01,191.64,"ground_ball","medium","3",160.84,165.89,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Joey Gallo grounds out to first baseman Josh Naylor.",0,0,2,64,"top",9,"2023-05-07T19:49:13.677Z","2023-05-07T19:49:34.465Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,608336,"Joey Gallo","/api/v1/people/608336","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.7,91.6,9,0.9,0.3773,6.5729,33.3556,-18.5979,0.4414,6.3532,0.5768,1.7459,3.1753,-145.0866,-8.401,-0.5883,50.0002,5.8084,0.9416,4.8,3.6,24,2710,177,82.9,-26,5,NA,NA,NA,TRUE,-17.4,10.1,-1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718273,"2023-05-07",4,"2023-05-07T19:48:54.424Z","2023-05-07T19:49:00.590Z",TRUE,"pitch","43e820cc-5e11-45fe-81c3-928975593636",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,0,2,NA,NA,3.3001,1.646,NA,81.05,210.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Walk","walk","Alex Kirilloff walks.",0,0,2,63,"top",9,"2023-05-07T19:46:58.244Z","2023-05-07T19:49:00.590Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,666135,"Alex Kirilloff","/api/v1/people/666135","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.5,91.7,14,0.9,0.3779,6.6172,32.2622,-19.2574,0.8491,6.0678,0.9433,1.0499,4.3836,-144.6673,-10.1108,-0.6992,50.0061,5.7593,1.8086,7.2,3.6,24,2708,179,NA,NA,NA,NA,NA,NA,FALSE,-18.4,9.2,-2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,666135,"Alex Kirilloff","/api/v1/people/666135",NA,NA,NA,NA,NA,NA
718273,"2023-05-07",2,"2023-05-07T19:47:57.596Z","2023-05-07T19:48:04.072Z",TRUE,"pitch","d276914f-5fed-4eb4-9cfb-076aaaa3a0dc",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,2,NA,NA,3.2,1.621,NA,145.57,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Walk","walk","Alex Kirilloff walks.",0,0,2,63,"top",9,"2023-05-07T19:46:58.244Z","2023-05-07T19:49:00.590Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,666135,"Alex Kirilloff","/api/v1/people/666135","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.5,90.6,11,0.9,0.3808,6.5887,31.2293,-18.1439,0.4714,6.6868,-0.7494,3.4362,0.1812,-143.4854,-3.6156,-0.8745,50.0039,5.8339,0.9891,3.6,3.6,24,2714,175,NA,NA,NA,NA,NA,NA,FALSE,-16.3,11.6,-0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718273,"2023-05-07",1,"2023-05-07T19:47:37.602Z","2023-05-07T19:47:42.474Z",TRUE,"pitch","da5cbd7b-7e52-4f67-8e2e-32c8fc497be3",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.1999,1.646,NA,173.34,164.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Walk","walk","Alex Kirilloff walks.",0,0,2,63,"top",9,"2023-05-07T19:46:58.244Z","2023-05-07T19:49:00.590Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,666135,"Alex Kirilloff","/api/v1/people/666135","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",97,89.5,11,0.9,0.3864,6.4783,29.5595,-19.1618,1.0744,6.3786,-1.4781,2.7424,-1.857,-141.2998,-5.4822,-0.9545,50.0036,5.923,2.1919,4.8,3.6,24,2707,175,NA,NA,NA,NA,NA,NA,FALSE,-18.1,10.7,-1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718273,"2023-05-07",0,"2023-05-07T19:47:18.500Z","2023-05-07T19:47:21.972Z",TRUE,"pitch","9f6aa1b9-ff5c-4ad8-af6d-95f643901a28",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2249,1.7213,NA,160.14,124.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Walk","walk","Alex Kirilloff walks.",0,0,2,63,"top",9,"2023-05-07T19:46:58.244Z","2023-05-07T19:49:00.590Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,666135,"Alex Kirilloff","/api/v1/people/666135","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",97.5,89.7,11,0.9,0.3844,6.2341,30.499,-19.419,0.4061,6.1933,-1.1317,4.2386,-0.4185,-142.1106,-1.4055,-1.0358,50.0007,5.9647,0.8362,2.4,3.6,24,2697,183,NA,NA,NA,NA,NA,NA,FALSE,-17.4,11.2,-0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718273,"2023-05-07",3,"2023-05-07T19:48:25.660Z","2023-05-07T19:48:54.424Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",0,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"63","atBat","Walk","walk","Alex Kirilloff walks.",0,0,2,63,"top",9,"2023-05-07T19:46:58.244Z","2023-05-07T19:49:00.590Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,666135,"Alex Kirilloff","/api/v1/people/666135","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718273,"2023-05-07",0,"2023-05-07T19:46:37.424Z","2023-05-07T19:46:47.165Z",TRUE,"pitch","64731f4c-609d-4c92-8913-aecf0319566d",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.27,1.49,NA,104.66,146.73,"popup","medium","5",110.09,170.97,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Pop Out","field_out","Byron Buxton pops out to third baseman Jose Ramirez.",0,0,2,62,"top",9,"2023-05-07T19:46:11.670Z","2023-05-07T19:46:47.165Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,621439,"Byron Buxton","/api/v1/people/621439","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.5,90.9,12,0.9,0.3804,6.4986,30.3661,-19.8997,1.8392,5.836,0.3238,3.4094,1.9776,-143.4809,-3.9184,-0.6111,50.0046,6.0183,3.8703,12,3.6,24,2776,173,97.1,72,101,NA,NA,NA,TRUE,-17.9,10.1,-3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718273,"2023-05-07",8,"2023-05-07T19:46:03.497Z","2023-05-07T19:46:09.326Z",TRUE,"pitch","5dc075c6-9f8f-4979-8356-25edb0b35e81",7,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,0,NA,NA,3.26,1.61,NA,92.17,214.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Jorge Polanco strikes out swinging.",0,0,2,61,"top",9,"2023-05-07T19:43:42.864Z","2023-05-07T19:46:09.326Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,593871,"Jorge Polanco","/api/v1/people/593871","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91.7,85,14,0.91,0.4095,6.5678,27.041,-30.1736,4.9637,1.1024,0.6513,0.9082,1.7699,-133.4503,-7.2452,-0.6644,50.005,5.8138,9.0084,16.8,7.2,24,2673,76,NA,NA,NA,NA,NA,NA,TRUE,-31.7,0.7,-9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718273,"2023-05-07",7,"2023-05-07T19:45:43.698Z","2023-05-07T19:45:47.955Z",TRUE,"pitch","9a2b166c-a210-48ab-aedc-918a4e1f6894",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.3001,1.6209,NA,114.27,203.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Jorge Polanco strikes out swinging.",0,0,2,61,"top",9,"2023-05-07T19:43:42.864Z","2023-05-07T19:46:09.326Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,593871,"Jorge Polanco","/api/v1/people/593871","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.9,89.9,14,2,0.3846,6.3051,32.1593,-16.1278,-2.1048,7.8065,0.0717,1.316,2.9826,-142.3226,-9.764,-0.7156,50.0014,5.8088,-4.3253,10.8,3.6,24,2555,178,NA,NA,NA,NA,NA,NA,FALSE,-16.2,12.4,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718273,"2023-05-07",6,"2023-05-07T19:45:20.501Z","2023-05-07T19:45:25.487Z",TRUE,"pitch","1b3fa0e8-e8a2-4107-8fb9-b3f7843760cd",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.3001,1.6106,NA,105.3,246.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Jorge Polanco strikes out swinging.",0,0,2,61,"top",9,"2023-05-07T19:43:42.864Z","2023-05-07T19:46:09.326Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,593871,"Jorge Polanco","/api/v1/people/593871","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91.8,85.6,14,0.91,0.4087,6.5636,25.7391,-27.0809,3.9461,2.7955,0.3069,-0.2687,1.2519,-133.4489,-10.522,-0.6798,50.0046,5.6401,7.1969,14.4,7.2,24,2639,95,NA,NA,NA,NA,NA,NA,FALSE,-29,3.2,-7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
