"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","details.disengagementNum","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
745680,"2024-04-03",4,"2024-04-03T04:44:03.708Z","2024-04-03T04:44:08.679Z",TRUE,"pitch","53acfc10-851b-405d-a9d9-c00c217216a0",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.55,1.7,NA,81.14,146.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","atBat","Strikeout","strikeout","Lawrence Butler strikes out swinging.",0,5,4,91,"bottom",11,"2024-04-03T04:43:12.962Z","2024-04-03T04:44:08.679Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,671732,"Lawrence Butler","/api/v1/people/671732","L","Left",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91,83.9,12,2,0.4124,6.7379,26.8846,-28.2677,1.6497,2.186,0.9409,3.4227,5.9729,-132.5291,-1.605,-1.5516,50.0056,6.0903,2.9492,8.4,6,24,2200,140,NA,NA,NA,NA,NA,NA,TRUE,-29,3.8,-4.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745680,"2024-04-03",2,"2024-04-03T04:43:35.105Z","2024-04-03T04:43:41.422Z",TRUE,"pitch","8e3ea8b5-7be4-4fa8-942c-e6d18813ee00",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.3113,1.5391,NA,83.2,165.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","atBat","Strikeout","strikeout","Lawrence Butler strikes out swinging.",0,5,4,91,"bottom",11,"2024-04-03T04:43:12.962Z","2024-04-03T04:44:08.679Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,671732,"Lawrence Butler","/api/v1/people/671732","L","Left",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91,84.3,12,2,0.4119,6.717,26.1227,-28.3354,-0.1104,2.1396,0.8867,2.714,6.2515,-132.5559,-3.3697,-1.4797,50.0046,6.0519,-0.1997,2.4,6,24,2196,126,NA,NA,NA,NA,NA,NA,FALSE,-29.4,3.4,-1.1,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745680,"2024-04-03",1,"2024-04-03T04:43:15.307Z","2024-04-03T04:43:20.527Z",TRUE,"pitch","a0e638f4-20ef-4ec8-b5f7-291a80041353",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.55,1.7,NA,96.48,170.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","atBat","Strikeout","strikeout","Lawrence Butler strikes out swinging.",0,5,4,91,"bottom",11,"2024-04-03T04:43:12.962Z","2024-04-03T04:44:08.679Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,671732,"Lawrence Butler","/api/v1/people/671732","L","Left",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.7,85.4,6,2,0.4053,6.6385,28.9144,-25.8585,5.022,3.4141,0.5383,2.5451,4.0689,-135.0366,-4.7086,-1.6395,50.0024,6.1265,9.2909,20.4,6,24,2054,164,NA,NA,NA,NA,NA,NA,FALSE,-26.3,5.4,-10,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745680,"2024-04-03",0,"2024-04-03T04:42:33.801Z","2024-04-03T04:43:15.307Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",5,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"91","atBat","Strikeout","strikeout","Lawrence Butler strikes out swinging.",0,5,4,91,"bottom",11,"2024-04-03T04:43:12.962Z","2024-04-03T04:44:08.679Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,671732,"Lawrence Butler","/api/v1/people/671732","L","Left",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745680,"2024-04-03",3,"2024-04-03T04:43:42.477Z","2024-04-03T04:44:03.708Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",5,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,671732,"/api/v1/people/671732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"91","atBat","Strikeout","strikeout","Lawrence Butler strikes out swinging.",0,5,4,91,"bottom",11,"2024-04-03T04:43:12.962Z","2024-04-03T04:44:08.679Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,671732,"Lawrence Butler","/api/v1/people/671732","L","Left",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745680,"2024-04-03",1,"2024-04-03T04:41:53.913Z","2024-04-03T04:42:07.777Z",TRUE,"pitch","36ddf01b-b1d5-4e41-bb0a-58fee4159e71",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.31,1.51,NA,126.15,187.11,"fly_ball","hard","8",150.57,43.17,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Flyout","field_out","Shea Langeliers flies out sharply to center fielder Ceddanne Rafaela.",0,5,4,90,"bottom",11,"2024-04-03T04:41:17.950Z","2024-04-03T04:42:07.777Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,669127,"Shea Langeliers","/api/v1/people/669127","R","Right",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Boston Red Sox","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.5,88.1,8,2,0.3911,6.6117,32.3832,-15.7347,-7.4117,8.2816,-0.2402,1.9137,5.8992,-140.183,-8.2584,-1.4113,50.0057,5.9302,-14.7191,37.2,4.8,24,1993,201,103.6,24,391,NA,NA,NA,TRUE,-16.1,13.4,12.1,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,664913,"Seth Brown","/api/v1/people/664913",NA,NA,NA
745680,"2024-04-03",0,"2024-04-03T04:41:36.081Z","2024-04-03T04:41:40.365Z",TRUE,"pitch","4d453371-68f5-41f2-b2e4-d7d53b7f82d6",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,2.9796,1.2808,NA,101.49,170.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Flyout","field_out","Shea Langeliers flies out sharply to center fielder Ceddanne Rafaela.",0,5,4,90,"bottom",11,"2024-04-03T04:41:17.950Z","2024-04-03T04:42:07.777Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,669127,"Shea Langeliers","/api/v1/people/669127","R","Right",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Boston Red Sox","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.1,81,3,2,0.4274,6.626,27.2091,-34.9698,2.1679,-1.6837,0.4068,2.5388,4.5584,-128.2961,-2.4149,-1.6764,50.0024,6.225,3.6026,7.2,8.4,24,2291,61,NA,NA,NA,NA,NA,NA,FALSE,-38.6,-3.4,-4.9,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745680,"2024-04-03",4,"2024-04-03T04:41:07.511Z","2024-04-03T04:41:12.336Z",TRUE,"pitch","32dded37-6db4-4f0d-820d-8dce4b23acbc",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,3,0,NA,NA,3.5929,1.7247,NA,80.45,154.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Strikeout","strikeout","Brent Rooker called out on strikes.",0,5,4,89,"bottom",11,"2024-04-03T04:40:03.369Z","2024-04-03T04:41:12.336Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,667670,"Brent Rooker","/api/v1/people/667670","R","Right",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.1,79.8,12,2,0.4331,6.7284,27.3179,-36.344,2.8165,-2.5815,0.9589,3.1221,5.6678,-126.739,-0.4851,-1.6773,50.0011,6.2333,4.5533,8.4,9.6,24,2178,62,NA,NA,NA,NA,NA,NA,TRUE,-40.8,-4.6,-6.5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,664913,"Seth Brown","/api/v1/people/664913",NA,NA,NA
745680,"2024-04-03",3,"2024-04-03T04:40:45.056Z","2024-04-03T04:40:49.537Z",TRUE,"pitch","c78ceeb0-b523-42e4-9965-7f606afc8b6a",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.64,1.72,NA,84.62,196.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Strikeout","strikeout","Brent Rooker called out on strikes.",0,5,4,89,"bottom",11,"2024-04-03T04:40:03.369Z","2024-04-03T04:41:12.336Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,667670,"Brent Rooker","/api/v1/people/667670","R","Right",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.1,84.6,14,2,0.4092,6.6585,29.5872,-25.5474,1.0233,3.6544,0.8493,1.5821,6.0919,-133.96,-6.8293,-1.5893,50.0012,5.9968,1.8552,6,6,24,2121,164,NA,NA,NA,NA,NA,NA,FALSE,-27,5.3,-3.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745680,"2024-04-03",2,"2024-04-03T04:40:27.132Z","2024-04-03T04:40:32.488Z",TRUE,"pitch","bbccf622-87a9-46cb-bc6d-05e957ecc1e3",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,0,NA,NA,3.64,1.72,NA,161.91,170.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Strikeout","strikeout","Brent Rooker called out on strikes.",0,5,4,89,"bottom",11,"2024-04-03T04:40:03.369Z","2024-04-03T04:41:12.336Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,667670,"Brent Rooker","/api/v1/people/667670","R","Right",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.4,88,13,2,0.3911,6.7527,32.5332,-15.7406,-7.8757,8.2785,-1.1782,2.5276,4.3535,-140.2124,-6.669,-1.73,50.0053,5.9694,-15.6394,40.8,4.8,24,1954,207,NA,NA,NA,NA,NA,NA,FALSE,-15.7,13.8,13.3,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
