"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
746474,"2024-05-23",1,"2024-05-24T01:10:39.764Z","2024-05-24T01:10:48.156Z",TRUE,"pitch","f34dee77-8e69-4d4a-a7f6-14bd9a1544fe",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.46,1.62,NA,79.49,189.97,"ground_ball","medium","3",151.26,165.14,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Kerry Carpenter grounds out, first baseman Vladimir Guerrero Jr. to pitcher Tim Mayza.",0,9,1,70,"bottom",9,"2024-05-24T01:10:04.385Z","2024-05-24T01:10:48.156Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,681481,"Kerry Carpenter","/api/v1/people/681481","L","Left",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Toronto Blue Jays","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.3,85.7,14,2,0.4034,6.4566,29.6341,-24.789,9.2396,3.9534,0.9841,1.8079,-5.1033,-135.7533,-6.2808,1.6876,50.0006,5.8763,17.2481,32.4,7.2,24,2161,134,82,-29,3,NA,NA,NA,TRUE,-25.4,6,-15.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746474,"2024-05-23",0,"2024-05-24T01:10:21.930Z","2024-05-24T01:10:25.556Z",TRUE,"pitch","ff8c561f-a857-4729-bc9c-bc9f1964016f",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.6155,1.7248,NA,139.65,170.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Kerry Carpenter grounds out, first baseman Vladimir Guerrero Jr. to pitcher Tim Mayza.",0,9,1,70,"bottom",9,"2024-05-24T01:10:04.385Z","2024-05-24T01:10:48.156Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,681481,"Kerry Carpenter","/api/v1/people/681481","L","Left",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Toronto Blue Jays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.4,85.8,4,2,0.4031,6.4496,28.8294,-26.9948,8.8345,2.7669,-0.5942,2.5299,-8.5605,-135.7072,-4.1597,1.4485,50.0022,5.9562,16.5296,27.6,7.2,24,2089,134,NA,NA,NA,NA,NA,NA,FALSE,-27,4.3,-14.3,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746474,"2024-05-23",0,"2024-05-24T01:09:36.177Z","2024-05-24T01:09:45.469Z",TRUE,"pitch","94764268-6686-4df0-b544-8a09b18e2cf1",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.18,1.46,NA,126.07,192.26,"ground_ball","medium","5",100.5,170.73,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Grounded Into DP","grounded_into_double_play","Wenceel Pérez grounds into a double play, third baseman Isiah Kiner-Falefa to first baseman Vladimir Guerrero Jr. Andy Ibáñez out at 3rd. Matt Vierling to 2nd. Wenceel Pérez out at 1st.",0,9,1,69,"bottom",9,"2024-05-24T01:09:09.976Z","2024-05-24T01:09:45.469Z",TRUE,FALSE,FALSE,TRUE,24,0,0,2,672761,"Wenceel Pérez","/api/v1/people/672761","R","Right",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Toronto Blue Jays","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.8,85.1,8,2,0.4086,6.5417,25.5855,-23.1168,8.7883,4.9655,-0.238,1.7229,-7.8873,-133.444,-6.6716,1.5976,50.0039,5.8927,16.0353,31.2,6,24,2006,133,100.9,-19,6,NA,NA,NA,TRUE,-24.4,7.9,-14.5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,663837,"Matt Vierling","/api/v1/people/663837"
746474,"2024-05-23",4,"2024-05-24T01:08:55.862Z","2024-05-24T01:09:07.006Z",TRUE,"pitch","00f633a3-b380-4ef0-b9f8-b1727427e66a",5,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",3,1,0,NA,NA,3.51,1.7,NA,114.02,180.4,"ground_ball","medium","7",93.39,118.34,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Matt Vierling singles on a ground ball to left fielder Daulton Varsho. Andy Ibáñez to 2nd.",0,9,1,68,"bottom",9,"2024-05-24T01:07:24.036Z","2024-05-24T01:09:07.006Z",TRUE,FALSE,FALSE,FALSE,33,3,1,0,663837,"Matt Vierling","/api/v1/people/663837","R","Right",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Toronto Blue Jays","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.5,84.2,8,2,0.4109,6.5163,26.9404,-16.8995,8.8912,8.4762,0.0781,2.1621,-6.916,-133.0033,-6.9218,1.5492,50.0037,6.0113,16.0251,38.4,4.8,24,1976,142,102.7,-2,37,NA,NA,NA,FALSE,-18.5,14.2,-14.8,NA,NA,NA,NA,NA,NA,FALSE,FALSE,663837,"Matt Vierling","/api/v1/people/663837",NA,NA,NA,628451,"Andy Ibáñez","/api/v1/people/628451"
746474,"2024-05-23",3,"2024-05-24T01:08:38.194Z","2024-05-24T01:08:42.143Z",TRUE,"pitch","d1d3f393-bdb7-4527-b7f7-ce99b2f54109",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,0,NA,NA,3.4601,1.702,NA,120.22,211.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Matt Vierling singles on a ground ball to left fielder Daulton Varsho. Andy Ibáñez to 2nd.",0,9,1,68,"bottom",9,"2024-05-24T01:07:24.036Z","2024-05-24T01:09:07.006Z",TRUE,FALSE,FALSE,FALSE,33,3,1,0,663837,"Matt Vierling","/api/v1/people/663837","R","Right",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Toronto Blue Jays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.6,84.5,13,2,0.4108,6.5309,27.0008,-22.0911,8.5952,5.5941,-0.0846,0.995,-6.6603,-133.0281,-8.9428,1.3277,50.0043,5.9861,15.4951,31.2,6,24,2040,136,NA,NA,NA,NA,NA,NA,FALSE,-24.1,8.5,-14.3,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746474,"2024-05-23",2,"2024-05-24T01:08:23.131Z","2024-05-24T01:08:27.738Z",TRUE,"pitch","a5072f79-dece-485a-8f9c-213c443a86f8",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.4601,1.702,NA,155.08,152.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Matt Vierling singles on a ground ball to left fielder Daulton Varsho. Andy Ibáñez to 2nd.",0,9,1,68,"bottom",9,"2024-05-24T01:07:24.036Z","2024-05-24T01:09:07.006Z",TRUE,FALSE,FALSE,FALSE,33,3,1,0,663837,"Matt Vierling","/api/v1/people/663837","R","Right",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Toronto Blue Jays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94,86,11,2,0.4009,6.5572,29.5942,-22.3063,8.7386,5.2196,-0.9991,3.2043,-9.2409,-136.5409,-3.448,1.2912,50.0048,6.0154,16.5295,32.4,6,24,2104,133,NA,NA,NA,NA,NA,NA,FALSE,-22.1,8.9,-13.9,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746474,"2024-05-23",1,"2024-05-24T01:08:03.045Z","2024-05-24T01:08:06.690Z",TRUE,"pitch","a922b378-a487-490a-b91f-33e6341fff9a",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,0,NA,NA,3.51,1.7,NA,97.64,189.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Matt Vierling singles on a ground ball to left fielder Daulton Varsho. Andy Ibáñez to 2nd.",0,9,1,68,"bottom",9,"2024-05-24T01:07:24.036Z","2024-05-24T01:09:07.006Z",TRUE,FALSE,FALSE,FALSE,33,3,1,0,663837,"Matt Vierling","/api/v1/people/663837","R","Right",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Toronto Blue Jays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92,84.9,9,2,0.4085,6.4388,27.0733,-20.4179,8.7928,6.4464,0.5079,1.8243,-5.2942,-133.7625,-7.3893,1.3636,50.0066,6.0712,16.0419,34.8,6,24,2044,144,NA,NA,NA,NA,NA,NA,FALSE,-21.8,10.3,-14.9,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746474,"2024-05-23",0,"2024-05-24T01:07:46.130Z","2024-05-24T01:07:50.509Z",TRUE,"pitch","76c22a46-bf4d-4b64-88e2-5de8fc30ee3c",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.5386,1.7555,NA,90.94,194.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Matt Vierling singles on a ground ball to left fielder Daulton Varsho. Andy Ibáñez to 2nd.",0,9,1,68,"bottom",9,"2024-05-24T01:07:24.036Z","2024-05-24T01:09:07.006Z",TRUE,FALSE,FALSE,FALSE,33,3,1,0,663837,"Matt Vierling","/api/v1/people/663837","R","Right",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Toronto Blue Jays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.4,85.8,9,2,0.4032,6.5328,29.3061,-20.3049,8.9898,6.3471,0.6836,1.6564,-5.0981,-135.7645,-7.6452,1.4164,50.0002,5.9184,16.8045,36,6,24,2071,136,NA,NA,NA,NA,NA,NA,FALSE,-21.4,10.1,-15.2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746474,"2024-05-23",6,"2024-05-24T01:07:12.403Z","2024-05-24T01:07:22.129Z",TRUE,"pitch","61a247c0-7c59-4933-9fc7-8545242e8a09",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,2,0,NA,NA,3.13,1.48,NA,134.45,184.89,"line_drive","hard","7",68.13,89.27,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Andy Ibáñez singles on a sharp line drive to left fielder Daulton Varsho.",0,9,1,67,"bottom",9,"2024-05-24T01:06:18.249Z","2024-05-24T01:07:22.129Z",TRUE,FALSE,FALSE,FALSE,33,1,2,0,628451,"Andy Ibáñez","/api/v1/people/628451","R","Right",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Toronto Blue Jays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.9,86,4,2,0.4037,6.4718,26.052,-21.9194,8.9743,5.4842,-0.4578,1.9959,-7.7263,-135.0551,-6.5102,1.2571,50.002,5.9515,16.7799,33.6,6,24,2098,139,100.8,15,266,NA,NA,NA,FALSE,-22.6,8.9,-14.9,NA,NA,NA,NA,NA,NA,FALSE,FALSE,628451,"Andy Ibáñez","/api/v1/people/628451",NA,NA,NA,NA,NA,NA
746474,"2024-05-23",4,"2024-05-24T01:06:49.025Z","2024-05-24T01:06:54.355Z",TRUE,"pitch","ffd85df5-91a4-42bb-aa86-062c6eaabb9e",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,0,NA,NA,3.13,1.48,NA,113.11,148.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Andy Ibáñez singles on a sharp line drive to left fielder Daulton Varsho.",0,9,1,67,"bottom",9,"2024-05-24T01:06:18.249Z","2024-05-24T01:07:22.129Z",TRUE,FALSE,FALSE,FALSE,33,1,2,0,628451,"Andy Ibáñez","/api/v1/people/628451","R","Right",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Toronto Blue Jays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.1,83.9,12,2,0.4121,6.3656,26.742,-23.2274,8.5202,4.9935,0.1021,3.3573,-6.4876,-132.6158,-3.2286,1.4658,50.0031,6.2731,15.2688,30,6,24,2083,143,NA,NA,NA,NA,NA,NA,FALSE,-24.2,8.6,-14.2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
