"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType"
716716,"2023-09-05",4,"2023-09-06T02:37:29.200Z","2023-09-06T02:37:57.051Z",TRUE,"pitch","c10bc86b-18a6-4240-9c34-17239d6cb689",5,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,2,0,NA,NA,3.34,1.48,NA,104.68,152.96,"fly_ball","medium","9",241.63,87.75,NA,NA,NA,NA,NA,NA,NA,NA,"93","atBat","Home Run","home_run","Brandon Lowe homers (18) on a fly ball to right field. Christian Bethancourt scores. Yandy Diaz scores.",3,6,8,93,"bottom",11,"2023-09-06T02:35:54.658Z","2023-09-06T02:37:57.051Z",TRUE,TRUE,FALSE,FALSE,75,2,2,0,664040,"Brandon Lowe","/api/v1/people/664040","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Boston Red Sox","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",94.9,86.2,3,0.91,0.3983,6.5976,33.1064,-11.6487,1.1191,10.7387,0.3232,3.1784,6.3507,-137.9702,-6.0303,-2.162,50.0067,6.1909,2.1395,15.6,2.4,24,2631,184,110.7,25,393,NA,NA,NA,FALSE,-12.4,18.2,-3.5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716716,"2023-09-05",3,"2023-09-06T02:37:07.419Z","2023-09-06T02:37:10.991Z",TRUE,"pitch","fabb4a91-fb5e-4f76-bb29-750f48b8e127",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.4182,1.5359,NA,162.08,173.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"93","atBat","Home Run","home_run","Brandon Lowe homers (18) on a fly ball to right field. Christian Bethancourt scores. Yandy Diaz scores.",3,6,8,93,"bottom",11,"2023-09-06T02:35:54.658Z","2023-09-06T02:37:57.051Z",TRUE,TRUE,FALSE,FALSE,75,2,2,0,664040,"Brandon Lowe","/api/v1/people/664040","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Boston Red Sox","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",95.7,87.3,13,0.91,0.3941,6.3738,32.6363,-12.0233,1.5973,10.3148,-1.1826,2.4341,2.4389,-139.2239,-7.8983,-2.2792,50.0057,6.1125,3.1211,14.4,2.4,24,2581,187,NA,NA,NA,NA,NA,NA,FALSE,-12.8,17.2,-3.4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716716,"2023-09-05",2,"2023-09-06T02:36:42.146Z","2023-09-06T02:36:45.146Z",TRUE,"pitch","7c625e77-50d9-4fb3-857e-2aeeaf5ec628",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.34,1.48,NA,137.07,168.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"93","atBat","Home Run","home_run","Brandon Lowe homers (18) on a fly ball to right field. Christian Bethancourt scores. Yandy Diaz scores.",3,6,8,93,"bottom",11,"2023-09-06T02:35:54.658Z","2023-09-06T02:37:57.051Z",TRUE,TRUE,FALSE,FALSE,75,2,2,0,664040,"Brandon Lowe","/api/v1/people/664040","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.5,85.9,4,0.92,0.4,6.8371,31.9872,-10.7003,-7.7291,11.3242,-0.5266,2.6061,6.3366,-137.217,-7.7301,-1.8682,50.0019,6.1991,-14.6539,46.8,3.6,24,2259,200,NA,NA,NA,NA,NA,NA,FALSE,-12,19,12.6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716716,"2023-09-05",1,"2023-09-06T02:36:21.988Z","2023-09-06T02:36:25.387Z",TRUE,"pitch","e72a3ec9-5663-43fe-8789-65b23cefa742",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.4323,1.5844,NA,151.26,137.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"93","atBat","Home Run","home_run","Brandon Lowe homers (18) on a fly ball to right field. Christian Bethancourt scores. Yandy Diaz scores.",3,6,8,93,"bottom",11,"2023-09-06T02:35:54.658Z","2023-09-06T02:37:57.051Z",TRUE,TRUE,FALSE,FALSE,75,2,2,0,664040,"Brandon Lowe","/api/v1/people/664040","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Boston Red Sox","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.9,85,11,0.91,0.4027,6.5335,33.1869,-11.8215,3.7138,10.8935,-0.8988,3.745,2.7555,-136.5808,-4.5596,-2.4071,50.0018,6.2643,6.9385,30,3.6,24,2602,181,NA,NA,NA,NA,NA,NA,FALSE,-12.5,18.8,-7.3,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716716,"2023-09-05",0,"2023-09-06T02:36:04.654Z","2023-09-06T02:36:07.654Z",TRUE,"pitch","13570d8b-c988-4d4b-b911-7f1e5af4f24d",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,0,NA,NA,3.34,1.48,NA,130.7,169.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"93","atBat","Home Run","home_run","Brandon Lowe homers (18) on a fly ball to right field. Christian Bethancourt scores. Yandy Diaz scores.",3,6,8,93,"bottom",11,"2023-09-06T02:35:54.658Z","2023-09-06T02:37:57.051Z",TRUE,TRUE,FALSE,FALSE,75,2,2,0,664040,"Brandon Lowe","/api/v1/people/664040","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Boston Red Sox","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",94,85,4,0.91,0.4031,6.8888,33.9241,-10.5069,2.779,11.6247,-0.3595,2.5575,4.1785,-136.6018,-7.5586,-2.2782,50.0055,6.1073,5.1804,26.4,3.6,24,2613,182,NA,NA,NA,NA,NA,NA,FALSE,-12,19.3,-6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716716,"2023-09-05",11,"2023-09-06T02:35:21.591Z","2023-09-06T02:35:25.645Z",TRUE,"pitch","ee7d82ae-d556-4ba9-8790-c168cea9226c",8,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,0,NA,NA,3.3487,1.65,NA,93.72,119.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92","atBat","Walk","walk","Yandy Diaz walks.",0,6,5,92,"bottom",11,"2023-09-06T02:32:24.016Z","2023-09-06T02:35:25.645Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,650490,"Yandy Díaz","/api/v1/people/650490","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",95.3,86.3,12,0.91,0.3967,6.848,34.098,-10.7877,2.3549,11.106,0.6107,4.4299,6.1451,-138.6388,-3.2412,-1.95,50.0025,6.346,4.5348,27.6,2.4,24,2631,177,NA,NA,NA,NA,NA,NA,FALSE,-10.9,19.6,-5.6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,650490,"Yandy Díaz","/api/v1/people/650490",NA,NA,NA,542194,"Christian Bethancourt","/api/v1/people/542194",NA,NA,NA
716716,"2023-09-05",10,"2023-09-06T02:34:47.079Z","2023-09-06T02:34:50.079Z",TRUE,"pitch","4dc40b8c-23c4-4e53-92ba-066db553e8b0",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,0,NA,NA,3.51,1.65,NA,164.79,173.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92","atBat","Walk","walk","Yandy Diaz walks.",0,6,5,92,"bottom",11,"2023-09-06T02:32:24.016Z","2023-09-06T02:35:25.645Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,650490,"Yandy Díaz","/api/v1/people/650490","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.8,86.5,13,0.93,0.3977,6.7811,31.3854,-11.163,-7.5987,10.9467,-1.2538,2.4198,4.5367,-137.8464,-8.0631,-1.9359,50.0044,6.1415,-14.5866,46.8,3.6,24,2321,198,NA,NA,NA,NA,NA,NA,FALSE,-12.2,18.2,12.7,NA,NA,NA,NA,NA,NA,FALSE,FALSE,650490,"Yandy Díaz","/api/v1/people/650490",NA,NA,NA,NA,NA,NA,NA,NA,NA
716716,"2023-09-05",9,"2023-09-06T02:34:20.959Z","2023-09-06T02:34:24.654Z",TRUE,"pitch","e1720649-bed8-476a-acbd-ac24b326d47b",6,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",3,2,0,NA,NA,3.3284,1.65,NA,106.83,233.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92","atBat","Walk","walk","Yandy Diaz walks.",0,6,5,92,"bottom",11,"2023-09-06T02:32:24.016Z","2023-09-06T02:35:25.645Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,650490,"Yandy Díaz","/api/v1/people/650490","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Boston Red Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.4,79.6,14,0.9,0.4402,6.759,23.8585,-33.86,2.819,-1.0747,0.2669,0.1807,4.7553,-124.2309,-7.5945,-2.035,50.0026,6.0759,4.425,8.4,9.6,24,2528,76,NA,NA,NA,NA,NA,NA,FALSE,-40.8,-3.4,-6.1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,650490,"Yandy Díaz","/api/v1/people/650490",NA,NA,NA,NA,NA,NA,NA,NA,NA
716716,"2023-09-05",8,"2023-09-06T02:33:54.066Z","2023-09-06T02:33:57.066Z",TRUE,"pitch","a5da7c4e-cfcb-4df7-bda0-9925c2ed6bdd",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.51,1.65,NA,121.83,159.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92","atBat","Walk","walk","Yandy Diaz walks.",0,6,5,92,"bottom",11,"2023-09-06T02:32:24.016Z","2023-09-06T02:35:25.645Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,650490,"Yandy Díaz","/api/v1/people/650490","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",95.4,86.8,5,0.91,0.3956,6.7554,32.6251,-8.9585,0.9057,11.9751,-0.1267,2.9289,4.9199,-138.7351,-7.3228,-2.0447,50.0048,6.2088,1.7547,15.6,2.4,24,2642,183,NA,NA,NA,NA,NA,NA,FALSE,-10,20.3,-2.8,NA,NA,NA,NA,NA,NA,FALSE,FALSE,650490,"Yandy Díaz","/api/v1/people/650490",NA,NA,NA,NA,NA,NA,NA,NA,NA
716716,"2023-09-05",7,"2023-09-06T02:33:31.712Z","2023-09-06T02:33:34.712Z",TRUE,"pitch","5e16ae45-35e7-4dc2-bb0a-d2eeb4dfee8f",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.5232,1.7016,NA,131.6,99.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92","atBat","Walk","walk","Yandy Diaz walks.",0,6,5,92,"bottom",11,"2023-09-06T02:32:24.016Z","2023-09-06T02:35:25.645Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,650490,"Yandy Díaz","/api/v1/people/650490","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",95.5,86.5,11,0.91,0.3954,6.5088,33.5922,-9.8119,2.2129,11.5289,-0.3829,5.1637,3.8952,-138.9855,-1.6554,-2.0948,50.0062,6.4253,4.2935,27.6,2.4,24,2776,177,NA,NA,NA,NA,NA,NA,FALSE,-9.5,20.6,-4.9,NA,NA,NA,NA,NA,NA,FALSE,FALSE,650490,"Yandy Díaz","/api/v1/people/650490",NA,NA,NA,NA,NA,NA,NA,NA,NA
