"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
716753,"2023-09-02",3,"2023-09-03T01:23:31.540Z","2023-09-03T01:23:38.955Z",TRUE,"pitch","05e8aa7d-f3de-4ecd-8dd7-d9c55711be03",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,1,1,NA,NA,3.44,1.67,NA,146.4,172.49,"ground_ball","medium","6",117.71,145.55,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Forceout","force_out","Umpire reviewed (play at 1st), call on the field was upheld: Hunter Renfroe grounds into a force out, shortstop Dansby Swanson to second baseman Nico Hoerner. TJ Friedl scores. Spencer Steer to 3rd. Elly De La Cruz out at 2nd. Hunter Renfroe to 1st.",1,1,2,69,"bottom",9,"2023-09-03T01:23:08.264Z","2023-09-03T01:23:38.955Z",TRUE,TRUE,TRUE,TRUE,0,0,1,2,592669,"Hunter Renfroe","/api/v1/people/592669","R","Right",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.9,84.9,4,0.91,0.4061,6.4199,28.3088,-33.1791,-10.9428,-0.5425,-0.7714,2.4552,12.0875,-134.6921,1.9367,-3.8882,50.0051,4.0673,-20.1789,28.8,8.4,24,2386,255,78.7,5,82,NA,NA,NA,TRUE,-32.2,-0.4,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,592669,"Hunter Renfroe","/api/v1/people/592669",NA,NA,NA,668715,"Spencer Steer","/api/v1/people/668715",FALSE,FALSE,"NF",NA
716753,"2023-09-02",2,"2023-09-03T01:23:10.412Z","2023-09-03T01:23:15.553Z",TRUE,"pitch","aa3eda61-415a-43fc-b1c4-638da035112a",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.44,1.67,NA,172.96,148.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Forceout","force_out","Umpire reviewed (play at 1st), call on the field was upheld: Hunter Renfroe grounds into a force out, shortstop Dansby Swanson to second baseman Nico Hoerner. TJ Friedl scores. Spencer Steer to 3rd. Elly De La Cruz out at 2nd. Hunter Renfroe to 1st.",1,1,2,69,"bottom",9,"2023-09-03T01:23:08.264Z","2023-09-03T01:23:38.955Z",TRUE,TRUE,TRUE,TRUE,0,0,1,2,592669,"Hunter Renfroe","/api/v1/people/592669","R","Right",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.2,83.8,11,0.92,0.4099,6.418,29.7084,-31.592,-11.3262,0.326,-1.4681,3.3435,10.5649,-133.8014,3.7548,-4.0023,50.0061,4.1896,-20.4766,30,8.4,24,2446,254,NA,NA,NA,NA,NA,NA,FALSE,-30.7,1.7,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716753,"2023-09-02",0,"2023-09-03T01:20:25.515Z","2023-09-03T01:20:56.166Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"69","atBat","Forceout","force_out","Umpire reviewed (play at 1st), call on the field was upheld: Hunter Renfroe grounds into a force out, shortstop Dansby Swanson to second baseman Nico Hoerner. TJ Friedl scores. Spencer Steer to 3rd. Elly De La Cruz out at 2nd. Hunter Renfroe to 1st.",1,1,2,69,"bottom",9,"2023-09-03T01:23:08.264Z","2023-09-03T01:23:38.955Z",TRUE,TRUE,TRUE,TRUE,0,0,1,2,592669,"Hunter Renfroe","/api/v1/people/592669","R","Right",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716753,"2023-09-02",1,"2023-09-03T01:20:56.166Z","2023-09-03T01:23:10.412Z",FALSE,"action",NA,NA,"Pitching Change: Jose Cuas replaces Mark Leiter Jr.","Pitching Substitution",1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,621016,"/api/v1/people/621016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"69","atBat","Forceout","force_out","Umpire reviewed (play at 1st), call on the field was upheld: Hunter Renfroe grounds into a force out, shortstop Dansby Swanson to second baseman Nico Hoerner. TJ Friedl scores. Spencer Steer to 3rd. Elly De La Cruz out at 2nd. Hunter Renfroe to 1st.",1,1,2,69,"bottom",9,"2023-09-03T01:23:08.264Z","2023-09-03T01:23:38.955Z",TRUE,TRUE,TRUE,TRUE,0,0,1,2,592669,"Hunter Renfroe","/api/v1/people/592669","R","Right",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716753,"2023-09-02",0,"2023-09-03T01:19:50.526Z","2023-09-03T01:20:00.207Z",TRUE,"pitch","2d19ef6d-abec-4c34-b033-17c3d7146d72",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.55,1.68,NA,128.52,163.89,"fly_ball","medium","7",93.86,134.87,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Nick Martini flies out to left fielder Ian Happ.",0,1,1,68,"bottom",9,"2023-09-03T01:19:44.129Z","2023-09-03T01:20:00.207Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,605361,"Nick Martini","/api/v1/people/605361","L","Left",643410,"Mark Leiter Jr.","/api/v1/people/643410","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.4,83.1,4,2,0.4155,6.6394,26.9535,-23.7044,0.6253,4.8061,-0.3022,2.7735,3.2215,-131.6262,-3.0055,-1.6212,50.0012,5.6781,1.1001,3.6,6,24,2210,200,85.5,62,194,NA,NA,NA,TRUE,-25.1,8.3,-1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,682829,"Elly De La Cruz","/api/v1/people/682829",668715,"Spencer Steer","/api/v1/people/668715",670770,"TJ Friedl","/api/v1/people/670770",NA,NA,NA,NA
716753,"2023-09-02",2,"2023-09-03T01:18:56.466Z","2023-09-03T01:19:05.013Z",TRUE,"pitch","f0a9c6dc-1bdf-412d-ba06-c2d1ae58db0a",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,1,0,NA,NA,3.76,1.75,NA,130.16,171.02,"ground_ball","medium","9",177.59,115.04,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Elly De La Cruz singles on a ground ball to right fielder Seiya Suzuki. Harrison Bader scores. TJ Friedl to 3rd. Spencer Steer to 2nd.",1,1,1,67,"bottom",9,"2023-09-03T01:18:26.720Z","2023-09-03T01:19:05.013Z",TRUE,TRUE,FALSE,FALSE,70,0,1,0,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",643410,"Mark Leiter Jr.","/api/v1/people/643410","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",84.2,78.1,4,2,0.4447,6.665,21.9883,-30.0343,-2.6168,1.3932,-0.3452,2.5095,3.0004,-122.7019,-1.8578,-1.2381,50.0059,5.8112,-4.0312,7.2,8.4,24,732,237,110.7,6,141,NA,NA,NA,FALSE,-35.8,2.4,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,682829,"Elly De La Cruz","/api/v1/people/682829",668715,"Spencer Steer","/api/v1/people/668715",670770,"TJ Friedl","/api/v1/people/670770",NA,NA,NA,NA
716753,"2023-09-02",1,"2023-09-03T01:18:28.903Z","2023-09-03T01:18:34.499Z",TRUE,"pitch","b83be0bf-5ffd-4e1b-a22b-2c60eaaa5075",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.76,1.75,NA,100.86,168.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Elly De La Cruz singles on a ground ball to right fielder Seiya Suzuki. Harrison Bader scores. TJ Friedl to 3rd. Spencer Steer to 2nd.",1,1,1,67,"bottom",9,"2023-09-03T01:18:26.720Z","2023-09-03T01:19:05.013Z",TRUE,TRUE,FALSE,FALSE,70,0,1,0,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",643410,"Mark Leiter Jr.","/api/v1/people/643410","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.2,83.6,6,2,0.4152,6.6143,24.833,-24.3722,-0.5271,4.4146,0.4234,2.6131,5.3375,-131.3502,-2.9651,-1.5567,50.003,5.5463,-0.9322,0,6,24,2134,203,NA,NA,NA,NA,NA,NA,FALSE,-25.7,7.7,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716753,"2023-09-02",0,"2023-09-03T01:17:17.431Z","2023-09-03T01:18:28.903Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Elly De La Cruz singles on a ground ball to right fielder Seiya Suzuki. Harrison Bader scores. TJ Friedl to 3rd. Spencer Steer to 2nd.",1,1,1,67,"bottom",9,"2023-09-03T01:18:26.720Z","2023-09-03T01:19:05.013Z",TRUE,TRUE,FALSE,FALSE,70,0,1,0,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",643410,"Mark Leiter Jr.","/api/v1/people/643410","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716753,"2023-09-02",2,"2023-09-03T01:16:57.040Z","2023-09-03T01:17:01.076Z",TRUE,"pitch","5740ff0b-a056-4065-8825-b7097fae5071",2,"Hit By Pitch",NA,NA,NA,NA,FALSE,"H","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"H","Hit By Pitch",1,1,0,NA,NA,3.4,1.59,NA,181.87,141.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Hit By Pitch","hit_by_pitch","Spencer Steer hit by pitch. TJ Friedl to 2nd.",0,1,0,66,"bottom",9,"2023-09-03T01:15:52.639Z","2023-09-03T01:17:01.076Z",TRUE,FALSE,FALSE,FALSE,11,1,1,0,668715,"Spencer Steer","/api/v1/people/668715","R","Right",643410,"Mark Leiter Jr.","/api/v1/people/643410","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.1,84.8,11,0.91,0.4069,6.6594,27.3405,-19.7541,-7.0355,6.7615,-1.7017,3.6113,2.337,-134.2674,-1.8871,-1.666,50.0055,5.7197,-12.9291,31.2,4.8,24,1878,212,NA,NA,NA,NA,NA,NA,FALSE,-19.9,12.1,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668715,"Spencer Steer","/api/v1/people/668715",670770,"TJ Friedl","/api/v1/people/670770",664056,"Harrison Bader","/api/v1/people/664056",NA,NA,NA,NA
716753,"2023-09-02",0,"2023-09-03T01:15:58.555Z","2023-09-03T01:16:03.463Z",TRUE,"pitch","2e360c82-926f-4e43-99dd-c0ff710bebdd",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.4,1.59,NA,126.84,190.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Hit By Pitch","hit_by_pitch","Spencer Steer hit by pitch. TJ Friedl to 2nd.",0,1,0,66,"bottom",9,"2023-09-03T01:15:52.639Z","2023-09-03T01:17:01.076Z",TRUE,FALSE,FALSE,FALSE,11,1,1,0,668715,"Spencer Steer","/api/v1/people/668715","R","Right",643410,"Mark Leiter Jr.","/api/v1/people/643410","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.4,85.2,8,0.91,0.4066,6.6707,27.2592,-21.3092,-8.0553,5.9018,-0.2583,1.7772,6.4182,-134.364,-6.0025,-1.6233,50.0028,5.5394,-14.829,31.2,6,24,2013,210,NA,NA,NA,NA,NA,NA,FALSE,-22.2,9.7,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
