"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
716753,"2023-09-02",0,"2023-09-03T00:36:16.297Z","2023-09-03T00:36:20.372Z",TRUE,"pitch","1177653b-974e-4bf1-b6f2-498df46bf776",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4718,1.705,NA,131.06,196.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Lineout","field_out","Nick Martini lines out sharply to center fielder Mike Tauchman.",0,1,0,51,"bottom",7,"2023-09-03T00:36:04.488Z","2023-09-03T00:36:44.078Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,605361,"Nick Martini","/api/v1/people/605361","L","Left",665871,"Javier Assad","/api/v1/people/665871","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.8,85.8,13,2,0.4045,6.3477,26.6983,-17.4863,-7.5902,7.8926,-0.3689,1.5801,5.1214,-134.9157,-8.1801,-1.2963,50.0066,5.862,-14.1308,34.8,4.8,24,2042,210,NA,NA,NA,NA,NA,NA,FALSE,-18.7,13,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716753,"2023-09-02",5,"2023-09-03T00:35:42.361Z","2023-09-03T00:35:45.790Z",TRUE,"pitch","a8b1dbbd-dfa6-478e-b696-acb8c3176dd9",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,0,NA,NA,3.76,1.75,NA,123.64,144.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Strikeout","strikeout","Elly De La Cruz strikes out swinging.",0,1,0,50,"bottom",7,"2023-09-03T00:34:45.295Z","2023-09-03T00:35:45.790Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",665871,"Javier Assad","/api/v1/people/665871","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.4,82.9,2,2,0.4183,6.303,24.0306,-25.7808,2.2471,3.6754,-0.1741,3.5049,3.1826,-130.281,-1.5024,-1.6976,50.006,6.0135,3.9141,9.6,6,24,2179,175,NA,NA,NA,NA,NA,NA,TRUE,-27.2,6.6,-4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716753,"2023-09-02",4,"2023-09-03T00:35:22.960Z","2023-09-03T00:35:26.772Z",TRUE,"pitch","de9739bb-14d2-4f84-8978-e85309efbb47",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,0,NA,NA,3.7601,1.8636,NA,130.98,165.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Strikeout","strikeout","Elly De La Cruz strikes out swinging.",0,1,0,50,"bottom",7,"2023-09-03T00:34:45.295Z","2023-09-03T00:35:45.790Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",665871,"Javier Assad","/api/v1/people/665871","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.3,85.7,4,2,0.4026,6.2832,28.3605,-13.7476,-2.4658,9.8196,-0.3669,2.7089,4.0314,-135.7785,-6.1079,-1.5471,50.0006,5.9355,-4.6262,14.4,3.6,24,2200,211,NA,NA,NA,NA,NA,NA,FALSE,-14.5,16.8,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716753,"2023-09-02",3,"2023-09-03T00:35:04.796Z","2023-09-03T00:35:08.560Z",TRUE,"pitch","0c99f056-a3e6-42e6-b67e-5bbaa80789a5",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.758,1.89,NA,42.82,168.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Strikeout","strikeout","Elly De La Cruz strikes out swinging.",0,1,0,50,"bottom",7,"2023-09-03T00:34:45.295Z","2023-09-03T00:35:45.790Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",665871,"Javier Assad","/api/v1/people/665871","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.1,81.2,14,2,0.4295,6.2342,22.4429,-26.3673,2.009,3.511,1.9462,2.6053,7.6532,-126.824,-3.299,-1.3539,50.0003,5.9933,3.3177,9.6,7.2,24,2040,181,NA,NA,NA,NA,NA,NA,FALSE,-29.6,5.9,-5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716753,"2023-09-02",2,"2023-09-03T00:34:47.577Z","2023-09-03T00:34:51.582Z",TRUE,"pitch","5dd23b37-dcf9-4841-b327-54adbf449d1a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.784,1.7844,NA,110.82,153.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Strikeout","strikeout","Elly De La Cruz strikes out swinging.",0,1,0,50,"bottom",7,"2023-09-03T00:34:45.295Z","2023-09-03T00:35:45.790Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",665871,"Javier Assad","/api/v1/people/665871","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.9,82.5,5,2,0.4208,6.3575,23.9839,-25.0253,1.037,4.1526,0.1622,3.1421,4.2549,-129.5673,-2.456,-1.6279,50.0015,5.9906,1.7838,6,6,24,1933,187,NA,NA,NA,NA,NA,NA,FALSE,-26.9,7.3,-2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716753,"2023-09-02",0,"2023-09-03T00:34:36.067Z","2023-09-03T00:34:36.106Z",FALSE,"action",NA,NA,"Defensive switch from center field to first base for Cody Bellinger.","Defensive Switch",1,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,641355,"/api/v1/people/641355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"3","First Base","Infielder","1B","400","50","atBat","Strikeout","strikeout","Elly De La Cruz strikes out swinging.",0,1,0,50,"bottom",7,"2023-09-03T00:34:45.295Z","2023-09-03T00:35:45.790Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",665871,"Javier Assad","/api/v1/people/665871","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716753,"2023-09-02",1,"2023-09-03T00:34:36.106Z","2023-09-03T00:34:47.577Z",FALSE,"action",NA,NA,"Mike Tauchman remains in the game as the center fielder.","Defensive Switch",1,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,643565,"/api/v1/people/643565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"8","Outfielder","Outfielder","CF","801","50","atBat","Strikeout","strikeout","Elly De La Cruz strikes out swinging.",0,1,0,50,"bottom",7,"2023-09-03T00:34:45.295Z","2023-09-03T00:35:45.790Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",665871,"Javier Assad","/api/v1/people/665871","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,621550,"/api/v1/people/621550",NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716753,"2023-09-02",3,"2023-09-03T00:32:20.160Z","2023-09-03T00:32:28.026Z",TRUE,"pitch","c3df29f0-0098-4709-869e-84c019fa2a8e",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.56,1.65,NA,167.09,151.58,"ground_ball","soft","1",122.58,192.97,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Groundout","field_out","Christopher Morel grounds out softly, pitcher Buck Farmer to first baseman Christian Encarnacion-Strand.",0,1,0,49,"top",7,"2023-09-03T00:31:08.890Z","2023-09-03T00:32:28.026Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,666624,"Christopher Morel","/api/v1/people/666624","R","Right",571656,"Buck Farmer","/api/v1/people/571656","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Cincinnati Reds","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,87.6,11,0.92,0.394,6.1038,28.6985,-14.1351,-5.9617,9.1999,-1.3142,3.2297,2.2302,-138.5981,-4.356,-1.351,50.0038,5.7545,-11.6898,37.2,3.6,24,2340,218,27.1,-10,11,NA,NA,NA,TRUE,-13.9,16.1,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716753,"2023-09-02",2,"2023-09-03T00:32:01.371Z","2023-09-03T00:32:04.927Z",TRUE,"pitch","b79a6aa4-6ed3-4ce7-b02d-42883c4a3251",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.4197,1.5727,NA,55.2,223.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Groundout","field_out","Christopher Morel grounds out softly, pitcher Buck Farmer to first baseman Christian Encarnacion-Strand.",0,1,0,49,"top",7,"2023-09-03T00:31:08.890Z","2023-09-03T00:32:28.026Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,666624,"Christopher Morel","/api/v1/people/666624","R","Right",571656,"Buck Farmer","/api/v1/people/571656","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Cincinnati Reds","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.8,78.1,14,0.9,0.4478,6.1528,22.3426,-29.9321,3.3639,1.4802,1.6214,0.5682,6.1461,-121.9651,-5.8573,-1.3612,50.0047,5.5592,5.1053,10.8,8.4,24,2750,65,NA,NA,NA,NA,NA,NA,FALSE,-37.1,1.6,-7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716753,"2023-09-02",1,"2023-09-03T00:31:25.421Z","2023-09-03T00:31:32.652Z",TRUE,"pitch","4fc68abd-640a-454a-a85f-c0620d013662",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.56,1.65,NA,103.05,173.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Groundout","field_out","Christopher Morel grounds out softly, pitcher Buck Farmer to first baseman Christian Encarnacion-Strand.",0,1,0,49,"top",7,"2023-09-03T00:31:08.890Z","2023-09-03T00:32:28.026Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,666624,"Christopher Morel","/api/v1/people/666624","R","Right",571656,"Buck Farmer","/api/v1/people/571656","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Cincinnati Reds","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.9,77.3,6,0.9,0.4481,5.8966,23.9645,-30.823,5.0028,0.8906,0.3661,2.4037,3.2438,-122.2054,-1.71,-1.6282,50.0021,5.7589,7.569,14.4,8.4,24,2707,69,NA,NA,NA,NA,NA,NA,FALSE,-37.3,1.4,-9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716753,"2023-09-02",0,"2023-09-03T00:31:08.890Z","2023-09-03T00:31:13.041Z",TRUE,"pitch","9146dfaf-7827-4c2c-9734-61334955c574",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.56,1.65,NA,75.75,163.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Groundout","field_out","Christopher Morel grounds out softly, pitcher Buck Farmer to first baseman Christian Encarnacion-Strand.",0,1,0,49,"top",7,"2023-09-03T00:31:08.890Z","2023-09-03T00:32:28.026Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,666624,"Christopher Morel","/api/v1/people/666624","R","Right",571656,"Buck Farmer","/api/v1/people/571656","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Cincinnati Reds","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.7,77.6,12,0.88,0.4449,6.137,25.0468,-27.8348,2.2811,2.8306,1.0822,2.7743,5.6803,-123.2351,-1.2614,-1.5513,50.0044,5.6493,3.5002,9.6,7.2,24,2766,90,NA,NA,NA,NA,NA,NA,FALSE,-33.1,5,-5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716753,"2023-09-02",7,"2023-09-03T00:30:30.436Z","2023-09-03T00:30:39.244Z",TRUE,"pitch","6417fd53-020d-4f15-8d2a-12cb7112312f",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,1,NA,NA,3.44,1.62,NA,78.68,183.81,"popup","medium","2",119.74,215.72,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Pop Out","field_out","Mike Tauchman pops out to catcher Luke Maile in foul territory.",0,1,0,48,"top",7,"2023-09-03T00:29:30.634Z","2023-09-03T00:30:39.244Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,643565,"Mike Tauchman","/api/v1/people/643565","L","Left",571656,"Buck Farmer","/api/v1/people/571656","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.3,77.8,14,0.9,0.4456,6.0208,23.6017,-27.2001,2.7107,3.2463,1.0054,2.0358,5.2258,-122.7742,-3.215,-1.5002,50.002,5.6695,4.1496,10.8,7.2,24,2798,90,67.5,87,32,NA,NA,NA,TRUE,-32.9,5.4,-6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716753,"2023-09-02",5,"2023-09-03T00:30:03.090Z","2023-09-03T00:30:06.780Z",TRUE,"pitch","75117e40-05a6-427f-ada9-b53d61b98c90",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.44,1.62,NA,103.22,164.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Pop Out","field_out","Mike Tauchman pops out to catcher Luke Maile in foul territory.",0,1,0,48,"top",7,"2023-09-03T00:29:30.634Z","2023-09-03T00:30:39.244Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,643565,"Mike Tauchman","/api/v1/people/643565","L","Left",571656,"Buck Farmer","/api/v1/people/571656","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,86.7,6,0.92,0.3987,5.9938,28.1405,-16.4753,-7.6639,8.2013,0.3616,2.7373,7.2636,-136.9781,-5.2962,-1.3192,50.0045,5.8093,-14.674,37.2,4.8,24,2303,226,NA,NA,NA,NA,NA,NA,FALSE,-16.7,14,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716753,"2023-09-02",4,"2023-09-03T00:29:46.523Z","2023-09-03T00:29:50.445Z",TRUE,"pitch","99a54951-a4cf-4957-990b-6c621e8b0f2d",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.4979,1.6786,NA,129.69,180.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Pop Out","field_out","Mike Tauchman pops out to catcher Luke Maile in foul territory.",0,1,0,48,"top",7,"2023-09-03T00:29:30.634Z","2023-09-03T00:30:39.244Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,643565,"Mike Tauchman","/api/v1/people/643565","L","Left",571656,"Buck Farmer","/api/v1/people/571656","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Cincinnati Reds",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.1,80.2,7,0.92,0.4317,6.0063,25.3536,-30.0936,-9.4435,1.2721,-0.333,2.1535,6.1032,-126.7773,-2.8273,-1.5419,50.0008,5.6794,-15.406,25.2,8.4,24,1672,248,NA,NA,NA,NA,NA,NA,FALSE,-34.1,1.9,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716753,"2023-09-02",3,"2023-09-03T00:29:32.964Z","2023-09-03T00:29:37.016Z",TRUE,"pitch","7970874d-99c4-4bef-a93c-2885021a8afa",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4458,1.6521,NA,158.68,148.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Pop Out","field_out","Mike Tauchman pops out to catcher Luke Maile in foul territory.",0,1,0,48,"top",7,"2023-09-03T00:29:30.634Z","2023-09-03T00:30:39.244Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,643565,"Mike Tauchman","/api/v1/people/643565","L","Left",571656,"Buck Farmer","/api/v1/people/571656","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.3,76.6,11,0.9,0.4508,5.9678,23.3437,-28.5996,4.9713,2.3907,-1.0935,3.3484,0.298,-121.406,0.1589,-1.8638,50.0042,5.7674,7.4351,14.4,8.4,24,2673,96,NA,NA,NA,NA,NA,NA,FALSE,-34.6,4.7,-9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716753,"2023-09-02",0,"2023-09-03T00:26:40.701Z","2023-09-03T00:29:16.526Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"48","atBat","Pop Out","field_out","Mike Tauchman pops out to catcher Luke Maile in foul territory.",0,1,0,48,"top",7,"2023-09-03T00:29:30.634Z","2023-09-03T00:30:39.244Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,643565,"Mike Tauchman","/api/v1/people/643565","L","Left",571656,"Buck Farmer","/api/v1/people/571656","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
