"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716559,"2023-09-16",1,"2023-09-17T02:20:04.191Z","2023-09-17T02:20:12.469Z",TRUE,"pitch","66733785-3ee7-4e9d-91ac-c3861a420a28",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,2,NA,NA,3.38,1.58,NA,160.65,209.73,"line_drive","medium","7",78.35,75.38,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Lineout","field_out","Keibert Ruiz lines out to left fielder Tyrone Taylor.",0,5,9,79,"top",9,"2023-09-17T02:19:47.739Z","2023-09-17T02:20:12.469Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,660688,"Keibert Ruiz","/api/v1/people/660688","R","Right",571948,"Hoby Milner","/api/v1/people/571948","L","Left","vs_LHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Milwaukee Brewers","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",81.6,74.5,13,2,0.465,6.944,23.0625,-33.4301,10.8356,-0.8927,-1.1452,1.0758,-14.9354,-117.9217,0.1169,3.8717,50.0049,4.1175,15.2172,20.4,10.8,24,1670,87,87.1,27,330,NA,NA,NA,TRUE,-43,-1.2,-15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716559,"2023-09-16",0,"2023-09-17T02:19:52.311Z","2023-09-17T02:19:56.521Z",TRUE,"pitch","d3bceb86-ac3d-45c5-8dea-9d3dcda951bf",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.38,1.6323,NA,151.6,191.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Lineout","field_out","Keibert Ruiz lines out to left fielder Tyrone Taylor.",0,5,9,79,"top",9,"2023-09-17T02:19:47.739Z","2023-09-17T02:20:12.469Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,660688,"Keibert Ruiz","/api/v1/people/660688","R","Right",571948,"Hoby Milner","/api/v1/people/571948","L","Left","vs_LHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Milwaukee Brewers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",88.2,80.7,13,2,0.4292,6.8847,25.6636,-32.7782,11.615,-0.3661,-0.9077,1.7501,-15.7253,-127.5086,0.1103,3.8239,50.0025,4.2878,19.169,26.4,8.4,24,1913,104,NA,NA,NA,NA,NA,NA,FALSE,-35.9,-0.4,-17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716559,"2023-09-16",3,"2023-09-17T02:19:18.328Z","2023-09-17T02:19:25.063Z",TRUE,"pitch","a505eaf7-1881-41a6-8b0c-c2a5d5d805d4",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,1,NA,NA,3.1,1.47,NA,132.39,160.95,"ground_ball","soft","1",135.65,189.66,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Groundout","field_out","Lane Thomas grounds out softly to pitcher Hoby Milner.",0,5,9,78,"top",9,"2023-09-17T02:18:12.214Z","2023-09-17T02:19:25.063Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,657041,"Lane Thomas","/api/v1/people/657041","R","Right",571948,"Hoby Milner","/api/v1/people/571948","L","Left","vs_LHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Milwaukee Brewers","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",89.4,81.7,1,2,0.4227,6.9067,26.2011,-32.2109,11.518,-0.0205,-0.4038,2.8825,-14.4603,-129.4185,2.4166,3.7513,50.004,4.3984,19.6034,27.6,8.4,24,1912,105,59.8,-47,3,NA,NA,NA,TRUE,-33.7,0.8,-17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716559,"2023-09-16",2,"2023-09-17T02:19:04.840Z","2023-09-17T02:19:08.303Z",TRUE,"pitch","0b6b9b83-acb4-40b2-957a-606d0a0ada0e",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,2.9992,1.4835,NA,82.9,208.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Groundout","field_out","Lane Thomas grounds out softly to pitcher Hoby Milner.",0,5,9,78,"top",9,"2023-09-17T02:18:12.214Z","2023-09-17T02:19:25.063Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,657041,"Lane Thomas","/api/v1/people/657041","R","Right",571948,"Hoby Milner","/api/v1/people/571948","L","Left","vs_LHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Milwaukee Brewers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",80.7,73.8,14,2,0.4684,6.9895,22.5324,-31.0389,9.1578,0.8249,0.8947,1.1316,-10.0163,-117.0285,0.0783,4.0448,50.0058,4.0102,12.6775,19.2,9.6,24,1609,77,NA,NA,NA,NA,NA,NA,FALSE,-40.6,1.8,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716559,"2023-09-16",1,"2023-09-17T02:18:28.722Z","2023-09-17T02:18:33.665Z",TRUE,"pitch","bf597f87-dd05-4306-b631-88f6f8251188",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.1,1.47,NA,80.24,180.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Groundout","field_out","Lane Thomas grounds out softly to pitcher Hoby Milner.",0,5,9,78,"top",9,"2023-09-17T02:18:12.214Z","2023-09-17T02:19:25.063Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,657041,"Lane Thomas","/api/v1/people/657041","R","Right",571948,"Hoby Milner","/api/v1/people/571948","L","Left","vs_LHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Milwaukee Brewers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",81.3,74.6,14,2,0.4635,6.8616,21.6253,-29.9083,9.5992,1.6007,0.9645,2.1699,-10.4214,-117.9958,1.7654,4.183,50.0022,4.1599,13.5887,21.6,9.6,24,1604,90,NA,NA,NA,NA,NA,NA,FALSE,-37.8,3.6,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716559,"2023-09-16",0,"2023-09-17T02:18:16.411Z","2023-09-17T02:18:20.155Z",TRUE,"pitch","e8e7733c-af93-47d0-820e-acc34f0aca4a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.0716,1.5624,NA,82.32,180.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Groundout","field_out","Lane Thomas grounds out softly to pitcher Hoby Milner.",0,5,9,78,"top",9,"2023-09-17T02:18:12.214Z","2023-09-17T02:19:25.063Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,657041,"Lane Thomas","/api/v1/people/657041","R","Right",571948,"Hoby Milner","/api/v1/people/571948","L","Left","vs_LHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Milwaukee Brewers","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80,73.5,14,2,0.4712,6.8939,22.4569,-32.7372,-8.2478,-0.415,0.9099,2.1678,-4.8411,-116.3783,2.0193,4.0905,50.0007,4.3964,-11.2767,20.4,10.8,24,1882,301,NA,NA,NA,NA,NA,NA,FALSE,-42.8,0.1,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716559,"2023-09-16",8,"2023-09-17T02:17:47.801Z","2023-09-17T02:17:55.003Z",TRUE,"pitch","a4590db3-5130-4d3f-9cb2-d4fbf4bc3213",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.41,1.58,NA,109.78,192.31,"ground_ball","medium","5",107.47,164.34,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","CJ Abrams grounds out, third baseman Josh Donaldson to first baseman Carlos Santana.",0,5,9,77,"top",9,"2023-09-17T02:16:48.777Z","2023-09-17T02:17:55.003Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,682928,"CJ Abrams","/api/v1/people/682928","L","Left",571948,"Hoby Milner","/api/v1/people/571948","L","Left","vs_LHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Milwaukee Brewers",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",79.6,72.7,8,2,0.4755,6.8863,23.5624,-33.9379,-7.2962,-1.3188,0.1895,1.7213,-6.8496,-115.6326,1.6843,4.1487,50.0016,4.2638,-9.7787,18,10.8,24,1833,300,95.8,-8,11,NA,NA,NA,TRUE,-45.2,-1.6,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716559,"2023-09-16",7,"2023-09-17T02:17:30.807Z","2023-09-17T02:17:33.903Z",TRUE,"pitch","eeb726a7-886f-49e9-93c2-253f656c9ccb",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.41,1.58,NA,69.56,178.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","CJ Abrams grounds out, third baseman Josh Donaldson to first baseman Carlos Santana.",0,5,9,77,"top",9,"2023-09-17T02:16:48.777Z","2023-09-17T02:17:55.003Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,682928,"CJ Abrams","/api/v1/people/682928","L","Left",571948,"Hoby Milner","/api/v1/people/571948","L","Left","vs_LHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Milwaukee Brewers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",88.6,80.7,14,2,0.4268,6.8879,27.1558,-34.2034,12.9085,-1.2175,1.2447,2.2289,-11.6451,-128.4508,1.4882,4.1647,50.0028,4.3057,21.5238,30,9.6,24,2098,98,NA,NA,NA,NA,NA,NA,FALSE,-36.7,-1.6,-20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716559,"2023-09-16",6,"2023-09-17T02:17:16.467Z","2023-09-17T02:17:19.922Z",TRUE,"pitch","50892cf9-2b49-4049-a257-05e58cd94f25",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.3973,1.6232,NA,170.59,201.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","CJ Abrams grounds out, third baseman Josh Donaldson to first baseman Carlos Santana.",0,5,9,77,"top",9,"2023-09-17T02:16:48.777Z","2023-09-17T02:17:55.003Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,682928,"CJ Abrams","/api/v1/people/682928","L","Left",571948,"Hoby Milner","/api/v1/people/571948","L","Left","vs_LHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Milwaukee Brewers",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80,73.7,13,2,0.4724,6.9462,22.7451,-32.5749,-7.23,-0.2962,-1.4058,1.3837,-10.0432,-116.1512,0.6487,3.9214,50.0013,4.2102,-9.8294,19.2,10.8,24,1848,312,NA,NA,NA,NA,NA,NA,FALSE,-43.1,0,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716559,"2023-09-16",5,"2023-09-17T02:17:03.306Z","2023-09-17T02:17:07.423Z",TRUE,"pitch","b02994e9-a33f-48ff-97b8-6bcec973cd98",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,0,NA,NA,3.5466,1.7261,NA,85.97,198.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","CJ Abrams grounds out, third baseman Josh Donaldson to first baseman Carlos Santana.",0,5,9,77,"top",9,"2023-09-17T02:16:48.777Z","2023-09-17T02:17:55.003Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,682928,"CJ Abrams","/api/v1/people/682928","L","Left",571948,"Hoby Milner","/api/v1/people/571948","L","Left","vs_LHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Milwaukee Brewers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",87.9,80.6,14,2,0.4292,6.7919,25.7225,-32.7414,12.3201,-0.347,0.814,1.4984,-12.1981,-127.5107,-0.4669,4.0545,50.0015,4.2628,20.3281,28.8,9.6,24,2028,104,NA,NA,NA,NA,NA,NA,FALSE,-36,-0.5,-19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
