"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
745916,"2024-04-22",5,"2024-04-23T02:00:23.073Z","2024-04-23T02:00:34.541Z",TRUE,"pitch","ffddd813-59a2-4697-aaa2-27a9d6cd40c9",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.58,1.64,NA,137.08,162.35,"popup","medium","6",120.08,167.3,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Pop Out","field_out","Korey Lee pops out to shortstop Willi Castro.",0,0,7,71,"top",9,"2024-04-23T01:58:50.743Z","2024-04-23T02:00:34.541Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,686676,"Korey Lee","/api/v1/people/686676","R","Right",678692,"Ronny Henriquez","/api/v1/people/678692","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.6,85.4,4,0.91,0.4003,6.5872,34.0391,-9.6586,-3.642,11.9108,-0.5268,2.8309,4.5616,-137.4793,-5.5508,-1.7442,50.0012,5.5493,-6.884,27.6,2.4,24,2457,204,92.3,74,80,NA,NA,NA,TRUE,-10.6,20.4,5.5,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745916,"2024-04-22",3,"2024-04-23T01:59:58.848Z","2024-04-23T02:00:01.848Z",TRUE,"pitch","ac3d8bc8-cbd6-4c2b-b3e6-a7b584d29a4f",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,2,NA,NA,3.58,1.64,NA,117.91,185.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Pop Out","field_out","Korey Lee pops out to shortstop Willi Castro.",0,0,7,71,"top",9,"2024-04-23T01:58:50.743Z","2024-04-23T02:00:34.541Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,686676,"Korey Lee","/api/v1/people/686676","R","Right",678692,"Ronny Henriquez","/api/v1/people/678692","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.4,82.6,8,0.9,0.4174,6.7661,28.2362,-26.7599,-10.2691,3.1091,-0.0239,1.9554,9.4461,-131.3022,-3.454,-2.3368,50.0048,5.2828,-17.9024,30,7.2,24,1776,240,NA,NA,NA,NA,NA,NA,FALSE,-28.6,5,16.4,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745916,"2024-04-22",2,"2024-04-23T01:59:34.071Z","2024-04-23T01:59:37.943Z",TRUE,"pitch","a9ac6565-c847-40cf-a89f-c2928c6fc3e4",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,1,2,NA,NA,3.5566,1.601,NA,117.36,221.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Pop Out","field_out","Korey Lee pops out to shortstop Willi Castro.",0,0,7,71,"top",9,"2024-04-23T01:58:50.743Z","2024-04-23T02:00:34.541Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,686676,"Korey Lee","/api/v1/people/686676","R","Right",678692,"Ronny Henriquez","/api/v1/people/678692","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.5,82.7,13,0.9,0.4204,6.8428,25.7072,-27.4475,-10.0379,2.7404,-0.0094,0.6339,9.4259,-129.9869,-6.3157,-2.368,50.0001,5.1625,-17.2793,28.8,7.2,24,1632,245,NA,NA,NA,NA,NA,NA,FALSE,-30.4,3.8,16.2,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745916,"2024-04-22",1,"2024-04-23T01:59:15.287Z","2024-04-23T01:59:18.767Z",TRUE,"pitch","a8cde4fa-6212-4526-85f2-fcf055de5251",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.578,1.6882,NA,84.31,174.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Pop Out","field_out","Korey Lee pops out to shortstop Willi Castro.",0,0,7,71,"top",9,"2024-04-23T01:58:50.743Z","2024-04-23T02:00:34.541Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,686676,"Korey Lee","/api/v1/people/686676","R","Right",678692,"Ronny Henriquez","/api/v1/people/678692","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.9,82.6,14,0.76,0.4187,6.471,26.5918,-22.9236,-2.5137,5.3363,0.8576,2.367,8.5002,-130.6376,-3.4128,-2.1068,50.0064,5.4065,-4.3615,6,6,24,2438,190,NA,NA,NA,NA,NA,NA,FALSE,-24.7,9.1,2.8,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745916,"2024-04-22",0,"2024-04-23T01:58:57.377Z","2024-04-23T01:59:00.615Z",TRUE,"pitch","b5abbe2b-599e-4558-8724-42b11109bdd6",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.5716,1.6158,NA,85.44,207.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Pop Out","field_out","Korey Lee pops out to shortstop Willi Castro.",0,0,7,71,"top",9,"2024-04-23T01:58:50.743Z","2024-04-23T02:00:34.541Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,686676,"Korey Lee","/api/v1/people/686676","R","Right",678692,"Ronny Henriquez","/api/v1/people/678692","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.9,82.2,14,0.87,0.4202,6.7027,27.8801,-21.8448,-8.2872,6.0068,0.828,1.1729,10.5687,-130.4377,-6.1763,-2.2029,50.0053,5.2228,-14.258,27.6,6,24,1686,240,NA,NA,NA,NA,NA,NA,FALSE,-24.5,9.6,12.6,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745916,"2024-04-22",4,"2024-04-23T02:00:09.371Z","2024-04-23T02:00:23.073Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",0,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,2,686676,"/api/v1/people/686676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"71","atBat","Pop Out","field_out","Korey Lee pops out to shortstop Willi Castro.",0,0,7,71,"top",9,"2024-04-23T01:58:50.743Z","2024-04-23T02:00:34.541Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,686676,"Korey Lee","/api/v1/people/686676","R","Right",678692,"Ronny Henriquez","/api/v1/people/678692","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745916,"2024-04-22",7,"2024-04-23T01:58:20.782Z","2024-04-23T01:58:30.124Z",TRUE,"pitch","851d873e-b16c-43ba-bd28-3ad2efdbeebf",8,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.29,1.56,NA,125.18,175.3,"fly_ball","hard","8",108.7,56.62,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Danny Mendick flies out sharply to center fielder Austin Martin.",0,0,7,70,"top",9,"2024-04-23T01:55:34.031Z","2024-04-23T01:58:30.124Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,664901,"Danny Mendick","/api/v1/people/664901","R","Right",678692,"Ronny Henriquez","/api/v1/people/678692","R","Right","vs_RHP","vs_RHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.6,82,5,0.91,0.4206,6.5789,27.4676,-27.6367,-9.7138,2.6451,-0.2147,2.3509,8.2836,-130.2553,-2.2242,-2.1747,50.0051,5.3064,-16.6866,27.6,7.2,24,1706,239,100.2,39,356,NA,NA,NA,TRUE,-29.6,4.6,15.7,NA,NA,NA,NA,TRUE,TRUE,666150,"Dominic Fletcher","/api/v1/people/666150",683734,"Andrew Vaughn","/api/v1/people/683734",NA,NA,NA
745916,"2024-04-22",6,"2024-04-23T01:57:42.451Z","2024-04-23T01:57:47.801Z",TRUE,"pitch","e4851bc6-58ad-4e8e-96f5-d235e0f8c815",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.29,1.56,NA,96.45,179.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Danny Mendick flies out sharply to center fielder Austin Martin.",0,0,7,70,"top",9,"2024-04-23T01:55:34.031Z","2024-04-23T01:58:30.124Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,664901,"Danny Mendick","/api/v1/people/664901","R","Right",678692,"Ronny Henriquez","/api/v1/people/678692","R","Right","vs_RHP","vs_RHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,86.3,6,0.91,0.3983,6.6165,31.721,-12.0091,-5.4828,10.5386,0.5392,2.199,8.1073,-137.7237,-6.3921,-1.7357,50.0021,5.3688,-10.4911,32.4,3.6,24,2357,210,NA,NA,NA,NA,NA,NA,FALSE,-12.8,17.9,8.2,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745916,"2024-04-22",5,"2024-04-23T01:57:14.629Z","2024-04-23T01:57:18.574Z",TRUE,"pitch","34b3693e-15a1-4ca4-8d57-9ebb095e57dc",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.29,1.56,NA,120.33,161.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Danny Mendick flies out sharply to center fielder Austin Martin.",0,0,7,70,"top",9,"2024-04-23T01:55:34.031Z","2024-04-23T01:58:30.124Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,664901,"Danny Mendick","/api/v1/people/664901","R","Right",678692,"Ronny Henriquez","/api/v1/people/678692","R","Right","vs_RHP","vs_RHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.9,85,2,0.91,0.4027,6.3607,32.4439,-11.7368,-5.6683,10.9327,-0.0873,2.877,7.0364,-136.4536,-4.6663,-1.9734,50.0059,5.4302,-10.5996,34.8,3.6,24,2376,212,NA,NA,NA,NA,NA,NA,FALSE,-12.5,18.8,8.6,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745916,"2024-04-22",4,"2024-04-23T01:56:50.882Z","2024-04-23T01:56:54.126Z",TRUE,"pitch","0bb1fee7-ad56-4780-897c-d2bde62f11a5",5,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",3,2,1,NA,NA,3.3761,1.6632,NA,92.08,226.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Danny Mendick flies out sharply to center fielder Austin Martin.",0,0,7,70,"top",9,"2024-04-23T01:55:34.031Z","2024-04-23T01:58:30.124Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,664901,"Danny Mendick","/api/v1/people/664901","R","Right",678692,"Ronny Henriquez","/api/v1/people/678692","R","Right","vs_RHP","vs_RHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.6,82.2,14,0.91,0.4219,6.539,27.5038,-27.1106,-9.8096,2.9656,0.6537,0.4509,10.6002,-129.8945,-6.8016,-2.2078,50.0021,5.1679,-16.7432,27.6,7.2,24,1742,240,NA,NA,NA,NA,NA,NA,FALSE,-30.4,4,15.4,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745916,"2024-04-22",3,"2024-04-23T01:56:30.908Z","2024-04-23T01:56:33.908Z",TRUE,"pitch","8608df25-97ae-47d6-9af1-5f6e98d6f1a5",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,1,NA,NA,3.29,1.56,NA,126.89,180.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Danny Mendick flies out sharply to center fielder Austin Martin.",0,0,7,70,"top",9,"2024-04-23T01:55:34.031Z","2024-04-23T01:58:30.124Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,664901,"Danny Mendick","/api/v1/people/664901","R","Right",678692,"Ronny Henriquez","/api/v1/people/678692","R","Right","vs_RHP","vs_RHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.7,82,5,0.9,0.4206,6.725,27.9741,-26.689,-8.8454,3.1922,-0.2595,2.1627,8.164,-130.3323,-3.1503,-2.2867,50.0008,5.4077,-15.1817,26.4,7.2,24,1561,236,NA,NA,NA,NA,NA,NA,FALSE,-28.9,5.3,14.2,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745916,"2024-04-22",2,"2024-04-23T01:56:11.358Z","2024-04-23T01:56:14.574Z",TRUE,"pitch","8c7e4a71-7b00-410c-a242-4f58b2b60053",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.3744,1.5962,NA,71.59,181.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Danny Mendick flies out sharply to center fielder Austin Martin.",0,0,7,70,"top",9,"2024-04-23T01:55:34.031Z","2024-04-23T01:58:30.124Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,664901,"Danny Mendick","/api/v1/people/664901","R","Right",678692,"Ronny Henriquez","/api/v1/people/678692","R","Right","vs_RHP","vs_RHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.1,81.8,14,0.83,0.4226,6.7354,26.6039,-21.6979,-1.3917,6.1537,1.1913,2.1316,8.6148,-129.5269,-4.1346,-1.9942,50.0019,5.404,-2.3699,1.2,4.8,24,2338,187,NA,NA,NA,NA,NA,NA,FALSE,-24,10.4,0.6,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745916,"2024-04-22",1,"2024-04-23T01:55:54.779Z","2024-04-23T01:55:58.450Z",TRUE,"pitch","d36923b4-d93d-4fd9-a7bc-bb3135f7ec35",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.4245,1.6137,NA,125.97,173.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Danny Mendick flies out sharply to center fielder Austin Martin.",0,0,7,70,"top",9,"2024-04-23T01:55:34.031Z","2024-04-23T01:58:30.124Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,664901,"Danny Mendick","/api/v1/people/664901","R","Right",678692,"Ronny Henriquez","/api/v1/people/678692","R","Right","vs_RHP","vs_RHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.8,81.5,5,0.91,0.4239,6.7053,26.4863,-28.5007,-9.9643,2.169,-0.2353,2.4321,8.5117,-129.1385,-1.877,-2.2768,50.0014,5.3574,-16.8559,27.6,8.4,24,1692,239,NA,NA,NA,NA,NA,NA,FALSE,-31,3.7,16.2,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745916,"2024-04-22",0,"2024-04-23T01:55:39.483Z","2024-04-23T01:55:43.143Z",TRUE,"pitch","dc87a71f-553d-46a8-bab3-c1fbc2f5099f",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4064,1.6286,NA,148.8,144.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Danny Mendick flies out sharply to center fielder Austin Martin.",0,0,7,70,"top",9,"2024-04-23T01:55:34.031Z","2024-04-23T01:58:30.124Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,664901,"Danny Mendick","/api/v1/people/664901","R","Right",678692,"Ronny Henriquez","/api/v1/people/678692","R","Right","vs_RHP","vs_RHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.6,81.1,11,0.91,0.4249,6.5617,26.697,-30.0395,-9.2083,1.2678,-0.8344,3.494,7.0366,-128.8961,1.0469,-2.4028,50.0019,5.4014,-15.4995,25.2,8.4,24,1766,240,NA,NA,NA,NA,NA,NA,FALSE,-32,2.8,15.1,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
