"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId"
717493,"2023-07-05",5,"2023-07-06T02:14:38.625Z","2023-07-06T02:14:43.670Z",TRUE,"pitch","0b5386cc-e419-442b-b131-feef129fd512",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,2,NA,NA,3.44,1.57,NA,86.96,185.82,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"91","atBat","Strikeout","strikeout","Michael Chavis strikes out swinging.",0,9,2,91,"bottom",9,"2023-07-06T02:12:26.905Z","2023-07-06T02:14:43.670Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,656308,"Michael Chavis","/api/v1/people/656308","R","Right",518585,"Fernando Cruz","/api/v1/people/518585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Cincinnati Reds","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.7,81.2,9,2,0.4277,6.697,24.6463,-26.4834,0.9913,3.419,0.788,1.9616,5.3582,-127.7325,-4.0105,-1.4598,50.0024,5.6184,1.6476,6,7.2,24,2345,186,NA,NA,NA,NA,NA,NA,TRUE,-29.8,5.5,-2.9,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717493,"2023-07-05",4,"2023-07-06T02:14:17.511Z","2023-07-06T02:14:22.045Z",TRUE,"pitch","ad2cb65a-f28b-45a0-8f33-85ca586750c4",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,2,NA,NA,3.4938,1.5887,NA,87.28,191.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","atBat","Strikeout","strikeout","Michael Chavis strikes out swinging.",0,9,2,91,"bottom",9,"2023-07-06T02:12:26.905Z","2023-07-06T02:14:43.670Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,656308,"Michael Chavis","/api/v1/people/656308","R","Right",518585,"Fernando Cruz","/api/v1/people/518585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,86.6,9,2,0.399,6.7685,29.6918,-16.7563,-6.1256,8.074,0.7797,1.7598,7.3552,-137.1682,-7.3639,-1.1378,50.0052,5.6171,-11.7013,28.8,4.8,24,2122,217,NA,NA,NA,NA,NA,NA,FALSE,-17.5,13.3,9.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717493,"2023-07-05",3,"2023-07-06T02:13:59.364Z","2023-07-06T02:14:02.633Z",TRUE,"pitch","7a799d49-b860-45b8-86b8-7a1e667e04fc",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,2,NA,NA,3.4155,1.5671,NA,120.88,173.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","atBat","Strikeout","strikeout","Michael Chavis strikes out swinging.",0,9,2,91,"bottom",9,"2023-07-06T02:12:26.905Z","2023-07-06T02:14:43.670Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,656308,"Michael Chavis","/api/v1/people/656308","R","Right",518585,"Fernando Cruz","/api/v1/people/518585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,86.8,5,2,0.3966,6.6402,31.2186,-15.4866,-6.9319,8.644,-0.1018,2.4081,5.6194,-138.1708,-6.0011,-1.2628,50.0036,5.6515,-13.3836,36,4.8,24,2062,221,NA,NA,NA,NA,NA,NA,FALSE,-15.8,14.5,11.4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717493,"2023-07-05",2,"2023-07-06T02:13:37.512Z","2023-07-06T02:13:40.512Z",TRUE,"pitch","e8d0f8b9-50fc-4bf7-be53-3314b60b6dc2",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,2,NA,NA,3.3633,1.5372,NA,60.07,139.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","atBat","Strikeout","strikeout","Michael Chavis strikes out swinging.",0,9,2,91,"bottom",9,"2023-07-06T02:12:26.905Z","2023-07-06T02:14:43.670Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,656308,"Michael Chavis","/api/v1/people/656308","R","Right",518585,"Fernando Cruz","/api/v1/people/518585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.5,84.3,12,2,0.4078,7.063,29.83,-16.2578,-6.0497,8.7184,1.4936,3.6588,9.3658,-134.4451,-2.2065,-1.2532,50.0051,5.6473,-11.0484,28.8,4.8,24,2060,222,NA,NA,NA,NA,NA,NA,FALSE,-16.6,15.5,8.9,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717493,"2023-07-05",1,"2023-07-06T02:13:18.622Z","2023-07-06T02:13:22.312Z",TRUE,"pitch","b97207c2-0558-47e3-8079-eca5c7fb2919",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.4369,1.5372,NA,71.55,188.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","atBat","Strikeout","strikeout","Michael Chavis strikes out swinging.",0,9,2,91,"bottom",9,"2023-07-06T02:12:26.905Z","2023-07-06T02:14:43.670Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,656308,"Michael Chavis","/api/v1/people/656308","R","Right",518585,"Fernando Cruz","/api/v1/people/518585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Cincinnati Reds","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.7,81.3,14,2,0.4273,6.5924,24.0442,-25.0709,1.3506,4.2597,1.1924,1.873,5.6212,-127.7282,-4.5334,-1.2041,50.0023,5.6204,2.2516,7.2,6,24,2291,186,NA,NA,NA,NA,NA,NA,FALSE,-28.2,7,-3.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717493,"2023-07-05",0,"2023-07-06T02:12:53.506Z","2023-07-06T02:12:56.522Z",TRUE,"pitch","cf2bb460-4faf-4f19-ac3e-40b5563402d8",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.259,1.46,NA,173.64,130.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","atBat","Strikeout","strikeout","Michael Chavis strikes out swinging.",0,9,2,91,"bottom",9,"2023-07-06T02:12:26.905Z","2023-07-06T02:14:43.670Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,656308,"Michael Chavis","/api/v1/people/656308","R","Right",518585,"Fernando Cruz","/api/v1/people/518585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,85.2,11,2,0.4012,6.5003,33.2045,-17.2405,-5.1683,7.9309,-1.4859,4.0029,1.7909,-137.0762,-1.6399,-1.4802,50.0062,5.7987,-9.7359,27.6,4.8,24,2115,220,NA,NA,NA,NA,NA,NA,FALSE,-16.9,14.2,8.9,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717493,"2023-07-05",4,"2023-07-06T02:12:20.433Z","2023-07-06T02:12:23.906Z",TRUE,"pitch","02ab0560-4eae-4c5b-afd1-eafaca556ad8",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,2,NA,NA,3.5722,1.795,NA,166.96,147.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Walk","walk","Luis Garcia walks.",0,9,2,90,"bottom",9,"2023-07-06T02:10:52.961Z","2023-07-06T02:12:23.906Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,671277,"Luis García Jr.","/api/v1/people/671277","L","Left",518585,"Fernando Cruz","/api/v1/people/518585","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Cincinnati Reds","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,85.7,11,2,0.3997,6.8616,32.9577,-15.2216,-5.9482,8.9325,-1.3106,3.3764,2.2861,-137.4877,-3.5787,-1.3844,50.0024,5.7402,-11.2879,33.6,3.6,24,2195,217,NA,NA,NA,NA,NA,NA,FALSE,-15.4,15.5,10.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,671277,"Luis García Jr.","/api/v1/people/671277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717493,"2023-07-05",3,"2023-07-06T02:12:01.682Z","2023-07-06T02:12:07.687Z",TRUE,"pitch","30a469d2-dac8-482d-8b89-18cd449156b5",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.5722,1.7434,NA,148.61,124.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Walk","walk","Luis Garcia walks.",0,9,2,90,"bottom",9,"2023-07-06T02:10:52.961Z","2023-07-06T02:12:23.906Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,671277,"Luis García Jr.","/api/v1/people/671277","L","Left",518585,"Fernando Cruz","/api/v1/people/518585","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,83.8,11,2,0.4073,6.6909,33.3558,-16.1897,-6.8842,8.7576,-0.8293,4.2232,3.6039,-135.198,-0.9564,-1.2953,50.0023,5.7335,-12.5637,36,4.8,24,2145,224,NA,NA,NA,NA,NA,NA,FALSE,-16.2,15.8,11.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,671277,"Luis García Jr.","/api/v1/people/671277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717493,"2023-07-05",2,"2023-07-06T02:11:38.480Z","2023-07-06T02:11:42.133Z",TRUE,"pitch","867e7b49-28b5-44e7-8889-4ca1540210ed",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.5722,1.7692,NA,49.03,230.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Walk","walk","Luis Garcia walks.",0,9,2,90,"bottom",9,"2023-07-06T02:10:52.961Z","2023-07-06T02:12:23.906Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,671277,"Luis García Jr.","/api/v1/people/671277","L","Left",518585,"Fernando Cruz","/api/v1/people/518585","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Cincinnati Reds","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",82.2,74.7,14,2,0.4627,6.5958,26.5383,-27.83,-5.3256,3.0774,1.7833,0.2904,8.1951,-119.1623,-6.6659,-1.0355,50.0059,5.695,-7.5298,12,8.4,24,894,232,NA,NA,NA,NA,NA,NA,FALSE,-37.4,3.8,7.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,671277,"Luis García Jr.","/api/v1/people/671277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717493,"2023-07-05",1,"2023-07-06T02:11:24.726Z","2023-07-06T02:11:28.305Z",TRUE,"pitch","f79854bb-aad3-41f6-bdfd-3708b90039b7",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.6245,1.8208,NA,97.81,192.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Walk","walk","Luis Garcia walks.",0,9,2,90,"bottom",9,"2023-07-06T02:10:52.961Z","2023-07-06T02:12:23.906Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,671277,"Luis García Jr.","/api/v1/people/671277","L","Left",518585,"Fernando Cruz","/api/v1/people/518585","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Cincinnati Reds","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.2,82,9,2,0.4216,6.8332,26.9217,-22.9339,0.5818,5.405,0.5035,1.7271,4.3299,-129.8528,-5.6339,-1.2604,50.0033,5.6672,0.9938,4.8,6,24,2462,185,NA,NA,NA,NA,NA,NA,FALSE,-25.6,8.8,-2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,671277,"Luis García Jr.","/api/v1/people/671277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
