"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717391,"2023-07-16",0,"2023-07-16T20:20:12.768Z","2023-07-16T20:20:21.323Z",TRUE,"pitch","9000d151-6d44-416e-a44e-8eb80d27cc84",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.29,1.57,NA,100.79,188.06,"fly_ball","medium","9",162.68,98.86,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Flyout","field_out","Kevin Pillar flies out to right fielder Gavin Sheets.",0,8,1,76,"bottom",9,"2023-07-16T20:19:48.649Z","2023-07-16T20:20:21.323Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",669947,"Jesse Scholtens","/api/v1/people/669947","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Chicago White Sox","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,86.2,9,0.92,0.4006,7.0411,29.8327,-14.0314,-1.8957,9.5813,0.4253,1.8784,3.7767,-136.675,-8.5582,-0.7275,50.0057,6.0119,-3.5911,9.6,3.6,24,2069,187,78.7,43,268,NA,NA,NA,TRUE,-15.2,15.7,2.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717391,"2023-07-16",5,"2023-07-16T20:19:31.991Z","2023-07-16T20:19:41.530Z",TRUE,"pitch","3c31d784-9642-4688-a2e4-60ae88077c82",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.46,1.66,NA,137.99,160.85,"popup","medium","3",166.6,182.98,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Pop Out","field_out","Orlando Arcia pops out to first baseman Andrew Vaughn in foul territory.",0,8,1,75,"bottom",9,"2023-07-16T20:17:03.595Z","2023-07-16T20:19:41.530Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,606115,"Orlando Arcia","/api/v1/people/606115","R","Right",669947,"Jesse Scholtens","/api/v1/people/669947","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Chicago White Sox","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,86.1,4,0.92,0.4019,7.0282,26.822,-13.9855,-0.0836,9.6427,-0.5506,2.8865,0.5501,-135.7586,-5.9484,-0.7441,50.0002,6.0614,-0.1577,0,3.6,24,1918,191,76.7,69,118,NA,NA,NA,TRUE,-14.6,16.6,0,NA,NA,NA,NA,NA,TRUE,FALSE,518586,"Charlie Culberson","/api/v1/people/518586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717391,"2023-07-16",4,"2023-07-16T20:19:06.760Z","2023-07-16T20:19:12.047Z",TRUE,"pitch","d9c03b38-9447-417a-8e23-403fa96e22af",5,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,1,NA,NA,3.4021,1.5985,NA,79.49,218.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Pop Out","field_out","Orlando Arcia pops out to first baseman Andrew Vaughn in foul territory.",0,8,1,75,"bottom",9,"2023-07-16T20:17:03.595Z","2023-07-16T20:19:41.530Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,606115,"Orlando Arcia","/api/v1/people/606115","R","Right",669947,"Jesse Scholtens","/api/v1/people/669947","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Chicago White Sox","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",76.2,70.7,14,0.78,0.4943,7.0105,20.3778,-37.4289,3.3699,-4.227,0.984,0.744,2.4431,-110.9393,-3.1285,-0.5704,50.0033,6.0848,4.1883,7.2,12,24,2291,32,NA,NA,NA,NA,NA,NA,FALSE,-55.3,-8.2,-6.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717391,"2023-07-16",3,"2023-07-16T20:18:42.054Z","2023-07-16T20:18:45.977Z",TRUE,"pitch","2169546a-cd30-4d7f-a9df-158cb66089ed",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.46,1.66,NA,93.48,201.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Pop Out","field_out","Orlando Arcia pops out to first baseman Andrew Vaughn in foul territory.",0,8,1,75,"bottom",9,"2023-07-16T20:17:03.595Z","2023-07-16T20:19:41.530Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,606115,"Orlando Arcia","/api/v1/people/606115","R","Right",669947,"Jesse Scholtens","/api/v1/people/669947","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Chicago White Sox","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",75.1,68.8,14,0.87,0.5044,6.8952,22.1025,-40.5437,2.7597,-7.0421,0.6169,1.3926,1.9588,-109.2509,-0.8524,-0.6548,50.0004,6.2066,3.2819,4.8,14.4,24,2266,33,NA,NA,NA,NA,NA,NA,FALSE,-61.7,-12.6,-5.5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717391,"2023-07-16",2,"2023-07-16T20:18:05.193Z","2023-07-16T20:18:11.549Z",TRUE,"pitch","4ba9b03e-2d93-4798-a680-45e9822d1b57",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.46,1.66,NA,109.19,156.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Pop Out","field_out","Orlando Arcia pops out to first baseman Andrew Vaughn in foul territory.",0,8,1,75,"bottom",9,"2023-07-16T20:17:03.595Z","2023-07-16T20:19:41.530Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,606115,"Orlando Arcia","/api/v1/people/606115","R","Right",669947,"Jesse Scholtens","/api/v1/people/669947","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Chicago White Sox","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.6,80.3,2,0.9,0.4295,6.868,26.8408,-28.2613,3.2705,2.377,0.2049,3.0456,1.4704,-127.6354,-2.2424,-0.804,50.0029,6.1663,5.383,10.8,7.2,24,2294,147,NA,NA,NA,NA,NA,NA,FALSE,-31.6,4.1,-6.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717391,"2023-07-16",1,"2023-07-16T20:17:40.258Z","2023-07-16T20:17:45.474Z",TRUE,"pitch","59b37eb6-83bc-4fec-aea4-824947613a08",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.46,1.66,NA,132.65,161.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Pop Out","field_out","Orlando Arcia pops out to first baseman Andrew Vaughn in foul territory.",0,8,1,75,"bottom",9,"2023-07-16T20:17:03.595Z","2023-07-16T20:19:41.530Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,606115,"Orlando Arcia","/api/v1/people/606115","R","Right",669947,"Jesse Scholtens","/api/v1/people/669947","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Chicago White Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,86,4,0.92,0.4011,6.8934,28.8344,-14.7845,-1.7739,9.2,-0.4106,2.862,1.5571,-136.3444,-6.1187,-0.7575,50.0037,6.1482,-3.3536,10.8,3.6,24,2038,196,NA,NA,NA,NA,NA,NA,FALSE,-15.5,15.6,2.9,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717391,"2023-07-16",0,"2023-07-16T20:17:20.375Z","2023-07-16T20:17:24.655Z",TRUE,"pitch","e3b0bdd3-affd-4760-8b9b-30dc393f3c76",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.5153,1.6893,NA,175.9,149.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Pop Out","field_out","Orlando Arcia pops out to first baseman Andrew Vaughn in foul territory.",0,8,1,75,"bottom",9,"2023-07-16T20:17:03.595Z","2023-07-16T20:19:41.530Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,606115,"Orlando Arcia","/api/v1/people/606115","R","Right",669947,"Jesse Scholtens","/api/v1/people/669947","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Chicago White Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,86.4,11,0.92,0.3996,6.8697,28.131,-15.5458,-2.4028,8.7252,-1.5452,3.2955,-0.8922,-136.7115,-4.83,-0.9029,50.0066,6.1408,-4.5817,15.6,3.6,24,2107,199,NA,NA,NA,NA,NA,NA,FALSE,-15.7,15.1,4.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717391,"2023-07-16",3,"2023-07-16T20:16:49.542Z","2023-07-16T20:16:55.799Z",TRUE,"pitch","46f0c42a-7af3-4fca-8709-99036bf6e5c5",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,0,NA,NA,3.41,1.55,NA,97.11,206.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Michael Harris II strikes out swinging.",0,8,1,74,"bottom",9,"2023-07-16T20:15:25.040Z","2023-07-16T20:16:55.799Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,671739,"Michael Harris II","/api/v1/people/671739","L","Left",669947,"Jesse Scholtens","/api/v1/people/669947","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Chicago White Sox","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.5,80.1,14,0.89,0.4342,7.0023,24.5515,-28.7026,1.3823,2.1516,0.5218,1.2002,2.9777,-125.9364,-6.0398,-0.8535,50.0026,5.9386,2.2294,4.8,7.2,24,2318,142,NA,NA,NA,NA,NA,NA,TRUE,-33.6,2.8,-3.1,NA,NA,NA,NA,NA,TRUE,FALSE,518586,"Charlie Culberson","/api/v1/people/518586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717391,"2023-07-16",2,"2023-07-16T20:16:28.160Z","2023-07-16T20:16:31.682Z",TRUE,"pitch","8fb58e80-7a41-4f2a-9b87-d99fa890a41c",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.538,1.5985,NA,117.5,108.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Michael Harris II strikes out swinging.",0,8,1,74,"bottom",9,"2023-07-16T20:15:25.040Z","2023-07-16T20:16:55.799Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,671739,"Michael Harris II","/api/v1/people/671739","L","Left",669947,"Jesse Scholtens","/api/v1/people/669947","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Chicago White Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.1,85.3,11,0.92,0.4033,6.8872,28.6576,-16.7714,-2.5718,8.2378,-0.013,4.8369,3.1837,-135.6328,-0.6307,-0.8659,50.0044,6.2382,-4.8099,13.2,3.6,24,1992,201,NA,NA,NA,NA,NA,NA,FALSE,-16.4,15,4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717391,"2023-07-16",1,"2023-07-16T20:16:03.244Z","2023-07-16T20:16:07.254Z",TRUE,"pitch","6b0b4653-4981-4a44-a7f4-2a8412b33785",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.41,1.55,NA,118.77,160.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Michael Harris II strikes out swinging.",0,8,1,74,"bottom",9,"2023-07-16T20:15:25.040Z","2023-07-16T20:16:55.799Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,671739,"Michael Harris II","/api/v1/people/671739","L","Left",669947,"Jesse Scholtens","/api/v1/people/669947","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Chicago White Sox","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",74.2,68.6,2,0.89,0.5074,6.8492,18.9407,-39.8854,3.8285,-6.5399,-0.0465,2.8855,0.4531,-107.9899,1.9001,-0.7564,50.0003,6.3843,4.5174,6,13.2,24,2023,36,NA,NA,NA,NA,NA,NA,FALSE,-60.7,-11,-7.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
