"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","isBaseRunningPlay","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
746249,"2024-04-06",6,"2024-04-06T05:17:56.905Z","2024-04-06T05:18:01.940Z",TRUE,"pitch","1d683be4-9b57-4641-9ff6-bf29e41328da",6,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",2,3,2,NA,NA,3.64,1.78,NA,119.84,154.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Brandon Drury strikes out on a foul tip.",0,8,6,83,"bottom",9,"2024-04-06T05:16:04.066Z","2024-04-06T05:18:01.940Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,592273,"Brandon Drury","/api/v1/people/592273","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.5,83.5,2,0.89,0.4123,6.6222,29.894,-15.7668,6.7956,9.188,-0.0746,3.1279,1.8451,-133.1042,-5.7391,-1.6602,50.0011,6.4629,12.1304,36,4.8,24,2639,168,NA,NA,NA,NA,NA,NA,TRUE,-17.3,15.5,-12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746249,"2024-04-06",5,"2024-04-06T05:17:37.118Z","2024-04-06T05:17:40.385Z",TRUE,"pitch","471d55c7-5c68-46c6-bf80-0a380a99dcd8",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.4755,1.6344,NA,80.67,126.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Brandon Drury strikes out on a foul tip.",0,8,6,83,"bottom",9,"2024-04-06T05:16:04.066Z","2024-04-06T05:18:01.940Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,592273,"Brandon Drury","/api/v1/people/592273","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.6,83.7,12,0.9,0.4113,6.5766,29.4476,-15.1762,3.8572,9.4717,0.953,4.1599,4.8199,-133.3252,-3.5007,-1.3815,50.0063,6.5896,6.9245,26.4,3.6,24,2618,159,NA,NA,NA,NA,NA,NA,FALSE,-16.1,16.6,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746249,"2024-04-06",4,"2024-04-06T05:17:11.139Z","2024-04-06T05:17:14.449Z",TRUE,"pitch","616fdcc0-5020-4d83-9c93-6833b8564082",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.64,1.78,NA,113.38,174.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Brandon Drury strikes out on a foul tip.",0,8,6,83,"bottom",9,"2024-04-06T05:16:04.066Z","2024-04-06T05:18:01.940Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,592273,"Brandon Drury","/api/v1/people/592273","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.3,84.3,5,0.91,0.4086,6.7972,29.8033,-11.0912,2.1358,11.5963,0.095,2.3749,3.8051,-134.1856,-8.2776,-1.6206,50.0061,6.2957,3.8847,20.4,3.6,24,2607,161,NA,NA,NA,NA,NA,NA,FALSE,-12.8,19.3,-4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746249,"2024-04-06",2,"2024-04-06T05:16:44.752Z","2024-04-06T05:16:48.007Z",TRUE,"pitch","ec4aa21c-7e90-42d5-9c9a-ce2a20b9dd70",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.64,1.78,NA,103.14,151.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Brandon Drury strikes out on a foul tip.",0,8,6,83,"bottom",9,"2024-04-06T05:16:04.066Z","2024-04-06T05:18:01.940Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,592273,"Brandon Drury","/api/v1/people/592273","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.9,83.9,3,0.9,0.4101,6.6482,29.664,-12.3507,2.0511,10.977,0.3637,3.226,5.0868,-133.7269,-6.095,-1.8318,50.0002,6.4259,3.7013,19.2,3.6,24,2622,170,NA,NA,NA,NA,NA,NA,FALSE,-13.8,18.7,-4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746249,"2024-04-06",1,"2024-04-06T05:16:27.188Z","2024-04-06T05:16:31.210Z",TRUE,"pitch","e6aa7c03-d262-4c4b-9d93-33d8eb79f04a",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.5018,1.7287,NA,96.55,211.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Brandon Drury strikes out on a foul tip.",0,8,6,83,"bottom",9,"2024-04-06T05:16:04.066Z","2024-04-06T05:18:01.940Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,592273,"Brandon Drury","/api/v1/people/592273","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Boston Red Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.9,75.2,14,0.91,0.4648,6.9307,22.0783,-36.7878,2.6421,-3.2753,0.5364,0.9929,4.2381,-117.7704,-4.6077,-1.6289,50.0051,6.3723,3.7169,6,10.8,24,2281,56,NA,NA,NA,NA,NA,NA,FALSE,-48.5,-6.8,-5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746249,"2024-04-06",0,"2024-04-06T05:16:09.598Z","2024-04-06T05:16:14.727Z",TRUE,"pitch","94a5cbbb-f70c-4bf6-b311-1f2d0149b677",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.6107,1.792,NA,115.78,160.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Brandon Drury strikes out on a foul tip.",0,8,6,83,"bottom",9,"2024-04-06T05:16:04.066Z","2024-04-06T05:18:01.940Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,592273,"Brandon Drury","/api/v1/people/592273","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.7,82.7,5,0.88,0.4161,6.9131,29.7729,-16.5852,2.1564,8.8988,0.0319,2.9036,4.1257,-131.9451,-5.8171,-1.8361,50.002,6.3715,3.7771,14.4,4.8,24,2440,166,NA,NA,NA,NA,NA,NA,FALSE,-18.5,15,-4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746249,"2024-04-06",3,"2024-04-06T05:16:55.151Z","2024-04-06T05:17:11.139Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",8,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,592273,"/api/v1/people/592273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Brandon Drury strikes out on a foul tip.",0,8,6,83,"bottom",9,"2024-04-06T05:16:04.066Z","2024-04-06T05:18:01.940Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,592273,"Brandon Drury","/api/v1/people/592273","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746249,"2024-04-06",5,"2024-04-06T05:15:34.618Z","2024-04-06T05:15:40.365Z",TRUE,"pitch","3fc3282a-6591-4837-a4aa-82f4bfb50c63",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,1,NA,NA,3.34,1.63,NA,77.91,187.01,"line_drive","medium","3",159.53,152.31,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Lineout","field_out","Taylor Ward lines out to first baseman Triston Casas.",0,8,6,82,"bottom",9,"2024-04-06T05:13:47.336Z","2024-04-06T05:15:40.365Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,621493,"Taylor Ward","/api/v1/people/621493","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Boston Red Sox","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.2,83.3,14,0.89,0.4144,6.888,29.433,-15.45,1.3502,9.4606,1.0254,1.9174,6.7648,-132.3925,-8.501,-1.7427,50.0013,6.311,2.3839,12,3.6,24,2407,162,75.6,12,149,NA,NA,NA,TRUE,-17.8,15.4,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746249,"2024-04-06",4,"2024-04-06T05:15:08.383Z","2024-04-06T05:15:12.755Z",TRUE,"pitch","1fc29760-a9c3-4bd5-a3cf-df73b76cd3a9",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.34,1.63,NA,144.28,193.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Lineout","field_out","Taylor Ward lines out to first baseman Triston Casas.",0,8,6,82,"bottom",9,"2024-04-06T05:13:47.336Z","2024-04-06T05:15:40.365Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,621493,"Taylor Ward","/api/v1/people/621493","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Boston Red Sox","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.7,74.4,7,0.91,0.4668,6.9782,23.4244,-36.2951,1.9464,-2.9575,-0.7156,1.671,1.7344,-117.5839,-3.2482,-1.7172,50.0049,6.4566,2.7105,4.8,10.8,24,2253,51,NA,NA,NA,NA,NA,NA,FALSE,-48,-5.9,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746249,"2024-04-06",3,"2024-04-06T05:14:46.861Z","2024-04-06T05:14:50.332Z",TRUE,"pitch","604d6d1c-9673-4ac6-ae0a-39b8eb473e0f",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.34,1.63,NA,95.93,170.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Lineout","field_out","Taylor Ward lines out to first baseman Triston Casas.",0,8,6,82,"bottom",9,"2024-04-06T05:13:47.336Z","2024-04-06T05:15:40.365Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,621493,"Taylor Ward","/api/v1/people/621493","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Boston Red Sox","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.5,84,6,0.9,0.4114,6.7693,28.0393,-11.9022,1.9057,11.2916,0.5526,2.5235,4.8808,-133.0277,-7.8501,-1.5522,50.0043,6.3719,3.4224,18,3.6,24,2629,171,NA,NA,NA,NA,NA,NA,FALSE,-13.7,19,-4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
