"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
718474,"2023-04-22",3,"2023-04-23T01:20:08.900Z","2023-04-23T01:20:18.410Z",TRUE,"pitch","9269cbcd-c6d5-4f6d-ac5e-f8e63e859b04",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,3.33,1.6,NA,127.35,163.43,"fly_ball","medium","9",194.5,141.28,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Spencer Steer flies out to right fielder Jack Suwinski in foul territory.",0,1,2,69,"top",9,"2023-04-23T01:18:29.450Z","2023-04-23T01:20:18.410Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,668715,"Spencer Steer","/api/v1/people/668715","R","Right",621249,"Duane Underwood Jr.","/api/v1/people/621249","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Pittsburgh Pirates",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.3,84.8,5,0.91,0.4052,6.7336,31.8743,-22.4241,-9.579,5.2768,-0.2714,2.7907,8.4066,-135.6004,-4.3161,-2.1795,50.003,5.9835,-17.6962,33.6,6,24,1803,207,75.7,48,223,NA,NA,NA,TRUE,-22.9,8.8,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718474,"2023-04-22",1,"2023-04-23T01:19:04.451Z","2023-04-23T01:19:13.470Z",TRUE,"pitch","26d6d33c-0c58-45e9-a76e-204dffe3ac85",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.33,1.6,NA,153,189.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Spencer Steer flies out to right fielder Jack Suwinski in foul territory.",0,1,2,69,"top",9,"2023-04-23T01:18:29.450Z","2023-04-23T01:20:18.410Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,668715,"Spencer Steer","/api/v1/people/668715","R","Right",621249,"Duane Underwood Jr.","/api/v1/people/621249","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Pittsburgh Pirates",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94,86.7,13,0.91,0.4,6.5359,28.4304,-23.7551,-8.8644,4.4236,-0.9444,1.8148,6.2403,-136.6314,-6.9368,-2.0995,50.0003,6.0046,-16.8568,32.4,6,24,1942,214,NA,NA,NA,NA,NA,NA,FALSE,-24.1,6.8,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718474,"2023-04-22",0,"2023-04-23T01:18:49.738Z","2023-04-23T01:18:53.030Z",TRUE,"pitch","9a4a9cff-d318-4665-8925-905395fe4516",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2522,1.5991,NA,131.91,167.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Spencer Steer flies out to right fielder Jack Suwinski in foul territory.",0,1,2,69,"top",9,"2023-04-23T01:18:29.450Z","2023-04-23T01:20:18.410Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,668715,"Spencer Steer","/api/v1/people/668715","R","Right",621249,"Duane Underwood Jr.","/api/v1/people/621249","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Pittsburgh Pirates",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.2,85.9,4,0.91,0.403,6.2032,27.4314,-21.9165,-9.0037,5.4731,-0.3912,2.6482,7.6502,-135.4964,-5.006,-2.0706,50.0008,6.035,-16.8709,33.6,6,24,2008,213,NA,NA,NA,NA,NA,NA,FALSE,-22.2,9.1,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718474,"2023-04-22",2,"2023-04-23T01:19:21.217Z","2023-04-23T01:20:08.900Z",FALSE,"action",NA,NA,"Injury Delay.","Game Advisory",1,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,668715,"/api/v1/people/668715",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"game_advisory",NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Spencer Steer flies out to right fielder Jack Suwinski in foul territory.",0,1,2,69,"top",9,"2023-04-23T01:18:29.450Z","2023-04-23T01:20:18.410Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,668715,"Spencer Steer","/api/v1/people/668715","R","Right",621249,"Duane Underwood Jr.","/api/v1/people/621249","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718474,"2023-04-22",2,"2023-04-23T01:18:21.277Z","2023-04-23T01:18:29.811Z",TRUE,"pitch","d0ca2c40-201a-4e09-83ab-19b80097cfba",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,1,NA,NA,3.21,1.52,NA,165.7,200.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Jonathan India strikes out swinging.",0,1,2,68,"top",9,"2023-04-23T01:17:41.057Z","2023-04-23T01:18:29.811Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,663697,"Jonathan India","/api/v1/people/663697","R","Right",621249,"Duane Underwood Jr.","/api/v1/people/621249","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Pittsburgh Pirates","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.3,80.5,13,0.9,0.4308,6.7522,25.2641,-26.6883,-9.1535,3.3509,-1.2777,1.4258,5.6742,-127.0044,-5.9553,-2.348,50.0052,5.9152,-15.0014,26.4,7.2,24,1618,239,NA,NA,NA,NA,NA,NA,TRUE,-30.8,4.9,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718474,"2023-04-22",1,"2023-04-23T01:18:03.816Z","2023-04-23T01:18:06.816Z",TRUE,"pitch","2262b48f-e693-433f-a3e4-ddb7037acc33",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.21,1.52,NA,148.75,149.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Jonathan India strikes out swinging.",0,1,2,68,"top",9,"2023-04-23T01:17:41.057Z","2023-04-23T01:18:29.811Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,663697,"Jonathan India","/api/v1/people/663697","R","Right",621249,"Duane Underwood Jr.","/api/v1/people/621249","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Pittsburgh Pirates","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.5,83.5,11,0.87,0.4121,6.3529,29.2677,-21.0963,-9.6626,6.1949,-0.8329,3.29,7.2223,-133.0437,-3.4199,-2.331,50.0011,6.1259,-17.2735,36,6,24,1943,208,NA,NA,NA,NA,NA,NA,FALSE,-22.1,10.7,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718474,"2023-04-22",0,"2023-04-23T01:17:51.794Z","2023-04-23T01:17:55.272Z",TRUE,"pitch","f66092e0-a9fa-4759-92fc-4ffd345ab1cb",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.1321,1.5191,NA,102.74,183.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Jonathan India strikes out swinging.",0,1,2,68,"top",9,"2023-04-23T01:17:41.057Z","2023-04-23T01:18:29.811Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,663697,"Jonathan India","/api/v1/people/663697","R","Right",621249,"Duane Underwood Jr.","/api/v1/people/621249","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Pittsburgh Pirates","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82.9,76.7,6,0.9,0.4537,6.1019,23.1014,-35.2131,3.2308,-2.0617,0.374,2.0357,5.2781,-120.6409,-2.4458,-2.2603,50.0008,6.1613,4.7688,8.4,9.6,24,2213,47,NA,NA,NA,NA,NA,NA,FALSE,-43.8,-4.1,-7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718474,"2023-04-22",1,"2023-04-23T01:17:13.184Z","2023-04-23T01:17:22.714Z",TRUE,"pitch","ab251395-a0f8-49a6-8867-0c39fff74b02",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,0,NA,NA,3.18,1.52,NA,107.6,178.54,"ground_ball","soft","5",118.17,161.22,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","TJ Friedl grounds out softly, third baseman Ke'Bryan Hayes to first baseman Connor Joe.",0,1,2,67,"top",9,"2023-04-23T01:16:59.832Z","2023-04-23T01:17:22.714Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,670770,"TJ Friedl","/api/v1/people/670770","L","Left",621249,"Duane Underwood Jr.","/api/v1/people/621249","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Pittsburgh Pirates","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.2,74.7,5,0.91,0.4649,6.2343,23.9862,-41.3854,3.1729,-6.5623,0.2467,2.2311,4.7185,-118.1258,-0.5826,-2.1944,50.0035,6.3088,4.4523,7.2,12,24,2207,43,51.6,-33,7,NA,NA,NA,TRUE,-53.4,-11.8,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718474,"2023-04-22",0,"2023-04-23T01:16:59.832Z","2023-04-23T01:17:03.239Z",TRUE,"pitch","717534d1-0344-4d76-a1eb-bdad835fd228",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.0764,1.5191,NA,124.57,175.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","TJ Friedl grounds out softly, third baseman Ke'Bryan Hayes to first baseman Connor Joe.",0,1,2,67,"top",9,"2023-04-23T01:16:59.832Z","2023-04-23T01:17:22.714Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,670770,"TJ Friedl","/api/v1/people/670770","L","Left",621249,"Duane Underwood Jr.","/api/v1/people/621249","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Pittsburgh Pirates","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.4,78.8,5,0.9,0.4374,6.0604,27.0072,-26.04,-9.995,3.8661,-0.1985,2.3262,8.0456,-125.5463,-3.9068,-2.1567,50.0012,6.0381,-15.8474,27.6,7.2,24,1581,235,NA,NA,NA,NA,NA,NA,FALSE,-30.7,6.2,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718474,"2023-04-22",3,"2023-04-23T01:14:50.295Z","2023-04-23T01:14:57.301Z",TRUE,"pitch","5c95e3ce-a8b7-474d-9a9f-21294967e40a",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.44,1.6,NA,89.68,138.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Jack Suwinski strikes out swinging.",0,1,2,66,"bottom",8,"2023-04-23T01:14:01.310Z","2023-04-23T01:14:57.301Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,669261,"Jack Suwinski","/api/v1/people/669261","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Cincinnati Reds","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97,88.3,12,0.9,0.3888,7.9395,32.6984,-18.1859,-3.9119,6.9626,0.7168,3.7131,8.519,-140.9959,0.8013,-1.8384,50.0021,4.6006,-7.8594,18,3.6,24,2716,222,NA,NA,NA,NA,NA,NA,TRUE,-16.2,13,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
