"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","details.disengagementNum","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716782,"2023-08-30",2,"2023-08-30T20:55:12.150Z","2023-08-30T20:55:32.794Z",TRUE,"pitch","b177e27a-6d56-465b-8b39-3b386beddaba",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,1,2,NA,NA,3.17,1.43,NA,92.74,159.47,"fly_ball","medium","89",199.64,60.4,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Home Run","home_run","Tommy Edman homers (12) on a fly ball to right center field. Masyn Winn scores.",2,4,5,72,"bottom",9,"2023-08-30T20:54:18.641Z","2023-08-30T20:55:32.794Z",TRUE,TRUE,FALSE,FALSE,65,1,1,2,669242,"Tommy Edman","/api/v1/people/669242","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","San Diego Padres","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.2,87.8,3,0.91,0.3895,6.582,35.4445,-8.8422,6.3557,11.6769,0.6365,2.9372,-7.2466,-141.2325,-5.5629,2.4232,50.0021,5.5154,12.6991,46.8,3.6,24,2084,156,100.1,27,387,NA,NA,NA,FALSE,-9.2,20,-9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716782,"2023-08-30",1,"2023-08-30T20:54:56.386Z","2023-08-30T20:55:00.251Z",TRUE,"pitch","38d5bb1d-259e-4954-b357-c49f1c7a04ba",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.0483,1.3543,NA,60.53,177.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Home Run","home_run","Tommy Edman homers (12) on a fly ball to right center field. Masyn Winn scores.",2,4,5,72,"bottom",9,"2023-08-30T20:54:18.641Z","2023-08-30T20:55:32.794Z",TRUE,TRUE,FALSE,FALSE,65,1,1,2,669242,"Tommy Edman","/api/v1/people/669242","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","San Diego Padres","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.9,79.6,12,0.82,0.4332,7.0431,26.2693,-30.7485,2.989,0.8813,1.4816,2.2808,-4.5411,-126.5186,-1.2776,2.9129,50.0028,5.2608,4.8366,7.2,8.4,24,2391,160,NA,NA,NA,NA,NA,NA,FALSE,-34.7,1.6,-4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716782,"2023-08-30",0,"2023-08-30T20:54:41.665Z","2023-08-30T20:54:45.445Z",TRUE,"pitch","62a14129-b1f6-4f52-ba1a-f6bb7cde2a86",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.1214,1.4291,NA,84.82,179.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Home Run","home_run","Tommy Edman homers (12) on a fly ball to right center field. Masyn Winn scores.",2,4,5,72,"bottom",9,"2023-08-30T20:54:18.641Z","2023-08-30T20:55:32.794Z",TRUE,TRUE,FALSE,FALSE,65,1,1,2,669242,"Tommy Edman","/api/v1/people/669242","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.2,87.8,14,0.9,0.3919,6.6665,31.9422,-10.5027,6.1582,10.9575,0.8442,2.1946,-7.0752,-139.8401,-6.9402,2.6087,50.0022,5.3997,12.1793,40.8,3.6,24,2003,149,NA,NA,NA,NA,NA,NA,FALSE,-11.2,18.6,-9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716782,"2023-08-30",2,"2023-08-30T20:53:52.915Z","2023-08-30T20:54:03.256Z",TRUE,"pitch","67179814-4883-4d9e-b31a-921b7a6cce53",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,2,2,NA,NA,3.46,1.57,NA,118.3,200.06,"line_drive","medium","7",39.48,97.31,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Double","double","Masyn Winn doubles (2) on a line drive to left fielder Juan Soto.",0,4,3,71,"bottom",9,"2023-08-30T20:52:59.614Z","2023-08-30T20:54:03.256Z",TRUE,FALSE,FALSE,FALSE,34,0,2,2,691026,"Masyn Winn","/api/v1/people/691026","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","San Diego Padres","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.1,77.9,13,0.89,0.4437,6.935,26.2003,-26.5435,-0.1829,3.6539,-0.0342,1.4341,-7.0842,-123.7682,-3.8826,2.8968,50.0048,5.2626,-0.2803,3.6,7.2,24,2447,349,92.2,18,273,NA,NA,NA,FALSE,-32.2,5.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,691026,"Masyn Winn","/api/v1/people/691026",NA,NA,NA,NA,NA,NA,NA
716782,"2023-08-30",1,"2023-08-30T20:53:34.965Z","2023-08-30T20:53:38.422Z",TRUE,"pitch","27d6ab55-f57d-400b-8b29-110b4e9eaa3e",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.46,1.57,NA,118.98,139.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Double","double","Masyn Winn doubles (2) on a line drive to left fielder Juan Soto.",0,4,3,71,"bottom",9,"2023-08-30T20:52:59.614Z","2023-08-30T20:54:03.256Z",TRUE,FALSE,FALSE,FALSE,34,0,2,2,691026,"Masyn Winn","/api/v1/people/691026","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.6,87.4,11,0.9,0.3915,6.7315,34.2197,-8.4048,6.5067,12.0125,-0.0519,3.6743,-9.1104,-140.3638,-3.6079,2.403,50.0056,5.5319,12.8786,49.2,2.4,24,2194,151,NA,NA,NA,NA,NA,NA,FALSE,-8.5,21.1,-9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716782,"2023-08-30",0,"2023-08-30T20:53:17.423Z","2023-08-30T20:53:20.443Z",TRUE,"pitch","3e1c66a3-4ea3-4d5a-b551-03108de2b77c",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.46,1.57,NA,116.79,170.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Double","double","Masyn Winn doubles (2) on a line drive to left fielder Juan Soto.",0,4,3,71,"bottom",9,"2023-08-30T20:52:59.614Z","2023-08-30T20:54:03.256Z",TRUE,FALSE,FALSE,FALSE,34,0,2,2,691026,"Masyn Winn","/api/v1/people/691026","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.6,86.2,5,0.9,0.3968,6.6611,34.7835,-9.0582,5.3631,12.0187,0.0055,2.5233,-8.4114,-138.7154,-6.4584,2.3986,50.0063,5.5053,10.3188,37.2,2.4,24,2105,152,NA,NA,NA,NA,NA,NA,FALSE,-10.1,20.3,-7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716782,"2023-08-30",6,"2023-08-30T20:52:39.845Z","2023-08-30T20:52:50.039Z",TRUE,"pitch","beefcb2e-cdef-4eec-84d4-2269db627970",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.71,1.72,NA,113.96,173.19,"fly_ball","medium","8",126.09,110.22,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Luken Baker flies out to center fielder Trent Grisham.",0,4,3,70,"bottom",9,"2023-08-30T20:51:22.076Z","2023-08-30T20:52:50.039Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,663609,"Luken Baker","/api/v1/people/663609","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","San Diego Padres",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.5,87.3,5,0.89,0.3945,6.8989,30.7279,-10.9189,7.0688,10.8836,0.0798,2.4292,-8.9055,-138.7889,-6.2067,2.41,50.0064,5.4202,13.8099,44.4,3.6,24,2005,151,89.5,55,226,NA,NA,NA,TRUE,-11.5,18.6,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716782,"2023-08-30",5,"2023-08-30T20:52:23.258Z","2023-08-30T20:52:27.527Z",TRUE,"pitch","ebebaa2c-4329-4db4-8611-9dde69e14768",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.7306,1.7192,NA,56.64,154.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Luken Baker flies out to center fielder Trent Grisham.",0,4,3,70,"bottom",9,"2023-08-30T20:51:22.076Z","2023-08-30T20:52:50.039Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,663609,"Luken Baker","/api/v1/people/663609","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","San Diego Padres",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.6,87.7,12,0.9,0.3906,6.5378,33.727,-10.7798,6.0662,10.7585,1.5835,3.1298,-4.6136,-140.5649,-4.7465,2.4632,50.0004,5.5483,12.0614,43.2,3.6,24,2212,154,NA,NA,NA,NA,NA,NA,FALSE,-10.8,18.6,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716782,"2023-08-30",4,"2023-08-30T20:52:04.232Z","2023-08-30T20:52:07.232Z",TRUE,"pitch","301203b4-45c4-4afc-8524-365f6a429b18",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.7062,1.7192,NA,43.78,108.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Luken Baker flies out to center fielder Trent Grisham.",0,4,3,70,"bottom",9,"2023-08-30T20:51:22.076Z","2023-08-30T20:52:50.039Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,663609,"Luken Baker","/api/v1/people/663609","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","San Diego Padres",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.6,87.8,12,0.89,0.3901,6.4249,33.1164,-14.2029,5.3528,9.0103,1.921,4.823,-3.7959,-140.6383,0.3111,2.5955,50.0068,5.6351,10.6812,34.8,3.6,24,2197,149,NA,NA,NA,NA,NA,NA,FALSE,-12.8,16.6,-8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716782,"2023-08-30",3,"2023-08-30T20:51:50.872Z","2023-08-30T20:51:54.917Z",TRUE,"pitch","299e706a-28b1-44b8-80a7-51b3d18f0655",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,1,NA,NA,3.6732,1.7186,NA,81.38,159.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Luken Baker flies out to center fielder Trent Grisham.",0,4,3,70,"bottom",9,"2023-08-30T20:51:22.076Z","2023-08-30T20:52:50.039Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,663609,"Luken Baker","/api/v1/people/663609","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","San Diego Padres",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.8,79.3,12,0.87,0.4369,6.8681,23.1055,-29.3627,0.5768,1.766,0.9346,2.9417,-4.9666,-124.9503,-0.0399,2.8658,50.0048,5.3529,0.9199,0,7.2,24,2350,126,NA,NA,NA,NA,NA,NA,FALSE,-33.5,3.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
