"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
716413,"2023-09-27",1,"2023-09-28T00:56:32.811Z","2023-09-28T00:56:36.755Z",TRUE,"pitch","19fbd8a5-9a14-476e-9019-5ab72281fc61",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,0,NA,NA,3.1429,1.5117,NA,128.84,193.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Grounded Into DP","grounded_into_double_play","Anthony Volpe grounds into a double play, third baseman Matt Chapman to second baseman Cavan Biggio to first baseman Vladimir Guerrero Jr. Estevan Florial out at 2nd. Anthony Volpe out at 1st.",0,6,0,55,"top",8,"2023-09-28T00:55:57.727Z","2023-09-28T00:59:18.415Z",TRUE,FALSE,FALSE,TRUE,24,2,2,2,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",650893,"Génesis Cabrera","/api/v1/people/650893","L","Left","vs_LHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,85.5,7,0.91,0.4013,6.115,33.602,-13.3763,5.987,9.9907,-0.3105,1.663,-6.7095,-137.104,-8.3776,1.4042,50.0059,5.6955,11.2681,32.4,3.6,24,2262,141,NA,NA,NA,NA,NA,NA,FALSE,-14.9,16.2,-9.2,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716413,"2023-09-27",0,"2023-09-28T00:56:13.311Z","2023-09-28T00:56:16.735Z",TRUE,"pitch","bd178f04-37aa-4bdc-92a7-1b5e623f67f3",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,2.7178,1.1511,NA,74.44,133.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Grounded Into DP","grounded_into_double_play","Anthony Volpe grounds into a double play, third baseman Matt Chapman to second baseman Cavan Biggio to first baseman Vladimir Guerrero Jr. Estevan Florial out at 2nd. Anthony Volpe out at 1st.",0,6,0,55,"top",8,"2023-09-28T00:55:57.727Z","2023-09-28T00:59:18.415Z",TRUE,FALSE,FALSE,TRUE,24,2,2,2,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",650893,"Génesis Cabrera","/api/v1/people/650893","L","Left","vs_LHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.1,85.7,12,0.91,0.3982,5.8321,35.0899,-19.1529,10.5747,6.8221,1.1165,3.9052,-5.6146,-138.3209,-1.7458,1.8149,50.0045,5.8486,20.1913,43.2,6,24,2433,132,NA,NA,NA,NA,NA,NA,FALSE,-18.5,12.1,-17.8,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716413,"2023-09-27",5,"2023-09-28T00:55:32.877Z","2023-09-28T00:55:43.591Z",TRUE,"pitch","abaeeb9f-58d6-46ce-b1c9-4caa0ee6713b",5,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,2,0,NA,NA,3.6,1.69,NA,106.89,163.64,"line_drive","hard","9",176.39,92.86,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","Estevan Florial singles on a sharp line drive to right fielder George Springer.",0,6,0,54,"top",8,"2023-09-28T00:54:12.871Z","2023-09-28T00:55:43.591Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,664314,"Estevan Florial","/api/v1/people/664314","L","Left",650893,"Génesis Cabrera","/api/v1/people/650893","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89,80.8,5,0.9,0.4248,5.8728,29.6977,-26.6889,0.9243,3.265,0.2652,2.7831,-4.9292,-129.4559,-2.1528,2.0826,50.0012,5.6903,1.5524,1.2,6,24,2276,162,107.6,14,293,NA,NA,NA,FALSE,-29.3,5.6,-0.5,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,664314,"Estevan Florial","/api/v1/people/664314"
716413,"2023-09-27",4,"2023-09-28T00:55:09.164Z","2023-09-28T00:55:13.256Z",TRUE,"pitch","1737675b-755c-4fe7-a2a5-927fe177b3fc",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.6,1.69,NA,73.4,176.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","Estevan Florial singles on a sharp line drive to right fielder George Springer.",0,6,0,54,"top",8,"2023-09-28T00:54:12.871Z","2023-09-28T00:55:43.591Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,664314,"Estevan Florial","/api/v1/people/664314","L","Left",650893,"Génesis Cabrera","/api/v1/people/650893","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,85.7,14,0.91,0.3979,6.0692,36.5518,-10.8343,7.2471,11.169,1.1439,2.2899,-3.9858,-138.6898,-7.4255,1.6728,50.0068,5.7584,13.8507,45.6,3.6,24,2525,138,NA,NA,NA,NA,NA,NA,FALSE,-12.1,18.5,-12.1,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716413,"2023-09-27",3,"2023-09-28T00:54:51.392Z","2023-09-28T00:54:57.136Z",TRUE,"pitch","02891c8b-20a4-4579-adc1-c1b4b9845851",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.4554,1.6693,NA,88.39,205.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","Estevan Florial singles on a sharp line drive to right fielder George Springer.",0,6,0,54,"top",8,"2023-09-28T00:54:12.871Z","2023-09-28T00:55:43.591Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,664314,"Estevan Florial","/api/v1/people/664314","L","Left",650893,"Génesis Cabrera","/api/v1/people/650893","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88,79.9,14,0.89,0.4303,5.8928,29.7401,-25.1446,0.3134,4.2979,0.7506,1.2335,-3.7021,-127.9604,-5.911,2.1839,50.0041,5.5794,0.5132,1.2,6,24,2333,161,NA,NA,NA,NA,NA,NA,FALSE,-29.3,6.5,0.4,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716413,"2023-09-27",2,"2023-09-28T00:54:34.817Z","2023-09-28T00:54:39.007Z",TRUE,"pitch","98cb0817-a74e-4871-84a1-5f10c20357e9",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.5445,1.7142,NA,98.15,200.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","Estevan Florial singles on a sharp line drive to right fielder George Springer.",0,6,0,54,"top",8,"2023-09-28T00:54:12.871Z","2023-09-28T00:55:43.591Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,664314,"Estevan Florial","/api/v1/people/664314","L","Left",650893,"Génesis Cabrera","/api/v1/people/650893","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.3,86.2,14,0.91,0.3979,6.2361,34.6412,-14.8955,10.602,9.0291,0.4945,1.419,-6.3416,-138.3613,-8.8779,1.4545,50.003,5.6964,20.2867,48,4.8,24,2449,141,NA,NA,NA,NA,NA,NA,FALSE,-16.2,14.4,-17.6,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716413,"2023-09-27",1,"2023-09-28T00:54:15.265Z","2023-09-28T00:54:18.381Z",TRUE,"pitch","88317e10-faf2-4ec8-8f7c-55790f317808",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,0,NA,NA,3.6,1.69,NA,74.93,179.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","Estevan Florial singles on a sharp line drive to right fielder George Springer.",0,6,0,54,"top",8,"2023-09-28T00:54:12.871Z","2023-09-28T00:55:43.591Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,664314,"Estevan Florial","/api/v1/people/664314","L","Left",650893,"Génesis Cabrera","/api/v1/people/650893","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.5,85.5,14,0.91,0.4007,5.8821,33.9551,-17.9799,11.3201,7.5241,1.1037,2.1836,-5.9809,-137.3544,-6.1344,1.8532,50.0058,5.6932,21.3643,45.6,6,24,2442,137,NA,NA,NA,NA,NA,NA,FALSE,-18.7,12.4,-19,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716413,"2023-09-27",0,"2023-09-28T00:53:13.480Z","2023-09-28T00:54:15.265Z",FALSE,"action",NA,NA,"Pitching Change: Genesis Cabrera replaces Trevor Richards.","Pitching Substitution",6,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,650893,"/api/v1/people/650893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"54","atBat","Single","single","Estevan Florial singles on a sharp line drive to right fielder George Springer.",0,6,0,54,"top",8,"2023-09-28T00:54:12.871Z","2023-09-28T00:55:43.591Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,664314,"Estevan Florial","/api/v1/people/664314","L","Left",650893,"Génesis Cabrera","/api/v1/people/650893","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716413,"2023-09-27",3,"2023-09-28T00:51:18.825Z","2023-09-28T00:51:28.437Z",TRUE,"pitch","ec44ea0a-f00a-4908-bcfb-e5d33bbf8a5a",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.43,1.6,NA,112.59,140.98,"popup","medium","6",115.33,167.98,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Pop Out","field_out","Cavan Biggio pops out to shortstop Anthony Volpe.",0,6,0,53,"bottom",7,"2023-09-28T00:50:05.052Z","2023-09-28T00:51:28.437Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,624415,"Cavan Biggio","/api/v1/people/624415","L","Left",543037,"Gerrit Cole","/api/v1/people/543037","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","New York Yankees","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,86,12,0.91,0.3973,6.4822,34.314,-9.878,-3.9094,11.6168,0.1158,3.6222,6.6934,-138.4841,-4.1815,-1.8377,50.0046,5.8266,-7.5051,28.8,2.4,24,2351,205,83.1,70,105,NA,NA,NA,TRUE,-10.3,20.2,5.5,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716413,"2023-09-27",2,"2023-09-28T00:50:55.769Z","2023-09-28T00:50:59.304Z",TRUE,"pitch","4df7201c-3e69-41a4-9d9f-5c2f7b10ea82",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,2,NA,NA,3.4108,1.5342,NA,143.57,185.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Pop Out","field_out","Cavan Biggio pops out to shortstop Anthony Volpe.",0,6,0,53,"bottom",7,"2023-09-28T00:50:05.052Z","2023-09-28T00:51:28.437Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,624415,"Cavan Biggio","/api/v1/people/624415","L","Left",543037,"Gerrit Cole","/api/v1/people/543037","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","New York Yankees","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",82,74.4,7,0.9,0.4635,6.0402,28.0165,-45.9467,6.8727,-9.7931,-0.6971,1.9681,1.0818,-119.2716,0.6238,-2.0504,50.0019,5.9274,9.6661,12,13.2,24,2870,38,NA,NA,NA,NA,NA,NA,FALSE,-58.6,-17,-12.7,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716413,"2023-09-27",1,"2023-09-28T00:50:36.006Z","2023-09-28T00:50:40.381Z",TRUE,"pitch","63f2323d-a53b-4827-aa21-859c74362815",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3215,1.4892,NA,141.74,137.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Pop Out","field_out","Cavan Biggio pops out to shortstop Anthony Volpe.",0,6,0,53,"bottom",7,"2023-09-28T00:50:05.052Z","2023-09-28T00:51:28.437Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,624415,"Cavan Biggio","/api/v1/people/624415","L","Left",543037,"Gerrit Cole","/api/v1/people/543037","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","New York Yankees","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,86.4,11,0.89,0.3949,6.2431,35.2538,-8.7056,-1.8754,12.0842,-0.6491,3.7622,4.1202,-139.4216,-3.9952,-1.9114,50.0063,5.803,-3.6434,15.6,2.4,24,2383,203,NA,NA,NA,NA,NA,NA,FALSE,-9,21.1,2.4,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716413,"2023-09-27",0,"2023-09-28T00:50:14.694Z","2023-09-28T00:50:18.333Z",TRUE,"pitch","52d902fd-829a-4c11-a60e-0cd1c46fdf6c",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3885,1.5793,NA,127.28,177.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Pop Out","field_out","Cavan Biggio pops out to shortstop Anthony Volpe.",0,6,0,53,"bottom",7,"2023-09-28T00:50:05.052Z","2023-09-28T00:51:28.437Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,624415,"Cavan Biggio","/api/v1/people/624415","L","Left",543037,"Gerrit Cole","/api/v1/people/543037","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","New York Yankees","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,86.9,5,0.9,0.3939,6.7113,35.283,-9.5,-5.3475,11.6098,-0.2698,2.2688,6.9653,-139.7617,-7.3989,-2.1147,50.0023,5.5957,-10.4434,37.2,2.4,24,2336,217,NA,NA,NA,NA,NA,NA,FALSE,-10.6,19.4,8,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716413,"2023-09-27",2,"2023-09-28T00:49:34.613Z","2023-09-28T00:49:45.150Z",TRUE,"pitch","0ba03d33-c117-4e46-9e24-5cf8435dc7c3",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,1,2,NA,NA,3.22,1.56,NA,138.45,171.23,"line_drive","medium","8",96.07,74.94,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Single","single","Brandon Belt singles on a line drive to center fielder Estevan Florial.",0,6,0,52,"bottom",7,"2023-09-28T00:48:58.954Z","2023-09-28T00:49:45.150Z",TRUE,FALSE,FALSE,FALSE,33,1,1,2,474832,"Brandon Belt","/api/v1/people/474832","L","Left",543037,"Gerrit Cole","/api/v1/people/543037","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","New York Yankees","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.1,78.7,4,0.95,0.438,6.2885,25.7915,-22.518,-8.8648,6.0982,-0.5627,2.502,6.2322,-125.1612,-3.2139,-1.936,50.002,5.6514,-14.0323,28.8,7.2,24,1729,236,84.9,22,273,NA,NA,NA,FALSE,-26.5,10.6,14.5,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,474832,"Brandon Belt","/api/v1/people/474832"
716413,"2023-09-27",1,"2023-09-28T00:49:16.701Z","2023-09-28T00:49:22.917Z",TRUE,"pitch","ecbc39a8-d42c-467e-933b-264e29f81ff1",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.22,1.56,NA,94.74,155.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Single","single","Brandon Belt singles on a line drive to center fielder Estevan Florial.",0,6,0,52,"bottom",7,"2023-09-28T00:48:58.954Z","2023-09-28T00:49:45.150Z",TRUE,FALSE,FALSE,FALSE,33,1,1,2,474832,"Brandon Belt","/api/v1/people/474832","L","Left",543037,"Gerrit Cole","/api/v1/people/543037","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","New York Yankees","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,85.6,3,0.89,0.3975,6.3022,37.6254,-12.2592,-6.7351,10.4118,0.5841,3.0864,8.6775,-138.9835,-4.9977,-1.7366,50.0034,5.7547,-12.8836,38.4,3.6,24,2358,215,NA,NA,NA,NA,NA,NA,FALSE,-12.8,17.6,10,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716413,"2023-09-27",0,"2023-09-28T00:48:58.954Z","2023-09-28T00:49:03.204Z",TRUE,"pitch","08877c27-7fed-4338-a3cc-6bb0884c2abb",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.1876,1.5793,NA,76.92,189.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Single","single","Brandon Belt singles on a line drive to center fielder Estevan Florial.",0,6,0,52,"bottom",7,"2023-09-28T00:48:58.954Z","2023-09-28T00:49:45.150Z",TRUE,FALSE,FALSE,FALSE,33,1,1,2,474832,"Brandon Belt","/api/v1/people/474832","L","Left",543037,"Gerrit Cole","/api/v1/people/543037","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","New York Yankees","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",83.2,75.7,14,0.9,0.4566,6.2424,28.2041,-44.9897,5.1972,-8.8329,1.0515,1.8349,5.2461,-120.9396,-0.5349,-1.8382,50.0045,6.077,7.5378,10.8,13.2,24,2928,38,NA,NA,NA,NA,NA,NA,FALSE,-55.9,-15.7,-10.9,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716413,"2023-09-27",1,"2023-09-28T00:48:25.966Z","2023-09-28T00:48:35.415Z",TRUE,"pitch","cd84163c-f132-4ba7-99e2-61d91cfef17e",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.67,1.69,NA,132.28,156.06,"popup","medium","6",106.89,118.09,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Pop Out","field_out","Vladimir Guerrero Jr. pops out to shortstop Anthony Volpe.",0,6,0,51,"bottom",7,"2023-09-28T00:48:09.943Z","2023-09-28T00:48:35.415Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",543037,"Gerrit Cole","/api/v1/people/543037","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","New York Yankees","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,86.4,1,0.9,0.3946,6.4832,36.9513,-11.8145,-5.7753,10.4819,-0.4008,3.0636,5.8706,-139.7966,-5.068,-1.7966,50.0066,5.7021,-11.2222,36,3.6,24,2356,213,92.1,56,212,NA,NA,NA,TRUE,-12.2,17.9,9,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716413,"2023-09-27",0,"2023-09-28T00:48:13.371Z","2023-09-28T00:48:17.163Z",TRUE,"pitch","5d708f65-c1b5-447c-b8ef-1bddc609f648",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.6336,1.7592,NA,104.05,161.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Pop Out","field_out","Vladimir Guerrero Jr. pops out to shortstop Anthony Volpe.",0,6,0,51,"bottom",7,"2023-09-28T00:48:09.943Z","2023-09-28T00:48:35.415Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",543037,"Gerrit Cole","/api/v1/people/543037","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","New York Yankees","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.1,84,6,0.91,0.4119,6.3669,26.3844,-19.5574,0.9465,7.0313,0.3398,2.8751,5.7712,-132.6062,-3.8759,-1.9811,50.0027,5.7692,1.6965,8.4,4.8,24,2529,184,NA,NA,NA,NA,NA,NA,FALSE,-20.5,12.1,-2.9,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
