"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","details.disengagementNum","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718501,"2023-04-20",7,"2023-04-20T02:35:25.735Z","2023-04-20T02:35:35.274Z",TRUE,"pitch","4e5f1b81-4ea8-499b-b240-74560567710e",8,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.16,1.49,NA,88.7,191.42,"fly_ball","medium","9",170.21,87.95,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Danny Jansen flies out to right fielder Kyle Tucker.",0,1,8,66,"top",9,"2023-04-20T02:33:00.733Z","2023-04-20T02:35:35.274Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,643376,"Danny Jansen","/api/v1/people/643376","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Houston Astros","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91,83,9,2,0.4151,6.3154,30.9413,-29.3232,2.902,1.6238,0.7424,1.754,1.7688,-132.4709,-5.0449,-0.3132,50.0057,5.8529,5.1068,9.6,7.2,24,2737,129,85.9,34,298,NA,NA,NA,TRUE,-31.3,1.9,-5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718501,"2023-04-20",6,"2023-04-20T02:35:03.727Z","2023-04-20T02:35:08.388Z",TRUE,"pitch","8991b196-26d3-41bc-afab-df0b5d8a1d4d",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.16,1.49,NA,161.08,187.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Danny Jansen flies out to right fielder Kyle Tucker.",0,1,8,66,"top",9,"2023-04-20T02:33:00.733Z","2023-04-20T02:35:35.274Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,643376,"Danny Jansen","/api/v1/people/643376","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Houston Astros","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.9,83.3,13,2,0.4147,6.4525,29.5684,-31.6086,-9.1369,0.3212,-1.1565,1.9048,1.4738,-132.3393,-3.9868,-0.5357,50.0039,5.7591,-16.1256,26.4,8.4,24,1974,222,NA,NA,NA,NA,NA,NA,FALSE,-33.4,-0.1,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718501,"2023-04-20",5,"2023-04-20T02:34:41.633Z","2023-04-20T02:34:44.732Z",TRUE,"pitch","5b9d23a3-eea1-4f8c-ae52-57b909232bc9",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.16,1.49,NA,89.11,152.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Danny Jansen flies out to right fielder Kyle Tucker.",0,1,8,66,"top",9,"2023-04-20T02:33:00.733Z","2023-04-20T02:35:35.274Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,643376,"Danny Jansen","/api/v1/people/643376","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,86.6,3,2,0.3969,6.4298,30.8615,-10.5377,-0.6054,11.2237,0.7316,3.2053,2.2369,-138.0121,-5.3913,-0.0109,50.0065,5.8946,-1.1675,3.6,2.4,24,2499,193,NA,NA,NA,NA,NA,NA,FALSE,-11,19.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718501,"2023-04-20",4,"2023-04-20T02:34:19.566Z","2023-04-20T02:34:23.047Z",TRUE,"pitch","8cb4d021-ca59-4856-adac-3cb8eed92502",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.16,1.49,NA,101.47,190.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Danny Jansen flies out to right fielder Kyle Tucker.",0,1,8,66,"top",9,"2023-04-20T02:33:00.733Z","2023-04-20T02:35:35.274Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,643376,"Danny Jansen","/api/v1/people/643376","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Houston Astros","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.7,73.6,9,2,0.4662,6.0772,29.1833,-41.0956,7.8624,-6.4259,0.4075,1.7947,-0.8328,-118.8663,-1.0021,-0.2494,50.0034,6.0546,10.9122,14.4,12,24,3266,34,NA,NA,NA,NA,NA,NA,FALSE,-53.5,-11.5,-13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718501,"2023-04-20",3,"2023-04-20T02:33:59.436Z","2023-04-20T02:34:02.883Z",TRUE,"pitch","d4449b18-a145-4fc3-8f14-7cab56eaf05a",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.0181,1.4212,NA,67.58,236.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Danny Jansen flies out to right fielder Kyle Tucker.",0,1,8,66,"top",9,"2023-04-20T02:33:00.733Z","2023-04-20T02:35:35.274Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,643376,"Danny Jansen","/api/v1/people/643376","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91.1,83.6,14,2,0.4149,6.3386,29.6848,-27.6508,-0.5704,2.5677,1.2966,0.0989,3.5626,-132.3033,-9.5508,0.0035,50.0042,5.8,-1.0057,0,7.2,24,2727,157,NA,NA,NA,NA,NA,NA,FALSE,-30.6,2.6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718501,"2023-04-20",2,"2023-04-20T02:33:45.225Z","2023-04-20T02:33:49.215Z",TRUE,"pitch","a7ec2660-ac5a-4f60-901e-06be329f64d7",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,2,NA,NA,3.1027,1.4497,NA,116.17,184.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Danny Jansen flies out to right fielder Kyle Tucker.",0,1,8,66,"top",9,"2023-04-20T02:33:00.733Z","2023-04-20T02:35:35.274Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,643376,"Danny Jansen","/api/v1/people/643376","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,85.9,5,2,0.398,6.4329,35.4066,-10.2853,-2.0923,11.4521,0.0219,2.0186,1.2281,-138.4627,-8.3207,-0.1592,50.005,5.78,-3.9999,16.8,2.4,24,2579,196,NA,NA,NA,NA,NA,NA,FALSE,-11.8,18.8,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718501,"2023-04-20",1,"2023-04-20T02:33:26.088Z","2023-04-20T02:33:29.286Z",TRUE,"pitch","5bb52780-b967-4369-b18f-1d6a89d478cc",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.16,1.49,NA,123.57,205.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Danny Jansen flies out to right fielder Kyle Tucker.",0,1,8,66,"top",9,"2023-04-20T02:33:00.733Z","2023-04-20T02:35:35.274Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,643376,"Danny Jansen","/api/v1/people/643376","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.2,82.7,13,2,0.4206,6.2024,25.1345,-28.096,2.3616,2.3689,-0.1723,1.245,-0.3881,-129.8394,-6.3957,-0.3287,50.0042,5.8558,4.0646,7.2,7.2,24,2791,137,NA,NA,NA,NA,NA,NA,FALSE,-31,3.2,-4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718501,"2023-04-20",0,"2023-04-20T02:33:12.357Z","2023-04-20T02:33:18.428Z",TRUE,"pitch","b38b084d-33f4-4779-a779-849744d9e73d",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.1027,1.4497,NA,76.19,187.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Danny Jansen flies out to right fielder Kyle Tucker.",0,1,8,66,"top",9,"2023-04-20T02:33:00.733Z","2023-04-20T02:35:35.274Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,643376,"Danny Jansen","/api/v1/people/643376","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.6,83.1,14,2,0.4158,6.2857,28.6616,-29.2296,0.8069,1.6732,1.0706,1.899,2.7042,-131.8465,-4.9131,-0.0741,50.0006,5.9499,1.4164,3.6,7.2,24,2785,128,NA,NA,NA,NA,NA,NA,FALSE,-31.2,2.2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718501,"2023-04-20",8,"2023-04-20T02:32:37.178Z","2023-04-20T02:32:49.954Z",TRUE,"pitch","576cf1f1-a5be-4f99-9cae-6e28a30b1784",9,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.31,1.61,NA,93.92,178.54,"fly_ball","hard","8",108.28,37.5,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Flyout","field_out","Matt Chapman flies out sharply to center fielder Jake Meyers.",0,1,8,65,"top",9,"2023-04-20T02:29:36.140Z","2023-04-20T02:32:49.954Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,656305,"Matt Chapman","/api/v1/people/656305","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Houston Astros","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.9,74.4,6,2,0.4631,6.1237,26.8322,-40.6134,9.1387,-5.9851,0.6054,2.2311,-0.4077,-119.1238,-0.2271,-0.4034,50.0026,6.0576,12.8896,18,12,24,3268,30,102,29,402,NA,NA,NA,TRUE,-52,-10.6,-16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718501,"2023-04-20",7,"2023-04-20T02:32:15.828Z","2023-04-20T02:32:18.828Z",TRUE,"pitch","cfeb5cd1-fa19-48f0-b7ff-c5306aca969c",8,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.31,1.61,NA,112.04,163.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Flyout","field_out","Matt Chapman flies out sharply to center fielder Jake Meyers.",0,1,8,65,"top",9,"2023-04-20T02:29:36.140Z","2023-04-20T02:32:49.954Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,656305,"Matt Chapman","/api/v1/people/656305","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,85.1,2,2,0.4033,6.441,31.6085,-11.9413,-0.1571,10.8434,0.13,2.7976,0.4286,-136.1413,-6.0775,-0.0095,50.0001,5.8954,-0.293,1.2,2.4,24,2477,195,NA,NA,NA,NA,NA,NA,FALSE,-13,18.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
