"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
746309,"2024-05-21",6,"2024-05-22T01:59:38.030Z","2024-05-22T01:59:43.402Z",TRUE,"pitch","8643a5ae-c01c-49ec-b5fb-25789b9eb1de",7,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,2,NA,NA,3.32,1.61,NA,74.38,188.84,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Carson Kelly strikes out swinging.",0,3,10,76,"top",9,"2024-05-22T01:57:27.466Z","2024-05-22T01:59:43.402Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,608348,"Carson Kelly","/api/v1/people/608348","R","Right",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.6,75.8,14,0.9,0.4601,6.1341,21.8073,-35.5378,0.5941,-2.3401,1.118,1.8495,3.9522,-118.8357,-2.9695,-0.6407,50.004,6.3291,0.853,2.4,9.6,24,2047,46,NA,NA,NA,NA,NA,NA,TRUE,-45.6,-4.7,-2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746309,"2024-05-21",5,"2024-05-22T01:59:09.483Z","2024-05-22T01:59:14.641Z",TRUE,"pitch","ca0dfac7-789d-4cd2-b1d0-c23270a85246",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.3242,1.6045,NA,60.59,160.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Carson Kelly strikes out swinging.",0,3,10,76,"top",9,"2024-05-22T01:57:27.466Z","2024-05-22T01:59:43.402Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,608348,"Carson Kelly","/api/v1/people/608348","R","Right",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.3,87.3,12,0.91,0.3973,6.0678,26.8496,-18.8318,-5.7498,6.9122,1.4798,2.9145,7.5339,-137.2181,-5.6298,-0.5386,50.0061,6.2525,-11.1032,26.4,4.8,24,2235,194,NA,NA,NA,NA,NA,NA,FALSE,-18.8,11.6,9.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746309,"2024-05-21",4,"2024-05-22T01:58:43.612Z","2024-05-22T01:58:48.911Z",TRUE,"pitch","7ed68351-261d-471d-92ea-d9c89c12655c",5,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,2,NA,NA,3.3139,1.6849,NA,59.46,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Carson Kelly strikes out swinging.",0,3,10,76,"top",9,"2024-05-22T01:57:27.466Z","2024-05-22T01:59:43.402Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,608348,"Carson Kelly","/api/v1/people/608348","R","Right",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",83,77,14,0.89,0.4533,6.0545,22.8494,-30.2324,1.0648,1.3108,1.5096,0.6213,4.4339,-120.7081,-6.843,-0.4872,50.0033,6.1449,1.5749,3.6,8.4,24,2016,48,NA,NA,NA,NA,NA,NA,FALSE,-38.6,1.1,-3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746309,"2024-05-21",3,"2024-05-22T01:58:21.324Z","2024-05-22T01:58:24.762Z",TRUE,"pitch","3ad826c4-743b-4087-a7ba-91caadd0e970",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.32,1.61,NA,132.2,138.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Carson Kelly strikes out swinging.",0,3,10,76,"top",9,"2024-05-22T01:57:27.466Z","2024-05-22T01:59:43.402Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,608348,"Carson Kelly","/api/v1/people/608348","R","Right",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,86.6,11,0.92,0.3993,5.8565,27.1885,-21.6613,-3.4977,5.5006,-0.3988,3.7117,2.5307,-136.6457,-2.8105,-0.8777,50.0005,6.2245,-6.6821,15.6,4.8,24,2178,206,NA,NA,NA,NA,NA,NA,FALSE,-21.1,9.6,5.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746309,"2024-05-21",2,"2024-05-22T01:58:03.111Z","2024-05-22T01:58:08.409Z",TRUE,"pitch","be08c004-46f3-4a72-9e92-8bad36d1a158",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,2,NA,NA,3.3829,1.5859,NA,115.73,146.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Carson Kelly strikes out swinging.",0,3,10,76,"top",9,"2024-05-22T01:57:27.466Z","2024-05-22T01:59:43.402Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,608348,"Carson Kelly","/api/v1/people/608348","R","Right",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.1,87,2,0.91,0.3978,5.9414,27.2075,-20.0145,-2.9647,6.3174,0.0334,3.423,3.1085,-137.1106,-4.1227,-0.724,50.0017,6.2926,-5.7061,13.2,4.8,24,2131,199,NA,NA,NA,NA,NA,NA,FALSE,-19.7,10.9,4.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746309,"2024-05-21",1,"2024-05-22T01:57:47.272Z","2024-05-22T01:57:55.093Z",TRUE,"pitch","14ecf0cf-10c1-4393-886d-5c31baa9dcfb",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.2715,1.5197,NA,65.52,202.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Carson Kelly strikes out swinging.",0,3,10,76,"top",9,"2024-05-22T01:57:27.466Z","2024-05-22T01:59:43.402Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,608348,"Carson Kelly","/api/v1/people/608348","R","Right",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82.3,76.2,14,0.89,0.4573,6.0564,22.9019,-34.3978,-1.208,-1.5333,1.3506,1.3256,4.8225,-119.7281,-4.3431,-0.5318,50.0024,6.2383,-1.7566,1.2,9.6,24,1951,37,NA,NA,NA,NA,NA,NA,FALSE,-43.9,-3.6,1.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746309,"2024-05-21",0,"2024-05-22T01:57:31.691Z","2024-05-22T01:57:35.539Z",TRUE,"pitch","01970eca-ec48-41c7-8530-ade0d56283df",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3242,1.6007,NA,90.2,182.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Carson Kelly strikes out swinging.",0,3,10,76,"top",9,"2024-05-22T01:57:27.466Z","2024-05-22T01:59:43.402Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,608348,"Carson Kelly","/api/v1/people/608348","R","Right",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.7,75.1,9,0.9,0.4643,6.1323,20.7923,-35.8497,0.2035,-2.6027,0.7031,2.0971,2.8766,-117.6487,-2.2166,-0.5582,50.0031,6.3512,0.287,1.2,10.8,24,1980,67,NA,NA,NA,NA,NA,NA,FALSE,-46.6,-4.9,-1.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746309,"2024-05-21",2,"2024-05-22T01:57:03.783Z","2024-05-22T01:57:10.009Z",TRUE,"pitch","b56e8e75-1e1d-4ada-a4b3-8687e0355d7c",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,3,1,NA,NA,3.1307,1.4187,NA,88.31,155.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Andy Ibáñez called out on strikes.",0,3,10,75,"top",9,"2024-05-22T01:56:14.059Z","2024-05-22T01:57:10.009Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,628451,"Andy Ibáñez","/api/v1/people/628451","R","Right",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.4,75.6,3,0.9,0.4603,5.9775,21.149,-35.5132,0.6739,-2.3236,0.7527,3.0915,2.9745,-118.6663,-0.4325,-0.6008,50.0037,6.4913,0.9676,2.4,9.6,24,2005,95,NA,NA,NA,NA,NA,NA,TRUE,-45,-4.1,-1.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,679529,"Spencer Torkelson","/api/v1/people/679529",690993,"Colt Keith","/api/v1/people/690993"
746309,"2024-05-21",1,"2024-05-22T01:56:43.348Z","2024-05-22T01:56:46.533Z",TRUE,"pitch","f8aff09c-00aa-4a3f-b126-af5476aebb87",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.13,1.48,NA,128.88,196.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Andy Ibáñez called out on strikes.",0,3,10,75,"top",9,"2024-05-22T01:56:14.059Z","2024-05-22T01:57:10.009Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,628451,"Andy Ibáñez","/api/v1/people/628451","R","Right",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.9,76.6,7,0.9,0.4565,6.116,19.9033,-32.762,1.2342,-0.399,-0.3117,1.5511,0.6373,-119.3311,-4.233,-0.7413,50.0044,6.2544,1.8054,3.6,9.6,24,2030,49,NA,NA,NA,NA,NA,NA,FALSE,-41.6,-1.3,-2.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746309,"2024-05-21",0,"2024-05-22T01:56:23.519Z","2024-05-22T01:56:27.399Z",TRUE,"pitch","8dcd9b83-4f0c-4447-9ed5-30db923acb44",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.13,1.48,NA,92.88,167.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Andy Ibáñez called out on strikes.",0,3,10,75,"top",9,"2024-05-22T01:56:14.059Z","2024-05-22T01:57:10.009Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,628451,"Andy Ibáñez","/api/v1/people/628451","R","Right",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,88.4,3,0.92,0.3926,6.1014,26.6057,-12.8702,-2.9263,9.7561,0.6329,2.6517,4.5079,-138.7156,-7.5038,-0.6218,50.0018,6.2221,-5.7897,19.2,3.6,24,2269,205,NA,NA,NA,NA,NA,NA,FALSE,-13.2,16.6,4.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
