"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718695,"2023-04-05",2,"2023-04-05T20:59:32.654Z","2023-04-05T20:59:39.423Z",TRUE,"pitch","b44ba850-317a-4c26-a485-7c1276b2a5b7",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,3.4,1.61,NA,127.99,207.73,"ground_ball","medium","3",153.74,170.47,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","Mike Yastrzemski grounds out, first baseman Andrew Vaughn to pitcher Joe Kelly.",0,3,7,77,"top",9,"2023-04-05T20:58:27.672Z","2023-04-05T20:59:39.423Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,573262,"Mike Yastrzemski","/api/v1/people/573262","L","Left",523260,"Joe Kelly","/api/v1/people/523260","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago White Sox","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.4,80.9,13,2,0.4269,6.1359,27.2323,-22.1958,-11.5688,5.9883,-0.2884,1.1499,6.7951,-128.4342,-6.046,-1.4688,50.0044,5.267,-19.2795,37.2,7.2,24,2055,249,74.5,-3,18,NA,NA,NA,TRUE,-25.6,9.6,19.3,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718695,"2023-04-05",1,"2023-04-05T20:59:10.254Z","2023-04-05T20:59:13.371Z",TRUE,"pitch","7ee462b4-4242-4624-a593-2ad59b16f619",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.4,1.61,NA,125.88,197.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","Mike Yastrzemski grounds out, first baseman Andrew Vaughn to pitcher Joe Kelly.",0,3,7,77,"top",9,"2023-04-05T20:58:27.672Z","2023-04-05T20:59:39.423Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,573262,"Mike Yastrzemski","/api/v1/people/573262","L","Left",523260,"Joe Kelly","/api/v1/people/523260","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago White Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.9,89.6,8,2,0.3851,6.256,32.6256,-22.5325,-11.4195,4.7049,-0.2328,1.5453,7.5363,-142.2473,-5.9378,-1.4329,50.0025,5.0882,-23.4018,42,6,24,2380,230,NA,NA,NA,NA,NA,NA,FALSE,-21.1,7.4,19.2,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718695,"2023-04-05",0,"2023-04-05T20:58:49.068Z","2023-04-05T20:58:53.283Z",TRUE,"pitch","68e07795-1efa-412d-993b-2ffe00b86377",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4887,1.6677,NA,136.08,182.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","Mike Yastrzemski grounds out, first baseman Andrew Vaughn to pitcher Joe Kelly.",0,3,7,77,"top",9,"2023-04-05T20:58:27.672Z","2023-04-05T20:59:39.423Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,573262,"Mike Yastrzemski","/api/v1/people/573262","L","Left",523260,"Joe Kelly","/api/v1/people/523260","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago White Sox","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.4,80.8,7,2,0.4265,6.3458,27.5746,-23.6366,-10.0573,5.1175,-0.5006,2.0858,6.0329,-128.6058,-3.8747,-1.5746,50.0041,5.4531,-16.7872,32.4,7.2,24,2079,245,NA,NA,NA,NA,NA,NA,FALSE,-26.5,8.5,16.8,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718695,"2023-04-05",2,"2023-04-05T20:58:04.389Z","2023-04-05T20:58:17.813Z",TRUE,"pitch","62a8d5dd-2e49-4f5d-901a-b2a7dc452258",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,2,2,NA,NA,3.46,1.7,NA,123.27,156.7,"line_drive","medium","9",153.58,54.69,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Double","double","Joc Pederson doubles (1) on a line drive to right fielder Oscar Colas. Wilmer Flores scores. Michael Conforto scores.",2,3,7,76,"top",9,"2023-04-05T20:56:54.601Z","2023-04-05T20:58:17.813Z",TRUE,TRUE,FALSE,FALSE,34,0,2,2,592626,"Joc Pederson","/api/v1/people/592626","L","Left",523260,"Joe Kelly","/api/v1/people/523260","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago White Sox","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.7,90,2,2,0.3817,6.3466,34.1938,-16.7265,-6.8633,7.4128,-0.1646,3.0398,6.2769,-143.6632,-3.4311,-1.4892,50.0051,5.2934,-14.3064,36,4.8,24,2396,224,97,23,398,NA,NA,NA,FALSE,-15.2,12.8,11.2,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,592626,"Joc Pederson","/api/v1/people/592626",NA,NA,NA,NA
718695,"2023-04-05",1,"2023-04-05T20:57:35.648Z","2023-04-05T20:57:38.820Z",TRUE,"pitch","08b95247-3713-40ec-8f40-39217ce7dba2",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.46,1.7,NA,109.67,189.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Double","double","Joc Pederson doubles (1) on a line drive to right fielder Oscar Colas. Wilmer Flores scores. Michael Conforto scores.",2,3,7,76,"top",9,"2023-04-05T20:56:54.601Z","2023-04-05T20:58:17.813Z",TRUE,TRUE,FALSE,FALSE,34,0,2,2,592626,"Joc Pederson","/api/v1/people/592626","L","Left",523260,"Joe Kelly","/api/v1/people/523260","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago White Sox","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",89,81.5,8,2,0.4239,5.9969,28.646,-37.2275,1.2365,-2.995,0.1922,1.8356,4.2422,-129.5325,-2.0894,-1.6315,50.0013,5.516,2.087,4.8,9.6,24,2954,47,NA,NA,NA,NA,NA,NA,FALSE,-40.3,-5.6,-3.2,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718695,"2023-04-05",0,"2023-04-05T20:57:16.884Z","2023-04-05T20:57:20.774Z",TRUE,"pitch","b672b9ae-b2ae-43d1-b632-c52f68b798e6",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.5102,1.6894,NA,119.99,174.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Double","double","Joc Pederson doubles (1) on a line drive to right fielder Oscar Colas. Wilmer Flores scores. Michael Conforto scores.",2,3,7,76,"top",9,"2023-04-05T20:56:54.601Z","2023-04-05T20:58:17.813Z",TRUE,TRUE,FALSE,FALSE,34,0,2,2,592626,"Joc Pederson","/api/v1/people/592626","L","Left",523260,"Joe Kelly","/api/v1/people/523260","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago White Sox","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.4,80.6,5,2,0.427,6.1991,27.9152,-24.9811,-9.4051,4.321,-0.0786,2.3644,6.7801,-128.5205,-3.0015,-1.5358,50.0008,5.4983,-15.6508,28.8,7.2,24,1961,243,NA,NA,NA,NA,NA,NA,FALSE,-27.8,7.3,15.4,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718695,"2023-04-05",6,"2023-04-05T20:56:46.479Z","2023-04-05T20:56:50.455Z",TRUE,"pitch","0656e80b-cc2b-4289-8783-1780ef486b5a",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,1,NA,NA,3.35,1.63,NA,128.23,198.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","David Villar strikes out swinging.",0,1,7,75,"top",9,"2023-04-05T20:53:42.664Z","2023-04-05T20:56:50.455Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,681584,"David Villar","/api/v1/people/681584","R","Right",523260,"Joe Kelly","/api/v1/people/523260","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago White Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.6,83,13,2,0.416,6.0913,29.1981,-29.7905,0.8584,1.3601,-0.2946,1.4964,3.1704,-131.8794,-4.5776,-1.6261,50.0038,5.4633,1.5051,3.6,7.2,24,2761,45,NA,NA,NA,NA,NA,NA,TRUE,-31.8,1.7,-2.3,NA,NA,NA,NA,TRUE,TRUE,624424,"Michael Conforto","/api/v1/people/624424",NA,NA,NA,527038,"Wilmer Flores","/api/v1/people/527038",NA,NA,NA,NA
718695,"2023-04-05",5,"2023-04-05T20:56:15.167Z","2023-04-05T20:56:19.637Z",TRUE,"pitch","b4558f97-92ab-4f83-8fe2-e7fb6a4edafd",5,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",3,2,1,NA,NA,3.3811,1.6677,NA,24.8,277.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","David Villar strikes out swinging.",0,1,7,75,"top",9,"2023-04-05T20:53:42.664Z","2023-04-05T20:56:50.455Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,681584,"David Villar","/api/v1/people/681584","R","Right",523260,"Joe Kelly","/api/v1/people/523260","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago White Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91,85.2,14,2,0.4137,6.0955,25.3425,-31.9799,1.5523,0.1103,2.4188,-1.4357,9.3264,-131.8947,-11.4004,-1.35,50.0057,5.2627,2.7615,7.2,7.2,24,2913,13,NA,NA,NA,NA,NA,NA,FALSE,-35,-1.9,-4.7,NA,NA,NA,NA,TRUE,TRUE,624424,"Michael Conforto","/api/v1/people/624424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718695,"2023-04-05",4,"2023-04-05T20:55:47.245Z","2023-04-05T20:55:51.333Z",TRUE,"pitch","22102322-bbf4-4c0f-a6dd-0c6bab201f64",4,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,1,NA,NA,3.3596,1.6894,NA,42.87,226.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","David Villar strikes out swinging.",0,1,7,75,"top",9,"2023-04-05T20:53:42.664Z","2023-04-05T20:56:50.455Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,681584,"David Villar","/api/v1/people/681584","R","Right",523260,"Joe Kelly","/api/v1/people/523260","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago White Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91.3,84.6,14,2,0.412,6.1729,27.3363,-29.0349,3.0373,1.7555,1.9447,0.4612,7.347,-132.7367,-7.3831,-1.2495,50.0058,5.3811,5.4423,12,7.2,24,2730,45,NA,NA,NA,NA,NA,NA,FALSE,-31,1.8,-7.1,NA,NA,NA,NA,TRUE,TRUE,624424,"Michael Conforto","/api/v1/people/624424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718695,"2023-04-05",3,"2023-04-05T20:55:26.810Z","2023-04-05T20:55:30.955Z",TRUE,"pitch","71a3c56d-6e70-4af5-b72c-379d85c286ac",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,1,NA,NA,3.3506,1.6894,NA,141.61,166.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","David Villar strikes out swinging.",0,1,7,75,"top",9,"2023-04-05T20:53:42.664Z","2023-04-05T20:56:50.455Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,681584,"David Villar","/api/v1/people/681584","R","Right",523260,"Joe Kelly","/api/v1/people/523260","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago White Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89,82.4,4,2,0.4207,6.0651,25.0447,-29.2623,4.0798,1.6921,-0.6457,2.671,1.367,-129.778,-2.014,-1.7082,50.0012,5.6678,7.0165,13.2,7.2,24,2709,27,NA,NA,NA,NA,NA,NA,FALSE,-31.3,2.9,-7.7,NA,NA,NA,NA,TRUE,TRUE,624424,"Michael Conforto","/api/v1/people/624424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
